agi,agiint,agistr,agistrint,arcres,armor,classes,cooldown,critstrkrtng,dmg,dmgmax1,dmgmin1,dodgertng,dps,dura,firres,frores,hastertng,int,lifesteal,mastrtng,mledmgmax,mledmgmin,mledps,mlespeed,name_enus,natres,nsockets,parryrtng,pvppower,quality,reqlevel,slotbak,socket1,socket2,socket3,speed,splcritstrkrtng,splpwr,sta,str,versatility
,,,,,,,,,,4.0,2.0,,0.95,35.0,,,,,,,4.0,2.0,0.95,3.6,Timeworn Staff,,,,,Common,,17.0,,,,3.6,,,,,
,,,,,,,,,,4.0,2.0,,0.96,35.0,,,,,,,4.0,2.0,0.96,3.6,Alarmbringer's Mace,,,,,Common,,17.0,,,,3.6,,,,,
,,,,,,,,,,3.0,1.0,,0.63,25.0,,,,,,,3.0,1.0,0.63,3.6,Darkspear Battle Axe,,,,,Uncommon,,17.0,,,,3.6,,,,,
,,,,,,,,4.0,,17.0,10.0,,3.8,80.0,,,,,,,17.0,10.0,3.8,3.6,Greatsword of the Crown,,,,,Rare,,17.0,,,,3.6,,,7.0,4.0,
,,,,,,,,,,18.0,10.0,,4.01,80.0,,,,,,,18.0,10.0,4.01,3.6,Duskbringer,,,,,Rare,16.0,17.0,,,,3.6,,,,,
,,,,,,,,,,8.0,5.0,,1.93,80.0,,,,23.0,,,8.0,5.0,1.93,3.6,Staff of the Hallowed,,,,,Rare,,17.0,,,,3.6,,,8.0,,4.0
,,,,,,,,3.0,,22.0,12.0,,4.85,,,,7.0,,,,22.0,12.0,4.85,3.6,Bloodcaked Runeblade,,,,,Uncommon,20.0,17.0,,,,3.6,,,10.0,7.0,
,,,,,,,,,,,,,,,,,,,,,,,,,Formula: Enchant Weapon - Executioner,,,,,Rare,,,,,,,,,,,
,,,,,,,,8.0,,21.0,13.0,,4.83,90.0,,,,,,,21.0,13.0,4.83,3.6,Reconditioned Archeus,,,,,Rare,,17.0,,,,3.6,,,10.0,7.0,
,,,,,,,,,,7.0,4.0,,1.66,60.0,,,,21.0,,,7.0,4.0,1.66,3.6,Foamspittle Staff,,,,,Uncommon,12.0,17.0,,,,3.6,,,7.0,,9.0
,,,,,,,,4.0,,8.0,5.0,,1.93,80.0,,,,23.0,,,8.0,5.0,1.93,3.6,Staff of the Left Hand Path,,,,,Rare,,17.0,,,,3.6,,,8.0,,
,,,,,,,,4.0,,8.0,5.0,,1.93,80.0,,,,23.0,,,8.0,5.0,1.93,3.6,Staff of Justified Sins,,,,,Rare,,17.0,,,,3.6,,,8.0,,
,,,,,,,,,,10.0,7.0,,2.37,90.0,,,,28.0,,,10.0,7.0,2.37,3.6,Twisted Chanter's Staff,,,,,Rare,19.0,17.0,,,,3.6,,,9.0,,
,,,,,,,,,,22.0,12.0,,4.85,90.0,,,,,,,22.0,12.0,4.85,3.6,Strike of the Hydra,,,,,Rare,20.0,17.0,,,,3.6,,,10.0,7.0,
,,,,,,,,,,8.0,5.0,,1.93,80.0,,,,23.0,,,8.0,5.0,1.93,3.6,Staff of the Verdant Circle,,,,,Rare,,17.0,,,,3.6,,,8.0,,4.0
,,,,,,,,,,16.0,12.0,,3.9,80.0,,,,,,,16.0,12.0,3.9,3.6,Smite's Mighty Hammer,,,,,Rare,15.0,17.0,,,,3.6,,,5.0,8.0,
,,,,,,,,,,10.0,7.0,,2.41,90.0,,,,31.0,,,10.0,7.0,2.41,3.6,Staff of the Blessed Seer,,,,,Rare,20.0,17.0,,,,3.6,,,10.0,,5.0
,,,,,,,,,,21.0,12.0,,4.64,75.0,,,,,,,21.0,12.0,4.64,3.6,Executioner's Sword,,,,,Uncommon,19.0,17.0,,,,3.6,,,,12.0,
,,,,,,,,,,28.0,16.0,,6.19,85.0,,,,,,,28.0,16.0,6.19,3.6,Emil's Brand,,,,,Uncommon,,17.0,,,,3.6,,,4.0,15.0,
,,,,,,,,,,19.0,8.0,,3.88,80.0,,,,,,,19.0,8.0,3.88,3.6,Prospector Axe,,,,,Rare,15.0,17.0,,,,3.6,,,7.0,6.0,
,,,,,,,,,,21.0,10.0,,4.35,85.0,,,,,,,21.0,10.0,4.35,3.6,Night Reaver,,,,,Rare,18.0,17.0,,,,3.6,,,,5.0,
,,,,,,,,,,18.0,13.0,,4.37,70.0,,,,,,,18.0,13.0,4.37,3.6,Staff of Horrors,,,,,Uncommon,18.0,17.0,,,,3.6,,,,,
,,,,,,,,,,18.0,10.0,,4.01,80.0,,,5.0,,,,18.0,10.0,4.01,3.6,Haunting Blade,,,,,Rare,16.0,17.0,,,,3.6,,,9.0,6.0,3.0
10.0,,,,,,,,,,19.0,8.0,,3.88,65.0,,,,,,,19.0,8.0,3.88,3.6,Lupine Axe,,,,,Uncommon,15.0,17.0,,,,3.6,,,,,
,,,,,,,,7.0,,19.0,15.0,,4.73,75.0,,,3.0,,,,19.0,15.0,4.73,3.6,Maul of Smiting,,,,,Uncommon,20.0,17.0,,,,3.6,,,10.0,7.0,
,,,,,,,,4.0,,16.0,12.0,,3.9,80.0,,,,,,,16.0,12.0,3.9,3.6,Greatmace of the Order,,,,,Rare,,17.0,,,,3.6,,,7.0,4.0,
,,,,,,,,,,8.0,5.0,,1.93,80.0,,,,23.0,,,8.0,5.0,1.93,3.6,Staff of the Verdant Circle,,,,,Rare,,17.0,,,,3.6,,,8.0,,4.0
,,,,,,,,,,10.0,7.0,,2.41,90.0,,,,31.0,,,10.0,7.0,2.41,3.6,Staff of the Friar,,,,,Rare,20.0,17.0,,,,3.6,,,10.0,,6.0
,,,,,,,,3.0,,10.0,7.0,,2.41,75.0,,,7.0,31.0,,,10.0,7.0,2.41,3.6,Staff of Interwoven Power,,,,,Uncommon,20.0,17.0,,,,3.6,,,10.0,,
,,,,,,,,,,24.0,14.0,,5.34,80.0,,,,,,,24.0,14.0,5.34,3.6,Barus' Backup Sword,,,,,Uncommon,,17.0,,,,3.6,,,,14.0,
,,,,,,,,,,19.0,11.0,,4.22,70.0,,,,,,,19.0,11.0,4.22,3.6,Blessed Claymore,,,,,Uncommon,17.0,17.0,,,,3.6,,,11.0,6.0,
,,,,,,,,,,16.0,9.0,,3.52,60.0,,,,,,,16.0,9.0,3.52,3.6,Mo'grosh Toothpick,,,,,Uncommon,13.0,17.0,,,,3.6,,,9.0,5.0,
,,,,,,,,5.0,,10.0,7.0,,2.41,90.0,,,4.0,31.0,,,10.0,7.0,2.41,3.6,Rod of the Sleepwalker,,,,,Rare,20.0,17.0,,,,3.6,,,10.0,,
,,,,,,,,,,13.0,8.0,,3.65,40.0,,,,,,,13.0,8.0,3.65,3.0,Darkwood Fishing Pole,,,,,Common,15.0,17.0,,,,3.0,,,,,
,,,,,,,,3.0,,16.0,12.0,,3.9,80.0,,,4.0,,,,16.0,12.0,3.9,3.6,Foe Reaper,,,,,Rare,15.0,17.0,,,,3.6,,,8.0,5.0,
,,,,,,,,4.0,,8.0,5.0,,1.93,80.0,,,,23.0,,,8.0,5.0,1.93,3.6,Staff of the Arcane Path,,,,,Rare,,17.0,,,,3.6,,,8.0,,
,,,,,,,,4.0,,16.0,12.0,,3.9,80.0,,,,,,,16.0,12.0,3.9,3.6,Warhammer of the Order,,,,,Rare,,17.0,,,,3.6,,,7.0,4.0,
,,,,,,,0.08333333333333333,,,8.0,5.0,,1.93,80.0,,,,23.0,,,8.0,5.0,1.93,3.6,Staff of Conjuring,,,,,Rare,15.0,17.0,,,,3.6,,,8.0,,
,,,,,,,,6.0,,20.0,9.0,,4.09,80.0,,,,,,,20.0,9.0,4.09,3.6,Boahn's Fang,,,,,Rare,16.0,17.0,,,,3.6,,,,8.0,
4.0,,,,,,Monk,,4.0,,16.0,11.0,,3.85,80.0,,,,,,,16.0,11.0,3.85,3.6,Aspirant's Staff of Grace,,,,,Rare,,17.0,,,,3.6,,,7.0,,
,,,,,,,,,,8.0,5.0,,1.93,80.0,,,,23.0,,,8.0,5.0,1.93,3.6,Staff of the Earthmother,,,,,Rare,,17.0,,,,3.6,,,8.0,,4.0
,,,,,,,,,,15.0,11.0,,3.63,65.0,,,,23.0,,,15.0,11.0,3.63,3.6,Medicine Staff,,,,,Uncommon,14.0,17.0,,,,3.6,,,8.0,,
,,,,,,,,,,19.0,15.0,,4.73,75.0,,,,,,,19.0,15.0,4.73,3.6,Bronze Warhammer,,,,,Uncommon,20.0,17.0,,,,3.6,,,4.0,12.0,
7.0,,,,,,,,,,23.0,11.0,,4.75,75.0,,,,,,,23.0,11.0,4.75,3.6,Slayer's Battle Axe,,,,,Uncommon,20.0,17.0,,,,3.6,,,,9.0,
6.0,,,,,,,,,,18.0,13.0,,4.37,70.0,,,,,,,18.0,13.0,4.37,3.6,Nightbane Staff,,,,,Uncommon,18.0,17.0,,,,3.6,,,9.0,,
,,,,,,,,4.0,,23.0,11.0,,4.75,90.0,,,5.0,,,,23.0,11.0,4.75,3.6,Cold Iron Pick,,,,,Rare,20.0,17.0,,,,3.6,,,10.0,7.0,
,,,,,,,,,,20.0,10.0,,4.25,85.0,,,,,,,20.0,10.0,4.25,3.6,Gargoyle's Bite,,,,,Rare,20.0,17.0,,,,3.6,,,,9.0,2.0
,,,,,,,,5.0,,9.0,6.0,,2.15,70.0,,,,26.0,,,9.0,6.0,2.15,3.6,Helcular's Other Rod,,,,,Uncommon,,17.0,,,,3.6,,,9.0,,
,,,,,,,,,,8.0,5.0,,1.93,80.0,,,,23.0,,,8.0,5.0,1.93,3.6,Staff of the Sunchaser,,,,,Rare,,17.0,,,,3.6,,,8.0,,4.0
,,,,,,,,,,16.0,9.0,,3.52,60.0,,,,,,,16.0,9.0,3.52,3.6,Edged Bastard Sword,,,,,Uncommon,13.0,17.0,,,,3.6,,,7.0,5.0,
5.0,,,,,,,,5.0,,18.0,9.0,,3.84,80.0,,,,,,,18.0,9.0,3.84,3.6,Impaling Harpoon,,,,,Rare,15.0,17.0,,,,3.6,,,8.0,,3.0
15.0,,,,,,,,,,25.0,18.0,,6.08,85.0,,,,,,,25.0,18.0,6.08,3.6,Emil's Staff,,,,,Uncommon,,17.0,,,,3.6,,,4.0,,
,,,,,,,,4.0,,23.0,11.0,,4.75,90.0,,,,,,,23.0,11.0,4.75,3.6,Reef Axe,,,,,Rare,20.0,17.0,,,,3.6,,,10.0,7.0,6.0
,,,,,,,,,,8.0,6.0,,1.97,80.0,,,,26.0,,,8.0,6.0,1.97,3.6,Witching Stave,,,,,Rare,16.0,17.0,,,,3.6,,,9.0,,
,,,,,,,,4.0,,17.0,10.0,,3.8,80.0,,,,,,,17.0,10.0,3.8,3.6,Greatsword of the Sunwalker,,,,,Rare,,17.0,,,,3.6,,,7.0,4.0,
,,,,,,,,7.0,,12.0,8.0,,2.89,100.0,,,,35.0,,,12.0,8.0,2.89,3.6,Riot Stick,,,,,Rare,,17.0,,,,3.6,,,12.0,,
,,,,,,,,,,13.0,7.0,,2.81,75.0,,,,,,,13.0,7.0,2.81,3.6,Pitchfork,,,,,Poor,20.0,17.0,,,,3.6,,,,,
,,,,,,,,3.0,,10.0,7.0,,2.41,75.0,,,7.0,31.0,,,10.0,7.0,2.41,3.6,Shadow-Binder's Spire,,,,,Uncommon,20.0,17.0,,,,3.6,,,10.0,,
,,,,,,,,,,8.0,5.0,,1.93,80.0,,,,23.0,,,8.0,5.0,1.93,3.6,Shadow-Walker Staff,,,,,Rare,,17.0,,,,3.6,,,8.0,,4.0
,,,,,,,,,,15.0,8.0,,3.3,60.0,,,,,,,15.0,8.0,3.3,3.6,Brashclaw's Skewer,,,,,Uncommon,12.0,17.0,,,,3.6,,,9.0,5.0,
,,,,,,,,,,14.0,8.0,,3.09,55.0,,,,,,,14.0,8.0,3.09,3.6,Merc Sword,,,,,Uncommon,11.0,17.0,,,,3.6,,,6.0,4.0,
,,,,,,,,,,20.0,11.0,,4.43,85.0,,,,,,,20.0,11.0,4.43,3.6,Searing Blade,,,,,Rare,18.0,17.0,,,,3.6,,,,,
,,,,,,,,4.0,,8.0,5.0,,1.93,80.0,,,,23.0,,,8.0,5.0,1.93,3.6,Emberstone Staff,,,,,Rare,15.0,17.0,,,,3.6,,,8.0,,3.0
,,,,,,,,6.0,,22.0,12.0,,4.85,90.0,,,,,,,22.0,12.0,4.85,3.6,Onyx Claymore,,,,,Rare,20.0,17.0,,,,3.6,,,6.0,9.0,
,,,,,,,,,,9.0,6.0,,2.19,85.0,,,,28.0,,,9.0,6.0,2.19,3.6,Staff of Fiery Fate,,,,,Rare,,17.0,,,,3.6,,,9.0,,
,,,,,,,,,,16.0,12.0,,3.98,80.0,,,5.0,,,,16.0,12.0,3.98,3.6,Rakzur Club,,,,,Rare,16.0,17.0,,,,3.6,,,8.0,4.0,
,,,,,,,,,,8.0,5.0,,1.93,80.0,,,,23.0,,,8.0,5.0,1.93,3.6,Staff of the Technocrat,,,,,Rare,,17.0,,,,3.6,,,8.0,,4.0
,,,,,,,,,,8.0,5.0,,1.93,80.0,,,,23.0,,,8.0,5.0,1.93,3.6,Moon Staff of Elune,,,,,Rare,,17.0,,,,3.6,,,8.0,,4.0
,,,,,,,,,,8.0,5.0,,1.88,65.0,,,,23.0,,,8.0,5.0,1.88,3.6,Gnarled Hermit's Staff,,,,,Uncommon,14.0,17.0,,,,3.6,,,8.0,,10.0
8.0,,,,,,,,,,21.0,10.0,,4.35,70.0,,,,,,,21.0,10.0,4.35,3.6,Old Guard's Greataxe,,,,,Uncommon,,17.0,,,,3.6,,,8.0,,
8.0,,8.0,,,,,,,,18.0,13.0,,4.43,70.0,,,,,,,18.0,13.0,4.43,3.6,Old Guard's Hammer,,,,,Uncommon,,17.0,,,,3.6,,,8.0,8.0,
,,,,,,,,3.0,,8.0,6.0,,1.97,80.0,,,,26.0,,,8.0,6.0,1.97,3.6,Odo's Ley Staff,,,,,Rare,16.0,17.0,,,,3.6,,,9.0,,5.0
,,,,,,,,3.0,,20.0,9.0,,4.09,80.0,,,5.0,,,,20.0,9.0,4.09,3.6,Arced War Axe,,,,,Rare,16.0,17.0,,,,3.6,,,9.0,6.0,
,,,,,,,,,,16.0,12.0,,3.98,80.0,,,,,,,16.0,12.0,3.98,3.6,Black Malice,,,,,Rare,16.0,17.0,,,,3.6,,,,6.0,
4.0,,,,,,,,,,16.0,11.0,,3.85,80.0,,,4.0,,,,16.0,11.0,3.85,3.6,Staff of the Green Circle,,,,,Rare,,17.0,,,,3.6,,,7.0,,
,,,,,,,,3.0,,22.0,12.0,,4.85,,,,7.0,,,,22.0,12.0,4.85,3.6,Unholy Runeblade,,,,,Uncommon,20.0,17.0,,,,3.6,,,10.0,7.0,
,,,,,,,,,4.0,,,,,,,,,,,,,,,,Heavy Sharpening Stone,,,,,Common,15.0,,,,,,,,,,
,,,,,,,,,,20.0,11.0,,4.43,70.0,,,,,,,20.0,11.0,4.43,3.6,Stagwich Slicer,,,,,Uncommon,,17.0,,,,3.6,,,8.0,8.0,
8.0,,,,,,,,,,21.0,11.0,,4.46,70.0,,,,,,,21.0,11.0,4.46,3.6,Old Guard's Poleaxe,,,,,Uncommon,,17.0,,,,3.6,,,8.0,,
,,,,,,,,,,8.0,5.0,,1.93,65.0,,,,23.0,,,8.0,5.0,1.93,3.6,Lesser Staff of the Spire,,,,,Uncommon,15.0,17.0,,,,3.6,,,8.0,,
,,,,,,,,4.0,,19.0,8.0,,3.88,80.0,,,,,,,19.0,8.0,3.88,3.6,Greataxe of the Horde,,,,,Rare,,17.0,,,,3.6,,,7.0,4.0,
,,,,,,,,,,15.0,7.0,,3.08,55.0,,,,,,,15.0,7.0,3.08,3.6,Twin-Bladed Axe,,,,,Uncommon,11.0,17.0,,,,3.6,,,6.0,4.0,
7.0,,,,,,,,3.0,,20.0,14.0,,4.8100000000000005,90.0,,,7.0,,,,20.0,14.0,4.8100000000000005,3.6,Thruk's Heavy Duty Fishing Pole,,,,,Rare,20.0,17.0,,,,3.6,,,10.0,,
,,,,,,,,,,22.0,12.0,,4.85,90.0,,,,,,,22.0,12.0,4.85,3.6,Skunkworks Sword,,,,,Rare,,17.0,,,,3.6,,,7.0,9.0,
,,,,,,,,5.0,,20.0,9.0,,4.09,80.0,,,5.0,,,,20.0,9.0,4.09,3.6,The Axe of Severing,,,,,Rare,16.0,17.0,,,,3.6,,,,7.0,
4.0,,,,,,,,,,16.0,11.0,,3.85,80.0,,,4.0,,,,16.0,11.0,3.85,3.6,Staff of the Green Circle,,,,,Rare,,17.0,,,,3.6,,,7.0,,
,,,,,,,,4.0,,8.0,5.0,,1.93,80.0,,,,23.0,,,8.0,5.0,1.93,3.6,Staff of the Royal Wizard,,,,,Rare,,17.0,,,,3.6,,,8.0,,
,,,,,,,,,,17.0,8.0,,3.48,60.0,,,5.0,,,,17.0,8.0,3.48,3.6,'Liberated' Greataxe,,,,,Uncommon,,17.0,,,,3.6,,,7.0,5.0,
,,,,,,,,,,,,,,,,,,15.0,,,,,,,Runic Stave,,,,,Uncommon,13.0,17.0,,,,,,,7.0,,6.0
,,,,,,,,3.0,,10.0,7.0,,2.41,,,,7.0,31.0,,,10.0,7.0,2.41,3.6,Staff of Singing Mists,,,,,Uncommon,20.0,17.0,,,,3.6,,,10.0,,
,,,,,,,,,,18.0,13.0,,4.43,70.0,,,,,,,18.0,13.0,4.43,3.6,Battering Hammer,,,,,Uncommon,18.0,17.0,,,,3.6,,,9.0,6.0,
,,,,,,,,,,9.0,6.0,,2.19,85.0,,,,28.0,,,9.0,6.0,2.19,3.6,Lorekeeper's Staff,,,,,Rare,18.0,17.0,,,,3.6,,,9.0,,8.0
6.0,,,,,,,,,,18.0,13.0,,4.37,70.0,,,8.0,,,,18.0,13.0,4.37,3.6,Archivist's Walking Stick,,,,,Uncommon,,17.0,,,,3.6,,,,,
,,,,,,,,,,17.0,10.0,,3.8,65.0,,,,,,,17.0,10.0,3.8,3.6,Gleaming Claymore,,,,,Uncommon,15.0,17.0,,,,3.6,,,8.0,5.0,
,,,,,,,,,,17.0,10.0,,3.8,65.0,,,,,,,17.0,10.0,3.8,3.6,Shiver Blade,,,,,Uncommon,15.0,17.0,,,,3.6,,,,,
,,,,,,,,,,8.0,5.0,,1.93,80.0,,,,23.0,,,8.0,5.0,1.93,3.6,Staff of Golden Worship,,,,,Rare,,17.0,,,,3.6,,,8.0,,4.0
,,,,,,,,,,19.0,8.0,,3.88,80.0,,,,,,,19.0,8.0,3.88,3.6,Taskmaster Axe,,,,,Rare,15.0,17.0,,,,3.6,,,7.0,7.0,
,,,,,,Monk,,,,8.0,5.0,,1.93,80.0,,,,23.0,,,8.0,5.0,1.93,3.6,Aspirant's Staff of Harmony,,,,,Rare,,17.0,,,,3.6,,,8.0,,4.0
,,,,,,,,,,9.0,6.0,,2.21,65.0,,,,,,,9.0,6.0,2.21,3.6,Battered Mallet,,,,,Poor,14.0,17.0,,,,3.6,,,,,
,,,,,,,,,,14.0,10.0,,3.45,60.0,,,,,,,14.0,10.0,3.45,3.6,Ironwood Maul,,,,,Uncommon,13.0,17.0,,,,3.6,,,9.0,5.0,
,,,,,,,,,,17.0,8.0,,3.48,60.0,,,,,,,17.0,8.0,3.48,3.6,Barbaric Battle Axe,,,,,Uncommon,13.0,17.0,,,,3.6,,,7.0,5.0,
,,,,,,,,3.0,,10.0,7.0,,2.41,,,,7.0,31.0,,,10.0,7.0,2.41,3.6,Demonologist's Staff,,,,,Uncommon,20.0,17.0,,,,3.6,,,10.0,,
,,,,,,,,6.0,,19.0,15.0,,4.73,90.0,,,,,,,19.0,15.0,4.73,3.6,Yetimus Maximus,,,,,Rare,,17.0,,,,3.6,,,9.0,6.0,
,,,,,,,,,,22.0,10.0,,4.55,75.0,,,,,,,22.0,10.0,4.55,3.6,Blackrock Champion's Axe,,,,,Uncommon,19.0,17.0,,,,3.6,,,,12.0,
,,,,,,,,,,9.0,6.0,,2.19,85.0,,,,28.0,,,9.0,6.0,2.19,3.6,Advisor's Gnarled Staff,,,,,Rare,18.0,17.0,,,,3.6,,,9.0,,8.0
9.0,,,,,,,,,,19.0,10.0,,4.05,,,,,,,,19.0,10.0,4.05,3.6,Pearl-Encrusted Spear,,,,,Uncommon,20.0,17.0,,,,3.6,,,5.0,,
5.0,,,,,,,,5.0,,19.0,8.0,,3.88,80.0,,,3.0,,,,19.0,8.0,3.88,3.6,Rockslicer,,,,,Rare,15.0,17.0,,,,3.6,,,8.0,,
,,,,,,,,,,8.0,5.0,,1.93,80.0,,,,23.0,,,8.0,5.0,1.93,3.6,Staff of Forsaken Faith,,,,,Rare,,17.0,,,,3.6,,,8.0,,4.0
,,,,,,,,,,7.0,5.0,,1.7000000000000002,60.0,,,,21.0,,,7.0,5.0,1.7000000000000002,3.6,Riverpaw Mystic Staff,,,,,Uncommon,13.0,17.0,,,,3.6,,,7.0,,7.0
9.0,,,,,,,,,,24.0,17.0,,5.78,85.0,,,,,,,24.0,17.0,5.78,3.6,Rampaging Staff,,,,,Uncommon,,17.0,,,,3.6,,,11.0,,
,,,,,,,,3.0,,10.0,7.0,,2.41,,,,7.0,31.0,,,10.0,7.0,2.41,3.6,Destructive Spellstaff,,,,,Uncommon,20.0,17.0,,,,3.6,,,10.0,,
,,,,,,Monk,,5.0,,10.0,7.0,,2.41,75.0,,,,31.0,,,10.0,7.0,2.41,3.6,Novice's Staff,,,,,Uncommon,20.0,17.0,,,,3.6,,,10.0,,5.0
,,,,,,,,3.0,,10.0,7.0,,2.41,,,,7.0,31.0,,,10.0,7.0,2.41,3.6,Frostcore Staff,,,,,Uncommon,20.0,17.0,,,,3.6,,,10.0,,
,,,,,,,,,,22.0,10.0,,4.5600000000000005,75.0,,,,,,,22.0,10.0,4.5600000000000005,3.6,Battle Axe,,,,,Common,20.0,17.0,,,,3.6,,,,,
11.0,,,,,,,,,,19.0,14.0,,4.59,75.0,,,,,,,19.0,14.0,4.59,3.6,Rugged Walking Staff,,,,,Uncommon,,17.0,,,,3.6,,,5.0,,
9.0,,,,,,,,,,21.0,10.0,,4.35,70.0,,,,,,,21.0,10.0,4.35,3.6,Scythe Axe,,,,,Uncommon,18.0,17.0,,,,3.6,,,5.0,,
,,,,,,,,,,20.0,9.0,,4.15,70.0,,,,,,,20.0,9.0,4.15,3.6,Battle Slayer,,,,,Uncommon,17.0,17.0,,,,3.6,,,9.0,6.0,
5.0,,,,,,,,5.0,,17.0,12.0,,4.15,70.0,,,,,,,17.0,12.0,4.15,3.6,Preemptive Staff,,,,,Uncommon,,17.0,,,,3.6,,,7.0,,
6.0,,,,,,,,,,17.0,13.0,,4.2,85.0,,,,,,,17.0,13.0,4.2,3.6,Accursed Mace,,,,,Rare,,17.0,,,,3.6,,,8.0,,
,,,,,,,,,,17.0,10.0,,3.82,65.0,,,,,,,17.0,10.0,3.82,3.6,Espadon,,,,,Common,16.0,17.0,,,,3.6,,,,,
,,,,,,,,4.0,,8.0,6.0,,1.97,80.0,,,4.0,26.0,,,8.0,6.0,1.97,3.6,Living Root,,,,,Rare,16.0,17.0,,,,3.6,,,9.0,,
,,,,,,,,,,17.0,10.0,,3.8,65.0,,,,,,,17.0,10.0,3.8,3.6,Shadowhide Two-Handed Sword,,,,,Uncommon,15.0,17.0,,,,3.6,,,7.0,7.0,
,,,,,,,,,,15.0,11.0,,3.68,65.0,,,,,,,15.0,11.0,3.68,3.6,Heavy Spiked Mace,,,,,Uncommon,14.0,17.0,,,,3.6,,,,10.0,
,,,,,,,,,,7.0,5.0,,1.7000000000000002,70.0,,,2.0,21.0,,,7.0,5.0,1.7000000000000002,3.6,Heartboiler Staff,,,,,Rare,13.0,17.0,,,,3.6,,,7.0,,4.0
4.0,,,,,,,,,,12.0,9.0,,3.01,55.0,,,,,,,12.0,9.0,3.01,3.6,Heavy Copper Maul,,,,,Uncommon,11.0,17.0,,,,3.6,,,4.0,4.0,
,,,,,,,,3.0,,10.0,7.0,,2.41,75.0,,,7.0,31.0,,,10.0,7.0,2.41,3.6,Spire of Astral Force,,,,,Uncommon,20.0,17.0,,,,3.6,,,10.0,,
,,,,,,,,,4.0,,,,,,,,,,,,,,,,Heavy Weightstone,,,,,Common,15.0,,,,,,,,,,
,,,,,,,,3.0,,10.0,7.0,,2.41,75.0,,,7.0,31.0,,,10.0,7.0,2.41,3.6,Staff of Elemental Shaping,,,,,Uncommon,20.0,17.0,,,,3.6,,,10.0,,
,,,,,,,,,,10.0,7.0,,2.37,75.0,,,,28.0,,,10.0,7.0,2.37,3.6,Polished Walking Staff,,,,,Uncommon,,17.0,,,,3.6,,,9.0,,
,,,,,,,,,,22.0,10.0,,4.55,75.0,,,,,,,22.0,10.0,4.55,3.6,Massive Battle Axe,,,,,Uncommon,19.0,17.0,,,,3.6,,,9.0,6.0,
,,,,,,,,,,18.0,13.0,,4.43,70.0,,,,,,,18.0,13.0,4.43,3.6,Shadowhide Maul,,,,,Uncommon,18.0,17.0,,,,3.6,,,5.0,9.0,
,,,,,,,,,,9.0,6.0,,2.19,70.0,,,,28.0,,,9.0,6.0,2.19,3.6,Archivist's Staff,,,,,Uncommon,,17.0,,,,3.6,,,9.0,,8.0
,,,,,,,,,,16.0,9.0,,3.59,65.0,,,,,,,16.0,9.0,3.59,3.6,Heavy Copper Broadsword,,,,,Uncommon,14.0,17.0,,,,3.6,,,10.0,5.0,
,,,,,,,,,,9.0,4.0,,1.89,60.0,,,,,,,9.0,4.0,1.89,3.6,Short-Handled Battle Axe,,,,,Poor,12.0,17.0,,,,3.6,,,,,
,,,,,,,0.0002777777777777778,,,,,,,,,,,,,,,,,,Minor Mana Oil,,,,,Common,20.0,,,,,,,,,,
7.0,,,,,,,,7.0,,22.0,12.0,,4.73,,,,3.0,,,,22.0,12.0,4.73,3.6,Halberd of Ferocity,,,,,Uncommon,20.0,17.0,,,,3.6,,,10.0,,
,,,,,,,,3.0,,10.0,7.0,,2.41,,,,7.0,31.0,,,10.0,7.0,2.41,3.6,Staff of Inner Flame,,,,,Uncommon,20.0,17.0,,,,3.6,,,10.0,,
7.0,,,,,,,,7.0,,20.0,14.0,,4.8100000000000005,,,,3.0,,,,20.0,14.0,4.8100000000000005,3.6,Mash Tun Mixer,,,,,Uncommon,20.0,17.0,,,,3.6,,,10.0,,
,,,,,,,,,,19.0,14.0,,4.6,75.0,,,,,,,19.0,14.0,4.6,3.6,Long Staff,,,,,Common,20.0,17.0,,,,3.6,,,,,
,,,,,,,,,,22.0,11.0,,4.67,75.0,,,,,,,22.0,11.0,4.67,3.6,Short Spear,,,,,Common,20.0,17.0,,,,3.6,,,,,
,,,,,,,,,,21.0,10.0,,4.35,70.0,,,,,,,21.0,10.0,4.35,3.6,Shadowhide Battle Axe,,,,,Uncommon,18.0,17.0,,,,3.6,,,5.0,9.0,
,,,,,,,,,,16.0,12.0,,3.98,65.0,,,,,,,16.0,12.0,3.98,3.6,Heavy Gnoll War Club,,,,,Uncommon,16.0,17.0,,,,3.6,,,,16.0,
,,,,,,,,7.0,,8.0,5.0,,1.93,80.0,,,,23.0,,,8.0,5.0,1.93,3.6,Defias Mage Staff,,,,,Rare,15.0,17.0,,,,3.6,,,8.0,,
,,,,,,,,,,15.0,11.0,,3.65,65.0,,,,,,,15.0,11.0,3.65,3.6,Gnarled Staff,,,,,Common,15.0,17.0,,,,3.6,,,,,
,,,,,,,,,,8.0,5.0,,1.93,80.0,,,,23.0,,,8.0,5.0,1.93,3.6,Staff of Nobles,,,,,Rare,15.0,17.0,,,,3.6,,,8.0,,
,,,,,,,,,,16.0,9.0,,3.59,65.0,,,,,,,16.0,9.0,3.59,3.6,Ghoulfang,,,,,Uncommon,14.0,17.0,,,,3.6,,,,,
,,,,,,,,,,18.0,8.0,,3.68,65.0,,,,,,,18.0,8.0,3.68,3.6,Mo'grosh Can Opener,,,,,Uncommon,14.0,17.0,,,,3.6,,,,10.0,
