agi,agiint,agistr,agistrint,arcres,classes,cooldown,critstrkrtng,dmg,dodgertng,firres,frores,hastertng,healthrgn,int,itemset,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqlevel,rgdhastepct,slotbak,socket1,socket2,speed,splhastepct,sta,str,strint,versatility
7.0,,,,,,,7.0,,,,,,,,,,Thunderdrome Ring,,,,Rare,,,11.0,,,,,11.0,,,
7.0,,,,,,,7.0,,,,,,,,,,Thunderdrome Ring,,,,Rare,,,11.0,,,,,11.0,,,
,,,,,,,4.0,,,,,,,7.0,,,Redfeather Band,,,,Uncommon,,,11.0,,,,,10.0,,,
,,,,,,,14.0,,,,,,,,,,Grungy Necromantic Ring,,,,Rare,40.0,,11.0,,,,,10.0,,,9.0
6.0,,,,,,,,,,,,,,,,,Band of Zeal,,,,Rare,,,11.0,,,,,9.0,,,
,,,,,,,,,,,,,,,,,Payback Band,,,,Uncommon,,,11.0,,,,,9.0,6.0,,
,,,,,,,,,,,,,,6.0,,,Brivelthwerp's Signet,,,,Uncommon,,,11.0,,,,,9.0,,,
6.0,,,,,,,6.0,,,,,,,,,,Ring of Aces,,,,Uncommon,,,11.0,,,,,9.0,,,
,,,,,,,,,,,,,,6.0,,,Thallium Hoop,,,,Uncommon,34.0,,11.0,,,,,9.0,,,
6.0,,,,,,,,,,,,,,,,,Hadoken Band,,,,Uncommon,,,11.0,,,,,9.0,,,
,,,,,,,,,,,,,,6.0,,,Glowing Tourmaline Ring,,,,Uncommon,,,11.0,,,,,9.0,,,
,,,,,,,,,,,,,,,,,Greenstone Circle,,,,Uncommon,33.0,,11.0,,,,,9.0,6.0,,
,,,,,,,,,,,,,,10.0,,,Voodoo Band,,,,Uncommon,32.0,,11.0,,,,,,,,4.0
5.0,,,,,,,,,,,,,,,,,Valorfist Band,,,,Uncommon,,,11.0,,,,,8.0,,,
9.0,,,,,,,,,,,,,,,,,Ring of the Underwood,,,,Rare,31.0,,11.0,,,,,8.0,2.0,,
,,,,,,,7.0,,,,,,,,,,Band of Noble Deeds,,,,Rare,,,11.0,,,,,13.0,8.0,,
,,,,,,,7.0,,,,,,,,,,Thorg'izog's Band,,,,Uncommon,,,11.0,,,,,11.0,7.0,,
,,,,,,,7.0,,,,,,,,,,Thorg'izog's Band,,,,Uncommon,,,11.0,,,,,11.0,7.0,,
,,,,,,,7.0,,,,,,,,,,Zin-Malor Ring,,,,Uncommon,,,11.0,,,,,11.0,7.0,,
7.0,,,,,,,5.0,,,,,,,,,,White Bone Circle,,,,Uncommon,,,11.0,,,,,11.0,,,
,,,,,,,7.0,,,,,,,7.0,,,Amalgam's Band,,,,Rare,40.0,,11.0,,,,,10.0,,,
,,,,,,,,,7.0,,,,,,,,Band of the Steadfast Hero,,,,Rare,40.0,,11.0,,,,,10.0,7.0,,
,,,,,,,7.0,,,,,,,7.0,,,Band of Mending,,,,Rare,40.0,,11.0,,,,,10.0,,,
,,,,,,,,,,,,7.0,,,,,Goat Horn Band,,,,Uncommon,,,11.0,,,,,10.0,7.0,,
12.0,,,,,,,,,,,,,,,,,Falcon's Hook,,,,Uncommon,39.0,,11.0,,,,,,4.0,,
,,,,,,,,,,,,,,,,,Jet Loop,,,,Uncommon,37.0,,11.0,,,,,9.0,6.0,,
,,,,,,,,,,,,,,11.0,,,Prismstone Ring,,,,Uncommon,35.0,,11.0,,,,,,,,
,,,,,,,,,8.0,,,,,,,,The Jade Eye,,,,Uncommon,32.0,,11.0,,,,,9.0,,,
,,,,,,,5.0,,,,,,,5.0,,,Grant's Signet,,,,Uncommon,,,11.0,,,,,8.0,,,
5.0,,,,,,,,,,,,,,,,,Glimmering Ring,,,,Uncommon,,,11.0,,,,,8.0,,,
,,,,,,,,,,,7.0,,,10.0,,,Freezing Band,,,,Epic,47.0,,11.0,,,,,,,,
,,,,,,,8.0,,,,,,,,,,Seal of Rivendare,,,,Rare,48.0,,11.0,,,,,12.0,,,19.0
11.0,,,,,,,7.0,,,,,,,,,,Tarnished Elven Ring,,,,Rare,44.0,,11.0,,,,,,,,
,,,,,,,,,,,,,,14.0,,,Band of the Unicorn,,,,Uncommon,43.0,,11.0,,,,,,,,
,,,,,,0.5,,,,,,,,,,,Ring of Saviors,,,,Epic,41.0,,11.0,,,,,10.0,,,5.0
,,,,,,,18.0,,,,,,,,,,Band of Flesh,,,,Rare,48.0,,11.0,,,,,12.0,,,8.0
8.0,,,,,,,,,,,,,,,,,Arctic Ring,,,,Uncommon,48.0,,11.0,,,,,12.0,,,
,,,,,,,17.0,,,,,9.0,,,,,Drakeclaw Band,,,,Rare,50.0,,11.0,,,,,12.0,,,
,,,,,,,,,,,,,,9.0,,,Diamond Focus Ring,,,,Uncommon,48.0,,11.0,,,,,,,,12.0
,,,,,,,10.0,,,,,17.0,,,,,Cyclopean Band,,,,Rare,47.0,,11.0,,,,,12.0,,,
,,,,,,,,,,,,7.0,,7.0,81.0,,The Postmaster's Seal,,,,Rare,45.0,,11.0,,,,,11.0,,,
,,,,,,,,,,,,,,14.0,,,Truesilver Healing Ring,,,,Uncommon,43.0,,11.0,,,,,,,,
8.0,,,,,,,,,,,,,,,,,Serpentine Loop,,,,Uncommon,50.0,,11.0,,,,,12.0,,,
,,,,,,,,,,,,10.0,,,,,Gordok Nose Ring,,,,Rare,44.0,,11.0,,,,,11.0,,,15.0
,,,,,,,,,,,,,,,,,Lodestone Hoop,,,,Uncommon,41.0,,11.0,,,,,10.0,7.0,,
,,,,,,,,,,,,,,,,,Darkmoon Ring,,,,Rare,50.0,,11.0,,,,,12.0,,,
8.0,,,,,,,,,,,,,,,,,Protector's Band,,,,Rare,48.0,,11.0,,,,,12.0,9.0,,
,,,,,,,,,14.0,,,,,,,,The Aquamarine Ward,,,,Uncommon,44.0,,11.0,,,,,,,,
,,,,,,,,,,,,,,8.0,,,Selenium Loop,,,,Uncommon,50.0,,11.0,,,,,12.0,,,
,,,,,,,8.0,,,,,,,8.0,,,Mindseye Circle,,,,Rare,50.0,,11.0,,,,,12.0,,,
,,,,,,,,,,,,,,,,,Marble Circle,,,,Uncommon,49.0,,11.0,,,,,12.0,8.0,,
,,,,,,,17.0,,,,,9.0,,,,,Bloodclot Band,,,,Rare,47.0,,11.0,,,,,12.0,,,
,,,,,,,,,,,,,,7.0,,,Vanadium Loop,,,,Uncommon,46.0,,11.0,,,,,11.0,,,
,,,,,,,9.0,,,,,,,6.0,,,Runed Ring,,,,Rare,45.0,,11.0,,,,,11.0,,,
,,,,,,,,,,,,,,,,,Sapphire Signet,,,,Rare,50.0,,11.0,,,,,12.0,8.0,,
,,,,,,,,,,,,,,9.0,,,Advisor's Ring,,,,Rare,48.0,,11.0,,,,,12.0,,,9.0
,,,,,,,,,,,,,,5.0,,,Eye of Adaegus,,,,Rare,48.0,,11.0,,,,,12.0,,,11.0
,,,,,,,,,,,,,,8.0,,,Sardonyx Knuckle,,,,Uncommon,47.0,,11.0,,,,,12.0,,,
15.0,,,,,,,,,,,,,,,,,Simple Opal Ring,,,,Uncommon,47.0,,11.0,,,,,,,,
,,,,,,,5.0,,,,,,,11.0,,,Brainlash,,,,Rare,44.0,,11.0,,,,,11.0,,,
,,,,,,,,,,,,15.0,,,,,Band of the Ogre King,,,,Rare,44.0,,11.0,,,,,11.0,,,9.0
,,,,,,,11.0,,,,,,,,,,Red Ring of Destruction,,,,Uncommon,41.0,,11.0,,,,,,,,
8.0,,,,,,,,,,,,7.0,,,,,Dark Iron Band,,,,Rare,,,11.0,,,,,13.0,,,
,,,,,,,,,,,,,,12.0,,,Gem Studded Band,,,,Rare,45.0,,11.0,,,,,11.0,,,
,,,,,,,,,,,,,,,,,Topaz Ring,,,,Uncommon,44.0,,11.0,,,,,11.0,7.0,,
,,,,,,,8.0,,,,,,,,,,Theka's Seal of Vigilance,,,,Rare,44.0,,11.0,,,,,11.0,,,16.0
7.0,,,,,,,,,,,,,,,,,Desert Ring,,,,Uncommon,44.0,,11.0,,,,,11.0,,,
,,,,,,,,,,,,,,7.0,,,Tellurium Band,,,,Uncommon,42.0,,11.0,,,,,10.0,,,
8.0,,,,,,,,,,,,,,,,,Legionnaire's Band,,,,Rare,48.0,,11.0,,,,,12.0,9.0,,
,,,,,,,,,,,,,,6.0,,,Stardust Band,,,,Uncommon,47.0,,11.0,,,,,12.0,,,4.0
8.0,,,,,,,,,,,,7.0,,,,,Dark Iron Band,,,,Rare,,,11.0,,,,,13.0,,,
,,,,,,,,,,,,,,9.0,,,Lorekeeper's Ring,,,,Rare,48.0,,11.0,,,,,12.0,,,9.0
,,,,,,,,,,,,,,,,,Onyx Ring,,,,Uncommon,45.0,,11.0,,,,,11.0,7.0,,
,,,,,,,,,,,,,,7.0,,,Aquamarine Ring,,,,Uncommon,41.0,,11.0,,,,,10.0,,,
,,,,,,,13.0,,,,,,,9.0,,,Signet of the Third Fleet,,,,Heirloom,,,11.0,,,,,14.0,,,
9.0,,,,,,,13.0,,,,,,,,,,Admiral Taylor's Loyalty Ring,,,,Heirloom,,,11.0,,,,,14.0,,,
,,,,,,,13.0,,,,,,,,,,Captain Sander's Returned Band,,,,Heirloom,,,11.0,,,,,14.0,9.0,,
,,,,,,,9.0,,,,,7.0,,,,,Dread Pirate Ring,,,,Heirloom,,,11.0,,,,,13.0,,,
,,,,,,,9.0,,,,,,,,,,Circle of Banishing,,,,Uncommon,,,11.0,,,,,14.0,,,
6.0,,,,,,,10.0,,,,,,,,,,Band of Accuria,,,,Epic,60.0,,11.0,,,,,13.0,,,
,,,,,,,,,,,,,,12.0,,,Band of Unanswered Prayers,,,,Epic,60.0,,11.0,,,,,13.0,,,6.0
,,,,,,,,,,,,4.0,,9.0,,,Ring of the Fallen God,,,,Epic,60.0,,11.0,,,,,13.0,,,
,,,,,,,,,,,,,,17.0,,,Ring of Spell Power,,,,Epic,60.0,,11.0,,,,,,,,
,,,,,,,,,,,,,,12.0,,,Maiden's Circle,,,,Rare,55.0,,11.0,,,,,13.0,,,5.0
,,,,,,0.016666666666666666,,,,,,,,,,,Mark of the Dragon Lord,,,,Epic,55.0,,11.0,,,,,13.0,,,
,,,,,,,,,,,,,,12.0,,,Cauterizing Band,,,,Epic,60.0,,11.0,,,,,13.0,,,
8.0,,8.0,,,,,8.0,,,,,,,,,,Quick Strike Ring,,,,Epic,60.0,,11.0,,,,,13.0,8.0,,
,,,,,,,,,5.0,,,,,,,,Heavy Dark Iron Ring,,,,Epic,60.0,,11.0,,,,,13.0,,,3.0
11.0,,,,,,,,,,,,,,,,,Band of Reanimation,,,,Epic,60.0,,11.0,,,,,13.0,,,
,,,,3.0,,,,,,3.0,3.0,,,6.0,,,Seal of the Archmagus,3.0,,,Epic,60.0,,11.0,,,,,13.0,,,8.0
,,,,,,,,,,,,9.0,,,,,Emperor's Seal,,,,Rare,51.0,,11.0,,,,,13.0,,,19.0
5.0,,,,,,,,,,,,,,,,,Myrmidon's Signet,,,,Epic,53.0,,11.0,,,,,13.0,7.0,,
,,,,,,,,,,,,,,,,,Naglering,,,,Rare,51.0,,11.0,,,,,13.0,,,
,,,,,,,,,,,,,,12.0,,,Band of Sulfuras,,,,Epic,60.0,,11.0,,,,,13.0,,,5.0
,,,,,,,7.0,,,,,,,12.0,,,Ring of the Eternal Flame,,,,Epic,60.0,,11.0,,,,,13.0,,,
,,,,,,,,,,,,,,,,,Granite Ring,,,,Uncommon,57.0,,11.0,,,,,13.0,8.0,,
,,,,,,,,,,,,,,8.0,,,Signet Ring of the Bronze Dragonflight,,,,Epic,60.0,,11.0,,,,,13.0,,,6.0
,,,,5.0,,,,,3.0,5.0,5.0,,,,,,Ring of Binding,5.0,,,Epic,60.0,,11.0,,,,,,,,13.0
12.0,,12.0,,,,,15.0,,,,,,,,,,Executioner's Band,,,,Rare,,,11.0,,,,,17.0,12.0,,
6.0,,,,,,,,,,,,,,7.0,,,Emerald Lion Ring,,,,Uncommon,53.0,,11.0,,,,,13.0,7.0,,6.0
8.0,,8.0,,,,,,,,,,,,,,,Onslaught Ring,,,,Uncommon,51.0,,11.0,,,,,13.0,8.0,,
8.0,,,,,,,,,,,,,,,,,Dark Iron Ring,,,,Rare,51.0,,11.0,,,,,13.0,,,
,,,,,Mage,,7.0,,,,,,,13.0,526.0,,Frostfire Ring,,,,Epic,60.0,,11.0,,,,,14.0,,,
7.0,,,,,,,,,,,,,,,,,Archimtiros' Ring of Reckoning,,,,Epic,60.0,,11.0,,,,,13.0,,,
,,,,,,,8.0,,,,,,,12.0,,,Ritssyn's Ring of Chaos,,,,Epic,60.0,,11.0,,,,,13.0,,,
,,,,,,,8.0,,,,,,,,,,Band of the Victor,,1.0,,Rare,60.0,,11.0,Prismatic socket,,,,15.0,,,
,,,,,Mage,,8.0,,,,,,,9.0,504.0,,Band of Vaulted Secrets,,,,Epic,60.0,,11.0,,,,,13.0,,,
,,,,,,,8.0,,,,,,,,,,Circlet of the Victor,,1.0,,Rare,60.0,,11.0,Prismatic socket,,,,15.0,,,
,,,,,,,,,,,10.0,,,,,,Band of Icy Depths,,,,Epic,60.0,,11.0,,,,,13.0,,,
,,,,,,,,,,,,,,11.0,,,Earthbinder's Regenerating Band,,,,Uncommon,,,11.0,,,,,17.0,,,18.0
,,,,,,,11.0,,,,,,,,,,Painweaver Band,,,,Rare,55.0,,11.0,,,,,13.0,7.0,,
,,,,,Warlock,,8.0,,,,,5.0,,7.0,500.0,,Ring of Unspoken Names,,,,Epic,60.0,,11.0,,,,,13.0,,,
,,,,,,,8.0,,,,,,,,,,Don Rodrigo's Band,,,,Epic,60.0,,11.0,,,,,13.0,,,12.0
,,,,,,,,,,,,,,8.0,,,Jasper Link,,,,Uncommon,53.0,,11.0,,,,,13.0,,,
10.0,,,,,Hunter,,8.0,,,,,,,,530.0,,Ring of the Cryptstalker,,,,Epic,60.0,,11.0,,,,,14.0,,,
,,,,,,,7.0,,,,,4.0,,9.0,,,Seal of the Damned,,,,Epic,60.0,,11.0,,,,,13.0,,,
9.0,,9.0,,,,,5.0,,,,,,,,,,Master Dragonslayer's Ring,,,,Epic,60.0,,11.0,,,,,13.0,9.0,,
6.0,,,,,Druid,,,,,,,,,5.0,494.0,,Band of Unending Life,,,,Epic,60.0,,11.0,,,,,13.0,6.0,,9.0
,,,,,,,,,,,,,,,,,Dragonscale Band,,,,Uncommon,55.0,,11.0,,,,,13.0,,,4.0
8.0,,8.0,,,,,8.0,,,,,6.0,,,,,Don Julio's Band,,,,Epic,60.0,,11.0,,,,,13.0,8.0,,
,,,,,,,,,,,,,,11.0,,,Unsparing Band,,,,Uncommon,,,11.0,,,,,17.0,,,16.0
,,,,,,,,,,,,,,,,,Twilight Cultist Ring of Lordship,,,,Poor,60.0,,11.0,,,,,,,,
8.0,,8.0,,,,,7.0,,,,,,,,,,Ring of the Qiraji Fury,,,,Epic,60.0,,11.0,,,,,13.0,8.0,,
,,,,,,,,,,,,,,8.0,,,Band of the Hierophant,,,,Rare,55.0,,11.0,,,,,13.0,,,9.0
,,,,,,,,,,,,,,16.0,,,Ring of Bitter Shadows,,,,Uncommon,52.0,,11.0,,,,,,,,
,,,,,,,14.0,,,,,,,12.0,,,Ring of Decimation,,,,Rare,,,11.0,,,,,17.0,,,
,,,,,Priest,,,,,,,,,12.0,525.0,,Ring of Faith,,,,Epic,60.0,,11.0,,,,,14.0,,,8.0
,,,,,Druid,,,,,,,,,8.0,521.0,,Ring of the Dreamwalker,,,,Epic,60.0,,11.0,,,,,14.0,,,8.0
,,,,,,,,,,,,,,12.0,,,Pure Elementium Band,,,,Epic,60.0,,11.0,,,,,13.0,,,5.0
11.0,,,,,Rogue,,,,,,,,,,498.0,,Band of Veiled Shadows,,,,Epic,60.0,,11.0,,,,,13.0,7.0,,
8.0,,,,,,,5.0,,,,,,,,,,Signet Ring of the Bronze Dragonflight,,,,Epic,60.0,,11.0,,,,,13.0,,,
,,,,,,,8.0,,,,,,,,,,Band of the Victor,,1.0,,Rare,60.0,,11.0,Prismatic socket,,,,15.0,,,
8.0,,,,,,,,,,,,,,,,,Jungle Ring,,,,Uncommon,56.0,,11.0,,,,,13.0,,,
,,,,,,,8.0,,,,,,,,,,Valanar's Signet Ring,,,,Rare,,,11.0,,,,,13.0,8.0,,
,,,,,,,,,,,,9.0,,11.0,,,Activist's Signet of Blasting,,,,Rare,,,11.0,,,,,17.0,,,
,,,,,,,,,,,,,,11.0,,,Shivering Healer's Ring,,,,Uncommon,,,11.0,,,,,17.0,,,8.0
10.0,,,,,Rogue,,,,,,,5.0,,,524.0,,Bonescythe Ring,,,,Epic,60.0,,11.0,,,,,14.0,10.0,,
,,,,,Warlock,,,,,,,,,12.0,529.0,,Plagueheart Ring,,,,Epic,60.0,,11.0,,,,,14.0,,,
,,,,,Paladin,,,,,,,,,8.0,528.0,,Ring of Redemption,,,,Epic,60.0,,11.0,,,,,14.0,,,8.0
,,,,,,,,,,,,,,,,,Tourmaline Loop,,,,Uncommon,60.0,,11.0,,,,,13.0,9.0,,
,,,,,,,,,,,,,,,,,Mok'Nathal Clan Ring,,,,Rare,60.0,,11.0,,,,,13.0,,,13.0
,,,,,,,,,,,,,,9.0,,,Witching Band,,,,Rare,60.0,,11.0,,,,,13.0,,,
,,,,,,,7.0,,,,,,,8.0,,,Band of the Spire,,,,Rare,,,11.0,,,,,13.0,,,
,,,,,,,,,,,,16.0,,,,,Rosewine Circle,,,,Rare,55.0,,11.0,,,,,13.0,,,12.0
,,,,,,,,,,,,,,12.0,,,Signet Ring of the Bronze Dragonflight,,,,Epic,60.0,,11.0,,,,,13.0,,,5.0
,,,,,,,,,,,,,,8.0,,,Prismatic Band,,,,Uncommon,60.0,,11.0,,,,,13.0,,,
12.0,,,,,,,,,,,,,,,,,Circle of Applied Force,,,,Epic,60.0,,11.0,,,,,13.0,6.0,,
,,,,,,,,,,,,,,12.0,,,Signet Ring of the Bronze Dragonflight,,,,Epic,60.0,,11.0,,,,,13.0,,,5.0
,,,,,,,,,5.0,,,,,,,,Signet Ring of the Bronze Dragonflight,,,,Epic,60.0,,11.0,,,,,13.0,8.0,,
,,,,,,,4.0,,,,,,,,,,Keleseth's Signet Ring,,,,Rare,,,11.0,,,,,13.0,13.0,,
9.0,,,,,,,6.0,,,,,,,,,,Signet Ring of the Bronze Dragonflight,,,,Epic,60.0,,11.0,,,,,13.0,,,
,,,,,,,,,,,,,,,,,Ring of the Heavens,,,,Uncommon,51.0,,11.0,,,,,13.0,,,3.0
,,,,,,,7.0,,,,,,,9.0,,,Expedition Caster's Band,,,,Uncommon,,,11.0,,,,,14.0,,,8.0
,,,,,Warrior,,,,10.0,,,,,,523.0,,Ring of the Dreadnaught,,,,Epic,60.0,,11.0,,,,,14.0,,,
,,,,,,,,,,,,,,9.0,,,Holy Healing Band,,,,Rare,,,11.0,,,,,13.0,,,9.0
,,,,,,,,,,,,,8.0,,,,Necromantic Band,,,,Rare,57.0,,11.0,,,,,,,,
,,,,,,,,,,,,,,12.0,,,Ring of the Martyr,,,,Epic,60.0,,11.0,,,,,13.0,,,6.0
,,,,,Priest,,,,,,,,,8.0,508.0,,Ring of Infinite Wisdom,,,,Epic,60.0,,11.0,,,,,13.0,,,7.0
,,,,,,,,,,,,,,11.0,,,Signet Ring of the Bronze Dragonflight,,,,Epic,60.0,,11.0,,,,,13.0,,,5.0
9.0,,,,,,,,,,,,,,,,,Protector's Band,,,,Rare,58.0,,11.0,,,,,13.0,10.0,,
,,,,,,,8.0,,,,,,,8.0,,,Band of Rumination,,,,Rare,55.0,,11.0,,,,,13.0,,,
,,,,,,,,,,,,,,8.0,,,Vermilion Band,,,,Uncommon,58.0,,11.0,,,,,13.0,,,
8.0,,,,,Shaman,,6.0,,,,,,,,502.0,,Ring of the Gathering Storm,,,,Epic,60.0,,11.0,,,,,13.0,,,
,,,,,,,,,,,,,,12.0,,,Signet of Swift Judgment,,,,Rare,,,11.0,,,,,17.0,,,11.0
11.0,,11.0,,,,,11.0,,,,,,,,,,Icy Ripper Ring,,,,Uncommon,,,11.0,,,,,17.0,11.0,,
9.0,,,,,,,,,,,,,,,,,Felblood Band,,,,Uncommon,,,11.0,,,,,14.0,,,
,,,,,Shaman,,,,,,,,,8.0,527.0,,Ring of the Earthshatterer,,,,Epic,60.0,,11.0,,,,,14.0,,,8.0
9.0,,,,,,,9.0,,,,,,,,,,Warden's Ring of Precision,,,,Uncommon,,,11.0,,,,,14.0,,,
9.0,,9.0,,,,,7.0,,,,,5.0,,,,,Band of Unnatural Forces,,,,Epic,60.0,,11.0,,,,,,9.0,,
,,,,,,,9.0,,,,,,,9.0,,,Farseer's Band,,,,Rare,60.0,,11.0,,,,,14.0,,,
,,,,,,,,,,,,,,9.0,,,Azurite Ring,,,,Uncommon,58.0,,11.0,,,,,13.0,,,
8.0,,,,,Hunter,,5.0,,,,,,,,510.0,,Signet of the Unseen Path,,,,Epic,60.0,,11.0,,,,,13.0,,,
,,,,,,,4.0,,,,,,,10.0,,,Band of Forced Concentration,,,,Epic,60.0,,11.0,,,,,13.0,,,
,,,,,,,,,9.0,,,,,,,,Angelista's Touch,,,,Epic,60.0,,11.0,,,,,13.0,6.0,,
,,,,,,,,,,,,,,,,,Peridot Circle,,,,Uncommon,56.0,,11.0,,,,,13.0,8.0,,
8.0,,,,,,,,,,,,,,,,,Opal Ring,,,,Uncommon,59.0,,11.0,,,,,13.0,,,
,,,,,,,8.0,,,,,,,8.0,,,Ring of Entropy,,,,Epic,60.0,,11.0,,,,,13.0,,,5.0
6.0,,,,,Death knight,,,,,,,,,,,,Plague Band,,,,Uncommon,55.0,,11.0,,,,,13.0,12.0,,
9.0,,,,,,,6.0,,,,,,,,,,Signet Ring of the Bronze Dragonflight,,,,Epic,60.0,,11.0,,,,,13.0,,,
,,,,,Paladin,,7.0,,,,,,,,506.0,,Ring of Eternal Justice,,,,Epic,60.0,,11.0,,,,,13.0,7.0,,
9.0,,,,,,,6.0,,,,,,,,,,Signet Ring of the Bronze Dragonflight,,,,Epic,60.0,,11.0,,,,,13.0,,,
,,,,,,,,,,,,,,11.0,,,Glowing Thorium Band,,,,Uncommon,51.0,,11.0,,,,,,,,11.0
11.0,,11.0,,,,,8.0,,,,,6.0,,,,,Scout's Signet Ring,,,,Uncommon,,,11.0,,,,,17.0,11.0,,
,,,,,,,9.0,,,,,,,11.0,,,Band of Wholesome Preservation,,,,Rare,,,11.0,,,,,17.0,,,8.0
11.0,,11.0,,,,,16.0,,,,,,,,,,Lost Vrykul Signet,,,,Uncommon,,,11.0,,,,,17.0,11.0,,
,,,,,,,5.0,,,,,,,,,,Amaan's Signet,,,,Uncommon,,,11.0,,,,,14.0,9.0,,
,,,,,,,,,,,,,,9.0,,,Signet of Aeranas,,,,Uncommon,,,11.0,,,,,14.0,,,9.0
9.0,,,,,,,,,,,,,,,,,Spined Ring,,,,Uncommon,59.0,,11.0,,,,,13.0,,,
,,,,,,,,,,,,,,7.0,,,Ring of Spiritual Fervor,,,,Epic,60.0,,11.0,,,,,13.0,,,13.0
,,,,,,,5.0,,,,,,,,,,Signet of the Fallen Defender,,,,Epic,60.0,,11.0,,,,,13.0,,,3.0
,,,,,,,8.0,,,,,,,,,,Circlet of the Victor,,1.0,,Rare,60.0,,11.0,Prismatic socket,,,,15.0,,,
,,,,,,,,,,,,,,9.0,,,Ring of Blackrock,,,,Epic,60.0,,11.0,,,,,,,,12.0
,,,,,,,,,,,,,,,,,Ukko's Ring of Darkness,,,,Epic,60.0,,11.0,,,,,13.0,,,
,,,,,,,,,,,,,,13.0,,,Band of Dark Dominion,,,,Epic,60.0,,11.0,,,,,13.0,,,
8.0,,8.0,,,,,,,,,,,,,,,Seal of the Gurubashi Berserker,,,,Epic,60.0,,11.0,,,,,13.0,8.0,,
,,,,,,,,,,,,,,,,,Ragnaros Core,,,,Rare,60.0,,11.0,,,,,13.0,8.0,,
,,,,,,,,,5.0,,,,,,,,Signet Ring of the Bronze Dragonflight,,,,Epic,60.0,,11.0,,,,,13.0,6.0,,
,,,,,Warrior,,8.0,,,,,,,,495.0,,Signet of Unyielding Strength,,,,Epic,60.0,,11.0,,,,,13.0,7.0,,
,,,,,,,,,,,,,,,,,Malfurion's Signet Ring,11.0,,,Epic,60.0,,11.0,,,,,13.0,,,
8.0,,,,,,,,,,,,,,,,,Swamp Ring,,,,Uncommon,52.0,,11.0,,,,,13.0,,,
11.0,,,,,,,,,,,,7.0,,,,,Magma Forged Band,,,,Rare,51.0,,11.0,,,,,13.0,,,
,,,,,,,16.0,,,,,9.0,,,,,Dark Iron Signet,,,,Uncommon,,,11.0,,,,,17.0,,,
,,,,,,,16.0,,,,,,,11.0,,,Shimmering Cold-Iron Band,,,,Uncommon,,,11.0,,,,,17.0,,,
11.0,,11.0,,,,,8.0,,,,,,,,,,Rigid Tuskring,,,,Uncommon,,,11.0,,,,,17.0,11.0,,
11.0,,11.0,,,,,9.0,,,,,9.0,,,,,Ring of Indignant Rage,,,,Rare,,,11.0,,,,,17.0,11.0,,
,,,,,,,11.0,,,,,,,11.0,,,Shimmering Band,,,,Uncommon,,,11.0,,,,,17.0,,,
,,,,,,,,,,,,16.0,,11.0,,,Nimblefinger Band,,,,Uncommon,,,11.0,,,,,17.0,,,
,,,,,,,,,,,,,,11.0,,,Dry Earth Circle,,,,Uncommon,,,11.0,,,,,17.0,,,6.0
,,,,,,,,,,,,,,9.0,,,Cenarion Ring of Casting,,,,Rare,,,11.0,,,,,14.0,,,
,,,,,,,,,,,,,,9.0,,,Ring of the Slain Anchorite,,,,Uncommon,,,11.0,,,,,14.0,,,9.0
,,,,,,,,,,,,,,9.0,,,Carinda's Wedding Band,,,,Uncommon,,,11.0,,,,,20.0,,,
,,,,,,,9.0,,,,,,,9.0,,,Sage's Band,,,,Rare,60.0,,11.0,,,,,14.0,,,
6.0,,,,,,,,,7.0,,,,,,,,Ring of Emperor Vek'lor,,,,Epic,60.0,,11.0,,,,,13.0,,,2.0
,,,,,,,,,,,,,,,,,Rubellite Ring,,,,Uncommon,57.0,,11.0,,,,,13.0,9.0,,
,,,,,,,,,6.0,,10.0,,,,,,Hailstone Band,,,,Epic,60.0,,11.0,,,,,13.0,,,
6.0,,,,,,,,,7.0,,,,,,464.0,,Overlord's Crimson Band,,,,Rare,60.0,,11.0,,,,,13.0,6.0,,
,,,,,,,,,,,,,,11.0,,,Elemental Focus Band,,,,Epic,60.0,,11.0,,,,,13.0,,,
9.0,,,,,,,5.0,,,,,,,,,,Signet Ring of the Bronze Dragonflight,,,,Epic,60.0,,11.0,,,,,13.0,,,
8.0,,,,,,,,,,,,,,,,,Multicolored Band,,,,Uncommon,55.0,,11.0,,,,,13.0,,,
6.0,,,,,,,4.0,,,,,,,,,,Corrupted Band,,,,Uncommon,55.0,,11.0,,,,,,12.0,,
8.0,,8.0,,,,,10.0,,,,,,,,466.0,,Seal of Jin,,,,Rare,60.0,,11.0,,,,,13.0,8.0,,
9.0,,,,,,,,,,,,,,,,,Band of the Cultist,,,,Rare,60.0,,11.0,,,,,13.0,5.0,,
,,,,,,,7.0,,,,,,,11.0,,,Rune Band of Wizardry,,,,Rare,55.0,,11.0,,,,,13.0,,,
,,,,,,,12.0,,,,,,,5.0,,,Magus Ring,,,,Rare,55.0,,11.0,,,,,13.0,,,
,,,,,,,7.0,,,,,6.0,,9.0,462.0,,Zanzil's Band,,,,Rare,60.0,,11.0,,,,,,,,
,,,,,,,,,5.0,,,,,,,,Signet Ring of the Bronze Dragonflight,,,,Epic,60.0,,11.0,,,,,13.0,6.0,,
,,,,,,,,,,,,,,4.0,,,Ring of the Devoured,,,,Epic,60.0,,11.0,,,,,13.0,,,10.0
,,,,,,,,,,,,,,12.0,,,Band of Servitude,,,,Epic,60.0,,11.0,,,,,13.0,,,
