agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,healthrgn,int,itemset,lifesteal,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,rgdcritstrkrtng,slotbak,socket1,socket2,socket3,speed,speedbonus,sta,str,strint,versatility
,,,2.0,,,,,20.0,,,,,,,,,Lent Hands,,,,Common,,,,10.0,,,,,,,,,
,,,2.0,,,,,18.0,,,,,,,,,Red Cloud Gloves,,,,Common,,,,10.0,,,,,,,,,
,,,3.0,,,,,18.0,,,,,,,,,Red Cloud Handwraps,,,,Common,,,,10.0,,,,,,,,,
5.0,5.0,,5.0,,,3.0,,40.0,,,5.0,,5.0,,,,Naga Battle Gloves,,,,Rare,,20.0,,10.0,,,,,,8.0,,,
4.0,4.0,,4.0,,,6.0,,35.0,,,,,4.0,,,,Sparkproof Gloves,,,,Uncommon,,,,10.0,,,,,,6.0,,,4.0
6.0,6.0,,4.0,,,,,40.0,,,,,6.0,162.0,,,Gloves of the Fang,,,,Rare,,16.0,,10.0,,,,,,6.0,,,
,,,2.0,,,,,40.0,,,,,5.0,,,,Magefist Gloves,,,,Rare,,15.0,,10.0,,,,,,6.0,,,4.0
5.0,5.0,,5.0,,,,,35.0,,,,,5.0,,,,Scouting Gloves,,,,Uncommon,,18.0,,10.0,,,,,,7.0,,,
4.0,4.0,,4.0,,,,,40.0,,,,,4.0,161.0,,,Blackened Defias Gloves,,,,Rare,,15.0,,10.0,,,,,,6.0,,,
8.0,8.0,,7.0,,,,,40.0,,,,,8.0,,,,Thorbia's Gauntlets,,,,Rare,,18.0,,10.0,,,,,,7.0,,,
5.0,5.0,,4.0,,,,,35.0,,,,,5.0,,,,Ghoul Fingers,,,,Uncommon,,15.0,,10.0,,,,,,6.0,,,
6.0,6.0,,6.0,,,,,40.0,,,,,6.0,1268.0,,,Slither-Scale Gauntlets,,,,Rare,,16.0,,10.0,,,,,,6.0,,,
,,,3.0,,,4.0,,40.0,,,,,4.0,,,,Serpent Gloves,,,,Rare,,16.0,,10.0,,,,,,6.0,,,2.0
5.0,5.0,,4.0,,,,,30.0,,,,,5.0,,,,Prospector's Mitts,,,,Uncommon,,14.0,,10.0,,,,,,6.0,,,
,,,2.0,,,,,30.0,,,,,,,,,Mystic's Gloves,,,,Uncommon,,14.0,,10.0,,,,,,,,,7.0
,,,3.0,,,5.0,,35.0,,,,,5.0,,,,Vigilante's Gloves,,,,Uncommon,,,,10.0,,,,,,7.0,,,
,,,5.0,,,,,35.0,,,,,,,,,Red Whelp Gloves,,,,Uncommon,,19.0,,10.0,,,,,,,,,
,,,3.0,,,,,35.0,,,,,5.0,,,,Raven's Claws,,,,Uncommon,,17.0,,10.0,,,,,,6.0,,,
4.0,4.0,,4.0,,,,,35.0,,,,,4.0,,,,Bandit Gloves,,,,Uncommon,,15.0,,10.0,,,,,,6.0,,,
,,,24.0,,0.0002777777777777778,,,,,,,,,,,,Heavy Armor Kit,,,,Common,,20.0,,,,,,,,,,,
,,,3.0,,,,,35.0,,,,,6.0,,,,Bright Gloves,,,,Uncommon,,19.0,,10.0,,,,,,,,,6.0
3.0,3.0,,4.0,,,,,30.0,,,,,3.0,,,,Bard's Gloves,,,,Uncommon,,12.0,,10.0,,,,,,5.0,,,
6.0,6.0,,5.0,,,,,35.0,,,,,6.0,,,,Bristlebark Gloves,,,,Uncommon,,19.0,,10.0,,,,,,7.0,,,
5.0,5.0,,5.0,,,5.0,,35.0,,,,,5.0,,,,Soothing Hands,,,,Uncommon,,,,10.0,,,,,,7.0,,,
5.0,5.0,,5.0,,,5.0,,40.0,,,,,5.0,,,,Broken Fingers of Hillsbrad,,,,Rare,,,,10.0,,,,,,7.0,,,
4.0,4.0,,4.0,,,,,30.0,,,,,4.0,,,,Feral Gloves,,,,Uncommon,,13.0,,10.0,,,,,,6.0,,,
5.0,5.0,,7.0,,,,,35.0,,,,,5.0,,,,Hulking Gauntlets,,,,Uncommon,,18.0,,10.0,,,,,,7.0,,,
,,,3.0,,,5.0,,35.0,,,,,4.0,,,,Red Riding Gloves,,,,Uncommon,,,,10.0,,,,,,6.0,,,
4.0,4.0,,4.0,,,,,40.0,,,,,4.0,,,,Serpentis' Gloves,,,,Rare,,,,10.0,,,,,,6.0,,,4.0
,,,2.0,,,,,30.0,,,,,3.0,,,,Aboriginal Gloves,,,,Uncommon,,11.0,,10.0,,,,,,5.0,,,
,,,12.0,,,,,40.0,,,,,5.0,,,,Flamethrower's Gloves,,,,Uncommon,,,,10.0,,,,,,8.0,5.0,5.0,
,,,3.0,,,,,40.0,,,,,5.0,,,,Fisherman's Gloves,,,,Uncommon,,,,10.0,,,,,,8.0,,,
,,,3.0,,,,,35.0,,,,,4.0,,,,Shimmering Gloves,,,,Uncommon,,17.0,,10.0,,,,,,6.0,,,
,,,3.0,,,,,35.0,,,,,8.0,,,,Gnoll Casting Gloves,,,,Uncommon,,17.0,,10.0,,,,,,,,,
,,,3.0,,,,,35.0,,,,,4.0,,,,Abercrombie's Gloves,,,,Uncommon,,,,10.0,,,,,,6.0,,,
,,,2.0,,,2.0,,40.0,,,,,4.0,,,,Gold-Flecked Gloves,,,,Rare,,15.0,,10.0,,,,,,6.0,,,4.0
4.0,4.0,,6.0,,,,,35.0,,,,,4.0,,,,Blackrock Gauntlets,,,,Uncommon,,15.0,,10.0,,,,,,6.0,,,
,,,2.0,,,,,30.0,,,,,,,,,Canvas Gloves,,,,Poor,,14.0,,10.0,,,,,,,,,
,,,2.0,,,,,30.0,,,,,,,,,Seer's Gloves,,,,Uncommon,,13.0,,10.0,,,,,,,,,7.0
,,,5.0,,,,,30.0,,,,,,,,,Laced Mail Gloves,,,,Poor,,13.0,,10.0,,,,,,,,,
5.0,5.0,,5.0,,,4.0,,40.0,,,,,5.0,,,,Ashen Gloves,,,,Rare,,,,10.0,,,,,,8.0,,,
5.0,5.0,,7.0,Shaman,,4.0,,35.0,,,,,5.0,,,,Totem-Caller Gloves,,,,Uncommon,,20.0,,10.0,,,,,,8.0,,,3.0
,,,11.0,,,5.0,,40.0,,,,,5.0,,,,Algae Fists,,,,Rare,,20.0,,10.0,,,,,,8.0,5.0,5.0,2.0
5.0,5.0,,5.0,,,,,35.0,,,,,5.0,,,,Subduer's Gloves,,,,Uncommon,,,,10.0,,,,,,7.0,,,
,,,3.0,,,4.0,,35.0,,,,,4.0,,,,Gloves of Anguished Cries,,,,Uncommon,,,,10.0,,,,,,6.0,,,
4.0,4.0,,6.0,,,,,35.0,,,,,4.0,,,,Burnished Gloves,,,,Uncommon,,15.0,,10.0,,,,,,6.0,,,
,,,2.0,,,,,35.0,,,,,4.0,,,,Buccaneer's Gloves,,,,Uncommon,,15.0,,10.0,,,,,,6.0,,,
4.0,4.0,,4.0,,,,,30.0,,,,,4.0,,,,Muckdweller Gloves,,,,Uncommon,,,,10.0,,,,,,6.0,,,
,,,8.0,,,,,30.0,,,,,3.0,,,,Bailiff's Gloves,,,,Uncommon,,,,10.0,,,,,,5.0,3.0,3.0,
,,,11.0,,,,,35.0,,,,,5.0,,,,Commandeered Gloves,,,,Uncommon,,,,10.0,,,,,,8.0,5.0,5.0,
,,,3.0,,,,,35.0,,,,,5.0,,,,Greenweave Gloves,,,,Uncommon,,20.0,,10.0,,,,,,8.0,,,
5.0,5.0,,7.0,,,,,35.0,,,,,5.0,,,,Fortified Gauntlets,,,,Uncommon,,20.0,,10.0,,,,,,8.0,,,
6.0,6.0,,4.0,,,,,40.0,,,,,6.0,,,,Metalworking Gloves,,,,Rare,,15.0,,10.0,,,,,,6.0,,,
5.0,5.0,,4.0,,,,,40.0,,,5.0,,5.0,,,,Foreman's Gloves,,,,Rare,,15.0,,10.0,,,,,,,,,
4.0,4.0,,4.0,,,5.0,,30.0,,,,,4.0,,,,Inscribed Leather Gloves,,,,Uncommon,,14.0,,10.0,,,,,,,,,
3.0,3.0,,4.0,,,,,30.0,,,,,3.0,,,,Lupine Handwraps,,,,Uncommon,,11.0,,10.0,,,,,,5.0,,,
,,,13.0,,,,,40.0,,,,,6.0,,,,Hierophant's Blessed Hands,,,,Uncommon,,,,10.0,,,,,,9.0,6.0,6.0,
4.0,4.0,,6.0,,,6.0,,35.0,,,,,4.0,,,,Sparkproof Gauntlets,,,,Uncommon,,,,10.0,,,,,,6.0,,,4.0
4.0,4.0,,6.0,,,,,30.0,,,,,4.0,,,,Muckdweller Handguards,,,,Uncommon,,,,10.0,,,,,,6.0,,,
3.0,3.0,,6.0,,,3.0,,30.0,,,,,3.0,,,,Lakeshire Handwraps,,,,Uncommon,,,,10.0,,,,,,5.0,,,
7.0,7.0,,5.0,,,,,35.0,,,,,7.0,,,,Forest Leather Gloves,,,,Uncommon,,20.0,,10.0,,,,,,8.0,,,
,,,3.0,,,,,35.0,,,,,10.0,,,,Phoenix Gloves,,,,Uncommon,,20.0,,10.0,,,,,,,,,
6.0,6.0,,7.0,,,,,35.0,,,6.0,,6.0,,,,Chain Gauntlets,,,,Uncommon,,19.0,,10.0,,,,,,,,,
,,,3.0,,,,,35.0,,,,,4.0,,,,Wet Work Gloves,,,,Uncommon,,,,10.0,,,,,,6.0,,,
,,,4.0,,,,,35.0,,,,,,,,,Cured Leather Gloves,,,,Common,,17.0,,10.0,,,,,,,,,
,,,9.0,,,5.0,,35.0,,,,,4.0,,,,"""Jenny's"" Gloves",,,,Uncommon,,,,10.0,,,,,,6.0,4.0,4.0,
,,,2.0,,,,,35.0,,,,,4.0,,,,Ritual Gloves,,,,Uncommon,,15.0,,10.0,,,,,,6.0,,,
4.0,4.0,,4.0,,,,,35.0,,,,,4.0,,,,Cue Cue Gloves,,,,Uncommon,,,,10.0,,,,,,6.0,,,
3.0,3.0,,6.0,,,,,30.0,,,,,3.0,,,,Soldier's Gauntlets,,,,Uncommon,,12.0,,10.0,,,,,,5.0,,,
,,,3.0,,,,,30.0,,,,,,,,,Patched Leather Gloves,,,,Poor,,12.0,,10.0,,,,,,,,,
3.0,3.0,,4.0,,,3.0,,30.0,,,,,3.0,,,,Lakeshire Gloves,,,,Uncommon,,,,10.0,,,,,,5.0,,,
3.0,3.0,,6.0,,,,,30.0,,,,,3.0,,,,Sapper's Gloves,,,,Uncommon,,12.0,,10.0,,,,,,,,,
,,,7.0,,,,,40.0,,,,,,,,,Fletcher's Gloves,,,,Rare,,20.0,14.0,10.0,,,,,,,,,
,,,3.0,,,,,35.0,,,,,,,,,Brocade Gloves,,,,Poor,,20.0,,10.0,,,,,,,,,
,,,11.0,Death knight,,3.0,,,,,4.0,,5.0,,,,Heart-Lesion Gauntlets,,,,Uncommon,,20.0,,10.0,,,,,,8.0,5.0,5.0,
5.0,5.0,,5.0,Druid,,,,35.0,,,3.0,,5.0,,,,Wildshifter Grips,,,,Uncommon,,20.0,,10.0,,,,,,8.0,,,4.0
,,,11.0,,,4.0,,35.0,,,,,5.0,,,,Grasps of the Unyielding,,,,Uncommon,,,,10.0,,,,,,8.0,5.0,5.0,
,,,11.0,,,,,40.0,,,3.0,,5.0,,,,Skeletal Gauntlets,,,,Rare,,20.0,,10.0,,,,,,8.0,5.0,5.0,4.0
,,,3.0,,,,,35.0,,,,,,,,,Smoldering Gloves,,,,Uncommon,,19.0,,10.0,,,,,,7.0,,,7.0
,,,9.0,,,,,35.0,,,,,4.0,,,,Hands of Encouragement,,,,Uncommon,,,,10.0,,,,,,6.0,4.0,4.0,
4.0,4.0,,4.0,,,,,35.0,,,,,4.0,,,,Onaeya's Gloves,,,,Uncommon,,,,10.0,,,,,,6.0,,,
,,,9.0,,,,,40.0,,,3.0,,4.0,,,,Gear-Marked Gauntlets,,,,Rare,,15.0,,10.0,,,,,,6.0,4.0,4.0,3.0
,,,2.0,,,,,30.0,,,,,4.0,,,,Heavy Woolen Gloves,,,,Uncommon,,12.0,,10.0,,,,,,,,,4.0
,,,2.0,,,,,30.0,,,,,3.0,,,,Breadwinner's Gloves,,,,Uncommon,,,,10.0,,,,,,5.0,,,
5.0,5.0,,5.0,Rogue,,,,35.0,,,4.0,,5.0,,,,Nimblefinger Gloves,,,,Uncommon,,20.0,,10.0,,,,,,8.0,,,3.0
,,,11.0,Warrior,,3.0,,35.0,,,,,5.0,,,,Warsinger's Gauntlets,,,,Uncommon,,20.0,,10.0,,,,,,8.0,5.0,5.0,4.0
5.0,5.0,,7.0,,,3.0,,40.0,,,,,5.0,,,,Deadly Serpentine Grips,,,,Rare,,20.0,,10.0,,,,,,8.0,,,4.0
6.0,6.0,,5.0,,,,,35.0,,,6.0,,6.0,,,,Nimble Leather Gloves,,,,Uncommon,,19.0,,10.0,,,,,,,,,
5.0,5.0,,5.0,,,,,35.0,,,,,5.0,,,,Subduer's Gloves,,,,Uncommon,,,,10.0,,,,,,7.0,,,
5.0,5.0,,5.0,,,,,35.0,,,,,5.0,,,,Cragwood Clutches,,,,Uncommon,,,,10.0,,,,,,7.0,,,
5.0,5.0,,5.0,,,4.0,,40.0,,,,,5.0,,,,Gloves of the Hero,,,,Rare,,,,10.0,,,,,,7.0,,,
5.0,5.0,,7.0,,,,,35.0,,,,,5.0,,,,Brightwood Gauntlets,,,,Uncommon,,,,10.0,,,,,,7.0,,,
,,,3.0,,,,,35.0,,,,,,,,,Thick Cloth Gloves,,,,Common,,17.0,,10.0,,,,,,,,,
,,,6.0,,,,,35.0,,,,,,,,,Scalemail Gloves,,,,Common,,17.0,,10.0,,,,,,,,,
4.0,4.0,,4.0,,,,,35.0,,,,,4.0,,,,Rigid Gloves,,,,Uncommon,,17.0,,10.0,,,,,,6.0,,,
,,,9.0,,,2.0,,40.0,,,,,4.0,,,,Gloves of the Greymane Wall,,,,Rare,,16.0,,10.0,,,,,,6.0,4.0,4.0,4.0
4.0,4.0,,6.0,,,,,35.0,,,,,4.0,,,,Grunt's Handwraps,,,,Uncommon,,16.0,,10.0,,,,,,6.0,,,
,,,9.0,,,,,35.0,,,,,4.0,,,,Maestra's Gloves,,,,Uncommon,,,,10.0,,,,,,6.0,4.0,4.0,
4.0,4.0,,4.0,,,,,35.0,,,,,4.0,,,,Halfmoon Gloves,,,,Uncommon,,,,10.0,,,,,,6.0,,,
4.0,4.0,,6.0,,,,,30.0,,,,,4.0,,,,Raider's Gauntlets,,,,Uncommon,,14.0,,10.0,,,,,,6.0,,,
,,,5.0,,,,,30.0,,,,,,,,,Chainmail Gloves,,,,Common,,12.0,,10.0,,,,,,,,,
,,,10.0,,,9.0,,50.0,,,,,18.0,,,,Gold-Flecked Gloves,,,,Rare,,15.0,,10.0,,,,,,28.0,,,16.0
18.0,18.0,,26.0,,,10.0,,50.0,,,14.0,,18.0,,,,Old Friend's Gloves,,,,Rare,,15.0,,10.0,,,,,,28.0,,,
,,,3.0,,,,,40.0,,,,,6.0,,,,News Bearer Gloves,,,,Uncommon,,,,10.0,,,,,,9.0,,,
5.0,5.0,,5.0,,,,,35.0,,,,,5.0,,,,Overseer's Gloves,,,,Uncommon,,,,10.0,,,,,,8.0,,,
5.0,5.0,,8.0,,,,,35.0,,,,,5.0,,,,Overseer's Handguards,,,,Uncommon,,,,10.0,,,,,,8.0,,,
5.0,5.0,,5.0,,,,,35.0,,,,,5.0,,,,Incinerator's Gauntlets,,,,Uncommon,,,,10.0,,,,,,8.0,,,
5.0,5.0,,7.0,Hunter,,4.0,,35.0,,,3.0,,5.0,,,,Heartbonded Gauntlets,,,,Uncommon,,20.0,,10.0,,,,,,8.0,,,
,,,3.0,Mage,,4.0,,35.0,,,,,5.0,,,,Spellsculptor's Handwraps,,,,Uncommon,,20.0,,10.0,,,,,,8.0,,,3.0
,,,3.0,,,,,35.0,,,,,5.0,,,,Pagan Mitts,,,,Uncommon,,18.0,,10.0,,,,,,7.0,,,
5.0,5.0,,5.0,,,,,35.0,,,,,5.0,,,,Ingot-Handler Gloves,,,,Uncommon,,,,10.0,,,,,,7.0,,,
5.0,5.0,,7.0,,,,,35.0,,,,,5.0,,,,Defender Gauntlets,,,,Uncommon,,18.0,,10.0,,,,,,7.0,,,
4.0,4.0,,7.0,,,,,35.0,,,,,4.0,,,,Cosmologist's Grips,,,,Uncommon,,,,10.0,,,,,,6.0,,,
,,,10.0,,,,,35.0,,,,,4.0,,,,Heartwise Boon,,,,Uncommon,,,,10.0,,,,,,6.0,4.0,4.0,
4.0,4.0,,6.0,,,2.0,,40.0,,,3.0,,4.0,,,,Old Friend's Gloves,,,,Rare,,15.0,,10.0,,,,,,6.0,,,
4.0,4.0,,6.0,,,,,35.0,,,,,4.0,,,,Outrunner's Gloves,,,,Uncommon,,15.0,,10.0,,,,,,6.0,,,
6.0,6.0,,4.0,,,,,40.0,,,,,6.0,,,,Woodworking Gloves,,,,Rare,,15.0,,10.0,,,,,,6.0,,,
4.0,4.0,,6.0,,,,,40.0,,,2.0,,4.0,,,,Gordoth's Crushers,,,,Rare,,13.0,,10.0,,,,,,6.0,,,3.0
5.0,5.0,,6.0,,,,,30.0,,,,,5.0,,,,War Paint Gloves,,,,Uncommon,,13.0,,10.0,,,,,,6.0,,,
5.0,5.0,,8.0,,,,,35.0,,,,,5.0,,,,Saurboz's Handwraps,,,,Uncommon,,,,10.0,,,,,,8.0,,,
,,,3.0,Priest,,4.0,,35.0,,,,,5.0,,,,Curate's Gloves,,,,Uncommon,,20.0,,10.0,,,,,,8.0,,,3.0
,,,11.0,Paladin,,3.0,,35.0,,,4.0,,5.0,,,,Lightsoul Gauntlets,,,,Uncommon,,20.0,,10.0,,,,,,8.0,5.0,5.0,
,,,6.0,,,,,35.0,,,,,,,,,Linked Chain Gloves,,,,Poor,,19.0,,10.0,,,,,,,,,
5.0,5.0,,7.0,,,5.0,,35.0,,,,,5.0,,,,Soothing Wraps,,,,Uncommon,,,,10.0,,,,,,7.0,,,
5.0,5.0,,7.0,,,4.0,,40.0,,,,,5.0,,,,Gauntlets of the Hero,,,,Rare,,,,10.0,,,,,,7.0,,,
5.0,5.0,,7.0,,,,,35.0,,,,,5.0,,,,Ingot-Handler Grips,,,,Uncommon,,,,10.0,,,,,,7.0,,,
,,,4.0,,,,,35.0,,,,,,,,,Rawhide Gloves,,,,Poor,,18.0,,10.0,,,,,,,,,
,,,3.0,,,,,35.0,,,,,5.0,,,,Whitemoon Gloves,,,,Uncommon,,,,10.0,,,,,,7.0,,,
,,,10.0,,,,,35.0,,,,,4.0,,,,Curse Lifter's Gloves,,,,Uncommon,,,,10.0,,,,,,6.0,4.0,4.0,
,,,10.0,,,,,35.0,,,,,4.0,,,,Gloves of Unforgotten Vows,,,,Uncommon,,,,10.0,,,,,,6.0,4.0,4.0,
4.0,4.0,,4.0,,,,,35.0,,,,,4.0,,,,Astronomer's Handwraps,,,,Uncommon,,,,10.0,,,,,,6.0,,,
4.0,4.0,,4.0,,,3.0,,40.0,,,,,4.0,,,,Gloves of the Uplifted Cup,,,,Rare,,16.0,,10.0,,,,,,6.0,,,2.0
,,,2.0,,,,,30.0,,,,,,,,,Heavy Weave Gloves,,,,Common,,12.0,,10.0,,,,,,,,,
5.0,5.0,,7.0,,,4.0,,40.0,,,,,5.0,,,,Yorgen's Mitts,,,,Rare,,,,10.0,,,,,,8.0,,,
,,,3.0,Warlock,,4.0,,35.0,,,,,5.0,,,,Felburner's Handwraps,,,,Uncommon,,20.0,,10.0,,,,,,8.0,,,3.0
5.0,5.0,,5.0,Monk,,4.0,,35.0,,,3.0,,5.0,,,,Ascetic's Handguards,,,,Uncommon,,20.0,,10.0,,,,,,8.0,,,
5.0,5.0,,7.0,,,,,35.0,,,,,5.0,,,,Subduer's Gauntlets,,,,Uncommon,,,,10.0,,,,,,7.0,,,
5.0,5.0,,7.0,,,,,35.0,,,,,5.0,,,,Subduer's Gauntlets,,,,Uncommon,,,,10.0,,,,,,7.0,,,
5.0,5.0,,7.0,,,5.0,,40.0,,,,,5.0,,,,Nuke Resistant Gauntlets,,,,Rare,,,,10.0,,,,,,7.0,,,
4.0,4.0,,6.0,,,,,35.0,,,,,4.0,,,,Feero's Ringmail Grips,,,,Uncommon,,,,10.0,,,,,,6.0,,,
5.0,5.0,,4.0,,,,,35.0,,,,,5.0,,,,Deviate Scale Gloves,,,,Uncommon,,16.0,,10.0,,,,,,6.0,,,
4.0,4.0,,6.0,,,,,40.0,,,,,4.0,,,,Cobrahn's Scale Gloves,,,,Rare,,,,10.0,,,,,,6.0,,,4.0
,,,9.0,,,,,35.0,,,,,4.0,,,,Dirty Rotten Gloves,,,,Uncommon,,,,10.0,,,,,,6.0,4.0,4.0,
4.0,4.0,,6.0,,,,,35.0,,,,,4.0,,,,Battlefield Medic Handguards,,,,Uncommon,,,,10.0,,,,,,6.0,,,
4.0,4.0,,6.0,,,,,35.0,,,,,4.0,,,,Winning Mail Gloves,,,,Uncommon,,,,10.0,,,,,,6.0,,,
,,,4.0,,,,,30.0,,,,,,,,,Tanned Leather Gloves,,,,Common,,12.0,,10.0,,,,,,,,,
,,,2.0,,,,,30.0,,,,,3.0,,,,Willow Gloves,,,,Uncommon,,11.0,,10.0,,,,,,5.0,,,
7.0,7.0,,7.0,,,,,40.0,,,,,7.0,,,,Gloves of Fanatical Zealotry,,,,Uncommon,,,,10.0,,,,,,10.0,,,
7.0,7.0,,7.0,,,7.0,,50.0,,,,,7.0,,,,Wolfclaw Gloves,,,,Rare,,30.0,,10.0,,,,,,10.0,,,
7.0,7.0,,5.0,,,,,35.0,,,,,7.0,,,,Dark Leather Gloves,,,,Uncommon,,21.0,,10.0,,,,,,,,,
5.0,5.0,,5.0,,,3.0,,50.0,,,,,5.0,,,,Toughened Leather Gloves,,,,Rare,,22.0,,10.0,,,,,,8.0,,,
,,,3.0,,,5.0,,50.0,,,,,7.0,,,,Hotshot Pilot's Gloves,,,,Rare,,24.0,,10.0,,,,,,9.0,,,
9.0,9.0,,7.0,,,6.0,,50.0,,,,,9.0,,,,Dog Training Gloves,,,,Rare,,29.0,,10.0,,,,,,10.0,,,
5.0,5.0,,8.0,,,,,40.0,,,,,5.0,,,,Sentry's Gloves,,,,Uncommon,,22.0,,10.0,,,,,,8.0,,,
,,,3.0,,,,,40.0,,,,,7.0,,,,Silver-Thread Gloves,,,,Uncommon,,23.0,,10.0,,,,,,,,,7.0
7.0,7.0,,7.0,,,,,40.0,,,,,7.0,,,,Gloves of Fanatical Zealotry,,,,Uncommon,,,,10.0,,,,,,10.0,,,
,,,4.0,,,7.0,,50.0,,,,,8.0,,,,Zaetar's Gloves,,,,Rare,,,,10.0,,,,,,12.0,,,
7.0,7.0,,7.0,,,,,50.0,,,6.0,,7.0,,,,Craggy Handgrips,,,,Rare,,,,10.0,,,,,,10.0,,,
,,,3.0,,,,,40.0,,,,,10.0,,,,Azure Silk Gloves,,,,Uncommon,,24.0,,10.0,,,,,,,,,4.0
,,,3.0,,,,,40.0,,,,,8.0,,,,Hands of Darkness,,,,Uncommon,,24.0,,10.0,,,,,,,,,7.0
11.0,11.0,,9.0,,,,,40.0,,,,,11.0,,,,Felstrom's Gauntlets,,,,Uncommon,,27.0,,10.0,,,,,,9.0,,,
11.0,11.0,,6.0,,,,,40.0,,,,,11.0,,,,Pilferer's Gloves,,,,Uncommon,,23.0,,10.0,,,,,,,,,
7.0,7.0,,7.0,,,,,40.0,,,,,7.0,,,,Slippery Glovelettes,,,,Uncommon,,,,10.0,,,,,,10.0,,,
7.0,7.0,,9.0,,,,,40.0,,,,,7.0,,,,Mizzy's Gauntlets,,,,Uncommon,,,,10.0,,,,,,10.0,,,
,,,32.0,,0.0002777777777777778,,,,,,,,,,,,Thick Armor Kit,,,,Common,,30.0,,,,,,,,,,,
6.0,6.0,,9.0,,,,,40.0,,,,,6.0,,,,Velvet-Lined Chain Gloves,,,,Uncommon,,,,10.0,,,,,,9.0,,,
6.0,6.0,,6.0,,,,,40.0,,,,,6.0,,,,Supple Gloves,,,,Uncommon,,,,10.0,,,,,,9.0,,,
6.0,6.0,,6.0,,,,,40.0,,,,,6.0,,,,Wandering Hands,,,,Uncommon,,,,10.0,,,,,,9.0,,,
7.0,7.0,,6.0,,,,,40.0,,,,,7.0,,,,Barbaric Gloves,,,,Uncommon,,25.0,,10.0,,,,,,9.0,,,
11.0,11.0,,6.0,,,,,40.0,,,,,11.0,,,,Heavy Earthen Gloves,,,,Uncommon,,24.0,,10.0,,,,,,,,,
,,,3.0,,,,,40.0,,,,,6.0,,,,Watcher's Handwraps,,,,Uncommon,,23.0,,10.0,,,,,,9.0,,,
,,,7.0,,,,,40.0,,,,,,,,,Polished Scale Gloves,,,,Common,,22.0,,10.0,,,,,,,,,
8.0,8.0,,8.0,,,5.0,,40.0,,,,,8.0,,,,Tawny Gloves,,,,Uncommon,,,,10.0,,,,,,12.0,,,
,,,12.0,,,6.0,,50.0,,,,,6.0,,,,Gloves of the Jungle King,,,,Rare,,,,10.0,,,,,,9.0,6.0,6.0,
7.0,7.0,,10.0,,,,,40.0,,,,,7.0,,,,Grips of Fanatical Zealotry,,,,Uncommon,,,,10.0,,,,,,10.0,,,
,,,4.0,,,,,40.0,,,,,7.0,,,,Vital Handwraps,,,,Uncommon,,29.0,,10.0,,,,,,10.0,,,
7.0,7.0,,7.0,,,,,50.0,,,6.0,,7.0,,,,Craggy Handgrips,,,,Rare,,,,10.0,,,,,,10.0,,,
,,,4.0,,,,,40.0,,,9.0,,7.0,,,,Informant's Gloves,,,,Uncommon,,,,10.0,,,,,,10.0,,,
6.0,6.0,,6.0,,,3.0,,50.0,,,5.0,,6.0,,,,Hound Trainer's Gloves,,,,Rare,,28.0,,10.0,,,,,,9.0,,,
7.0,7.0,,6.0,,,,,40.0,,,,,7.0,,,,Hillman's Leather Gloves,,,,Uncommon,,24.0,,10.0,,,,,,9.0,,,
,,,12.0,,,5.0,,50.0,,,3.0,,6.0,,,,Grubbis Paws,,,,Rare,,24.0,,10.0,,,,,,9.0,6.0,6.0,
6.0,6.0,,8.0,,,4.0,,40.0,,,,,6.0,,,,Silvered Bronze Gauntlets,,,,Uncommon,,22.0,,10.0,,,,,,8.0,,,
,,,3.0,,,,,35.0,,,,,5.0,,,,Ivycloth Gloves,,,,Uncommon,,21.0,,10.0,,,,,,8.0,,,
,,,11.0,,,,,35.0,,,,,5.0,,,,Tsul'kalu's Strikers,,,,Uncommon,,,,10.0,,,,,,8.0,5.0,5.0,
,,,4.0,,,,,40.0,,,,,6.0,,,,Quilboar Crone Gloves,,,,Uncommon,,,,10.0,,,,,,9.0,,,
,,,3.0,,,,,40.0,,,,,6.0,,,,Sage's Gloves,,,,Uncommon,,24.0,,10.0,,,,,,9.0,,,
,,,3.0,,,,,40.0,,,,,6.0,,,,Junglepicker Gloves,,,,Uncommon,,,,10.0,,,,,,9.0,,,
7.0,7.0,,10.0,,,,,40.0,,,,,7.0,,,,Grips of Fanatical Zealotry,,,,Uncommon,,,,10.0,,,,,,10.0,,,
7.0,7.0,,10.0,,,,,50.0,,,6.0,,7.0,,,,Windwhipped Grips,,,,Rare,,,,10.0,,,,,,10.0,,,
7.0,7.0,,10.0,,,,,50.0,,,6.0,,7.0,,,,Windwhipped Grips,,,,Rare,,,,10.0,,,,,,10.0,,,
6.0,6.0,,6.0,,,,,40.0,,,,,6.0,,,,Gloves of Honor's Stand,,,,Uncommon,,,,10.0,,,,,,9.0,,,
,,,8.0,,,,,40.0,,,,,,,,,Slayer's Gloves,,,,Uncommon,,24.0,,10.0,,,,,,9.0,,,7.0
7.0,7.0,,6.0,,,,,50.0,,,,,7.0,,,,Brawler Gloves,,,,Rare,,23.0,,10.0,,,,,,9.0,,,
6.0,6.0,,8.0,,,,,40.0,,,,,6.0,,,,Battleforge Gauntlets,,,,Uncommon,,23.0,,10.0,,,,,,9.0,,,
