agi,agiint,agistr,agistrint,arcres,armorbonus,avoidance,classes,cooldown,critstrkrtng,dmg,dodgertng,firres,frores,hastertng,healthrgn,int,lifesteal,mastrtng,name_enus,natres,nsockets,parryrtng,pvppower,quality,reqlevel,reqspell,resirtng,slotbak,socket1,socket2,socket3,speed,speedbonus,spi,splpwr,sta,str,versatility
,,,,,,,Mage,,13.0,,,,,5.0,,,,,Serpent-Coil Braid,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,The Lightning Capacitor,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,,16.0,,,,,4.0,,,,,Tsunami Talisman,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,19.0,,,,,,,,Gnomeregan Auto-Dodger 600,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,Rogue,0.03333333333333333,,,,,,,,,,,Medallion of the Alliance,,,,,Rare,70.0,,,12.0,,,,,,,,,,11.0
,,,,,,,Priest,0.03333333333333333,,,,,,,,13.0,,,Earring of Soulful Meditation,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,18.0,,,Lower City Prayerbook,,,,,Rare,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,17.0,,,Oshu'gun Relic,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Skybreaker Whip,,,,,Rare,,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,19.0,,,Essence of the Martyr,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,18.0,,,Scarab of the Infinite Cycle,,,,,Rare,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.025,18.0,,,,,,,,,,Xi'ri's Gift,,,,,Rare,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,19.0,,,Icon of the Silver Crescent,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,16.0,,,Ribbon of Sacrifice,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.025,16.0,,,,,,,,,,Terokkar Tablet of Vim,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,18.0,,,,,,,,Moroes' Lucky Pocket Watch,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Prism of Inner Calm,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,Mage,0.03333333333333333,,,,,,,,,,,Medallion of the Horde,,,,,Rare,70.0,,,12.0,,,,,,,,,,11.0
,,,,,,,,0.03333333333333333,9.0,,,,,,,17.0,,,The Skull of Gul'dan,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Argussian Compass,,,,,Rare,70.0,,,12.0,,,,,,,,20.0,,
,,,,,,,,,,,,,,,,,,,Darkmoon Card: Wrath,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Darkmoon Card: Madness,,,,,Epic,70.0,,,12.0,,,,,,,,25.0,,
,,,,,,,,0.03333333333333333,,,,,,,,19.0,,,Pendant of the Violet Eye,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Figurine of the Colossus,,,,,Rare,70.0,,,12.0,,,,,,,,,,18.0
,,,,,,,,0.03333333333333333,,,,,,,,,,,Badge of Tenacity,,,,,Rare,70.0,,,12.0,,,,,,,,,,12.0
,,,,,,,,0.03333333333333333,,,,,,,,,,,Spyglass of the Hidden Fleet,,,,,Epic,70.0,,,12.0,,,,,,,,17.0,,
,,,,,,,,0.03333333333333333,,,,,,23.0,,,,,Fezzik's Pocketwatch,,,,,Rare,,,,12.0,,,,,,,,,,
,,,,,,,,0.16666666666666666,,,,,,,,,,,Tiny Voodoo Mask,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,19.0,,,Memento of Tyrande,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,9.0,,,Eye of Gruul,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,,17.0,,,,,,,,,,Romulo's Poison Vial,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,20.0,,,,,Blackened Naaru Sliver,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Darkmoon Card: Vengeance,,,,,Epic,70.0,,,12.0,,,,,,,,25.0,,
,,,,,,,,,17.0,,,,,,,,,,Sextant of Unstable Currents,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Horn of Argent Fury,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.16666666666666666,,,,,,,,,,,Commander's Badge,,,,,Rare,,,,12.0,,,,,,,,25.0,,
,,,,,,,,,150.0,,,,,,,,,,Prism of Inner Calm,,,,,Epic,70.0,,,12.0,,,,,,,,338.0,,
,,,,,,,,,,,,,,19.0,,,,,Frenzyheart Insignia of Fury,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.05,,,18.0,,,,,,,,Scarab of Displacement,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Medallion of the Horde,,,,,Epic,70.0,,,12.0,,,,,,,,,,19.0
,,,,,,,,,,,,,,,,,,,Fel Reaver's Piston,,,,,Epic,70.0,,,12.0,,,,,,,,,,17.0
18.0,,18.0,,,,,,0.03333333333333333,,,,,,,,,,,Berserker's Call,,,,,Epic,70.0,,,12.0,,,,,,,,,18.0,
,,,,,,,,,17.0,,,,,,,,,,Skyguard Silver Cross,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,,20.0,,,,,,,,,,Mercurial Stone,,,,,Uncommon,65.0,,,12.0,,,,,,,,20.0,,
,,,,,,,,0.03333333333333333,21.0,,,,,,,,,,Cannoneer's Fuselighter,,,,,Rare,,,,12.0,,,,,,,,,,
11.0,,11.0,,,,,,,8.0,,,,,,,,,,Madness of the Betrayer,,,,,Epic,70.0,,,12.0,,,,,,,,,11.0,
,,,,,,,,,,,,,,21.0,,,,,Shard of Contempt,,,,,Epic,70.0,,,12.0,,,,,,,,,,
17.0,,17.0,,,,,,0.03333333333333333,,,,,,,,,,,Fetish of the Fallen,,,,,Rare,65.0,,,12.0,,,,,,,,,17.0,
,,,,,,,,,19.0,,,,,,,,,,Oracle Talisman of Ablution,,,,,Epic,70.0,,,12.0,,,,,,,,,,
22.0,,22.0,,,,,,,,,,,,,,,,,Crusader's Locket,,,,,Uncommon,,,,12.0,,,,,,,,,22.0,
,,,,,,,,,,,,,,,,,,,Commendation of Kael'thas,,,,,Epic,70.0,,,12.0,,,,,,,,27.0,,
,,,,,,,,0.16666666666666666,,,,,,,,,,,Argent War Horn,,,,,Rare,70.0,,,12.0,,,,0.5,,,,,,
,,,,,,,,0.025,,,17.0,,,,,,,,Dabiri's Enigma,,,,,Rare,,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,23.0,,,Futuresight Rune,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.025,,,,,,20.0,,,,,Shifting Naaru Sliver,,,,,Epic,70.0,,,12.0,,,,,,,,,,
18.0,,18.0,,,,,,0.08333333333333333,,,,,,,,,,,Figurine - Felsteel Boar,,,,,Rare,70.0,,,12.0,,,,,,,,,18.0,
,,,,,,,,0.03333333333333333,17.0,,,,,,,,,,Icon of Unyielding Courage,,,,,Rare,70.0,,,12.0,,,,,,,,,,
18.0,,18.0,,,,,,0.025,,,,,,,,,,,Figurine - Shadowsong Panther,,,,,Epic,70.0,,,12.0,,,,,,,,,18.0,
,,,,,,,,0.03333333333333333,,,,,,,,19.0,,,Dark Iron Smoking Pipe,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Thunder Capacitor,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,20.0,,,Eye of Magtheridon,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,Druid,,,,,,,,,,,,Living Root of the Wildheart,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,18.0,,,,,,,,Adamantine Figurine,,,,,Rare,68.0,,,12.0,,,,,,,,,,
18.0,,18.0,,,,,,0.03333333333333333,,,,,,,,,,,Empty Mug of Direbrew,,,,,Epic,70.0,,,12.0,,,,,,,,,18.0,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Tome of Diabolic Remedy,,,,,Epic,70.0,,,12.0,,,,,,,,,,18.0
,,,,,,,,,,,,,,,,18.0,,,Timbal's Focusing Crystal,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,19.0,,,,,,,,Coren's Lucky Coin,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,23.0,,,Mendicant's Charm,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Vial of the Sunwell,,,,,Epic,70.0,,,12.0,,,,,,,,,,18.0
,,,,,,,,0.03333333333333333,14.0,,,,,,,,,,Arcanist's Stone,,,,,Rare,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Bangle of Endless Blessings,,,,,Rare,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Ancient Aqir Artifact,,,18.0,,Epic,70.0,,,12.0,,,,,,,,,,
16.0,,16.0,,,,,,,,,,,,,,,,,Mark of Conquest,,,,,Rare,62.0,,,12.0,,,,,,,,,16.0,
,,,,,,,,0.05,,,,,,,,21.0,,,Battlemaster's Courage,,,,,Epic,70.0,,,12.0,,,,,,,,,,
19.0,,19.0,,,,,,0.03333333333333333,,,,,,,,,,,Scarab of Isanoth,,,,,Uncommon,,,,12.0,,,,,,,,,19.0,
,,,,,,,,0.03333333333333333,,,,,,20.0,,,,,Foresight's Anticipation,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,14.0,,,Figurine - Crimson Serpent,,,,,Epic,70.0,,,12.0,,,,,,,,21.0,,
,,,,,,,,0.05,,,,,,,,16.0,,,Battlemaster's Perseverance,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.05,,,,,,,,,,,Figurine - Seaspray Albatross,,,,,Epic,70.0,,,12.0,,,,,,,,,,20.0
,,,,,,,,0.08333333333333333,,,,,,,,,,,Figurine - Talasite Owl,,,,,Rare,70.0,,,12.0,,,,,,,,,,20.0
,,,,,,,,,17.0,,,,,,,,,,Shiffar's Nexus-Horn,,,,,Rare,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,35.0,,,,,,,,,Crystalforged Trinket,,,,,Rare,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,18.0,,,,,,,,Figurine - Empyrean Tortoise,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Argent Tome,,,,,Rare,70.0,,,12.0,,,,0.5,,,,,,
,,,,,,,,0.025,,,,,,,,,,,Heavenly Inspiration,,,,,Uncommon,,,,12.0,,,,,,,,,,18.0
,,,,,,,,0.03333333333333333,,,,,,,,19.0,,,Direbrew Hops,,,,,Epic,70.0,,,12.0,,,,,,,,,,
17.0,,17.0,,,,,,0.03333333333333333,,,,,,,,,,,Core of Ar'kelos,,,,,Uncommon,,,,12.0,,,,,,,,,17.0,
,,,,,,,,,,,,,,,,,,,Power Infused Mushroom,,,,,Rare,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Essence Infused Mushroom,,,,,Rare,,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,19.0,,,,,Thorny Rose Brooch,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,22.0,,,Badge of the Infiltrator,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.05,21.0,,,,,,,,,,Battlemaster's Aggression,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,23.0,,,Will of the Red Dragonflight,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,18.0,,,,,,,,Figurine - Dawnstone Crab,,,,,Rare,70.0,,,12.0,,,,,,,,,,
,,,,,,,Warrior,,,,,,,,,,,,Solarian's Sapphire,,,,,Epic,70.0,,,12.0,,,,,,,,13.0,,
,,,,,,,Shaman,,,,,,,,,,,,Fathom-Brooch of the Tidewalker,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,Paladin,,,,,,,,,,,,Tome of Fiery Redemption,,,,,Epic,70.0,,,12.0,,,,,,,,,,
18.0,,18.0,,,,,,0.03333333333333333,,,,,,,,,,,Abacus of Violent Odds,,,,,Rare,68.0,,,12.0,,,,,,,,,18.0,
18.0,,18.0,,,,,,0.05,,,,,,,,,,,Figurine - Nightseye Panther,,,,,Rare,70.0,,,12.0,,,,,,,,,18.0,
,,,,,,,,0.025,18.0,,,,,,,,,,Starkiller's Bauble,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.08333333333333333,,,,,,,,,,,Jewel of Charismatic Mystique,,,,,Rare,68.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,18.0,,,Essence of the Martyr,,,,,Rare,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.05,,,20.0,,,,,,,,Shadowmoon Insignia,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,Hunter,,,,,,,,,,,,Talon of Al'ar,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.16666666666666666,,,,,,,,,,,Brightbrew Charm,,,,,Epic,70.0,,,12.0,,,,,,,,19.0,,
,,,,,,,,0.05,16.0,,,,,,,,,,Battlemaster's Cruelty,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,Warlock,,,,,,,,,,,,Void Star Talisman,,,,,Epic,70.0,,,12.0,,,,,,,20.0,,,
,,,,,,,,0.16666666666666666,,,,,,,,,,,Balebrew Charm,,,,,Epic,70.0,,,12.0,,,,,,,,19.0,,
,,,,,,,Rogue,,9.0,,,,,,,,,,Warp-Spring Coil,,,,,Epic,70.0,,,12.0,,,,,,,,,,
16.0,,16.0,,,,,,,,,,,,,,,,,Mark of Vindication,,,,,Rare,62.0,,,12.0,,,,,,,,,16.0,
,,,,,,,,0.05,,,,,,,,16.0,,,Auslese's Light Channeler,,,,,Rare,61.0,,,12.0,,,,,,,,,,
,,,,,,,,0.16666666666666666,,,,,,,,,,,Captain's Badge,,,,,Rare,,,,12.0,,,,,,,,,,
22.0,,22.0,,,,,,,,,,,,,,,,,Chuchu's Tiny Box of Horrors,,,,,Uncommon,,,,12.0,,,,,,,,,22.0,
,,,,,,,,0.05,,,,,,,,16.0,,,Battlemaster's Audacity,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,18.0,,,Hex Shrunken Head,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Monster Slayer's Kit,,,,,Rare,70.0,,,12.0,,,,0.5,,,,,,
,,,,,,,,,17.0,,,,,,,,,,Airman's Ribbon of Gallantry,,,,,Epic,70.0,,,12.0,,,,,,,,,,
16.0,,16.0,,,,,,,,,,,,,,,,,Mark of Conquest,,,,,Rare,62.0,,,12.0,,,,,,,,,16.0,
,,,,,,,,0.16666666666666666,,,,,,,,,,,Overseer's Badge,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,21.0,,,,,,,,,,Rune of Finite Variation,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Spiritist's Focus,,,,,Uncommon,,,,12.0,,,,,,,,,,23.0
,,,,,,,,,,,,,,,,,,,Valonforth's Remembrance,,,,,Uncommon,,,,12.0,,,,,,,,,,20.0
19.0,,19.0,,,,,,,,,,,,,,,,,Madness of the Betrayer,,,,,Epic,70.0,,,12.0,,,,,,,,,19.0,
18.0,,18.0,,,,,,0.05,,,,,,,,,,,Battlemaster's Determination,,,,,Epic,70.0,,,12.0,,,,,,,,,18.0,
,,,,,,,,,,,,,,,,,,,Alembic of Infernal Power,,,,,Rare,70.0,,,12.0,,,,,,,,,,19.0
,,,,,,,,0.05,16.0,,,,,,,,,,Battlemaster's Depravity,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Timelapse Shard,,,,,Epic,70.0,,,12.0,,,,,,,,13.0,,12.0
17.0,,17.0,,,,,,0.03333333333333333,,,,,,,,,,,Ogre Mauler's Badge,,,,,Uncommon,,,,12.0,,,,,,,,,17.0,
,,,,,,,,0.03333333333333333,,,,,,,,16.0,,,Oculus of the Hidden Eye,,,,,Rare,65.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Runed Fungalcap,,,,,Rare,62.0,,,12.0,,,,,,,,,,16.0
,,,,,,,"Priest,Mage,Warlock",,,,,,,,,16.0,,,Mark of Defiance,,,,,Rare,62.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Talisman of the Horde,,,,,Epic,70.0,,,12.0,,,,,,,,,,16.0
,,,,,,,,0.03333333333333333,,,,,,,,,,,Softly Glowing Orb,,,,,Uncommon,,,,12.0,,,,,,,,,,15.0
19.0,,19.0,,,,,,0.016666666666666666,,,,,,,,,,,Shadowmoon Insignia,,,,,Epic,70.0,,,12.0,,,,,,,,,19.0,
18.0,,18.0,,,,,,0.08333333333333333,,,,,,,,,,,Figurine - Khorium Boar,,,,,Epic,70.0,,,12.0,,,,,,,,,18.0,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Vial of the Sunwell,,,,,Rare,70.0,,,12.0,,,,,,,,,,18.0
,,,,,,,,0.08333333333333333,,,,,,,,13.0,,,Figurine - Living Ruby Serpent,,,,,Rare,70.0,,,12.0,,,,,,,,19.0,,
,,,,,,,Mage,0.03333333333333333,,,,,,,,,,,Medallion of the Alliance,,,,,Rare,70.0,,,12.0,,,,,,,,,,11.0
,,,,,,,,0.03333333333333333,18.0,,,,,,,,,,Icon of the Silver Crescent,,,,,Rare,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,24.0,,,,,,,,,,Rune of Infinite Power,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.08333333333333333,,,,,,20.0,,,,,Steely Naaru Sliver,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,22.0,,,,,,,,,,Automated Weapon Coater,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Warp-Scarab Brooch,,,,,Rare,70.0,,,12.0,,,,,,,,,,18.0
,,,,,,,,0.016666666666666666,,,,,,,,,,,Argent Dawn Banner,,,,,Rare,70.0,,,12.0,,,,,,,,,,
,,,,,,,Druid,0.03333333333333333,,,,,,,,,,,Medallion of the Horde,,,,,Rare,70.0,,,12.0,,,,,,,,,,11.0
,,,,,,,,0.05,,,,,,,,16.0,,,Battlemaster's Audacity,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.05,16.0,,,,,,,,,,Battlemaster's Cruelty,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,Warlock,0.03333333333333333,,,,,,,,,,,Medallion of the Horde,,,,,Rare,70.0,,,12.0,,,,,,,,,,11.0
,,,,,,,Warrior,0.03333333333333333,,,,,,,,,,,Medallion of the Horde,,,,,Rare,70.0,,,12.0,,,,,,,,,,11.0
18.0,,18.0,,,,,,0.03333333333333333,,,,,,,,,,,Gnomeregan Auto-Blocker 601,,,,,Rare,70.0,,,12.0,,,,,,,,,18.0,
,,,,,,,,0.025,15.0,,,,,,,,,,Ancient Draenei War Talisman,,,,,Uncommon,,,,12.0,,,,,,,,,,
17.0,,17.0,,,,,,0.03333333333333333,,,,,,,,,,,Uniting Charm,,,,,Uncommon,,,,12.0,,,,,,,,,17.0,
,,,,,,,,0.025,16.0,,,,,,,,,,Terokkar Tablet of Precision,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Talisman of the Alliance,,,,,Epic,70.0,,,12.0,,,,,,,,,,16.0
,,,,,,,,0.03333333333333333,,,,,,,,,,,Cannoneer's Morale,,,,,Rare,,,,12.0,,,,,,,,,,21.0
,,,,,,,,0.05,,,,,,21.0,,,,,Battlemaster's Celerity,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,23.0,,,,,Talon of Hatred,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,19.0,,,The Skull of Gul'dan,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,Paladin,0.03333333333333333,,,,,,,,,,,Medallion of the Horde,,,,,Rare,70.0,,,12.0,,,,,,,,,,11.0
,,,,,,,,,,,,,,,,,,,Commendation of Kael'thas,,,,,Rare,70.0,,,12.0,,,,,,,,27.0,,
,,,,,,,Hunter,0.03333333333333333,,,,,,,,,,,Medallion of the Horde,,,,,Rare,70.0,,,12.0,,,,,,,,,,11.0
,,,,,,,,0.05,16.0,,,,,,,,,,Battlemaster's Depravity,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,Shaman,0.03333333333333333,,,,,,,,,,,Medallion of the Horde,,,,,Rare,70.0,,,12.0,,,,,,,,,,11.0
,,,,,,,Hunter,0.03333333333333333,,,,,,,,,,,Medallion of the Alliance,,,,,Rare,70.0,,,12.0,,,,,,,,,,11.0
,,,,,,,Priest,0.03333333333333333,,,,,,,,,,,Medallion of the Horde,,,,,Rare,70.0,,,12.0,,,,,,,,,,11.0
,,,,,,,,0.08333333333333333,,,18.0,,,,,,,,Brooch of the Immortal King,,,,,Rare,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.05,,,,,,16.0,,,,,Battlemaster's Alacrity,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,Death knight,0.03333333333333333,,,,,,,,,,,Medallion of the Alliance,,,,,Rare,70.0,,,12.0,,,,,,,,,,11.0
,,,,,,,Warlock,0.03333333333333333,,,,,,,,,,,Medallion of the Alliance,,,,,Rare,70.0,,,12.0,,,,,,,,,,11.0
,,,,,,,,0.03333333333333333,18.0,,,,,,,,,,Bloodlust Brooch,,,,,Rare,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,18.0,,,,,,,,,,Emblem of Fury,,,,,Rare,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.025,15.0,,,,,,,,,,Ancient Draenei Arcane Relic,,,,,Uncommon,,,,12.0,,,,,,,,,,
20.0,,20.0,,,,,,0.05,,,,,,,,,,,Battlemaster's Resolve,,,,,Epic,70.0,,,12.0,,,,,,,,,20.0,
,,,,,,,,0.03333333333333333,23.0,,,,,,,,,,Insignia of Bloody Fire,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.08333333333333333,,,,,,,,20.0,,,Glimmering Naaru Sliver,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,18.0,,,Timbal's Focusing Crystal,,,,,Rare,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Medallion of the Horde,,,,,Rare,70.0,,,12.0,,,,,,,,,,11.0
18.0,,18.0,,,,,,0.05,,,,,,,,,,,Battlemaster's Determination,,,,,Epic,70.0,,,12.0,,,,,,,,,18.0,
,,,,,,,Druid,0.03333333333333333,,,,,,,,,,,Medallion of the Alliance,,,,,Rare,70.0,,,12.0,,,,,,,,,,11.0
,,,,,,,,0.03333333333333333,,,,,,,,,,,Medallion of the Alliance,,,,,Epic,70.0,,,12.0,,,,,,,,,,19.0
,,,,,,,Paladin,0.03333333333333333,,,,,,,,,,,Medallion of the Alliance,,,,,Rare,70.0,,,12.0,,,,,,,,,,11.0
,,,,,,,,0.05,,,,,,,,16.0,,,Battlemaster's Perseverance,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.05,,,,,,16.0,,,,,Battlemaster's Alacrity,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,Priest,0.03333333333333333,,,,,,,,,,,Medallion of the Alliance,,,,,Rare,70.0,,,12.0,,,,,,,,,,11.0
,,,,,,,"Priest,Mage,Warlock",,,,,,,,,16.0,,,Mark of Defiance,,,,,Rare,62.0,,,12.0,,,,,,,,,,
16.0,,16.0,,,,,,,,,,,,,,,,,Mark of Vindication,,,,,Rare,62.0,,,12.0,,,,,,,,,16.0,
,,,,,,,,,,,,,,,,19.0,,,Memento of Tyrande,,,,,Epic,70.0,,,12.0,,,,,,,,,,
,,,,,,,Rogue,0.03333333333333333,,,,,,,,,,,Medallion of the Horde,,,,,Rare,70.0,,,12.0,,,,,,,,,,11.0
,,,,,,,Warrior,0.03333333333333333,,,,,,,,,,,Medallion of the Alliance,,,,,Rare,70.0,,,12.0,,,,,,,,,,11.0
,,,,,,,Shaman,0.03333333333333333,,,,,,,,,,,Medallion of the Alliance,,,,,Rare,70.0,,,12.0,,,,,,,,,,11.0
,,,,,,,,,,,,,,18.0,,,,,Shard of Contempt,,,,,Rare,70.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Medallion of the Alliance,,,,,Rare,70.0,,,12.0,,,,,,,,,,11.0
,,,,,,,Death knight,0.03333333333333333,,,,,,,,,,,Medallion of the Horde,,,,,Rare,70.0,,,12.0,,,,,,,,,,11.0
,,,,,,,,,22.0,,,,,,,,,,Deathbringer's Will,,,,,Epic,80.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,22.0,,,Althor's Abacus,,,,,Epic,80.0,,,12.0,,,,,,,,,,
,,,,,,,,,22.0,,,,,,,,,,Deathbringer's Will,,,,,Epic,80.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,23.0,,,,,Swift Hand of Justice,,,,,Heirloom,,,,12.0,,,,,,,,,,
,,,,,,,,,23.0,,,,,,,,,,Sharpened Twilight Scale,,,,,Epic,80.0,,,12.0,,,,,,,,,,
,,,,,,,,,22.0,,,,,,,,,,Needle-Encrusted Scorpion,,,,,Epic,80.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,23.0,,,Discerning Eye of the Beast,,,,,Heirloom,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,The Black Heart,,,,,Epic,80.0,,,12.0,,,,,,,,33.0,,
,,,,,,,,,22.0,,,,,,,,,,Banner of Victory,,,,,Epic,80.0,,,12.0,,,,,,,,,,
22.0,,22.0,,,,,,,,,,,,,,,,,Death's Choice,,,,,Epic,80.0,,,12.0,,,,,,,,,22.0,
22.0,,22.0,,,,,,,,,,,,,,,,,Death's Verdict,,,,,Epic,80.0,,,12.0,,,,,,,,,22.0,
,,,,,,,,,22.0,,,,,,,,,,Mirror of Truth,,,,,Epic,80.0,,,12.0,,,,,,,,,,
