agi,agistr,agistrint,arcres,classes,cooldown,critstrkrtng,dmg,dodgertng,firres,frores,hastertng,int,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,versatility
11.0,,,,,,7.0,,,,,,,,Pendant of Celerity,,,,Rare,55.0,2.0,,,,,13.0,,
12.0,,,,,,,,,,,,,,Scout's Medallion,,,,Rare,58.0,2.0,,,,,13.0,,
8.0,8.0,,,,,,,,,,,,,Choker of the Shifting Sands,,,,Epic,60.0,2.0,,,,,13.0,8.0,
,,,,,,17.0,,,,,11.0,,,Halycon's Spiked Collar,,,,Rare,55.0,2.0,,,,,13.0,,
,,,,,,,,,,,,8.0,,Frostwolf Advisor's Pendant,,,,Rare,55.0,2.0,,,,,13.0,,8.0
,,,,,,,,,,,,,,Senior Sergeant's Insignia,,,,Rare,58.0,2.0,,,,,13.0,,6.0
8.0,,,,,,,,,,,,,,Jungle Necklace,,,,Uncommon,55.0,2.0,,,,,13.0,,
,,,,,,,,,,,,8.0,,Obsidian Pendant,,,,Uncommon,52.0,2.0,,,,,13.0,,
,,,,,,,,8.0,,,,,,Verek's Collar,,,,Rare,51.0,2.0,,,,,13.0,8.0,
,,,,,,6.0,,,,,,,,Worgtooth Pendant,,,,Uncommon,,2.0,,,,,17.0,,
,,,,,,8.0,,,,,,11.0,,Giant Turtle Collar,,,,Uncommon,,2.0,,,,,17.0,,
,,,,,,,,,,,,9.0,,Telhamat Pendant,,,,Uncommon,,2.0,,,,,14.0,,
9.0,9.0,,,,,14.0,,,,,,,,Stormrage's Talisman of Seething,,,,Epic,60.0,2.0,,,,,14.0,9.0,
,,,,,,,,,,,,9.0,,Amulet of the Fallen God,,,,Epic,60.0,2.0,,,,,13.0,,8.0
9.0,,,,,,,,,,,,,,Sunstone Necklace,,,,Uncommon,59.0,2.0,,,,,13.0,,
,,,,,,11.0,,,,,,,,Enforcer's Chain,,,,Uncommon,,2.0,,,,,13.0,9.0,
,,,,,,,,,,,,9.0,,Pendant of Forgotten Names,,,,Epic,60.0,2.0,,,,,,,13.0
,,,,,,,,,,,8.0,12.0,,Malice Stone Pendant,,,,Epic,60.0,2.0,,,,,13.0,,
,,,,,,,,7.0,,,,,,Gluth's Missing Collar,,,,Epic,60.0,2.0,,,,,13.0,,
,,,,,,,,,,,,6.0,,Amulet of the Redeemed,,,,Rare,58.0,2.0,,,,,13.0,,6.0
,,,,,,,,,,,,14.0,,Jeklik's Opaline Talisman,,,,Rare,60.0,2.0,,,,,,,6.0
,,,,,,8.0,,,,,,,,Emberfury Talisman,,,,Rare,55.0,2.0,,,,,13.0,8.0,
,,,,,,,,,,,,4.0,,Necklace of Purity,10.0,,,Epic,60.0,2.0,,,,,13.0,,
,,,,,,,,,,,,7.0,,Wavefront Necklace,,,,Epic,60.0,2.0,,,,,13.0,,12.0
,,,,,,,,,,,,8.0,,Charm of the Shifting Sands,,,,Epic,60.0,2.0,,,,,13.0,,
,,,,,,,,,,12.0,,4.0,,Tempestria's Frozen Necklace,,,,Rare,56.0,2.0,,,,,13.0,,
,,,,,,,,,,,,,,Vermilion Necklace,,,,Uncommon,58.0,2.0,,,,,13.0,8.0,
8.0,8.0,,,,,,,,,,,,,Frostwolf Legionnaire's Pendant,,,,Rare,55.0,2.0,,,,,13.0,8.0,
8.0,8.0,,,,,,,,,,,,,Stormpike Soldier's Pendant,,,,Rare,55.0,2.0,,,,,13.0,8.0,
,,,2.0,,,,,14.0,2.0,2.0,,,,Necklace of the Diamond Tower,2.0,,,Rare,56.0,2.0,,,,,,,
,,,,,,,,,,,,8.0,,Stormpike Sage's Pendant,,,,Rare,55.0,2.0,,,,,13.0,,8.0
,,,,,,,,,,,,12.0,,Jin'do's Evil Eye,,,,Epic,60.0,2.0,,,,,13.0,,4.0
,,,,,,,,,,,,,,Fire Opal Necklace,,,,Rare,51.0,2.0,,,,,13.0,8.0,
,,,,,,11.0,,,,,9.0,11.0,,Frostspeaker Collar,,,,Uncommon,,2.0,,,,,17.0,,
,,,,,,8.0,,,,,,,,Graven Shoveltusk Pendant,,,,Uncommon,,2.0,,,,,17.0,,
,,,,,,9.0,,,,,,,,Broken Choker,,,,Uncommon,,2.0,,,,,14.0,9.0,
,,,,,,,,,,,,,,Hiddenite Necklace,,,,Uncommon,60.0,2.0,,,,,13.0,9.0,
,,,,,,12.0,,,,,,9.0,,Draenethyst Chaplet,,,,Uncommon,,2.0,,,,,13.0,,
9.0,9.0,,,,,9.0,,,,,,,,Garrote-String Necklace,,,,Rare,60.0,2.0,,,,,13.0,9.0,
,,,,,,,,,,,,,,Fire Opal Collar,,,,Uncommon,58.0,2.0,,,,,13.0,9.0,
,,,,,,,,,,,,9.0,,Anglesite Choker,,,,Uncommon,57.0,2.0,,,,,13.0,,
,,,,,,,,,,,,12.0,,Necklace of Necropsy,,,,Epic,60.0,2.0,,,,,13.0,,5.0
8.0,8.0,,,,,,,,,,,,,Abyssal War Beads,,,,Rare,58.0,2.0,,,,,13.0,8.0,
6.0,,,,,,,,5.0,,,,,,Pendant of the Qiraji Guardian,,,,Epic,60.0,2.0,,,,,13.0,6.0,
8.0,8.0,,,,,,,,,,,,,Amulet of Foul Warding,11.0,,,Epic,60.0,2.0,,,,,13.0,8.0,
,,,,,,5.0,,,,,5.0,9.0,,Soul Corrupter's Necklace,,,,Epic,60.0,2.0,,,,,13.0,,
,,,,,,10.0,,,,,7.0,,,Fury of the Forgotten Swarm,,,,Rare,60.0,2.0,,,,,,6.0,
,,,,,,,,,,,,13.0,,Living Emerald Pendant,,,,Rare,53.0,2.0,,,,,,,7.0
,,,,,0.25,,,,,,,,,Blessed Medallion of Karabor,,,,Epic,,2.0,,,,,19.0,,
10.0,,,,,,,,,,,,,,Mithril Chain of Heroism,,,,Epic,70.0,2.0,,,,,10.0,13.0,
9.0,,,,,,8.0,,,,,,,,Worgen Claw Necklace,,,,Epic,70.0,2.0,,,,,18.0,,
,,,,,,10.0,,,,,,,,Pendant of the Perilous,,,,Epic,70.0,2.0,,,,,10.0,13.0,
10.0,,,,,,9.0,,,,,,,,Choker of Vile Intent,,,,Epic,70.0,2.0,,,,,18.0,,
10.0,,,,,,,,,,,,,,Saberclaw Talisman,,,,Epic,70.0,2.0,,,,,24.0,,
,,,,,,,,,,,,10.0,,Shining Chain of the Afterworld,,,,Epic,70.0,2.0,,,,,17.0,,9.0
11.0,11.0,,,,,15.0,,,,,,,,Adamantine Chain of the Unbroken,,,,Epic,70.0,2.0,,,,,16.0,11.0,
,,,,,,,,,,,,9.0,,Teeth of Gruul,,,,Epic,70.0,2.0,,,,,14.0,,12.0
,,,,,,,,,,,,11.0,,Necklace of Eternal Hope,,,,Epic,70.0,2.0,,,,,20.0,,5.0
,,,,,,,,,,,,15.0,,Archaic Charm of Presence,,,,Epic,70.0,2.0,,,,,16.0,,
,,,,,,,,,,,,17.0,,Ritssyn's Lost Pendant,,,,Epic,70.0,2.0,,,,,11.0,,
,,,,,,8.0,,,,,5.0,11.0,,Brooch of Heightened Potential,,,,Rare,68.0,2.0,,,,,16.0,,
,,,,,,,,,,,,,,Medallion of Karabor,,,,Epic,,2.0,,,,,19.0,,
,,,,,,7.0,,,,,,10.0,,Brooch of Unquenchable Fury,,,,Epic,70.0,2.0,,,,,20.0,,
,,,,,,10.0,,,,,,10.0,,Adornment of Stolen Souls,,,,Epic,70.0,2.0,,,,,15.0,,
9.0,,,,,,,,11.0,,,,,,Necklace of the Juggernaut,,,,Epic,70.0,2.0,,,,,16.0,,
,,,,,,,,,,,,11.0,,Potent Sha'tari Pendant,,,,Rare,,2.0,,,,,16.0,,14.0
,,,,,,,,9.0,,,,,,Thalodien's Charm,,,6.0,Rare,,2.0,,,,,16.0,,
,,,,,,,,,,,9.0,9.0,,Guardian's Pendant of Subjugation,,1.0,,Epic,70.0,2.0,Prismatic socket,,,,17.0,,6.0
,,,,,,,,,,,,11.0,,Sethekk Oracle's Focus,,,,Rare,,2.0,,,,,16.0,,11.0
8.0,,,,,,,,,,,,,,Shattered Sun Pendant of Might,,,,Epic,70.0,2.0,,,,,23.0,,
,,,,,,,,,,,,15.0,,Shattered Sun Pendant of Acumen,,,,Epic,70.0,2.0,,,,,16.0,,
,,,,,,,,,,,,15.0,,Shattered Sun Pendant of Restoration,,,,Epic,70.0,2.0,,,,,9.0,,8.0
12.0,,,,,,,,,,,,,,Necklace of the Deep,,2.0,,Rare,65.0,2.0,Prismatic socket,Prismatic socket,,,12.0,,
,,,,,,,,,,,,13.0,,Amulet of the Crusade,,1.0,,Rare,,2.0,Prismatic socket,,,,19.0,,10.0
12.0,12.0,,,,,8.0,,,,,10.0,,,Hard Khorium Choker,,1.0,,Epic,70.0,2.0,Prismatic socket,,,,15.0,12.0,
,,,,,,,,,,,,11.0,,Karja's Medallion,,,,Rare,,2.0,,,,,16.0,,6.0
,,,,,,6.0,,,,,8.0,,,Shattered Sun Pendant of Resolve,,,,Epic,70.0,2.0,,,,,22.0,,
,,,,,,9.0,,,,,,13.0,,Emeline's Locket,,1.0,,Rare,,2.0,Prismatic socket,,,,19.0,,
,,,,,1.0,19.0,,,,,13.0,,,Eye of the Night,,,,Rare,70.0,2.0,,,,,,,
,,,,,,,,,,,9.0,10.0,,Amulet of Flowing Life,,1.0,,Epic,70.0,2.0,Prismatic socket,,,,15.0,,9.0
10.0,10.0,,,,,9.0,,,,,6.0,,,Natasha's Choker,,,,Rare,,2.0,,,,,15.0,10.0,
,,,,,,,,,,,,9.0,,Vindicator's Pendant of Salvation,,1.0,,Epic,70.0,2.0,Prismatic socket,,,,16.0,,13.0
,,,,,,9.0,,,,,,14.0,,Hellfire-Encased Pendant,,,,Epic,70.0,2.0,,,,,12.0,,5.0
,,,,,,,,11.0,,,,,,Steam-Hinge Chain of Valor,,,,Rare,68.0,2.0,,,,,16.0,,
,,,,,,,,,,,,10.0,,Charlotte's Ivy,,,,Epic,70.0,2.0,,,,,18.0,,7.0
11.0,11.0,,,,,9.0,,,,,,,,Crystal Chalcedony Amulet,,1.0,,Uncommon,70.0,2.0,Prismatic socket,,,,10.0,11.0,
13.0,,,,,,7.0,,,,,,,,The Severed Noose of Westwind,,1.0,,Rare,,2.0,Prismatic socket,,,,19.0,,
,,,,,,,,,,,,11.0,,Talisman of the Breaker,,,,Epic,70.0,2.0,,,,,16.0,,
,,,,,,,,,14.0,,,,,Amulet of the Torn-Heart,,,,Rare,,2.0,,,,,18.0,,
11.0,11.0,,,,,10.0,,,,,,,,Choker of Animalistic Fury,,,,Epic,70.0,2.0,,,,,10.0,11.0,
,,,,,,,,16.0,,,,,,Strength of the Untamed,,,,Rare,70.0,2.0,,,,,15.0,,
,,,,,,,,10.0,,,,,,Mark of the Ravenguard,,,,Rare,,2.0,,,,,16.0,,
,,,,,,,,11.0,,,,,,Medallion of the Valiant Guardian,,,,Rare,,2.0,,,,,16.0,11.0,
,,,,,,,,7.0,,,,,,Natasha's Battle Chain,,,6.0,Rare,,2.0,,,,,15.0,,
12.0,,,,,,,,,,,,,,Pendant of Cunning,,,,Rare,62.0,2.0,,,,,18.0,,
,,,,,,,,,,,9.0,13.0,,Choker of Betrayal,,1.0,,Rare,,2.0,Prismatic socket,,,,19.0,,
,,,,,,10.0,,9.0,,,,,,Collar of the Pit Lord,,,,Epic,70.0,2.0,,,,,22.0,,
12.0,12.0,,,,,9.0,,,,,,,,Guardian's Pendant of Triumph,,1.0,,Epic,70.0,2.0,Prismatic socket,,,,14.0,12.0,6.0
,,,,,,,,,,,,12.0,,Hoarder's Necklace,,,,Uncommon,,2.0,,,,,17.0,,11.0
,,,,,,7.0,,,,,,14.0,,Nadina's Pendant of Purity,,,,Epic,70.0,2.0,,,,,11.0,,8.0
,,,,,,,,,,,,11.0,,Necklace of Resplendent Hope,,,,Rare,70.0,2.0,,,,,16.0,,13.0
11.0,,,,,,7.0,,,,,,,,Bone Chain Necklace,,,,Rare,70.0,2.0,,,,,16.0,,
,,,,,,,,,,,,10.0,,Diamond Prism of Recurrence,,,,Rare,66.0,2.0,,,,,15.0,,12.0
,,,,,,9.0,,,,,,,,Natasha's Pack Collar,,,,Rare,,2.0,,,,,15.0,10.0,
,,,,,,,,,,,,10.0,,Ogre Slayer's Pendant,,,,Rare,,2.0,,,,,15.0,,
,,,,,,14.0,,,,,,9.0,,Amulet of Unstable Power,,,,Rare,63.0,2.0,,,,,,,
13.0,13.0,,,,,9.0,,,,,,,,Choker of the Betrayer,,1.0,,Rare,,2.0,Prismatic socket,,,,19.0,13.0,
11.0,11.0,,,,,8.0,,,,,,,,Veteran's Pendant of Triumph,,1.0,,Epic,70.0,2.0,Prismatic socket,,,,13.0,11.0,8.0
,,,,,,,,,,,,11.0,,A'dal's Recovery Necklace,,,,Rare,,2.0,,,,,16.0,,14.0
12.0,12.0,,,,,12.0,,,,,10.0,,,Spiked Collar of Servitude,,,,Rare,,2.0,,,,,18.0,12.0,
11.0,,,,,,,,,,,,,,Telonicus' Pendant of Mayhem,,,,Epic,,2.0,,,,,17.0,,
,,,,,,,,,,,14.0,14.0,,Brooch of Nature's Mercy,,,,Epic,70.0,2.0,,,,,15.0,,8.0
,,,,,,,,,,,,11.0,,Painted Wooden Beads,,,,Uncommon,67.0,2.0,,,,,16.0,,
,,,,,,,,11.0,,,,,,Maimfist's Choker,,,,Rare,,2.0,,,,,16.0,11.0,
10.0,10.0,,,,,6.0,,,,,,,,Chain of Glowing Tendrils,,,,Rare,,2.0,,,,,15.0,10.0,
10.0,,,,,,8.0,,,,,,,,Earthen Mark of Razing,,,,Rare,,2.0,,,,,15.0,,
,,,,,,,,,,,,9.0,,Sigil of Shaffar,,,,Rare,64.0,2.0,,,,,14.0,,
,,,,,,,,12.0,,,,,,Reinforced Titanium Neckguard,,1.0,,Rare,,2.0,Prismatic socket,,,,19.0,13.0,
,,,,,,,,,,,9.0,11.0,,Ritual Neckguard,,,,Uncommon,,2.0,,,,,17.0,,
11.0,11.0,,,,,10.0,,,,,8.0,,,Choker of Endless Nightmares,,,,Epic,70.0,2.0,,,,,,11.0,
,,,,,,,,15.0,,,,,,The Darkener's Grasp,,,6.0,Epic,,2.0,,,,,17.0,,
,,,,,,,,,,,,11.0,,Lord Sanguinar's Claim,,,,Epic,,2.0,,,,,17.0,,7.0
,,,,,,,,,,,,11.0,,Omor's Unyielding Will,,,,Rare,70.0,2.0,,,,,16.0,,
11.0,,,,,,,,,,,,,,Tanzanite Pendant,,,,Uncommon,70.0,2.0,,,,,16.0,,
,,,,,,9.0,,,,,9.0,,,Brooch of Deftness,,,,Epic,70.0,2.0,,,,,20.0,,
,,,,,,,,,,,,,,Tarren Mill Vitality Locket,,,,Rare,70.0,2.0,,,,,16.0,,14.0
11.0,11.0,,,,,,,,,,,,,Shattrath Choker of Power,,,,Rare,,2.0,,,,,16.0,11.0,14.0
,,,17.0,,1.0,,,,,,,,,Pendant of the Null Rune,,,,Rare,70.0,2.0,,,,,10.0,,
,,,,,1.0,,,,,,,9.0,,Living Ruby Pendant,,,,Rare,70.0,2.0,,,,,20.0,,9.0
10.0,10.0,,,,,9.0,,,,,8.0,,,Insignia of the Mag'hari Hero,,,,Rare,,2.0,,,,,12.0,10.0,
,,,,,,,,,,,,9.0,,Multi-Colored Beads,,,,Uncommon,62.0,2.0,,,,,14.0,,
,,,,,,,,,,,,9.0,,Necklace of Bloodied Feathers,,,,Rare,,2.0,,,,,14.0,,
,,,,,,7.0,,,,,,9.0,,Luminous Pearls of Insight,,,,Rare,63.0,2.0,,,,,14.0,,
9.0,9.0,,,,,8.0,,,,,,,,Pendant of Battle-Lust,,,,Rare,61.0,2.0,,,,,13.0,9.0,
,,,,,,7.0,,6.0,,,,,,Betrayer's Choker,,1.0,,Rare,,2.0,Prismatic socket,,,,19.0,13.0,
,,,,,,,,11.0,,,,,,Blood-Infused Pendant,,,,Rare,,2.0,,,,,18.0,12.0,
9.0,,,,,,,,,,,11.0,,,Clutch of Demise,,,,Epic,70.0,2.0,,,,,22.0,,
11.0,11.0,,,,,11.0,,,,,,,,Sin'dorei Pendant of Triumph,,1.0,,Epic,70.0,2.0,Prismatic socket,,,,7.0,11.0,7.0
,,,,,,,,,,,9.0,9.0,,Vindicator's Pendant of Reprieve,,1.0,,Epic,70.0,2.0,Prismatic socket,,,,13.0,,7.0
,,,,,,10.0,,,,,,11.0,,The Sun King's Talisman,,,,Epic,,2.0,,,,,17.0,,
,,,,,,,,,,,,9.0,,Crystal Citrine Necklace,,1.0,,Uncommon,70.0,2.0,Prismatic socket,,,,15.0,,9.0
,,,,,,,,,,,,11.0,,Choker of Fluid Thought,,,,Rare,70.0,2.0,,,,,16.0,,10.0
,,,,,,12.0,,,,,,11.0,,Torc of the Sethekk Prophet,,,,Rare,,2.0,,,,,16.0,,
,,,,,,,,,,,11.0,11.0,,Loop of Cursed Bones,,,,Epic,70.0,2.0,,,,,15.0,,
,,,,,,,,,,,,11.0,,Swampstone Necklace,,,,Rare,70.0,2.0,,,,,16.0,,10.0
,,,,,,,,,,,,11.0,,Ethereum Torque,,,,Rare,70.0,2.0,,,,,16.0,,
,,,,,1.0,,,,17.0,,,,,Pendant of Frozen Flame,,,,Rare,70.0,2.0,,,,,10.0,,
,,,,,1.0,,,,,17.0,,,,Pendant of Thawing,,,,Rare,70.0,2.0,,,,,10.0,,
10.0,,,,,,,,,,,,,,Pink Sapphire Necklace,,,,Uncommon,65.0,2.0,,,,,15.0,,
,,,,,,,,,,,,10.0,,Natasha's Guardian Cord,,,,Rare,,2.0,,,,,15.0,,9.0
,,,,,,,,,,,,,,Amethyst Pendant,,,,Uncommon,63.0,2.0,,,,,14.0,9.0,
9.0,,,,,,,,,,,,,,Gronn-Blessed Warbeads,,,,Rare,64.0,2.0,,,,,14.0,,
,,,,,,,,,,,,9.0,,Lunatic's Choker,,,,Uncommon,,2.0,,,,,14.0,,7.0
9.0,,,,,,,,,,,,,,Choker of Bloodied Feathers,,,,Rare,,2.0,,,,,14.0,,
,,,,,,,,,,,,9.0,,Guardian's Pendant of Salvation,,1.0,,Epic,70.0,2.0,Prismatic socket,,,,18.0,,12.0
,,,,,,11.0,,,,,5.0,12.0,,Amulet of Unfettered Magics,,,,Epic,70.0,2.0,,,,,13.0,,
,,,,,,,,,,,,11.0,,Baleen Braided Collar,,,,Uncommon,,2.0,,,,,17.0,,
,,,,,,,,,,,,11.0,,Sin'dorei Pendant of Salvation,,1.0,,Epic,70.0,2.0,Prismatic socket,,,,13.0,,15.0
,,,,,,,,,,,16.0,,,Pendant of Titans,,,,Epic,70.0,2.0,,,,,17.0,,21.0
11.0,,,,,,,,,,,,,,Jagged Bark Pendant,,,,Rare,70.0,2.0,,,,,16.0,,
,,,,,1.0,,,10.0,,,,10.0,,Chain of the Twilight Owl,,,,Rare,70.0,2.0,,,,,17.0,,
,,,,,,8.0,,10.0,,,,,,Frayed Tether of the Drowned,,,,Epic,70.0,2.0,,,,,19.0,,
,,,,,,,,13.0,,,,,,Barbed Choker of Discipline,,,,Epic,70.0,2.0,,,,,18.0,,
,,,,,,,,,,,,,,Silver Rope Chain,,,,Uncommon,68.0,2.0,,,,,16.0,11.0,
,,,,,,,,,,,,15.0,,Gezzarak's Fang,,,,Rare,70.0,2.0,,,,,13.0,,6.0
11.0,11.0,,,,,12.0,,,,,,,,Talon Lord's Collar,,,,Rare,,2.0,,,,,16.0,11.0,
,,,,,,9.0,,,,,,11.0,,Hydra-Fang Necklace,,,,Rare,70.0,2.0,,,,,16.0,,
,,,,,,9.0,,12.0,,,,,,Enchanted Thorium Torque,,,,Rare,70.0,2.0,,,,,16.0,,
,,,,,1.0,,,,,,,,,Pendant of Withering,17.0,,,Rare,70.0,2.0,,,,,10.0,,
,,,,,1.0,,,,,,,,,Pendant of Shadow's End,,,,Rare,70.0,2.0,,,,,10.0,,
,,,,,,,,,,,,11.0,,Kunzite Necklace,,,,Uncommon,67.0,2.0,,,,,16.0,,
,,,,,,,,,,,,11.0,,Amulet of Glacial Tranquility,,,,Epic,70.0,2.0,,,,,16.0,,5.0
,,,,,,,,14.0,,,,,,Strength of the Violet Tower,,,,Uncommon,,2.0,,,,,16.0,11.0,
,,,,,,,,,,,,11.0,,Diopside Beads,,,,Uncommon,66.0,2.0,,,,,16.0,,
9.0,,,,,,8.0,,,,,,,,Necklace of Trophies,,,,Rare,67.0,2.0,,,,,,13.0,
12.0,,,,,,,,,,,,,,Haramad's Bargain,,,,Epic,70.0,2.0,,,,,,13.0,
,,,,,,,,,,,,14.0,,Medallion of the Lightbearer,,,,Epic,70.0,2.0,,,,,9.0,,8.0
,,,,,1.0,12.0,47.0,,,,,,,Braided Eternium Chain,,,,Rare,70.0,2.0,,,,,,,
,,,,,,10.0,,,,,,,,Choker of Repentance,,,,Epic,70.0,2.0,,,,,12.0,12.0,
,,,,,,,,,,,,,,Talisman of Tenacity,,,,Rare,63.0,2.0,,,,,14.0,,12.0
,,,,,,,,12.0,,,,,,Chain of the Sovereign,,,,Uncommon,,2.0,,,,,19.0,13.0,
,,,,,,12.0,,,,,,13.0,,Amulet of the Malefic Necromancer,,1.0,,Uncommon,,2.0,Prismatic socket,,,,19.0,,
12.0,12.0,,,,,11.0,,,,,,,,Neckcharm of the Bloodletter,,,,Uncommon,,2.0,,,,,18.0,12.0,
,,,,,,,,,,,7.0,11.0,,Brooch of the Highborne,,,,Epic,70.0,2.0,,,,,18.0,,8.0
,,,,,,,,,,,9.0,9.0,,Guardian's Pendant of Reprieve,,1.0,,Epic,70.0,2.0,Prismatic socket,,,,14.0,,6.0
,,,,,,8.0,,13.0,,,,,,Pendant of Titans,,,,Epic,70.0,2.0,,,,,16.0,,
11.0,11.0,,,,,10.0,,,,,,,,Choker of Serrated Blades,,,,Epic,70.0,2.0,,,,,14.0,11.0,
,,,,,,8.0,,,,,,8.0,,Vindicator's Pendant of Conquest,,1.0,,Epic,70.0,2.0,Prismatic socket,,,,15.0,,7.0
,,,,,,21.0,,,,,16.0,,,Choker of Endless Nightmares,,,,Epic,70.0,2.0,,,,,17.0,,
,,,,,,,,,,,,10.0,,Vindicator's Pendant of Dominance,,1.0,,Epic,70.0,2.0,Prismatic socket,,,,19.0,,7.0
11.0,11.0,,,,,8.0,,,,,,,,Vindicator's Pendant of Triumph,,1.0,,Epic,70.0,2.0,Prismatic socket,,,,13.0,11.0,7.0
,,,,,,21.0,,,,,,,,Nadina's Pendant of Purity,,,,Epic,70.0,2.0,,,,,17.0,,16.0
,,,,,1.0,,,,,,,11.0,,Embrace of the Dawn,,,,Rare,70.0,2.0,,,,,15.0,,10.0
,,,,,,,,14.0,,,,,,Maladaar's Blessed Chaplet,,,,Rare,70.0,2.0,,,,,16.0,,
,,,,,,8.0,,,,,,8.0,,Veteran's Pendant of Conquest,,1.0,,Epic,70.0,2.0,Prismatic socket,,,,14.0,,8.0
,,,,,,11.0,,,,,,,,Soldier's Dog Tags,,,,Rare,70.0,2.0,,,,,16.0,11.0,
11.0,11.0,,,,,10.0,,,,,7.0,,,Traitor's Noose,,,,Rare,70.0,2.0,,,,,16.0,11.0,
11.0,11.0,,,,,,,,,,10.0,,,The Savage's Choker,,,,Epic,70.0,2.0,,,,,15.0,11.0,
,,,,,,,,,,,,13.0,,Pendant of the Lost Ages,,,,Epic,70.0,2.0,,,,,16.0,,
11.0,11.0,,,,,10.0,,,,,,,,Blood Guard's Necklace of Ferocity,,,,Rare,70.0,2.0,,,,,16.0,11.0,
,,,,,,11.0,,,,,,10.0,,Winterfall's Frozen Necklace,,,,Rare,69.0,2.0,,,,,10.0,,7.0
,,,,,1.0,,,,,,,,,Thick Felsteel Necklace,,,,Rare,70.0,2.0,,,,,21.0,,13.0
11.0,,,,,,,,,,,,,,Grom'tor's Pendant of Conquest,,,,Uncommon,,2.0,,,,,16.0,,
,,,,,,,,,,,,12.0,,Choker of the Arctic Flow,,,,Epic,70.0,2.0,,,,,16.0,,
,,,,,,9.0,,11.0,,,,,,Hailstone Pendant,,,,Epic,70.0,2.0,,,,,16.0,,
11.0,,,,,,,,,,,,,,Expedition Pendant,,,,Uncommon,,2.0,,,,,16.0,,
,,,,,,14.0,,,,,,10.0,,Earthen Mark of Power,,,,Rare,,2.0,,,,,15.0,,
,,,,,,,,,,,,9.0,,Ethereal Healing Pendant,,,,Uncommon,,2.0,,,,,14.0,,8.0
,,,,,,,,,,,,13.0,,Locket of Snowcrest,,,,Uncommon,,2.0,,,,,19.0,,12.0
,,,,,,,,,,,10.0,12.0,,Artruis' Focus Stone,,,,Rare,,2.0,,,,,18.0,,
,,,,,,10.0,,,,,,12.0,,Choker of Binding,,,,Rare,,2.0,,,,,18.0,,10.0
,,,,,,9.0,,,,,9.0,10.0,,Pendant of Sunfire,,1.0,,Epic,70.0,2.0,Prismatic socket,,,,15.0,,
,,,,,,11.0,,,,,,12.0,,Neckcharm of Mighty Mojo,,,,Uncommon,,2.0,,,,,18.0,,
,,,,,,,,,,,,11.0,,Guardian's Pendant of Dominance,,1.0,,Epic,70.0,2.0,Prismatic socket,,,,20.0,,6.0
,,,,,,14.0,,,,,,12.0,,Tatjana's Pendant,,,,Uncommon,,2.0,,,,,17.0,,
12.0,12.0,,,,,11.0,,,,,,,,Pruning Pendant,,,,Uncommon,,2.0,,,,,17.0,12.0,
11.0,11.0,,,,,7.0,,,,,,,,Scourge Ghoul Collar,,,,Uncommon,,2.0,,,,,17.0,11.0,
,,,,,,9.0,,,,,6.0,15.0,,Translucent Spellthread Necklace,,,,Epic,70.0,2.0,,,,,,,
,,,,,,7.0,,,,,,11.0,,Sin'dorei Pendant of Conquest,,1.0,,Epic,70.0,2.0,Prismatic socket,,,,17.0,,7.0
,,,,,,,,,,,,11.0,,Gold Mesh Collar,,,,Uncommon,70.0,2.0,,,,,17.0,,
,,,,,,20.0,,,,,17.0,,,Translucent Spellthread Necklace,,,,Epic,70.0,2.0,,,,,17.0,,
,,,,,,,,,,,8.0,8.0,,Vindicator's Pendant of Subjugation,,1.0,,Epic,70.0,2.0,Prismatic socket,,,,15.0,,7.0
11.0,,,,,,,,,,,,,,Snake Entwined Necklace,,,,Uncommon,69.0,2.0,,,,,17.0,,
,,,,,,8.0,,,,,,11.0,,Choker of the Northern Wind,,,,Uncommon,,2.0,,,,,17.0,,
,,,,,,,,,,,,8.0,,Veteran's Pendant of Salvation,,1.0,,Epic,70.0,2.0,Prismatic socket,,,,15.0,,13.0
,,,,,,,,,,,,14.0,,Emberspur Talisman,,,,Epic,70.0,2.0,,,,,,,13.0
,,,,,,7.0,,,,,,,,Skeletal Necklace of Battlerage,,,,Rare,70.0,2.0,,,,,16.0,11.0,
,,,,,,9.0,,,,,,11.0,,Warp Engineer's Prismatic Chain,,,,Rare,68.0,2.0,,,,,16.0,,
,,,,,,,,,,,,9.0,,Veteran's Pendant of Dominance,,1.0,,Epic,70.0,2.0,Prismatic socket,,,,17.0,,8.0
11.0,,,,,,,,,,,,,,Epidote Stone Necklace,,,,Uncommon,68.0,2.0,,,,,16.0,,
11.0,11.0,,,,,5.0,,,,,,,,Pendant of Triumph,,1.0,,Epic,70.0,2.0,Prismatic socket,,,,13.0,11.0,8.0
,,,,,,,,,,,,10.0,,Pendant of Dominance,,1.0,,Epic,70.0,2.0,Prismatic socket,,,,18.0,,8.0
,,,,,,,,,,,,12.0,,Manasurge Pendant,,,,Epic,70.0,2.0,,,,,21.0,,
10.0,,,,,,9.0,,,,,,,,Amulet of Bitter Hatred,,,,Epic,70.0,2.0,,,,,16.0,,
,,,,,,8.0,,,,,,11.0,,Pendant of the Battle-Mage,,,,Uncommon,,2.0,,,,,16.0,,
