agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,healthrgn,int,itemset,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,strint,sturdiness,versatility
6.0,6.0,,7.0,,,,,75.0,,,,,6.0,,,Scouting Trousers,,,,Uncommon,,19.0,7.0,,,,,9.0,,,,
6.0,6.0,,10.0,,,,,75.0,,,,,6.0,,,Grunt's Legguards,,,,Uncommon,,19.0,7.0,,,,,9.0,,,,
6.0,6.0,,9.0,,,,,70.0,,,,,6.0,,,Rough Bronze Leggings,,,,Uncommon,,16.0,7.0,,,,,9.0,,,,
12.0,12.0,,7.0,,,,,75.0,,,,,12.0,,,Bluegill Breeches,,,,Uncommon,,18.0,7.0,,,,,,,,,
6.0,6.0,,9.0,,,,,75.0,,,,,6.0,,,Retired Linked Pants,,,,Uncommon,,,7.0,,,,,9.0,,,,
7.0,7.0,,8.0,,,,,85.0,,,,,7.0,,,Foreman's Leggings,,,,Rare,,15.0,7.0,,,,,8.0,,,,
6.0,6.0,,6.0,,,4.0,,85.0,,,4.0,,6.0,162.0,,Leggings of the Fang,,,,Rare,,16.0,7.0,,,,,9.0,,,,
9.0,9.0,,6.0,,,,,70.0,,,,,9.0,,,Prospector's Woolies,,,,Uncommon,,16.0,7.0,,,,,9.0,,,,
7.0,7.0,,7.0,,,6.0,,95.0,,,,,7.0,,,Hogger's Trousers,,,,Rare,,20.0,7.0,,,,,10.0,,,,3.0
12.0,12.0,,7.0,,,,,75.0,,,,,12.0,,,Dark Leather Pants,,,,Uncommon,,18.0,7.0,,,,,,,,,
5.0,5.0,,6.0,,,,,70.0,,,,,5.0,,,Feral Leggings,,,,Uncommon,,15.0,7.0,,,,,8.0,,,,
4.0,4.0,,8.0,,,,,65.0,,,,,4.0,,,Brackwater Legguards,,,,Uncommon,,11.0,7.0,,,,,6.0,,,,
,,,24.0,,0.0002777777777777778,,,,,,,,,,,Heavy Armor Kit,,,,Common,,20.0,,,,,,,,,,
,,,4.0,,,5.0,,85.0,,,,,6.0,,,Godfrey's Britches,,,,Rare,,,7.0,,,,,9.0,,,,
5.0,5.0,,8.0,,,,,65.0,,,,,5.0,,,Bloodspattered Loincloth,,,,Uncommon,,13.0,7.0,,,,,7.0,,,,
,,,4.0,,,,,95.0,,,6.0,,7.0,,,Silk-Threaded Trousers,,,,Rare,,20.0,7.0,,,,,10.0,,,,3.0
,,,4.0,,,6.0,,85.0,,,,,6.0,,,Abomination Skin Leggings,,,,Rare,,16.0,7.0,,,,,9.0,,,,
,,,3.0,,,,,70.0,,,,,,,,Canvas Pants,,,,Poor,,15.0,7.0,,,,,,,,,
5.0,5.0,,8.0,,,,,70.0,,,,,5.0,,,War Paint Legguards,,,,Uncommon,,14.0,7.0,,,,,8.0,,,,
6.0,6.0,,9.0,,,,,70.0,,,,,6.0,,,Griefbearer Leggings,,,,Uncommon,,,7.0,,,,,9.0,,,,
6.0,6.0,,9.0,,,,,85.0,,,6.0,,6.0,1268.0,,Slither-Scale Britches,,,,Rare,,16.0,7.0,,,,,9.0,,,,2.0
,,,12.0,,,,,65.0,,,,,5.0,,,Redridge Legguards,,,,Uncommon,,,7.0,,,,,7.0,5.0,5.0,,
,,,12.0,,,4.0,,80.0,,,,,5.0,,,Stone Guard Greaves,,,,Rare,,,7.0,,,,,7.0,5.0,5.0,,
6.0,6.0,,5.0,,,4.0,,65.0,,,,,6.0,,,Hunting Pants,,,,Uncommon,,11.0,7.0,,,,,,,,,
,,,4.0,,,5.0,,95.0,,,,,7.0,,,Gaze Dreamer Pants,,,,Rare,,20.0,7.0,,,,,10.0,,,,4.0
,,,4.0,,,,,75.0,,,,,6.0,,,Shimmering Trousers,,,,Uncommon,,19.0,7.0,,,,,9.0,,,,
,,,3.0,,,,,70.0,,,,,,,,Seafarer's Pantaloons,,,,Uncommon,,15.0,7.0,,,,,8.0,,,,7.0
,,,4.0,,,,,80.0,,,,,10.0,,,Phoenix Pants,,,,Uncommon,,20.0,7.0,,,,,10.0,,,,
6.0,6.0,,10.0,,,,,75.0,,,,,6.0,,,Defender Leggings,,,,Uncommon,,18.0,7.0,,,,,9.0,,,,
,,,4.0,,,5.0,,85.0,,,,,6.0,,,Godfrey's Britches,,,,Rare,,,7.0,,,,,9.0,,,,
,,,4.0,,,,,95.0,,,4.0,,7.0,,,Leech Pants,,,,Rare,,20.0,7.0,,,,,10.0,,,,5.0
,,,15.0,,,,,95.0,,,5.0,,7.0,,,Domina's Deathmaw Greaves,,,,Rare,,20.0,7.0,,,,,10.0,7.0,7.0,,4.0
8.0,8.0,,10.0,,,,,75.0,,,,,8.0,,,Mighty Chain Pants,,,,Uncommon,,18.0,7.0,,,,,9.0,,,,
5.0,5.0,,8.0,,,,,65.0,,,,,5.0,,,Soldier's Leggings,,,,Uncommon,,12.0,7.0,,,,,7.0,,,,
,,,16.0,,,9.0,,80.0,,,,,7.0,,,Spare Part Leggings,,,,Uncommon,,,7.0,,,,,11.0,7.0,7.0,,
,,,3.0,,,,,70.0,,,,,,,,Mystic's Woolies,,,,Uncommon,,14.0,7.0,,,,,,,,,10.0
5.0,5.0,,8.0,,,,,70.0,,,,,5.0,,,Raider's Legguards,,,,Uncommon,,14.0,7.0,,,,,8.0,,,,
,,,16.0,,,7.0,,80.0,,,,,7.0,,,Irongoat Legguards,,,,Uncommon,,,7.0,,,,,11.0,7.0,7.0,,
7.0,7.0,,10.0,Hunter,,5.0,,80.0,,,,,7.0,,,Heartbonded Legguards,,,,Uncommon,,20.0,7.0,,,,,10.0,,,,4.0
,,,4.0,,,,,75.0,,,,,8.0,,,Colorful Kilt,,,,Uncommon,,14.0,7.0,,,,,,,,,8.0
,,,6.0,,,,,75.0,,,,,,,,Cured Leather Pants,,,,Common,,17.0,7.0,,,,,,,,,
6.0,6.0,,9.0,,,,,70.0,,,6.0,,6.0,,,Burnished Leggings,,,,Uncommon,,16.0,7.0,,,,,,,,,
,,,3.0,,,,,70.0,,,,,,,,Seer's Pants,,,,Uncommon,,15.0,7.0,,,,,8.0,,,,8.0
,,,5.0,,,,,85.0,,,,,7.0,,,Sabotage Leggings,,,,Uncommon,,,7.0,,,,,11.0,,,,
7.0,7.0,,7.0,Druid,,5.0,,80.0,,,4.0,,7.0,,,Wildshifter Leggings,,,,Uncommon,,20.0,7.0,,,,,10.0,,,,
6.0,6.0,,6.0,,,,,70.0,,,,,6.0,,,Fine Leather Pants,,,,Uncommon,,16.0,7.0,,,,,9.0,,,,
5.0,5.0,,6.0,,,4.0,,85.0,,,,,5.0,,,Smelting Pants,,,,Rare,,15.0,7.0,,,,,8.0,,,,3.0
5.0,5.0,,6.0,,,,,70.0,,,,,5.0,,,Lupine Leggings,,,,Uncommon,,14.0,7.0,,,,,8.0,,,,
,,,17.0,,,6.0,,100.0,,,,,7.0,,,Thaelrid's Greaves,,,,Rare,,,7.0,,,,,11.0,7.0,7.0,,
7.0,7.0,,10.0,Shaman,,5.0,,80.0,,,,,7.0,,,Totem-Caller Legwraps,,,,Uncommon,,20.0,7.0,,,,,10.0,,,,4.0
7.0,7.0,,7.0,Monk,,5.0,,80.0,,,4.0,,7.0,,,Ascetic's Legguards,,,,Uncommon,,20.0,7.0,,,,,10.0,,,,
,,,4.0,,,,,75.0,,,,,6.0,,,Stargazer's Pantaloons,,,,Uncommon,,,7.0,,,,,9.0,,,,
,,,3.0,,,,,70.0,,,,,,,,Scarecrow Trousers,,,,Uncommon,,15.0,7.0,,,,,,,,,10.0
,,,5.0,,,,,65.0,,,,,,,,Patched Leather Pants,,,,Poor,,13.0,7.0,,,,,,,,,
,,,16.0,,,,,80.0,,,,,7.0,,,Darn Legguards,,,,Uncommon,,,7.0,,,,,11.0,7.0,7.0,,
7.0,7.0,,7.0,Rogue,,4.0,,80.0,,,5.0,,7.0,,,Nimblefinger Britches,,,,Uncommon,,20.0,7.0,,,,,10.0,,,,
7.0,7.0,,10.0,,,,,80.0,,,,,7.0,,,Hulking Leggings,,,,Uncommon,,20.0,7.0,,,,,10.0,,,,
8.0,8.0,,10.0,,,,,75.0,,,8.0,,8.0,,,Legionnaire's Leggings,,,,Uncommon,,19.0,7.0,,,,,,,,,
6.0,6.0,,7.0,,,,,75.0,,,,,6.0,,,Rigid Leggings,,,,Uncommon,,19.0,7.0,,,,,9.0,,,,
6.0,6.0,,10.0,,,5.0,,75.0,,,,,6.0,,,Bel'varil's Chain Leggings,,,,Uncommon,,,7.0,,,,,9.0,,,,
6.0,6.0,,7.0,,,,,90.0,,,,,6.0,,,Leggings of Hellscream's Watch,,,,Rare,,,7.0,,,,,9.0,,,,
6.0,6.0,,10.0,,,,,90.0,,,,,6.0,,,Tweedle's Blastproof Legguards,,,,Rare,,,7.0,,,,,9.0,,,,
,,,14.0,,,8.0,,75.0,,,,,6.0,,,Astranaar Legguards,,,,Uncommon,,,7.0,,,,,9.0,6.0,6.0,,
,,,14.0,,,7.0,,75.0,,,,,6.0,,,Deerstalker Leggings,,,,Uncommon,,,7.0,,,,,9.0,6.0,6.0,,
6.0,6.0,,9.0,,,,,70.0,,,,,6.0,,,Barkburn Legguards,,,,Uncommon,,,7.0,,,,,9.0,,,,
,,,4.0,,,,,70.0,,,,,6.0,,,Ritual Leggings,,,,Uncommon,,16.0,7.0,,,,,9.0,,,,
6.0,6.0,,6.0,,,,,70.0,,,,,6.0,,,Leggings of Loss,,,,Uncommon,,,7.0,,,,,9.0,,,,
8.0,8.0,,8.0,,,,,85.0,,,,,8.0,,,Goblin Mail Leggings,,,,Rare,,15.0,7.0,,,,,8.0,,,,
5.0,5.0,,6.0,,,,,70.0,,,,,5.0,,,Botanist's Britches,,,,Uncommon,,,7.0,,,,,8.0,,,,5.0
,,,3.0,,,5.0,,80.0,,,2.0,,5.0,,,Snarlmouth Leggings,,,,Rare,,13.0,7.0,,,,,7.0,,,,
,,,3.0,,,,,65.0,,,,,4.0,,,Escalation Britches,,,,Uncommon,,,7.0,,,,,6.0,,,,
8.0,8.0,,12.0,,,,,85.0,,,,,8.0,,,Kobold-Wrangler Legguards,,,,Uncommon,,,7.0,,,,,12.0,,,,
7.0,7.0,,8.0,,,6.0,,100.0,,,,,7.0,,,Blackfathom Leggings,,,,Rare,,,7.0,,,,,11.0,,,,
7.0,7.0,,7.0,,,,,95.0,,,3.0,,7.0,,,Twilight Turtleskin Leggings,,,,Rare,,20.0,7.0,,,,,10.0,,,,6.0
7.0,7.0,,10.0,,,,,80.0,,,,,7.0,,,Fortified Leggings,,,,Uncommon,,20.0,7.0,,,,,10.0,,,,
6.0,6.0,,7.0,,,6.0,,75.0,,,,,6.0,,,Ghoul-Hunter Leggings,,,,Uncommon,,,7.0,,,,,9.0,,,,
,,,13.0,,,,,85.0,,,5.0,,6.0,,,Greaves of the Misguided,,,,Rare,,16.0,7.0,,,,,9.0,6.0,6.0,,3.0
6.0,6.0,,6.0,,,,,70.0,,,,,6.0,,,Severed Druid's Leggings,,,,Uncommon,,,7.0,,,,,9.0,,,,
7.0,7.0,,6.0,,,,,70.0,,,,,7.0,,,Inscribed Leather Pants,,,,Uncommon,,15.0,7.0,,,,,8.0,,,,
8.0,8.0,,6.0,,,,,70.0,,,,,8.0,,,Light Leather Pants,,,,Uncommon,,14.0,7.0,,,,,8.0,,,,
,,,7.0,,,,,70.0,,,,,,,,Laced Mail Pants,,,,Poor,,14.0,7.0,,,,,,,,,
,,,11.0,,,,,65.0,,,,,4.0,,,Legguards of Invasion,,,,Uncommon,,,7.0,,,,,6.0,4.0,4.0,,
,,,3.0,,,,,65.0,,,,,6.0,,,Spellbinder Pants,,,,Uncommon,,11.0,7.0,,,,,6.0,,,,
7.0,7.0,,11.0,,,6.0,,100.0,,,,,7.0,,,Blackfathom Chain Leggings,,,,Rare,,,7.0,,,,,11.0,,,,
6.0,6.0,,7.0,,,5.0,,75.0,,,,,6.0,,,Supple Yeti Leggings,,,,Uncommon,,,7.0,,,,,9.0,,,,
,,,4.0,,,,,75.0,,,,,5.0,,,Heavy Woolen Pants,,,,Uncommon,,17.0,7.0,,,,,,,,,9.0
,,,13.0,,,4.0,,70.0,,,,,6.0,,,Legguards of Abandoned Virtue,,,,Uncommon,,,7.0,,,,,9.0,6.0,6.0,,
,,,4.0,,,,,70.0,,,,,6.0,,,Delgren's Leggings,,,,Uncommon,,,7.0,,,,,9.0,,,,
5.0,5.0,,8.0,,,,,70.0,,,,,5.0,,,Web Coated Leggings,,,,Uncommon,,,7.0,,,,,8.0,,,,
5.0,5.0,,6.0,,,8.0,,70.0,,,5.0,,5.0,,,Waterproof Leggings,,,,Uncommon,,,7.0,,,,,8.0,,,,
5.0,5.0,,8.0,,,8.0,,70.0,,,5.0,,5.0,,,Waterproof Britches,,,,Uncommon,,,7.0,,,,,8.0,,,,
,,,3.0,,,,,65.0,,,,,5.0,,,Willow Pants,,,,Uncommon,,13.0,7.0,,,,,7.0,,,,
,,,3.0,,,,,65.0,,,,,,,,Heavy Weave Pants,,,,Common,,12.0,7.0,,,,,,,,,
8.0,8.0,,8.0,,,,,85.0,,,,,8.0,,,Kobold-Wrangler Leggings,,,,Uncommon,,,7.0,,,,,12.0,,,,
7.0,7.0,,11.0,,,6.0,,100.0,,,,,7.0,,,Scales of Aku'mai,,,,Rare,,,7.0,,,,,11.0,,,,
7.0,7.0,,11.0,,,,,85.0,,,,,7.0,,,Basecamp Breeches,,,,Uncommon,,,7.0,,,,,11.0,,,,
,,,4.0,,,,,80.0,,,,,7.0,,,Saurboz's Leggings,,,,Uncommon,,,7.0,,,,,10.0,,,,
,,,4.0,,,,,80.0,,,,,7.0,,,Pagan Britches,,,,Uncommon,,20.0,7.0,,,,,10.0,,,,
,,,15.0,Death knight,,,,,,,4.0,,7.0,,,Heart-Lesion Legplates,,,,Uncommon,,20.0,7.0,,,,,10.0,7.0,7.0,,5.0
7.0,7.0,,10.0,,,6.0,,95.0,,,4.0,,7.0,,,Stolen Jailer's Greaves,,,,Rare,,20.0,7.0,,,,,10.0,,,,
6.0,6.0,,10.0,,,6.0,,75.0,,,,,6.0,,,Ghoul-Slayer Greaves,,,,Uncommon,,,7.0,,,,,9.0,,,,
6.0,6.0,,7.0,,,8.0,,75.0,,,,,6.0,,,Unbared Leggings,,,,Uncommon,,,7.0,,,,,9.0,,,,
6.0,6.0,,6.0,,,,,75.0,,,,,6.0,,,Old Man's Legwarmers,,,,Uncommon,,,7.0,,,,,9.0,,,,
,,,4.0,,,,,70.0,,,,,6.0,,,Leggings of the Traveling Medic,,,,Uncommon,,,7.0,,,,,9.0,,,,
,,,4.0,,,,,70.0,,,,,6.0,,,Star Pony Leggings,,,,Uncommon,,,7.0,,,,,9.0,,,,
,,,3.0,,,,,70.0,,,,,,,,Brocade Pants,,,,Poor,,16.0,7.0,,,,,,,,,
7.0,7.0,,6.0,,,7.0,,70.0,,,,,7.0,,,Brambleweed Leggings,,,,Uncommon,,15.0,7.0,,,,,,,,,
,,,5.0,,,,,65.0,,,,,,,,Tanned Leather Pants,,,,Common,,12.0,7.0,,,,,,,,,
4.0,4.0,,11.0,,,,,65.0,,,,,4.0,,,Brackwater Leggings,,,,Uncommon,,11.0,7.0,,,,,6.0,,,,
4.0,4.0,,5.0,,,,,65.0,,,,,4.0,,,Mongrel Leggings,,,,Uncommon,,,7.0,,,,,6.0,,,,
,,,17.0,,,,,85.0,,,,,8.0,,,Legguards of Winding Ways,,,,Uncommon,,,7.0,,,,,12.0,8.0,8.0,,
7.0,7.0,,8.0,,,,,85.0,,,,,7.0,,,Basecamp Leggings,,,,Uncommon,,,7.0,,,,,11.0,,,,
,,,17.0,,,6.0,,100.0,,,,,7.0,,,Plates of Aku'mai,,,,Rare,,,7.0,,,,,11.0,7.0,7.0,,
,,,9.0,,,,,80.0,,,,,,,,Linked Chain Pants,,,,Poor,,20.0,7.0,,,,,,,,,
,,,15.0,Paladin,,5.0,,80.0,,,4.0,,7.0,,,Lightsoul Legplates,,,,Uncommon,,20.0,7.0,,,,,10.0,7.0,7.0,,
,,,15.0,,,,,75.0,,,,,6.0,,,Marsh Fire Legguards,,,,Uncommon,,,7.0,,,,,9.0,6.0,6.0,,
,,,4.0,,,,,75.0,,,,,6.0,,,Rockweaver Leggings,,,,Uncommon,,,7.0,,,,,9.0,,,,
12.0,12.0,,10.0,,,,,75.0,,,,,12.0,,,Chain Leggings,,,,Uncommon,,18.0,7.0,,,,,,,,,
,,,4.0,,,,,75.0,,,,,,,,Thick Cloth Pants,,,,Common,,17.0,7.0,,,,,,,,,
,,,9.0,,,,,75.0,,,,,,,,Scalemail Pants,,,,Common,,17.0,7.0,,,,,,,,,
,,,14.0,,,,,75.0,,,7.0,,6.0,,,Lethality Leggings,,,,Uncommon,,,7.0,,,,,9.0,6.0,6.0,,
6.0,6.0,,9.0,,,,,70.0,,,,,6.0,,,Blue Chain Leggings,,,,Uncommon,,16.0,7.0,,,,,9.0,,,,
,,,13.0,,,4.0,,70.0,,,,,6.0,,,Forestkeeper Legguards,,,,Uncommon,,,7.0,,,,,9.0,6.0,6.0,,
,,,13.0,,,,,70.0,,,,,5.0,,,Stabilized Incendicite Legguards,,,,Uncommon,,,7.0,,,,,8.0,5.0,5.0,,
5.0,5.0,,8.0,,,,,70.0,,,,,5.0,,,Botanist's Chain Pants,,,,Uncommon,,,7.0,,,,,8.0,,,,5.0
5.0,5.0,,6.0,,,,,70.0,,,,,5.0,,,Slaver's Leggings,,,,Uncommon,,,7.0,,,,,8.0,,,,
5.0,5.0,,8.0,,,4.0,,85.0,,,,,5.0,,,Smelter's Britches,,,,Rare,,15.0,7.0,,,,,8.0,,,,3.0
8.0,8.0,,8.0,,,,,70.0,,,,,8.0,,,Light Scale Pants,,,,Uncommon,,14.0,7.0,,,,,8.0,,,,
5.0,5.0,,8.0,,,,,80.0,,,,,5.0,,,Stone Guard Greaves,,,,Rare,,,7.0,,,,,7.0,,,,4.0
5.0,5.0,,5.0,,,,,80.0,,,,,5.0,,,Ragefire Leggings,,,,Rare,,,7.0,,,,,7.0,,,,4.0
,,,7.0,,,,,65.0,,,,,,,,Chainmail Pants,,,,Common,,12.0,7.0,,,,,,,,,
4.0,4.0,,8.0,,,,,65.0,,,,,4.0,,,Starvation Leggings,,,,Uncommon,,,7.0,,,,,6.0,,,,
4.0,4.0,,5.0,,,,,65.0,,,,,4.0,,,Ventillated Leggings,,,,Uncommon,,,7.0,,,,,6.0,,,,
7.0,7.0,,8.0,,,6.0,,100.0,,,,,7.0,,,Blackfathom Leggings,,,,Rare,,,7.0,,,,,11.0,,,,
,,,4.0,Priest,,4.0,,80.0,,,,,7.0,,,Curate's Pants,,,,Uncommon,,20.0,7.0,,,,,10.0,,,,5.0
,,,4.0,Warlock,,5.0,,80.0,,,4.0,,7.0,,,Felburner's Leggings,,,,Uncommon,,20.0,7.0,,,,,10.0,,,,
,,,15.0,Warrior,,,,80.0,,,4.0,,7.0,,,Warsinger's Legplates,,,,Uncommon,,20.0,7.0,,,,,10.0,7.0,7.0,,5.0
,,,4.0,Mage,,5.0,,80.0,,,4.0,,7.0,,,Spellsculptor's Leggings,,,,Uncommon,,20.0,7.0,,,,,10.0,,,,
,,,6.0,,,,,75.0,,,,,,,,Rawhide Pants,,,,Poor,,19.0,7.0,,,,,,,,,
,,,14.0,,,6.0,,75.0,,,,,6.0,,,Roland's Legguards,,,,Uncommon,,,7.0,,,,,9.0,6.0,6.0,,
6.0,6.0,,10.0,,,8.0,,75.0,,,,,6.0,,,Unbared Greaves,,,,Uncommon,,,7.0,,,,,9.0,,,,
,,,3.0,,,,,70.0,,,,,5.0,,,Surveyor's Leggings,,,,Uncommon,,,7.0,,,,,8.0,,,,
4.0,4.0,,8.0,,,,,65.0,,,,,4.0,,,Mongrel Greaves,,,,Uncommon,,,7.0,,,,,6.0,,,,
8.0,8.0,,9.0,,,,,85.0,,,,,8.0,,,Nice Shorts,,,,Uncommon,,,7.0,,,,,13.0,,,,6.0
8.0,8.0,,13.0,,,,,85.0,,,,,8.0,,,Phase Three Leggings,,,,Uncommon,,,7.0,,,,,13.0,,,,6.0
9.0,9.0,,9.0,,,9.0,,100.0,,,,,9.0,,,Booty Bay Pantaloons,,,,Rare,,,7.0,,,,,14.0,,,,
11.0,11.0,,8.0,,,,,100.0,,,,,11.0,,,Petrolspill Leggings,,,,Rare,,24.0,7.0,,,,,12.0,,,,
9.0,9.0,,14.0,,,9.0,,100.0,,,,,9.0,,,Booty Bay Trousers,,,,Rare,,,7.0,,,,,14.0,,,,
11.0,11.0,,12.0,,,,,85.0,,,,,11.0,,,Green Iron Leggings,,,,Uncommon,,26.0,7.0,,,,,13.0,,,,
7.0,7.0,,11.0,,,,,85.0,,,,,7.0,,,Battleforge Legguards,,,,Uncommon,,23.0,7.0,,,,,11.0,,,,
12.0,12.0,,8.0,,,,,100.0,,,,,12.0,,,Troll's Bane Leggings,,,,Rare,,25.0,7.0,,,,,12.0,,,,
,,,5.0,,,,,85.0,,,,,11.0,,,Silver-Thread Pants,,,,Uncommon,,25.0,7.0,,,,,12.0,,,,5.0
,,,6.0,,,,,100.0,,,,,6.0,,,Necromancer Leggings,,,,Rare,,30.0,7.0,,,,,14.0,,,,
9.0,9.0,,9.0,,,7.0,,100.0,,,,,9.0,,,Ferine Leggings,,,,Rare,,30.0,7.0,,,,,14.0,,,,6.0
10.0,10.0,,8.0,,,8.0,,85.0,,,,,10.0,,,Saber Leggings,,,,Uncommon,,23.0,7.0,,,,,,,,,
8.0,8.0,,12.0,,,,,85.0,,,,,8.0,,,Glimmering Mail Legguards,,,,Uncommon,,25.0,7.0,,,,,12.0,,,,
,,,8.0,,,,,85.0,,,,,,,,Mystic Sarong,,,,Uncommon,,24.0,7.0,,,,,12.0,,,,10.0
8.0,8.0,,12.0,,,,,85.0,,,,,8.0,,,Sentry's Leggings,,,,Uncommon,,24.0,7.0,,,,,12.0,,,,
,,,5.0,,,,,85.0,,,,,10.0,,,Azure Silk Pants,,,,Uncommon,,23.0,7.0,,,,,11.0,,,,
,,,4.0,,,,,80.0,,,,,,,,Bright Pants,,,,Uncommon,,21.0,7.0,,,,,10.0,,,,9.0
9.0,9.0,,14.0,,,8.0,,100.0,,,,,9.0,,,Infernal Trickster Leggings,,,,Rare,,30.0,7.0,,,,,14.0,,,,5.0
7.0,7.0,,11.0,,,,,80.0,,,,,7.0,,,Spiked Chain Leggings,,,,Uncommon,,22.0,7.0,,,,,11.0,,,,
,,,32.0,,0.0002777777777777778,,,,,,,,,,,Thick Armor Kit,,,,Common,,30.0,,,,,,,,,,
,,,22.0,,,,,100.0,,,,,10.0,,,Agamaggan-Blessed Greaves,,,,Rare,,,7.0,,,,,15.0,10.0,10.0,,8.0
9.0,9.0,,12.0,,,8.0,,85.0,,,,,9.0,,,Silvered Bronze Leggings,,,,Uncommon,,26.0,7.0,,,,,13.0,,,,
,,,5.0,,,,,85.0,,,,,5.0,,,Sanguine Trousers,,,,Uncommon,,24.0,7.0,,,,,,,,,12.0
,,,17.0,,,,,85.0,,,,,7.0,,,Legguards of the Promising Hero,,,,Uncommon,,,7.0,,,,,11.0,7.0,7.0,,
9.0,9.0,,7.0,,,,,80.0,,,,,9.0,,,Stalking Pants,,,,Uncommon,,21.0,7.0,,,,,10.0,,,,
,,,5.0,,,,,85.0,,,,,9.0,,,Elder's Pants,,,,Uncommon,,29.0,7.0,,,,,13.0,,,,
8.0,8.0,,8.0,,,,,100.0,,,,,8.0,,,Murd Doc's Leggings,,,,Rare,,,7.0,,,,,12.0,,,,7.0
,,,5.0,,,,,85.0,,,,,7.0,,,Ivycloth Pants,,,,Uncommon,,23.0,7.0,,,,,11.0,,,,
,,,5.0,,,,,85.0,,,6.0,,9.0,,,Cleaning Britches,,,,Uncommon,,,7.0,,,,,13.0,,,,
,,,16.0,,,,,80.0,,,,,7.0,,,Electrostatic Legguards,,,,Uncommon,,,7.0,,,,,10.0,7.0,7.0,,
,,,5.0,,,8.0,,100.0,,,,,9.0,,,Leggings of the Windy Ravine,,,,Rare,,,7.0,,,,,13.0,,,,
9.0,9.0,,9.0,,,6.0,,85.0,,,,,9.0,,,Spider Venom Leggings,,,,Uncommon,,,7.0,,,,,13.0,,,,
11.0,11.0,,9.0,,,,,85.0,,,,,11.0,,,Guardian Pants,,,,Uncommon,,27.0,7.0,,,,,13.0,,,,
9.0,9.0,,9.0,,,,,85.0,,,,,9.0,,,Headhunter's Woolies,,,,Uncommon,,30.0,7.0,,,,,14.0,,,,
,,,20.0,,,,,85.0,,,,,9.0,,,Brain-Splattered Leggings,,,,Uncommon,,,7.0,,,,,13.0,9.0,9.0,,
9.0,9.0,,13.0,,,7.0,,85.0,,,,,9.0,,,Spider Venom Legguards,,,,Uncommon,,,7.0,,,,,13.0,,,,
9.0,9.0,,13.0,,,6.0,,85.0,,,,,9.0,,,Spider Venom Legguards,,,,Uncommon,,,7.0,,,,,13.0,,,,
12.0,12.0,,7.0,,,4.0,,80.0,,,,,12.0,,,Bristlebark Britches,,,,Uncommon,,21.0,7.0,,,,,,,,,
,,,20.0,,,,,100.0,,,,,9.0,,,Stubborn Legguards,,,,Rare,,,7.0,,,,,13.0,9.0,9.0,,
,,,5.0,,,,,85.0,,,,,7.0,,,Resilient Leggings,,,,Uncommon,,28.0,7.0,,,,,,,,,14.0
,,,5.0,,,,,85.0,,,,,9.0,,,Durable Pants,,,,Uncommon,,28.0,7.0,,,,,13.0,,,,
,,,5.0,,,7.0,,100.0,,,,,11.0,,,Blighted Leggings,,,,Rare,,26.0,7.0,,,,,13.0,,,,
,,,19.0,,,6.0,,100.0,,,5.0,,8.0,,,Pyretic Legguards,,,,Rare,,28.0,7.0,,,,,13.0,8.0,8.0,,
7.0,7.0,,8.0,,,,,85.0,,,,,7.0,,,Superior Leggings,,,,Uncommon,,23.0,7.0,,,,,11.0,,,,
,,,4.0,,,,,80.0,,,,,7.0,,,Genavie's Leggings,,,,Uncommon,,,7.0,,,,,11.0,,,,
9.0,9.0,,9.0,,,,,85.0,,,,,9.0,,,Cloudcaller Leggings,,,,Uncommon,,,7.0,,,,,13.0,,,,
8.0,8.0,,9.0,,,4.0,,85.0,,,,,8.0,,,Barbaric Leggings,,,,Uncommon,,29.0,7.0,,,,,13.0,,,,
14.0,14.0,,13.0,,,,,85.0,,,,,14.0,,,Golden Scale Leggings,,,,Uncommon,,29.0,7.0,,,,,13.0,,,,
9.0,9.0,,9.0,,,7.0,,85.0,,,,,9.0,,,Spider Venom Leggings,,,,Uncommon,,,7.0,,,,,13.0,,,,
,,,20.0,,,,,85.0,,,,,9.0,,,Sea Legs,,,,Uncommon,,,7.0,,,,,13.0,9.0,9.0,,
9.0,9.0,,9.0,,,,,85.0,,,,,9.0,,,Cutthroat's Pants,,,,Uncommon,,28.0,7.0,,,,,13.0,,,,
8.0,8.0,,13.0,,,,,85.0,,,,,8.0,,,Banded Leggings,,,,Uncommon,,27.0,7.0,,,,,13.0,,,,
8.0,8.0,,13.0,,,,,85.0,,,,,8.0,,,Pantaloons with Mysterious Stains,,,,Uncommon,,,7.0,,,,,13.0,,,,
8.0,8.0,,8.0,,,,,85.0,,,,,8.0,,,Pathfinder Pants,,,,Uncommon,,26.0,7.0,,,,,13.0,,,,
,,,5.0,,,,,85.0,,,,,8.0,,,Watcher's Leggings,,,,Uncommon,,25.0,7.0,,,,,12.0,,,,
8.0,8.0,,12.0,,,,,100.0,,,,,8.0,,,Hann Ibal's Chain Dungarees,,,,Rare,,,7.0,,,,,12.0,,,,7.0
7.0,7.0,,8.0,,,7.0,,85.0,,,,,7.0,,,Stromgarde Leggings,,,,Uncommon,,,7.0,,,,,11.0,,,,
