agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,healthrgn,holres,int,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,strint,versatility
,,,4.0,,,,,65.0,,,,,,7.0,,Bright Mantle,,,,Uncommon,,21.0,3.0,,,,,,,,6.0
6.0,6.0,,6.0,,,,,65.0,,,,,,6.0,,Hillman's Shoulders,,,,Uncommon,,21.0,3.0,,,,,8.0,,,
,,,13.0,,,,,65.0,,,,,,5.0,,Nimetz's Pauldrons,,,,Uncommon,,,3.0,,,,,8.0,5.0,5.0,
,,,17.0,,,,,70.0,,,,,,7.0,,Pauldrons of the Eternal Battle,,,,Uncommon,,,3.0,,,,,10.0,7.0,7.0,6.0
6.0,6.0,,7.0,,,,,70.0,,,,,,6.0,,Scaled Leather Shoulders,,,,Uncommon,,27.0,3.0,,,,,9.0,,,
3.0,3.0,,7.0,,,7.0,,70.0,,,,,,3.0,,Dokebi Mantle,,,,Uncommon,,27.0,3.0,,,,,9.0,,,
6.0,6.0,,7.0,,,,,70.0,,,,,,6.0,,Pathfinder Shoulder Pads,,,,Uncommon,,26.0,3.0,,,,,9.0,,,
4.0,4.0,,11.0,,,,,70.0,,,,,,4.0,,Slayer's Shoulderguards,,,,Uncommon,,26.0,3.0,,,,,9.0,,,
,,,16.0,,,6.0,,70.0,,,,,,6.0,,Shoulderguards of Protection,,,,Uncommon,,,3.0,,,,,9.0,6.0,6.0,
,,,4.0,,,,,70.0,,,,,,6.0,,Sage's Mantle,,,,Uncommon,,25.0,3.0,,,,,9.0,,,
6.0,6.0,,7.0,,,,,70.0,,,,,,6.0,,Dervish Spaulders,,,,Uncommon,,24.0,3.0,,,,,9.0,,,
,,,15.0,,,7.0,,70.0,,,,,,6.0,,Pauldrons of the Wayward Tribe,,,,Uncommon,,,3.0,,,,,9.0,6.0,6.0,
10.0,10.0,,7.0,,,,,65.0,,,,,,10.0,,Dark Leather Shoulders,,,,Uncommon,,23.0,3.0,,,,,,,,
,,,8.0,,,,,65.0,,,,,,,,Reinforced Chain Shoulderpads,,,,Poor,,22.0,3.0,,,,,,,,
,,,4.0,,,,,65.0,,,,,,9.0,,Sanguine Mantle,,,,Uncommon,,22.0,3.0,,,,,8.0,,,
5.0,5.0,,6.0,,,,,65.0,,,,,,5.0,,Mahamba's Caress,,,,Uncommon,,,3.0,,,,,8.0,,,
5.0,5.0,,9.0,,,,,65.0,,,,,,5.0,,Shouldersguards of Raw Power,,,,Uncommon,,,3.0,,,,,8.0,,,
,,,13.0,,,,,65.0,,,,,,5.0,,Pitiless Pauldrons,,,,Uncommon,,,3.0,,,,,8.0,5.0,5.0,
,,,4.0,,,,,70.0,,,,,,,,Interlaced Shoulderpads,,,,Poor,,30.0,3.0,,,,,,,,
7.0,7.0,,8.0,,,,,70.0,,,,,,7.0,,Infiltrator Shoulders,,,,Uncommon,,28.0,3.0,,,,,10.0,,,
7.0,7.0,,11.0,,,,,70.0,,,,,,7.0,,Phalanx Spaulders,,,,Uncommon,,28.0,3.0,,,,,10.0,,,
,,,4.0,,,,,65.0,,,,,,6.0,,Watcher's Mantle,,,,Uncommon,,23.0,3.0,,,,,9.0,,,
5.0,5.0,,9.0,,,,,65.0,,,,,,5.0,,Spritescale Epaulets,,,,Uncommon,,22.0,3.0,,,,,8.0,,,
5.0,5.0,,6.0,,,,,65.0,,,,,,5.0,,Superior Shoulders,,,,Uncommon,,22.0,3.0,,,,,8.0,,,
5.0,5.0,,6.0,,,,,65.0,,,,,,5.0,,Monnions of Raw Power,,,,Uncommon,,,3.0,,,,,8.0,,,
5.0,5.0,,9.0,,,,,65.0,,,,,,5.0,,Salt-Cured Mantle,,,,Uncommon,,,3.0,,,,,8.0,,,
,,,18.0,,,,,70.0,,,7.0,,,7.0,,Spaulders of Sealing,,,,Uncommon,,,3.0,,,,,10.0,7.0,7.0,
,,,15.0,,,7.0,,70.0,,,,,,6.0,,Pauldrons of the Wayward Tribe,,,,Uncommon,,,3.0,,,,,9.0,6.0,6.0,
10.0,10.0,,10.0,,,,,65.0,,,,,,10.0,,Chain Pauldrons,,,,Uncommon,,23.0,3.0,,,,,,,,
5.0,5.0,,6.0,,,,,65.0,,,,,,5.0,,Rigid Shoulders,,,,Uncommon,,21.0,3.0,,,,,8.0,,,
5.0,5.0,,9.0,,,,,65.0,,,,,,5.0,,Mahamba's Pauldrons,,,,Uncommon,,,3.0,,,,,8.0,,,
5.0,5.0,,9.0,,,,,65.0,,,,,,5.0,,Palm Frond Pauldrons,,,,Uncommon,,,3.0,,,,,8.0,,,
,,,7.0,,,,,70.0,,,,,,11.0,,Karna's Poncho,,,,Uncommon,,,3.0,,,,,16.0,,,
,,,23.0,,,,,85.0,,,8.0,,,9.0,,Pauldrons of Tribute,,,,Rare,,,3.0,,,,,14.0,9.0,9.0,
8.0,8.0,,9.0,,,5.0,,85.0,,,,,,8.0,,Revelosh's Spaulders,,,,Rare,,35.0,3.0,,,,,12.0,,,6.0
9.0,9.0,,10.0,,,6.0,,85.0,,,6.0,,,9.0,,Fleshhide Shoulders,,,,Rare,,40.0,3.0,,,,,13.0,,,
,,,19.0,,,6.0,,85.0,,,,,,9.0,,Herod's Shoulder,,,,Rare,,32.0,3.0,,,,,11.0,9.0,9.0,
,,,22.0,,,,11.0,85.0,,,,,,8.0,,Stoneform Shoulders,,,,Rare,,40.0,3.0,,,,,13.0,8.0,8.0,
9.0,9.0,,9.0,,,,,85.0,,,,,,9.0,,Flintrock Shoulders,,,,Rare,,33.0,3.0,,,,,11.0,,,
5.0,5.0,,14.0,,,,,85.0,,,,,,5.0,,Skeletal Shoulders,,,,Rare,,38.0,3.0,,,,,13.0,,,
,,,21.0,,,,,70.0,,,,,,8.0,,Saltstone Shoulder Pads,,,,Uncommon,,40.0,3.0,,,,,13.0,8.0,8.0,
7.0,7.0,,9.0,,,,,85.0,,,5.0,,,7.0,,Phytoskin Spaulders,,,,Rare,,32.0,3.0,,,,,11.0,,,5.0
11.0,11.0,,17.0,,,7.0,,70.0,,,,,,11.0,,Bearzerker's Spaulders,,,,Uncommon,,,3.0,,,,,16.0,,,
,,,21.0,,,,,70.0,,,,,,8.0,,Warbringer's Spaulders,,,,Uncommon,,40.0,3.0,,,,,13.0,8.0,8.0,
8.0,8.0,,10.0,,,,,70.0,,,,,,8.0,,Hive Controller Mantle,,,,Uncommon,,,3.0,,,,,13.0,,,8.0
8.0,8.0,,9.0,,,,,70.0,,,,,,8.0,,Encarmine Spaulders,,,,Uncommon,,,3.0,,,,,12.0,,,
,,,5.0,,,,,70.0,,,,,,10.0,,Crimson Silk Shoulders,,,,Uncommon,,33.0,3.0,,,,,,,,9.0
8.0,8.0,,9.0,,,,,70.0,,,,,,8.0,,Hide of the Lone Hunter,,,,Uncommon,,,3.0,,,,,13.0,,,5.0
,,,5.0,,,,,70.0,,,,,,,,Aurora Mantle,,,,Uncommon,,34.0,3.0,,,,,12.0,,,10.0
10.0,10.0,,9.0,,,9.0,,70.0,,,,,,10.0,,Boulder Pads,,,,Uncommon,,32.0,3.0,,,,,,,,
11.0,11.0,,17.0,,,7.0,,70.0,,,,,,11.0,,Sloppy Spaulders,,,,Uncommon,,,3.0,,,,,16.0,,,
7.0,7.0,,9.0,,,,,85.0,,,,,,7.0,,Swift Wind Spaulder,,,,Rare,,,3.0,,,,,11.0,,,
9.0,9.0,,10.0,,,7.0,,70.0,,,,,,9.0,,Heartrazor's Gift,,,,Uncommon,,,3.0,,,,,13.0,,,
,,,5.0,,,5.0,,85.0,,,5.0,,,8.0,,Flameseer Mantle,,,,Rare,,35.0,3.0,,,,,12.0,,,
,,,5.0,,,,,85.0,,,,,,,,Pads of the Venom Spider,4.0,,,Rare,,33.0,3.0,,,,,11.0,,,5.0
,,,5.0,,,,,70.0,,,,,,7.0,,Twilight Mantle,,,,Uncommon,,33.0,3.0,,,,,11.0,,,
,,,28.0,,,,,85.0,,,,,,12.0,,Pauldrons of the Trove,,,,Rare,,,3.0,,,,,17.0,12.0,12.0,9.0
9.0,9.0,,11.0,,,,,70.0,,,,,,9.0,,Failed Flying Experiment,,,,Uncommon,,,3.0,,,,,14.0,,,
,,,22.0,,,,,70.0,,,,,,9.0,,Brutish Shoulders,,,,Uncommon,,40.0,3.0,,,,,13.0,9.0,9.0,
,,,6.0,,,9.0,,85.0,,,,,,9.0,,Necropile Mantle,,,,Rare,,40.0,3.0,,,,,13.0,,,
10.0,10.0,,9.0,,,10.0,,70.0,,,,,,10.0,,Glyphed Epaulets,,,,Uncommon,,34.0,3.0,,,,,,,,
,,,5.0,,,,,70.0,,,,,,11.0,,Azure Shoulders,,,,Uncommon,,33.0,3.0,,,,,11.0,,,
9.0,9.0,,10.0,,,,,85.0,,,5.0,,,9.0,,Flamescarred Shoulders,,,,Rare,,40.0,3.0,,,,,13.0,,,7.0
11.0,11.0,,12.0,,,10.0,,70.0,,,,,,11.0,,Looter's Shoulderguards,,,,Uncommon,,,3.0,,,,,16.0,,,
9.0,9.0,,14.0,,,4.0,,70.0,,,,,,9.0,,Ravager's Mantle,,,,Uncommon,,38.0,3.0,,,,,13.0,,,
,,,5.0,,,,,70.0,,,,,,14.0,,Green Silken Shoulders,,,,Uncommon,,31.0,3.0,,,,,,,,
9.0,9.0,,15.0,,,,,85.0,,,,,,9.0,,Pauldrons of the Thousand Needles,,,,Rare,,,3.0,,,,,13.0,,,9.0
,,,22.0,,,6.0,,70.0,,,,,,9.0,,Pauldrons of the Touched,,,,Uncommon,,,3.0,,,,,13.0,9.0,9.0,
,,,22.0,,,,,70.0,,,7.0,,,9.0,,Lighthammer Pauldrons,,,,Uncommon,,,3.0,,,,,13.0,9.0,9.0,
,,,22.0,,,7.0,,85.0,,,,,,9.0,,Bile-Etched Spaulders,,,,Rare,,40.0,3.0,,,,,13.0,9.0,9.0,5.0
8.0,8.0,,9.0,,,6.0,,85.0,,,4.0,,,8.0,,Rockshard Pauldrons,,,,Rare,,35.0,3.0,,,,,12.0,,,
,,,6.0,,,,,85.0,,,9.0,,,9.0,,Burial Shawl,,,,Rare,,40.0,3.0,,,,,13.0,,,
9.0,9.0,,15.0,,,,,70.0,,,,,,9.0,,Brigade Pauldrons,,,,Uncommon,,39.0,3.0,,,,,13.0,,,
7.0,7.0,,12.0,,,,,70.0,,,,,,7.0,,Crested Chain Epaulets,,,,Uncommon,,,3.0,,,,,11.0,,,6.0
7.0,7.0,,8.0,,,,,70.0,,,,,,7.0,,Ghostwalker Pads,,,,Uncommon,,31.0,3.0,,,,,11.0,,,
,,,7.0,,,,,70.0,,,9.0,,,11.0,,Almost New Shoulderpads,,,,Uncommon,,,3.0,,,,,16.0,,,
,,,6.0,,,,,85.0,,,,,,10.0,,Inquisitor's Shawl,,,,Rare,,36.0,3.0,,,,,13.0,,,
,,,20.0,,,7.0,,85.0,,,,,,8.0,,Pauldrons of Andorhal,,,,Rare,,,3.0,,,,,12.0,8.0,8.0,
7.0,7.0,,9.0,,,5.0,,70.0,,,,,,7.0,,Gahrron's Shoulderguard,,,,Uncommon,,,3.0,,,,,11.0,,,
7.0,7.0,,9.0,,,,,70.0,,,,,,7.0,,Crested Shoulderguard,,,,Uncommon,,,3.0,,,,,11.0,,,6.0
11.0,11.0,,18.0,,,,,85.0,,,,,,11.0,,Un'Goro Mantle,,,,Rare,,,3.0,,,,,17.0,,,
,,,24.0,,,,,70.0,,,,,,9.0,,Pauldrons of Thankless Deeds,,,,Uncommon,,,3.0,,,,,14.0,9.0,9.0,9.0
9.0,9.0,,15.0,,,,,70.0,,,,,,9.0,,Coercive Pauldrons,,,,Uncommon,,,3.0,,,,,13.0,,,6.0
,,,6.0,,,7.0,,70.0,,,,,,8.0,,Buoyant Shoulderpads,,,,Uncommon,,,3.0,,,,,13.0,,,
,,,5.0,,,,,70.0,,,,,,8.0,,Journeyman's Epaulets,,,,Uncommon,,,3.0,,,,,12.0,,,8.0
,,,5.0,,,,,85.0,,,7.0,,,8.0,,Rotgrip Mantle,,,,Rare,,34.0,3.0,,,,,12.0,,,4.0
7.0,7.0,,9.0,,,,,70.0,,,,,,7.0,,Sentinel Shoulders,,,,Uncommon,,33.0,3.0,,,,,11.0,,,
7.0,7.0,,9.0,,,,,70.0,,,6.0,,,7.0,,Shoulder of the Ogre-Nabber,,,,Uncommon,,,3.0,,,,,11.0,,,
11.0,11.0,,12.0,,,,,70.0,,,,,,11.0,,Spell Focus Shoulderguards,,,,Uncommon,,,3.0,,,,,17.0,,,9.0
9.0,9.0,,11.0,,,,,70.0,,,,,,9.0,,Decomissioner's Monnions,,,,Uncommon,,,3.0,,,,,14.0,,,
9.0,9.0,,11.0,,,8.0,,70.0,,,,,,9.0,,Packrunner's Spaulders,,,,Uncommon,,,3.0,,,,,14.0,,,
9.0,9.0,,11.0,,,,,70.0,,,7.0,,,9.0,,Puregrove Spaulders,,,,Uncommon,,,3.0,,,,,14.0,,,
,,,22.0,,,6.0,,70.0,,,,,,,,Heavy Mithril Shoulder,,,,Uncommon,,40.0,3.0,,,,,13.0,,,
9.0,9.0,,10.0,,,9.0,,85.0,,,,,,9.0,,Icy Tomb Spaulders,,,,Rare,,40.0,3.0,,,,,13.0,,,
14.0,14.0,,10.0,,,,,70.0,,,,,,14.0,,Nightscape Shoulders,,,,Uncommon,,37.0,3.0,,,,,13.0,,,
8.0,8.0,,14.0,,,,,70.0,,,,,,8.0,,Jazeraint Pauldrons,,,,Uncommon,,36.0,3.0,,,,,13.0,,,
,,,20.0,,,8.0,,70.0,,,,,,8.0,,Manly Pauldrons,,,,Uncommon,,,3.0,,,,,12.0,8.0,8.0,
,,,25.0,,,8.0,,85.0,,,,,,10.0,,Pauldrons of the Thorium Brotherhood,,,,Rare,,,3.0,,,,,15.0,10.0,10.0,
9.0,9.0,,11.0,,,7.0,,70.0,,,,,,9.0,,Suntara Spaulders,,,,Uncommon,,,3.0,,,,,14.0,,,
9.0,9.0,,11.0,,,8.0,,70.0,,,,,,9.0,,Overworked Shoulders,,,,Uncommon,,,3.0,,,,,14.0,,,
9.0,9.0,,15.0,,,,,70.0,,,6.0,,,9.0,,Jade Green Spaulders,,,,Uncommon,,,3.0,,,,,13.0,,,
8.0,8.0,,10.0,,,,,70.0,,,,,,8.0,,Ranger Shoulders,,,,Uncommon,,37.0,3.0,,,,,13.0,,,
9.0,9.0,,15.0,,,,,85.0,,,9.0,,,9.0,,Royal Cap Spaulders,,,,Rare,,40.0,3.0,,,,,13.0,,,
,,,21.0,,,5.0,,85.0,,,,,,8.0,,Shoulderguards of Painful Lessons,,,,Rare,,39.0,3.0,,,,,13.0,8.0,8.0,7.0
8.0,8.0,,14.0,,,7.0,,70.0,,,,,,8.0,,Freewind Spaulders,,,,Uncommon,,,3.0,,,,,13.0,,,
,,,20.0,,,7.0,,85.0,,,,,,8.0,,Chillwind Pauldrons,,,,Rare,,,3.0,,,,,12.0,8.0,8.0,
11.0,11.0,,12.0,,,,,70.0,,,9.0,,,11.0,,Shy Shrug,,,,Uncommon,,,3.0,,,,,16.0,,,
,,,23.0,,,7.0,,70.0,,,,,,9.0,,Half-Ton Pauldrons,,,,Uncommon,,,3.0,,,,,14.0,9.0,9.0,
,,,22.0,,,,15.0,70.0,,,,,,6.0,,Ornate Mithril Shoulder,,,,Uncommon,,40.0,3.0,,,,,,6.0,6.0,
14.0,14.0,,10.0,,,,,85.0,,,,,,14.0,,Sheepshear Mantle,,,,Rare,,40.0,3.0,,,,,13.0,,,
,,,6.0,,,,,85.0,,,,,,13.0,,Deadwalker Mantle,,,,Rare,,40.0,3.0,,,,,13.0,,,
,,,22.0,,,,,70.0,,,,,,5.0,,Tyrant's Epaulets,,,,Uncommon,,40.0,3.0,,,,,13.0,5.0,5.0,
,,,6.0,,,,,70.0,,,,,,8.0,,Darkmist Mantle,,,,Uncommon,,38.0,3.0,,,,,13.0,,,
,,,6.0,,,,,70.0,,,,,,14.0,,Mistscape Mantle,,,,Uncommon,,38.0,3.0,,,,,,,,6.0
,,,21.0,,,,,70.0,,,,,,8.0,,Field Plate Pauldrons,,,,Uncommon,,40.0,3.0,,,,,13.0,8.0,8.0,
10.0,10.0,,13.0,,,,,70.0,,,10.0,,,10.0,,Chief Brigadier Pauldrons,,,,Uncommon,,35.0,3.0,,,,,,,,
7.0,7.0,,9.0,,,,,70.0,,,6.0,,,7.0,,Shoulder of the Ogre-Nabber,,,,Uncommon,,,3.0,,,,,11.0,,,
12.0,12.0,,19.0,,,,,85.0,,,12.0,,,12.0,,Shoulderguards of Tarnished Healing,,,,Rare,,,3.0,,,,,17.0,,,
12.0,12.0,,19.0,,,,,85.0,,,12.0,,,12.0,,Shoulderguards of Tarnished Healing,,,,Rare,,,3.0,,,,,17.0,,,
,,,26.0,,,,,70.0,,,9.0,,,11.0,,Balanced Pauldrons,,,,Uncommon,,,3.0,,,,,16.0,11.0,11.0,
11.0,11.0,,12.0,,,10.0,,70.0,,,,,,11.0,,Hell-Hoot Mantle,,,,Uncommon,,,3.0,,,,,16.0,,,
11.0,11.0,,17.0,,,,,70.0,,,8.0,,,11.0,,Mischievous Spaulders,,,,Uncommon,,,3.0,,,,,16.0,,,
,,,25.0,,,,,70.0,,,,,,10.0,,Unburdened Pauldrons,,,,Uncommon,,,3.0,,,,,15.0,10.0,10.0,8.0
9.0,9.0,,11.0,,,,,70.0,,,,,,9.0,,Examiner's Monnions,,,,Uncommon,,,3.0,,,,,14.0,,,
,,,23.0,,,9.0,,70.0,,,,,,9.0,,Cheerful Shoulders,,,,Uncommon,,,3.0,,,,,13.0,9.0,9.0,
9.0,9.0,,10.0,,,,,85.0,,,9.0,,,9.0,,Death's Clutch,,,,Rare,,40.0,3.0,,,,,13.0,,,
13.0,13.0,,15.0,,,,,85.0,,,,,,13.0,,Bone Golem Shoulders,,,,Rare,,40.0,3.0,,,,,13.0,,,
,,,21.0,,,4.0,,85.0,,,,,,8.0,,Vigorsteel Spaulders,,,,Rare,,39.0,3.0,,,,,13.0,8.0,8.0,7.0
,,,21.0,,,,,70.0,,,,,,8.0,,Embossed Plate Pauldrons,,,,Uncommon,,40.0,3.0,,,,,13.0,8.0,8.0,
8.0,8.0,,14.0,,,,,70.0,,,,,,8.0,,Pauldrons of the Teachings,,,,Uncommon,,,3.0,,,,,13.0,,,
8.0,8.0,,13.0,,,,,70.0,,,,,,8.0,,Encarmine Pauldrons,,,,Uncommon,,,3.0,,,,,12.0,,,
,,,5.0,,,,,70.0,,,,,,8.0,,Shoulderwraps of the Enthralled,,,,Uncommon,,,3.0,,,,,12.0,,,
7.0,7.0,,12.0,,,,,70.0,,,,,,7.0,,Shoulderguard of Timeless Restraint,,,,Uncommon,,,3.0,,,,,10.0,,,
11.0,11.0,,12.0,,,,,70.0,,,,,,11.0,,Shadowskin Spaulders,,,,Uncommon,,,3.0,,,,,17.0,,,
9.0,9.0,,15.0,,,,,70.0,,,,,,9.0,,Angor Pauldrons,,,,Uncommon,,,3.0,,,,,13.0,,,
,,,6.0,,,9.0,,70.0,,,,,,9.0,,Oasis Mantle,,,,Uncommon,,,3.0,,,,,13.0,,,
9.0,9.0,,15.0,,,,,85.0,,,,,,9.0,,Pauldrons of the Thousand Needles,,,,Rare,,,3.0,,,,,13.0,,,9.0
9.0,9.0,,10.0,,,,,70.0,,,,,,9.0,,Imposing Shoulders,,,,Uncommon,,39.0,3.0,,,,,13.0,,,
,,,6.0,,,,,70.0,,,,,,9.0,,Lunar Mantle,,,,Uncommon,,39.0,3.0,,,,,13.0,,,
,,,6.0,,,,,70.0,,,,,,8.0,,Regal Mantle,,,,Uncommon,,37.0,3.0,,,,,13.0,,,
,,,6.0,,,7.0,,70.0,,,,,,8.0,,Buoyant Shoulderpads,,,,Uncommon,,,3.0,,,,,13.0,,,
8.0,8.0,,14.0,,,6.0,,70.0,,,,,,8.0,,Pauldrons of Blooming Hope,,,,Uncommon,,,3.0,,,,,13.0,,,
8.0,8.0,,13.0,,,8.0,,85.0,,,,,,8.0,,Overlord's Trophy Pauldrons,,,,Rare,,,3.0,,,,,12.0,,,
,,,5.0,,,,,70.0,,,,,,8.0,,Embersilk Mantle,,,,Uncommon,,34.0,3.0,,,,,12.0,,,
,,,19.0,,,,,70.0,,,,,,7.0,,Abominable Shoulderguards,,,6.0,Uncommon,,,3.0,,,,,11.0,7.0,7.0,
7.0,7.0,,8.0,,,6.0,,70.0,,,,,,7.0,,Green Whelp Shoulderguard,,,,Uncommon,,,3.0,,,,,10.0,,,
7.0,7.0,,8.0,,,,,70.0,,,,,,7.0,,Burden of Time,,,,Uncommon,,,3.0,,,,,10.0,,,
,,,28.0,,,,,85.0,,,,,,12.0,,Surwich Pauldrons,,,,Rare,,,3.0,,,,,17.0,12.0,12.0,12.0
11.0,11.0,,18.0,,,8.0,,70.0,,,,,,11.0,,Stained Shoulderguards,,,,Uncommon,,,3.0,,,,,17.0,,,
,,,7.0,,,,,70.0,,,,,,11.0,,Curtainfire Mantle,,,,Uncommon,,,3.0,,,,,16.0,,,9.0
,,,25.0,,,,,70.0,,,,,,10.0,,Unburdened Pauldrons,,,,Uncommon,,,3.0,,,,,15.0,10.0,10.0,8.0
9.0,9.0,,16.0,,,,,70.0,,,,,,9.0,,Sandstone Pauldrons,,,,Uncommon,,,3.0,,,,,14.0,,,
,,,6.0,,,,,70.0,,,,,,4.0,,Windchaser Amice,,,,Uncommon,,40.0,3.0,,,,,13.0,,,
8.0,8.0,,14.0,,,,,70.0,,,,,,8.0,,Grimtotem Spaulders,,,,Uncommon,,,3.0,,,,,13.0,,,
,,,6.0,,,,,70.0,,,,,,8.0,,Sorcerer Mantle,,,,Uncommon,,36.0,3.0,,,,,13.0,,,
8.0,8.0,,14.0,,,6.0,,70.0,,,,,,8.0,,Pauldrons of Darrowshire,,,,Uncommon,,,3.0,,,,,13.0,,,
8.0,8.0,,9.0,,,8.0,,85.0,,,,,,8.0,,Overlord's Trophy Shoulders,,,,Rare,,,3.0,,,,,12.0,,,
11.0,11.0,,9.0,,,,,70.0,,,,,,11.0,,Hawkeye's Epaulets,,,,Uncommon,,33.0,3.0,,,,,11.0,,,
7.0,7.0,,13.0,,,,,70.0,,,,,,7.0,,Knight's Pauldrons,,,,Uncommon,,33.0,3.0,,,,,11.0,,,
,,,5.0,,,,,70.0,,,,,,7.0,,Conjurer's Mantle,,,,Uncommon,,31.0,3.0,,,,,11.0,,,
7.0,7.0,,8.0,,,,,70.0,,,,,,7.0,,Burden of Time,,,,Uncommon,,,3.0,,,,,10.0,,,
7.0,7.0,,12.0,,,6.0,,70.0,,,,,,7.0,,Green Whelp Spaulders,,,,Uncommon,,,3.0,,,,,10.0,,,
,,,25.0,,,8.0,,70.0,,,,,,11.0,,Amusing Pauldrons,,,,Uncommon,,,3.0,,,,,16.0,11.0,11.0,
10.0,10.0,,17.0,,,,,70.0,,,,,,10.0,,Witch Doctor's Spaulders,,,,Uncommon,,,3.0,,,,,15.0,,,7.0
9.0,9.0,,16.0,,,,,70.0,,,,,,9.0,,Sandstone Pauldrons,,,,Uncommon,,,3.0,,,,,14.0,,,
,,,6.0,,,,,70.0,,,6.0,,,9.0,,Mantle of the White Sheep,,,,Uncommon,,,3.0,,,,,14.0,,,
,,,6.0,,,,,70.0,,,7.0,,,9.0,,Flowery Mantle,,,,Uncommon,,,3.0,,,,,14.0,,,
9.0,9.0,,15.0,,,,,70.0,,,,,,9.0,,Angor Pauldrons,,,,Uncommon,,,3.0,,,,,13.0,,,
,,,6.0,,,,,70.0,,,,,,8.0,,Mantle of Invocation,,,,Uncommon,,,3.0,,,,,13.0,,,7.0
,,,13.0,,,,,70.0,,,,,,,,Overlinked Chain Shoulderpads,,,,Poor,,37.0,3.0,,,,,,,,
,,,21.0,,,,,70.0,,,11.0,,,12.0,,Jouster's Pauldrons,,,,Uncommon,,40.0,3.0,,,,,,12.0,12.0,
8.0,8.0,,9.0,,,,,70.0,,,,,,8.0,,Huntsman's Shoulders,,,,Uncommon,,36.0,3.0,,,,,13.0,,,
,,,6.0,,,,,85.0,,,7.0,,,8.0,,Warpwood Leaf Mantle,,,,Rare,,,3.0,,,,,13.0,,,
8.0,8.0,,13.0,,,,,70.0,,,,,,8.0,,Marauder's Shoulder Pads,,,,Uncommon,,35.0,3.0,,,,,12.0,,,
,,,5.0,,,,,70.0,,,,,,1.0,,Silksand Shoulder Pads,,,,Uncommon,,35.0,3.0,,,,,12.0,,,4.0
,,,5.0,,,,,70.0,,,,,,7.0,,Geomancer's Spaulders,,,,Uncommon,,33.0,3.0,,,,,11.0,,,
10.0,10.0,,13.0,,,,,70.0,,,,,,10.0,,Enduring Pauldrons,,,,Uncommon,,33.0,3.0,,,,,11.0,,,
7.0,7.0,,8.0,,,6.0,,70.0,,,,,,7.0,,Green Whelp Shoulderguard,,,,Uncommon,,,3.0,,,,,10.0,,,
,,,26.0,,,,,70.0,,,9.0,,,11.0,,Balanced Pauldrons,,,,Uncommon,,,3.0,,,,,16.0,11.0,11.0,
11.0,11.0,,12.0,,,,,70.0,,,8.0,,,11.0,,Shizzle's Muzzle Cover,,,,Uncommon,,,3.0,,,,,16.0,,,
10.0,10.0,,11.0,,,,,70.0,,,,,,10.0,,Flamefly Spaulders,,,,Uncommon,,,3.0,,,,,15.0,,,9.0
,,,23.0,,,7.0,,70.0,,,,,,9.0,,Half-Ton Pauldrons,,,,Uncommon,,,3.0,,,,,14.0,9.0,9.0,
9.0,9.0,,10.0,,,,,85.0,,,8.0,,,9.0,,Razorfen Spaulders,,,,Rare,,,3.0,,,,,13.0,,,
9.0,9.0,,10.0,,,,,70.0,,,,,,9.0,,Shrug of Disappointment,,,,Uncommon,,,3.0,,,,,13.0,,,
,,,22.0,,,,,70.0,,,,,,9.0,,Bloodcraver Pauldrons,,,,Uncommon,,,3.0,,,,,13.0,9.0,9.0,
,,,6.0,,,,,70.0,,,,,,9.0,,Royal Amice,,,,Uncommon,,40.0,3.0,,,,,13.0,,,
9.0,9.0,,10.0,,,,,70.0,,,,,,9.0,,Tracker's Shoulderpads,,,,Uncommon,,40.0,3.0,,,,,13.0,,,
,,,6.0,,,,,70.0,,,,,,8.0,,Corpulent Shoulderpads,,,,Uncommon,,,3.0,,,,,13.0,,,10.0
,,,6.0,,,,,70.0,,,,,,8.0,,Mantle of Invocation,,,,Uncommon,,,3.0,,,,,13.0,,,7.0
8.0,8.0,,14.0,,,,,70.0,,,,,,8.0,,Steadfast Shoulders,,,,Uncommon,,37.0,3.0,,,,,13.0,,,
7.0,7.0,,12.0,,,,,70.0,,,6.0,,,7.0,,Spaulders of the Ogre-Nabber,,,,Uncommon,,,3.0,,,,,11.0,,,
11.0,11.0,,12.0,,,,,70.0,,,,,,11.0,,Reporter's Shoulderguards,,,,Uncommon,,,3.0,,,,,17.0,,,9.0
11.0,11.0,,17.0,,,,,70.0,,,8.0,,,11.0,,Mischievous Spaulders,,,,Uncommon,,,3.0,,,,,16.0,,,
,,,22.0,,,,,70.0,,,,,,12.0,,Chromite Pauldrons,,,,Uncommon,,40.0,3.0,,,,,13.0,12.0,12.0,
9.0,9.0,,15.0,,,,,70.0,,,,,,9.0,,Ancient Pauldrons,,,,Uncommon,,39.0,3.0,,,,,13.0,,,
,,,6.0,,,6.0,,70.0,,,,,,9.0,,Corpseburner's Mantle,,,,Uncommon,,,3.0,,,,,13.0,,,
11.0,11.0,,10.0,,,11.0,,70.0,,,,,,11.0,,Imperial Leather Spaulders,,,,Uncommon,,39.0,3.0,,,,,,,,
8.0,8.0,,14.0,,,,,70.0,,,,,,8.0,,Captain's Shoulderguards,,,,Uncommon,,38.0,3.0,,,,,13.0,,,
