agi,agiint,arcres,armor,armorbonus,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,healthrgn,int,itemset,manargn,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,reqspell,slotbak,socket1,socket2,socket3,speed,splpwr,sta,str,strint,versatility
14.0,14.0,,18.0,,,,,,70.0,,,,,14.0,,,,Imported Helmet,,,,Uncommon,,,,1.0,,,,,,21.0,,,13.0
14.0,14.0,,13.0,,,,,,70.0,,,,,14.0,,,,Helm of Yetiphobia,,,,Uncommon,,,,1.0,,,,,,21.0,,,12.0
,,,7.0,,,,,,70.0,,,,,10.0,,,,Obsidian-Flecked Cowl,,,,Uncommon,,,,1.0,,,,,,20.0,,,12.0
,,,7.0,,,,,,70.0,,,,,12.0,,,,Royal Headband,,,,Uncommon,,40.0,,1.0,,,,,,18.0,,,
12.0,12.0,,11.0,,,,,,70.0,,,,,12.0,,,,Wild Leather Helmet,,,,Uncommon,,40.0,,1.0,,,,,,18.0,,,
9.0,9.0,,15.0,,,,,,70.0,,,,,9.0,,,,Ravager's Crown,,,,Uncommon,,38.0,,1.0,,,,,,17.0,,,
11.0,11.0,,15.0,,,,,,70.0,,,,,11.0,,,,Captain's Circlet,,,,Uncommon,,37.0,,1.0,,,,,,17.0,,,
11.0,11.0,,15.0,,,,,,70.0,,,,,11.0,,,,Jazeraint Helm,,,,Uncommon,,36.0,,1.0,,,,,,17.0,,,
11.0,11.0,,10.0,,,,10.0,,85.0,,,5.0,,11.0,,,,Fervent Helm,,,,Rare,,36.0,,1.0,,,,,,17.0,,,
,,,22.0,,,,,,70.0,,,,,11.0,,,,Helm of Thoughtful Gifts,,,,Uncommon,,,,1.0,,,,,,16.0,11.0,11.0,
11.0,11.0,,10.0,,,,,,70.0,,,,,11.0,,,,Huntsman's Cap,,,,Uncommon,,35.0,,1.0,,,,,,16.0,,,
,,,21.0,,,,,,85.0,,,9.0,,11.0,,,,Helm of the Mountain,,,,Rare,,34.0,,1.0,,,,,,16.0,11.0,11.0,6.0
10.0,10.0,,9.0,,,,,,85.0,,,7.0,,10.0,,,,Soothsayer's Headdress,,,,Rare,,32.0,,1.0,,,,,,15.0,,,7.0
10.0,10.0,,14.0,,,,,,70.0,,,,,10.0,,,,Pillager's Crown,,,,Uncommon,,32.0,,1.0,,,,,,15.0,,,
9.0,9.0,,13.0,,,,,,70.0,,,,,9.0,,,,Renegade Circlet,,,,Uncommon,,31.0,,1.0,,,,,,14.0,,,
,,,25.0,,,,9.0,,70.0,,,,,13.0,,,,Rockhead Helm,,,,Uncommon,,,,1.0,,,,,,19.0,13.0,13.0,
13.0,13.0,,15.0,,,,,,70.0,,,,,13.0,,,,Skullsplitter Helm,,,,Uncommon,,38.0,,1.0,,,,,,17.0,,,
,,,6.0,,,,,,70.0,,,,,,,,,Holy Diadem,,,,Uncommon,,36.0,,1.0,,,,,,17.0,,,14.0
,,,22.0,,,,,,70.0,,,,,13.0,,,,Jouster's Visor,,,,Uncommon,,40.0,,1.0,,,,,,16.0,13.0,13.0,
,,,22.0,,,,13.0,,70.0,,,,,11.0,,,,Corroded Helmet,,,,Uncommon,,,,1.0,,,,,,16.0,11.0,11.0,
9.0,9.0,,13.0,,,,,,70.0,,,,,9.0,,,,Journeyman's Headguard,,,,Uncommon,,,,1.0,,,,,,14.0,,,
,,,5.0,,,,,,70.0,,,,,19.0,,,,Cowl of Necromancy,,,,Uncommon,,31.0,,1.0,,,,,,14.0,,,
,,,5.0,,,,9.0,,70.0,,,,,9.0,,,,Emerald Veil,,,,Uncommon,,,,1.0,,,,,,14.0,,,
,,,5.0,,,,9.0,,70.0,,,,,9.0,,,,Emerald Veil,,,,Uncommon,,,,1.0,,,,,,14.0,,,
,,,29.0,,,,13.0,,70.0,,,,,14.0,,,,Blueheart's Helm,,,,Uncommon,,,,1.0,,,,,,21.0,14.0,14.0,
14.0,14.0,,19.0,,,,,,70.0,,,13.0,,14.0,,,,Frostsaber Helm,,,,Uncommon,,,,1.0,,,,,,21.0,,,
14.0,14.0,,13.0,,,,,,70.0,,,,,14.0,,,,Promotional Cap,,,,Uncommon,,,,1.0,,,,,,21.0,,,10.0
13.0,13.0,,11.0,,,,10.0,,70.0,,,,,13.0,,,,Fuzzy Headcover,,,,Uncommon,,,,1.0,,,,,,19.0,,,
,,,7.0,,,,,,70.0,,,,,12.0,,,,Southsea Hood,,,,Uncommon,,,,1.0,,,,,,18.0,,,
,,,6.0,,,,7.0,,85.0,,,,,11.0,,,,Eye of Theradras,,,,Rare,,34.0,,1.0,,,,,,16.0,,,8.0
11.0,11.0,,14.0,,,,,,70.0,,,,,11.0,,,,Marauder's Circlet,,,,Uncommon,,34.0,,1.0,,,,,,16.0,,,
10.0,10.0,,14.0,,,,,,70.0,,,,,10.0,,,,Knight's Headguard,,,,Uncommon,,33.0,,1.0,,,,,,15.0,,,
9.0,9.0,,9.0,,,,,,70.0,,,,,9.0,,,,Journeyman's Helm,,,,Uncommon,,,,1.0,,,,,,14.0,,,
,,,20.0,,,,,,70.0,,,9.0,,9.0,,,,Homestead Helm,,,,Uncommon,,,,1.0,,,,,,14.0,9.0,9.0,
,,,5.0,,,,,,70.0,,,,,9.0,,,,Conjurer's Hood,,,,Uncommon,,31.0,,1.0,,,,,,14.0,,,
,,,8.0,,,,9.0,,70.0,,,,,14.0,,,,Cowl of Whistling Winds,,,,Uncommon,,,,1.0,,,,,,21.0,,,
13.0,13.0,,17.0,,,,11.0,,70.0,,,,,13.0,,,,Deaf Ear Helm,,,,Uncommon,,,,1.0,,,,,,20.0,,,
,,,7.0,,,,,,85.0,,,,,19.0,,,,Ruby Crown of Restoration,,,,Rare,,40.0,,1.0,,,,,,18.0,,,
12.0,12.0,,16.0,,,,,,70.0,,,15.0,,12.0,,,,Mazoga's Discarded Coif,,,,Uncommon,,,,1.0,,,,,,18.0,,,
,,,7.0,,,,12.0,,85.0,,,,,12.0,,,,Corpseshroud,,,,Rare,,40.0,,1.0,,,,,,18.0,,,
,,,6.0,,,,8.0,,85.0,,,7.0,,12.0,,,,Barovian Ritual Hood,,,,Rare,,39.0,,1.0,,,,,,17.0,,,
12.0,12.0,,11.0,,,,7.0,,85.0,,,8.0,,12.0,,,,Soulburner Crown,,,,Rare,,39.0,,1.0,,,,,,17.0,,,
11.0,11.0,,10.0,,,,,,70.0,,,,,11.0,,,,Ghostwalker Crown,,,,Uncommon,,34.0,,1.0,,,,,,16.0,,,
,,,6.0,,,,,,70.0,,,,,10.0,,,,Twilight Cowl,,,,Uncommon,,33.0,,1.0,,,,,,15.0,,,
10.0,10.0,,9.0,,,,,,70.0,,,,,10.0,,,,Headhunter's Headdress,,,,Uncommon,,33.0,,1.0,,,,,,15.0,,,
10.0,10.0,,9.0,,,,,,70.0,,,,,10.0,,,,Sentinel's Headpiece,,,,Uncommon,,,,1.0,,,,,,15.0,,,
,,,14.0,,,,10.0,,85.0,,,,,,,,,Corrupted Keeper's Band,,,,Rare,,32.0,,1.0,,,,,,15.0,,,24.0
,,,30.0,,,,,,70.0,,,,,15.0,,,,Helm of Storms,,,15.0,Uncommon,,,,1.0,,,,,,22.0,15.0,15.0,
,,,29.0,,,,,,70.0,,,,,15.0,,,,Helm of Storms,,,15.0,Uncommon,,,,1.0,,,,,,22.0,15.0,15.0,
14.0,14.0,,19.0,,,,,,70.0,,,11.0,,14.0,,,,Swamp Skull Cap,,,,Uncommon,,,,1.0,,,,,,21.0,,,
,,,27.0,,,,12.0,,70.0,,,,,13.0,,,,Helm of Serendipity,,,,Uncommon,,,,1.0,,,,,,20.0,13.0,13.0,
,,,26.0,,,,,,70.0,,,,,13.0,,,,Steamsmith Helm,,,,Uncommon,,,,1.0,,,,,,19.0,13.0,13.0,16.0
12.0,12.0,,11.0,,,,,,70.0,,,,,12.0,,,,Tracker's Headband,,,,Uncommon,,40.0,,1.0,,,,,,18.0,,,
12.0,12.0,,11.0,,,,12.0,,85.0,,,,,12.0,,,,Bone Ring Helm,,,,Rare,,40.0,,1.0,,,,,,18.0,,,
,,,24.0,,,,,,70.0,,,,,12.0,,,,Salvaged Steamwheedle Helm,,,,Uncommon,,,,1.0,,,,,,18.0,12.0,12.0,
12.0,12.0,,16.0,,,,,,70.0,,,9.0,,12.0,,,,Trapper's Helm,,,,Uncommon,,,,1.0,,,,,,17.0,,,
,,,23.0,,,,,,70.0,,,,,,,,,Symbolic Crown,,,,Uncommon,,40.0,,1.0,,,,,,17.0,,,6.0
,,,6.0,,,,,,70.0,,,,,11.0,,,,Cowl of the Noxious Glade,,,,Uncommon,,,,1.0,,,,,,17.0,,,10.0
,,,23.0,,,,10.0,,70.0,,,,,11.0,,,,Hard Headed Helm,,,,Uncommon,,,,1.0,,,,,,17.0,11.0,11.0,
11.0,11.0,,15.0,,,,,,70.0,,,,,11.0,,,,Steadfast Coronet,,,,Uncommon,,37.0,,1.0,,,,,,17.0,,,
,,,22.0,,,,,,70.0,,,,,11.0,,,,Uncompromising Helm,,,9.0,Uncommon,,,,1.0,,,,,,17.0,11.0,11.0,
,,,6.0,,,,,,70.0,,,,,11.0,,,,Embersilk Coronet,,,,Uncommon,,36.0,,1.0,,,,,,17.0,,,
10.0,10.0,,9.0,,,,,,70.0,,,,,10.0,,,,Cutthroat's Hat,,,,Uncommon,,32.0,,1.0,,,,,,15.0,,,
9.0,9.0,,9.0,,,,,,70.0,,,,,9.0,,,,Archer's Cap,,,,Uncommon,,31.0,,1.0,,,,,,14.0,,,
14.0,14.0,,13.0,,,,,,70.0,,,12.0,,14.0,,,,Helm of the Gatherer,,,,Uncommon,,,,1.0,,,,,,21.0,,,
14.0,14.0,,13.0,,,,9.0,,70.0,,,,,14.0,,,,Ursius's Cap,,,,Uncommon,,,,1.0,,,,,,21.0,,,
,,,7.0,,,,,,70.0,,,,,10.0,,,,Obsidian-Flecked Cowl,,,,Uncommon,,,,1.0,,,,,,20.0,,,12.0
12.0,12.0,,16.0,,,,,,70.0,,,,,12.0,,,,Ancient Crown,,,,Uncommon,,40.0,,1.0,,,,,,18.0,,,
12.0,12.0,,11.0,,,,,,70.0,,,,,12.0,,,,Warden's Wizard Hat,,,,Uncommon,,40.0,,1.0,,,,,,18.0,,,
,,,14.0,,,,,,70.0,,,,,,,,,Overlinked Coif,,,,Poor,,39.0,,1.0,,,,,,,,,
15.0,15.0,,11.0,,,,,,70.0,,,,,15.0,,,,Imperial Leather Helm,,,,Uncommon,,38.0,,1.0,,,,,,,,,13.0
,,,23.0,,,,,,70.0,,,,,12.0,,,,Embossed Plate Helmet,,,,Uncommon,,40.0,,1.0,,,,,,17.0,12.0,12.0,
,,,6.0,,,,,,70.0,,,,,12.0,,,,Hood of Disgrace,,,,Uncommon,,,,1.0,,,,,,17.0,,,
11.0,11.0,,10.0,,,,,,70.0,,,,,11.0,,,,Trickster's Headdress,,,,Uncommon,,37.0,,1.0,,,,,,17.0,,,
,,,6.0,,,,,,70.0,,,,,21.0,,,,Thinking Cap,,,,Uncommon,,37.0,,1.0,,,,,,,,,
16.0,16.0,,15.0,,,,,,85.0,,,,,16.0,,,,Spritescale Circlet,,,,Rare,,35.0,,1.0,,,,,,16.0,,,
11.0,11.0,,15.0,,,,,,70.0,,,,,11.0,,,,Sparkleshell Headwrap,,,,Uncommon,,35.0,,1.0,,,,,,16.0,,,
8.0,8.0,,10.0,,,,8.0,,70.0,,,,,8.0,,,,Glyphed Helm,,,,Uncommon,,34.0,,1.0,,,,,,16.0,,,
10.0,10.0,,9.0,,,,,,70.0,,,,,10.0,,,,Sentinel Cap,,,,Uncommon,,33.0,,1.0,,,,,,15.0,,,
10.0,10.0,,9.0,,,,,,70.0,,,,,10.0,,,,Ogre's Coif,,,,Uncommon,,,,1.0,,,,,,15.0,,,
10.0,10.0,,14.0,,,,,,70.0,,,,,10.0,,,,Sentinel's Headgear,,,,Uncommon,,,,1.0,,,,,,15.0,,,
15.0,15.0,,19.0,,,,12.0,,85.0,,,,,15.0,,,,Dreamcatcher Helm,,,,Rare,,,,1.0,,,,,,22.0,,,
,,,29.0,,,,13.0,,70.0,,,,,14.0,,,,Ruag's Helm,,,,Uncommon,,,,1.0,,,,,,21.0,14.0,14.0,
14.0,14.0,,13.0,,,,,,70.0,,,12.0,,14.0,,,,Helm of the Gatherer,,,,Uncommon,,,,1.0,,,,,,21.0,,,
14.0,14.0,,13.0,,,,9.0,,70.0,,,,,14.0,,,,Clayridge Headpiece,,,,Uncommon,,,,1.0,,,,,,21.0,,,
13.0,13.0,,12.0,,,,11.0,,70.0,,,,,13.0,,,,Hieroglyphic Helm,,,,Uncommon,,,,1.0,,,,,,20.0,,,
13.0,13.0,,17.0,,,,,,70.0,,,,,13.0,,,,Snakeoil Helm,,,,Uncommon,,,,1.0,,,,,,19.0,,,9.0
,,,7.0,,,,,,70.0,,,,,12.0,,,,Southsea Hood,,,,Uncommon,,,,1.0,,,,,,18.0,,,
,,,24.0,,,,10.0,,85.0,,,,,12.0,,,,Helm of the Thousand Needles,,,,Rare,,,,1.0,,,,,,18.0,12.0,12.0,
,,,7.0,,,,,,70.0,,,,,12.0,,,,Lunar Coronet,,,,Uncommon,,40.0,,1.0,,,,,,18.0,,,
,,,24.0,,,,,,70.0,,,,,12.0,,,,Salvaged Steamwheedle Helm,,,,Uncommon,,,,1.0,,,,,,18.0,12.0,12.0,
,,,23.0,,,,,,70.0,,,,,11.0,,,,Infectis Scuttler Helm,,,,Uncommon,,,,1.0,,,,,,17.0,11.0,11.0,
11.0,11.0,,10.0,,,,,,70.0,,,,,11.0,,,,Ranger Helm,,,,Uncommon,,37.0,,1.0,,,,,,17.0,,,
,,,9.0,,,,,,70.0,,,,,,,,,Thick Leather Hat,,,,Poor,,37.0,,1.0,,,,,,,,,
16.0,16.0,,15.0,,,,,,85.0,,,,,16.0,,,,Heavy Scale Hood,,,,Rare,,35.0,,1.0,,,,,,16.0,,,
14.0,14.0,,10.0,,,,,,70.0,,,,,14.0,,,,Hawkeye's Helm,,,,Uncommon,,35.0,,1.0,,,,,,16.0,,,
11.0,11.0,,10.0,,,,7.0,,85.0,,,,,11.0,,,,Hood of the Idle Architect,,,,Rare,,35.0,,1.0,,,,,,16.0,,,7.0
10.0,10.0,,14.0,,,,,,70.0,,,,,10.0,,,,The Explorer's Coif,,,,Uncommon,,,,1.0,,,,,,15.0,,,
,,,20.0,,,,8.0,,70.0,,,,,10.0,,,,Abductor's Coverings,,,,Uncommon,,,,1.0,,,,,,15.0,10.0,10.0,
,,,9.0,,,,,,70.0,,,,,,,,,Studded Hat,,,,Common,,32.0,,1.0,,,,,,,,,
,,,20.0,,,,,,70.0,,,9.0,,9.0,,,,Territorial Helm,,,,Uncommon,,,,1.0,,,,,,14.0,9.0,9.0,
,,,28.0,,,,9.0,,70.0,,,,,14.0,,,,Rocksnitch Helmet,,,,Uncommon,,,,1.0,,,,,,21.0,14.0,14.0,
,,,7.0,,,,9.0,,70.0,,,,,14.0,,,,Crazy Cap,,,,Uncommon,,,,1.0,,,,,,21.0,,,
,,,27.0,,,,12.0,,70.0,,,,,13.0,,,,Helm of Serendipity,,,,Uncommon,,,,1.0,,,,,,20.0,13.0,13.0,
13.0,13.0,,17.0,,,,11.0,,70.0,,,,,13.0,,,,Shredder Operator's Helmet,,,,Uncommon,,,,1.0,,,,,,20.0,,,
,,,7.0,,,,11.0,,70.0,,,,,12.0,,,,Dustwind Cowl,,,,Uncommon,,,,1.0,,,,,,18.0,,,
,,,7.0,,,,11.0,,70.0,,,,,12.0,,,,Sunglow Cowl,,,,Uncommon,,,,1.0,,,,,,18.0,,,
12.0,12.0,,16.0,,,,,,70.0,,,,,12.0,,,,Spellbreaker's Helm,,,,Uncommon,,,,1.0,,,,,,18.0,,,8.0
11.0,11.0,,15.0,,,,,,70.0,,,,,11.0,,,,Helm of Misplaced Loyalties,,,,Uncommon,,,,1.0,,,,,,17.0,,,
,,,6.0,,,,,,70.0,,,,,11.0,,,,Geomancer's Cap,,,,Uncommon,,35.0,,1.0,,,,,,16.0,,,
10.0,10.0,,14.0,,,,,,70.0,,,,,10.0,,,,Ogre's Visage,,,,Uncommon,,,,1.0,,,,,,15.0,,,
,,,20.0,,,,8.0,,70.0,,,,,10.0,,,,Abductor's Coverings,,,,Uncommon,,,,1.0,,,,,,15.0,10.0,10.0,
,,,5.0,,,,,,70.0,,,,,9.0,,,,Vital Headband,,,,Uncommon,,31.0,,1.0,,,,,,14.0,,,
,,,7.0,,,,,,70.0,,,,,20.0,,,,Shadoweave Mask,,,,Uncommon,,44.0,,1.0,,,,,,20.0,,,
,,,7.0,,,,11.0,,85.0,,,,,11.0,,,,Horns of Justified Sins,,,,Rare,,,,1.0,,,,,,20.0,,,
,,,7.0,,,,11.0,,85.0,,,,,11.0,,,,Horns of the Left Hand Path,,,,Rare,,,,1.0,,,,,,20.0,,,
13.0,13.0,,11.0,,,,11.0,,85.0,,,6.0,,13.0,,,,Mask of the Unforgiven,,,,Rare,,42.0,,1.0,,,,,,19.0,,,
19.0,19.0,,12.0,,,0.08333333333333333,,,85.0,4.0,,,,19.0,,,,Helm of Fire,,,,Rare,,45.0,,1.0,,,,,,20.0,,,
,,,8.0,,,,,,100.0,10.0,,,,20.0,,,,Eye of Flame,,,,Epic,,49.0,,1.0,,,,,,22.0,,,7.0
15.0,15.0,,13.0,,,,,,70.0,,,,,15.0,,,,Swashbuckler's Eyepatch,,,,Uncommon,,50.0,,1.0,,,,,,22.0,,,
,,,8.0,,,,,,85.0,,,8.0,,14.0,,,,Crimson Felt Hat,,,,Rare,,48.0,,1.0,,,,,,21.0,,,11.0
,,,26.0,,,,17.0,,70.0,,,,,12.0,,,,Ornate Mithril Helm,,,,Uncommon,,44.0,,1.0,,,,,,,12.0,12.0,
13.0,13.0,,12.0,,,,11.0,,85.0,,,,,13.0,,,,Headdress of the Green Circle,,,,Rare,,,,1.0,,,,,,20.0,,,
,,,7.0,,,,,,70.0,,,,,13.0,,,,Bloodwoven Mask,,,,Uncommon,,43.0,,1.0,,,,,,19.0,,,
,,,7.0,,,,,,70.0,,,,,13.0,,,,Gossamer Headpiece,,,,Uncommon,,42.0,,1.0,,,,,,19.0,,,
,,,7.0,,,,,,85.0,,,,,18.0,,,,Cassandra's Grace,,,,Rare,,42.0,,1.0,,,,,,19.0,,,8.0
,,,7.0,,,,,,70.0,,,,,13.0,,,,Abjurer's Hood,,,,Uncommon,,45.0,,1.0,,,,,,20.0,,,
11.0,11.0,,12.0,,,,11.0,,85.0,,,,,11.0,,,,SI:7 Special Issue Facemask,,,,Rare,,,,1.0,,,,,,20.0,,,
,,,7.0,,,,,,85.0,,,,,16.0,,,,Dreamweave Circlet,,,,Rare,,45.0,,1.0,,,,,,20.0,,,11.0
,,,7.0,,,,,,70.0,,,,,15.0,,,,Black Mageweave Headband,,,,Uncommon,,41.0,,1.0,,,,,,,,,16.0
13.0,13.0,,12.0,,Monk,,,,85.0,,,,,13.0,,,,Headband of the Coiled Serpent,,,,Rare,,,,1.0,,,,,,20.0,,,11.0
,,,7.0,,,0.016666666666666666,14.0,,70.0,,,,,,,,,Admiral's Hat,,,,Uncommon,,43.0,,1.0,,,,,,,,,
,,,28.0,,,,7.0,,70.0,,,,,14.0,,,,Sunscale Helmet,,,,Uncommon,,48.0,,1.0,,,,,,21.0,14.0,14.0,
13.0,13.0,,12.0,,,,,,85.0,,,,,13.0,,,,Headdress of the Verdant Circle,,,,Rare,,,,1.0,,,,,,20.0,,,11.0
18.0,18.0,,16.0,,,,,,70.0,,,,,18.0,,,,Mithril Coif,,,,Uncommon,,41.0,,1.0,,,,,,18.0,,,
13.0,13.0,,12.0,,,,8.0,,85.0,,,9.0,,13.0,,,,Embrace of the Lycan,,,,Rare,,44.0,,1.0,,,,,,20.0,,,
13.0,13.0,,17.0,,,,10.0,,85.0,,,,,13.0,,,,Crown of Tyranny,,,,Rare,,42.0,,1.0,,,,,,19.0,,,7.0
,,,27.0,,,,,,85.0,,,,,13.0,,,,Helm of the Order,,,,Rare,,,,1.0,,,,,,20.0,13.0,13.0,11.0
11.0,11.0,,12.0,,,,11.0,,85.0,,,,,11.0,,,,Facemask of the Shattered Hand,,,,Rare,,,,1.0,,,,,,20.0,,,
13.0,13.0,,12.0,,,,,,70.0,,,,,13.0,,,,Imposing Bandana,,,,Uncommon,,43.0,,1.0,,,,,,19.0,,,
15.0,15.0,,19.0,,,,8.0,,85.0,,,12.0,,15.0,,,,Horns of Eranikus,,,,Rare,,50.0,,1.0,,,,,,22.0,,,
14.0,14.0,,18.0,,,,,,70.0,,,,,14.0,,,,Lord's Crown,,,,Uncommon,,46.0,,1.0,,,,,,21.0,,,
13.0,13.0,,18.0,,,,11.0,,85.0,,,,,13.0,,,,Mask of the Farseer,,,,Rare,,,,1.0,,,,,,20.0,,,
,,,26.0,,,,,,70.0,,,,,13.0,,,,Overlord's Crown,,,,Uncommon,,44.0,,1.0,,,,,,20.0,13.0,13.0,
,,,7.0,,,,,,70.0,,,,,24.0,,,,Red Mageweave Headband,,,,Uncommon,,43.0,,1.0,,,,,,,,,
,,,7.0,,,,,,85.0,,,10.0,,13.0,,,,Bad Mojo Mask,,,,Rare,,44.0,,1.0,,,,,,20.0,,,8.0
,,,28.0,,,,8.0,,85.0,,,11.0,,14.0,,,,Helm of the Executioner,,,,Rare,,48.0,,1.0,,,,,,21.0,14.0,14.0,
13.0,13.0,,18.0,,,,,,70.0,,,,,13.0,,,,Gryphon Mail Crown,,,,Uncommon,,45.0,,1.0,,,,,,20.0,,,
,,,27.0,,,,,,85.0,,,,,13.0,,,,Helm of the Order,,,,Rare,,,,1.0,,,,,,20.0,13.0,13.0,11.0
,,,27.0,,,,,,85.0,,,,,13.0,,,,Headguard of the Order,,,11.0,Rare,,,,1.0,,,,,,20.0,13.0,13.0,
,,,7.0,,,,,,70.0,,,,,19.0,,,,Venomshroud Mask,5.0,,,Uncommon,,45.0,,1.0,,,,,,20.0,,,
,,,7.0,,,,,,85.0,,,9.0,,13.0,,,,Crown of the Ogre King,,,,Rare,,44.0,,1.0,,,,,,20.0,,,8.0
,,,26.0,,,,,,70.0,,,,,13.0,,,,Valorous Helm,,,,Uncommon,,43.0,,1.0,,,,,,19.0,13.0,13.0,
,,,28.0,,,,15.0,,85.0,,,,,9.0,,,,Mugthol's Helm,,,,Rare,,47.0,,1.0,,,,,,21.0,9.0,9.0,
,,,7.0,,,,,,85.0,,,13.0,,13.0,81.0,,,The Postmaster's Band,,,,Rare,,45.0,,1.0,,,,,,20.0,,,
20.0,20.0,,12.0,,,,,,85.0,,,,,20.0,,,,Winged Helm,,,,Rare,,43.0,,1.0,,,,,,19.0,,,
13.0,13.0,,18.0,,,,11.0,,85.0,,,,,13.0,,,,Mask of the Speaker,,,,Rare,,,,1.0,,,,,,20.0,,,
,,,27.0,,,,11.0,,85.0,,,,,13.0,,,,Faceguard of the Order,,,,Rare,,,,1.0,,,,,,20.0,13.0,13.0,
12.0,12.0,,16.0,,,,,,70.0,,,,,12.0,,,,Turtle Scale Helm,,,,Uncommon,,41.0,,1.0,,,,,,18.0,,,12.0
14.0,14.0,,19.0,,,,,,70.0,,,,,14.0,,,,Crusader's Helm,,,,Uncommon,,48.0,,1.0,,,,,,21.0,,,
,,,27.0,,,,,,85.0,,,,,13.0,,,,Headguard of the Order,,,11.0,Rare,,,,1.0,,,,,,20.0,13.0,13.0,
11.0,11.0,,18.0,,,,11.0,,85.0,,,,,11.0,,,,Helm of the Crown,,,,Rare,,,,1.0,,,,,,20.0,,,
,,,29.0,,,,,,70.0,,,,,15.0,,,,High Chief's Crown,,,,Uncommon,,50.0,,1.0,,,,,,22.0,15.0,15.0,
,,,29.0,,,,,,70.0,,,,,,,,,Alabaster Plate Helmet,,,,Uncommon,,49.0,,1.0,,,,,,21.0,,,18.0
,,,28.0,,,,,,70.0,,,,,14.0,,,,Heavy Lamellar Helm,,,,Uncommon,,48.0,,1.0,,,,,,21.0,14.0,14.0,
,,,7.0,,,,,,85.0,,,,,11.0,,,,Crown of the Earthmother,,,,Rare,,,,1.0,,,,,,20.0,,,11.0
11.0,11.0,,18.0,,,,11.0,,85.0,,,,,11.0,,,,Helm of the Great Hunter,,,,Rare,,,,1.0,,,,,,20.0,,,
,,,27.0,,,,11.0,,85.0,,,,,13.0,,,,Faceguard of the Order,,,,Rare,,,,1.0,,,,,,20.0,13.0,13.0,
,,,25.0,,,,5.0,,70.0,,,,,6.0,,,,Tyrant's Helm,,,,Uncommon,,41.0,,1.0,,,,,,18.0,6.0,6.0,
,,,8.0,,,,13.0,,85.0,,,,,23.0,,,,Emerald Crown of Destruction,,,,Rare,,50.0,,1.0,,,,,,,,,
,,,8.0,,,,,,70.0,,,,,15.0,,,,Mystical Headwrap,,,,Uncommon,,50.0,,1.0,,,,,,22.0,,,
,,,7.0,,,,11.0,,85.0,,,,,11.0,,,,Hood of the Arcane Path,,,,Rare,,,,1.0,,,,,,20.0,,,
17.0,17.0,,18.0,,,,,,70.0,,,,,17.0,,,,Tough Scorpid Helm,,,,Uncommon,,45.0,,1.0,,,,,,20.0,,,
,,,7.0,,,,,,85.0,,,,,11.0,,,,Crown of the Hallowed,,,,Rare,,,,1.0,,,,,,20.0,,,11.0
13.0,13.0,,12.0,,Monk,,,,85.0,,,,,13.0,,,,Headband of the Stampeding Ox,,,11.0,Rare,,,,1.0,,,,,,20.0,,,
,,,26.0,,,,,,85.0,,,,,17.0,,,,Scarab Plate Helm,,,,Rare,,44.0,,1.0,,,,,,20.0,17.0,17.0,
13.0,13.0,,12.0,,,,9.0,,85.0,,,,,13.0,,,,Insightful Hood,,,,Rare,,44.0,,1.0,,,,,,20.0,,,8.0
13.0,13.0,,11.0,,,,,,85.0,,,9.0,,13.0,,,,Helm of the New Moon,,,,Rare,,42.0,,1.0,,,,,,19.0,,,7.0
13.0,13.0,,17.0,,,,,,70.0,,,,,13.0,,,,Champion's Helmet,,,,Uncommon,,42.0,,1.0,,,,,,19.0,,,
13.0,13.0,,17.0,,,,13.0,,85.0,,,,,13.0,,,,High Bergg Helm,,,,Rare,,42.0,,1.0,,,,,,19.0,,,
12.0,12.0,,16.0,,,,,,70.0,,,,,12.0,,,,Bonelink Helmet,,,,Uncommon,,41.0,,1.0,,,,,,18.0,,,
,,,17.0,,,,,,70.0,,,,,,,,,Laminated Scale Circlet,,,,Poor,,49.0,,1.0,,,,,,,,,
14.0,14.0,,13.0,,,,,,70.0,,,,,14.0,,,,Righteous Helmet,,,,Uncommon,,47.0,,1.0,,,,,,21.0,,,
13.0,13.0,,18.0,,,,,,85.0,,,,,13.0,,,,Headcover of the Farseer,,,,Rare,,,,1.0,,,,,,20.0,,,11.0
13.0,13.0,,12.0,,Monk,,11.0,,85.0,,,,,13.0,,,,Headband of the Pouncing Tiger,,,,Rare,,,,1.0,,,,,,20.0,,,
,,,25.0,,,,,,70.0,,,,,,,,,Platemail Helm,,,,Common,,45.0,,1.0,,,,,,,,,
,,,11.0,,,,,,70.0,,,,,,,,,Reinforced Leather Cap,,,,Common,,45.0,,1.0,,,,,,,,,
13.0,13.0,,12.0,,,,,,70.0,,,,,13.0,,,,Chieftain's Headdress,,,,Uncommon,,45.0,,1.0,,,,,,20.0,,,
,,,7.0,,,,11.0,,85.0,,,,,11.0,,,,Hood of the Royal Wizard,,,,Rare,,,,1.0,,,,,,20.0,,,
,,,27.0,,,,,,85.0,,,,,13.0,,,,Helm of the Sunwalker,,,,Rare,,,,1.0,,,,,,20.0,13.0,13.0,11.0
17.0,17.0,,12.0,,,,,,70.0,,,,,17.0,,,,Scorpashi Skullcap,,,,Uncommon,,44.0,,1.0,,,,,,20.0,,,
