agi,armor,classes,cooldown,critstrkrtng,dmg,dmgmax1,dmgmin1,dodgertng,dps,dura,hastertng,int,lifesteal,mastrtng,name_enus,natres,nsockets,pvppower,quality,reqlevel,rgdatkpwr,rgdcritstrkrtng,rgddmgmax,rgddmgmin,rgddps,rgdspeed,slotbak,socket1,socket2,speed,sta,str,versatility
8.0,,,,,,19.0,14.0,,5.53,85.0,,,,,Long Battle Bow,,,,Uncommon,24.0,,,19.0,14.0,5.53,3.0,15.0,,,3.0,12.0,,
,,,,,5.0,,,,,,,,,,Deadly Scope,,,,Common,30.0,,,,,,,,,,,,,
,,,,,,6.0,3.0,,2.45,75.0,,28.0,,,Scorching Wand,,,,Uncommon,30.0,,,,,,,26.0,,,2.0,7.0,,
8.0,,,,,,21.0,15.0,,6.11,85.0,,,,,Ravenwood Bow,,,,Uncommon,27.0,,,21.0,15.0,6.11,3.0,15.0,,,3.0,13.0,,
,,,,,,6.0,3.0,,2.34,75.0,,24.0,,,Lesser Mystic Wand,,,,Uncommon,26.0,,,,,,,26.0,,,2.0,6.0,,
,,,,,,19.0,10.0,,4.85,80.0,,,,,"BKP 2700 ""Enforcer""",,,,Common,21.0,,,19.0,10.0,4.85,3.0,26.0,,,3.0,,,
9.0,,,,,,25.0,13.0,,6.38,85.0,,,,,"BKP ""Sparrow"" Smallbore",,,,Uncommon,28.0,,,25.0,13.0,6.38,3.0,26.0,,,3.0,13.0,,
,,,,,,6.0,3.0,,2.34,55.0,,24.0,,,Gyromatic Icemaker,,,,Uncommon,26.0,,,,,,,26.0,,,2.0,6.0,,
9.0,,,,,,23.0,17.0,,6.68,85.0,,,,,Long Redwood Bow,,,,Uncommon,30.0,,,23.0,17.0,6.68,3.0,15.0,,,3.0,14.0,,
,,,,,,6.0,3.0,,2.39,55.0,,,,,Combustible Wand,,,,Common,29.0,,,,,,,26.0,,,2.0,,,
8.0,,,,,,23.0,12.0,,5.91,85.0,,,,,"""Mage-Eye"" Blunderbuss",,,,Uncommon,26.0,,,23.0,12.0,5.91,3.0,26.0,,,3.0,13.0,,
,,,,4.0,,6.0,3.0,,2.34,65.0,,24.0,,,Necrotic Wand,,,,Rare,26.0,,,,,,,26.0,,,2.0,6.0,,
,,,0.0002777777777777778,,,,,,,,,,,,Lesser Wizard Oil,,,,Common,30.0,,,,,,,,,,,,,
9.0,,,,,,23.0,17.0,,6.68,85.0,,,,,Dense Shortbow,,,,Uncommon,30.0,,,23.0,17.0,6.68,3.0,15.0,,,3.0,14.0,,
9.0,,,,,,22.0,16.0,,6.35,100.0,,,,,Outrider's Bow,,,,Rare,28.0,,,22.0,16.0,6.35,3.0,15.0,,,3.0,13.0,,
11.0,,,,,,21.0,15.0,,6.11,100.0,,,,,Spinescale Longbow,,,,Rare,,,,21.0,15.0,6.11,3.0,15.0,,,3.0,11.0,,
9.0,,,,,,21.0,11.0,,5.38,60.0,,,,,Silenced Rifle,,,,Uncommon,,,,21.0,11.0,5.38,3.0,26.0,,,3.0,10.0,,
7.0,,,,,,20.0,10.0,,5.14,95.0,,,,,Double-Barreled Shotgun,,,,Rare,22.0,,,20.0,10.0,5.14,3.0,26.0,,,3.0,11.0,,
,,,,,,5.0,2.0,,1.98,85.0,,22.0,,,Thunderwood,,,,Rare,22.0,,,,,,,26.0,,,2.0,6.0,,
,,,,,,15.0,7.0,,3.83,85.0,,,,,Long-Barreled Musket,,,,Poor,28.0,,,15.0,7.0,3.83,3.0,26.0,,,3.0,,,
,,,,,,6.0,3.0,,2.37,75.0,,24.0,,,Wand of Eventide,,,,Uncommon,27.0,,,,,,,26.0,,,2.0,6.0,,
8.0,,,,7.0,,21.0,14.0,,5.88,100.0,4.0,,,,Houndmaster's Compound Crossbow,,,,Rare,28.0,,,21.0,14.0,5.88,3.0,26.0,,,3.0,13.0,,
,,,,,,5.0,3.0,,2.01,70.0,,22.0,,,Wand of Imagination,,,,Uncommon,,,,,,,,26.0,,,2.0,6.0,,
,,,,,,6.0,3.0,,2.42,55.0,,,,,Pestilent Wand,,,,Common,30.0,,,,,,,26.0,,,2.0,,,
,,,,,,6.0,3.0,,2.42,55.0,,28.0,,,Venture Blaster,,,,Uncommon,,,,,,,,26.0,,,2.0,7.0,,
11.0,,,,,,25.0,13.0,,6.38,85.0,,,,,Loose Cannon,,,,Uncommon,,,,25.0,13.0,6.38,3.0,26.0,,,3.0,11.0,,
8.0,,,,,,21.0,15.0,,6.11,85.0,,,,,Sturdy Recurve,,,,Uncommon,27.0,,,21.0,15.0,6.11,3.0,15.0,,,3.0,13.0,,
8.0,,,,,,21.0,15.0,,6.11,85.0,,,,,Archer's Longbow,,,,Uncommon,27.0,,,21.0,15.0,6.11,3.0,15.0,,,3.0,13.0,,
,,,,,,5.0,3.0,,2.04,75.0,,22.0,,,Firestarter,,,,Uncommon,24.0,,,,,,,26.0,,,2.0,6.0,,
7.0,,,,,,19.0,10.0,,4.91,80.0,,,,,Silver-Plated Shotgun,,,,Uncommon,21.0,,,19.0,10.0,4.91,3.0,26.0,,,3.0,10.0,,
13.0,,,,10.0,,24.0,16.0,,6.68,85.0,,,,,Mongrel Shooter,,,,Uncommon,,,,24.0,16.0,6.68,3.0,26.0,,,3.0,,,
,,,,,,6.0,3.0,,2.42,55.0,,28.0,,,Summoner's Wand,,,,Uncommon,29.0,,,,,,,26.0,,,2.0,7.0,,
,,,,,,23.0,15.0,,6.35,85.0,,,,,Heavy Crossbow,,,,Common,29.0,,,23.0,15.0,6.35,3.0,26.0,,,3.0,,,
,,,,,,6.0,3.0,,2.37,55.0,,24.0,,,Research Assistant's Wand,,,,Uncommon,,,,,,,,26.0,,,2.0,6.0,,
11.0,,,,,,22.0,14.0,,6.12,85.0,,,,,Voice Stealer,,,,Uncommon,,,,22.0,14.0,6.12,3.0,26.0,,,3.0,11.0,,
,,,,,,12.0,9.0,,3.51,85.0,,,,,Taut Compound Bow,,,,Poor,26.0,,,12.0,9.0,3.51,3.0,15.0,,,3.0,,,
,,,,,,13.0,6.0,,3.33,85.0,,,,,Oiled Blunderbuss,,,,Poor,24.0,,,13.0,6.0,3.33,3.0,26.0,,,3.0,,,
9.0,,,,,,22.0,16.0,,6.43,85.0,,,,,Whipwood Recurve Bow,,,,Uncommon,29.0,,,22.0,16.0,6.43,3.0,15.0,,,3.0,13.0,,
,,,,,,6.0,3.0,,2.37,55.0,,24.0,,,Wand of Oomph,,,,Uncommon,,,,,,,,26.0,,,2.0,6.0,,
11.0,,,,,,22.0,14.0,,6.12,85.0,,,,,Ironsight Crossbow,,,,Uncommon,,,,22.0,14.0,6.12,3.0,26.0,,,3.0,11.0,,
,,,,,,5.0,3.0,,2.04,75.0,,22.0,,,Stone Etcher,,,,Uncommon,,,,,,,,26.0,,,2.0,6.0,,
,,,,,,11.0,8.0,,3.2,80.0,,,,,Stiff Recurve Bow,,,,Poor,23.0,,,11.0,8.0,3.2,3.0,15.0,,,3.0,,,
11.0,,,,4.0,,26.0,19.0,,7.59,100.0,,,,,Baelog's Shortbow,,,,Rare,35.0,,,26.0,19.0,7.59,3.0,15.0,,,3.0,16.0,,10.0
13.0,,,,,,26.0,19.0,,7.59,100.0,,,,,Monolithic Bow,,,,Rare,35.0,,,26.0,19.0,7.59,3.0,15.0,,,3.0,13.0,,
,,,,,,28.0,20.0,,8.09,120.0,,,,,Bow of Searing Arrows,,,,Epic,37.0,,,28.0,20.0,8.09,3.0,15.0,,,3.0,,,
,,,,,,8.0,4.0,,3.14,90.0,,34.0,,,Jaina's Firestarter,,,,Rare,37.0,,,,,,,26.0,,,2.0,9.0,,4.0
12.0,,,,,,31.0,20.0,,8.61,100.0,6.0,,,,Stoneshatter,,,,Rare,40.0,,,31.0,20.0,8.61,3.0,26.0,,,3.0,18.0,,10.0
23.0,,,,,,30.0,21.0,,8.66,100.0,,,,,Ancient Bone Bow,,,,Rare,40.0,,,30.0,21.0,8.66,3.0,15.0,,,3.0,,,
15.0,,,,,,37.0,19.0,,9.48,85.0,,,,,Dark Iron Gun,,,,Uncommon,,,,37.0,19.0,9.48,3.0,26.0,,,3.0,17.0,,
,,,0.0002777777777777778,,,,,,,,,,,,Lesser Mana Oil,,,,Common,40.0,,,,,,,,,,,,,
18.0,,,,,,31.0,16.0,,7.98,100.0,,,,,The Silencer,,,,Rare,37.0,,,31.0,16.0,7.98,3.0,26.0,,,3.0,,,
,,,,6.0,,8.0,4.0,,3.22,65.0,,34.0,,,Bonecreeper Stylus,,,,Rare,40.0,,,,,,,26.0,,,2.0,9.0,,
20.0,,,,,,30.0,16.0,,7.68,100.0,,,,,Shadowforge Bushmaster,,,,Rare,35.0,,,30.0,16.0,7.68,3.0,26.0,,,3.0,,,
,,,,3.0,,7.0,4.0,,2.86,65.0,,30.0,,,Lethtendris' Wand,,,,Rare,36.0,,,,,,,26.0,,,2.0,8.0,,4.0
8.0,,,,,,28.0,21.0,,8.17,80.0,,,,,Outrider's Bow,,,,Rare,38.0,,,28.0,21.0,8.17,3.0,15.0,,,3.0,17.0,,
13.0,,,,,,24.0,18.0,,7.01,85.0,,,,,Shadowleaf Bow,,,,Uncommon,,,,24.0,18.0,7.01,3.0,15.0,,,3.0,13.0,,
11.0,,,,,,27.0,14.0,,6.91,65.0,,,,,Fox Hunter's Rifle,,,,Uncommon,,,,27.0,14.0,6.91,3.0,26.0,,,3.0,13.0,,
,,,0.0002777777777777778,,,,,,,,,,,,Wizard Oil,,,,Common,40.0,,,,,,,,,,,,,
,,,,,,30.0,21.0,,8.66,100.0,,,,,Quillshooter,,,,Rare,40.0,,,30.0,21.0,8.66,3.0,15.0,,,3.0,,,
11.0,,,,,,26.0,19.0,,7.51,100.0,,,,,Skystriker Bow,,,,Rare,34.0,,,26.0,19.0,7.51,3.0,15.0,,,3.0,16.0,,
,,,,6.0,,9.0,5.0,,3.62,75.0,,40.0,,,Wand of Sudden Changes,,,,Uncommon,,,,,,,,26.0,,,2.0,10.0,,
11.0,,,,,,30.0,22.0,,8.75,85.0,9.0,,,,Moonbow,,,,Uncommon,,,,30.0,22.0,8.75,3.0,15.0,,,3.0,15.0,,
11.0,,,,7.0,,27.0,20.0,,7.84,100.0,8.0,,,,Satyr's Bow,,,,Rare,36.0,,,27.0,20.0,7.84,3.0,15.0,,,3.0,17.0,,
11.0,,,,,,29.0,15.0,,7.45,85.0,,,,,Smoothbore Gun,,,,Uncommon,34.0,,,29.0,15.0,7.45,3.0,26.0,,,3.0,16.0,,
,,,,5.0,,7.0,4.0,,2.75,55.0,,28.0,,,Spider Frier,,,,Uncommon,,,,,,,,26.0,,,2.0,7.0,,
11.0,,,,,,27.0,14.0,,6.91,85.0,,,,,Bear Hunter's Rifle,,,,Uncommon,,,,27.0,14.0,6.91,3.0,26.0,,,3.0,13.0,,
,,,,,7.0,,,,,,,,,,Sniper Scope,,,,Common,40.0,,,,,,,,,,,,,
11.0,,,,,,35.0,18.0,,9.0,100.0,11.0,,,,Tribute Gun,,,,Rare,,,,35.0,18.0,9.0,3.0,26.0,,,3.0,16.0,,
,,,,,,8.0,4.0,,3.22,90.0,,34.0,,,Wand of Arcane Potency,,,,Rare,40.0,,,,,,,26.0,,,2.0,9.0,,
12.0,,,,,,33.0,17.0,,8.45,85.0,,,,,Sniper Rifle,,,,Uncommon,39.0,,,33.0,17.0,8.45,3.0,26.0,,,3.0,17.0,,
12.0,,,,,,38.0,25.0,,10.59,85.0,12.0,,,,Bloodmire Crossbow,,,,Uncommon,,,,38.0,25.0,10.59,3.0,26.0,,,3.0,18.0,,
,,,,,,8.0,4.0,,3.22,75.0,,34.0,,,Umbral Wand,,,,Uncommon,40.0,,,,,,,26.0,,,2.0,9.0,,
17.0,,,,,,34.0,18.0,,8.68,85.0,,,,,Failed Liferocket Prototype,,,,Uncommon,,,,34.0,18.0,8.68,3.0,26.0,,,3.0,12.0,,
11.0,,,,,,27.0,20.0,,7.84,85.0,,,,,Trueshot Bow,,,,Uncommon,36.0,,,27.0,20.0,7.84,3.0,15.0,,,3.0,17.0,,
20.0,,,,,,28.0,18.0,,7.73,100.0,,,,,Swiftwind,,,,Rare,35.0,,,28.0,18.0,7.73,3.0,26.0,,,3.0,,,
,,,,3.0,,7.0,4.0,,2.75,65.0,3.0,28.0,,,Noxious Shooter,,,,Rare,32.0,,,,,,,26.0,,,2.0,7.0,,
13.0,,,,10.0,,36.0,26.0,,10.42,85.0,,,,,Morcott's Bow,,,,Uncommon,,,,36.0,26.0,10.42,3.0,15.0,,,3.0,18.0,,
8.0,,,,11.0,,32.0,17.0,,8.22,85.0,,,,,Windsong Rifle,,,,Uncommon,,,,32.0,17.0,8.22,3.0,26.0,,,3.0,15.0,,
,,,,5.0,,8.0,4.0,,3.17,90.0,3.0,34.0,,,Necromantic Wand,,,,Rare,39.0,,,,,,,26.0,,,2.0,9.0,,
,,,,,,19.0,10.0,,4.9,85.0,,,,,Sentinel Musket,,,,Poor,38.0,,,19.0,10.0,4.9,3.0,26.0,,,3.0,,,
,,Mage,,,,8.0,4.0,,3.22,90.0,,34.0,,,Freezing Shard,,,,Rare,40.0,,,,,,,26.0,,,2.0,9.0,,
8.0,,,,11.0,,32.0,17.0,,8.22,65.0,,,,,Windsong Rifle,,,,Uncommon,,,,32.0,17.0,8.22,3.0,26.0,,,3.0,15.0,,
,,,,,,7.0,4.0,,2.86,65.0,,30.0,,,Lady Falther'ess' Finger,,,,Rare,36.0,,,,,,,26.0,,,2.0,8.0,,
11.0,,,,,,30.0,16.0,,7.68,100.0,,,,,Galgann's Fireblaster,,,,Rare,35.0,,,30.0,16.0,7.68,3.0,26.0,,,3.0,16.0,,
9.0,,,,13.0,,40.0,21.0,,10.22,85.0,,,,,Umi's Masterful Shooter,,,,Uncommon,,,,40.0,21.0,10.22,3.0,26.0,,,3.0,17.0,,
,,,,,,7.0,4.0,,2.86,75.0,,30.0,,,Ember Wand,,,,Uncommon,36.0,,,,,,,26.0,,,2.0,8.0,,
10.0,,,,,,28.0,14.0,,7.15,85.0,,,,,Explosive Shotgun,,,,Uncommon,32.0,,,28.0,14.0,7.15,3.0,26.0,,,3.0,15.0,,
,,,,,,8.0,4.0,,3.22,65.0,4.0,34.0,,,Plaguerot Sprig,,,,Rare,40.0,,,,,,,26.0,,,2.0,9.0,,4.0
,,,,,,7.0,4.0,,2.86,65.0,4.0,30.0,,,Brightening Wand,,,,Rare,,,,,,,,26.0,,,2.0,8.0,,
,,,,,,7.0,4.0,,2.75,55.0,,28.0,,,Eyepoker,,,,Uncommon,,,,,,,,26.0,,,2.0,7.0,,
15.0,,,,,,38.0,28.0,,11.06,80.0,,,,,Sandstrider's Mark,,,,Rare,,,,38.0,28.0,11.06,3.0,15.0,,,3.0,28.0,,
,,,,,,10.0,5.0,,3.97,55.0,,40.0,,,Doreen's Wand,,,,Uncommon,,,,,,,,26.0,,,2.0,10.0,,
13.0,,,,,,38.0,20.0,,9.73,85.0,,,,,Oreknuckle Gun,,,,Uncommon,,,,38.0,20.0,9.73,3.0,26.0,,,3.0,19.0,,
,,,,,,8.0,4.0,,3.25,75.0,,36.0,,,Impsy's Wand,,,,Uncommon,,,,,,,,26.0,,,2.0,9.0,,6.0
12.0,,,,,,33.0,17.0,,8.45,65.0,,,,,Mithril Heavy-Bore Rifle,,,,Uncommon,39.0,,,33.0,17.0,8.45,3.0,26.0,,,3.0,17.0,,
21.0,,,,,,31.0,16.0,,7.92,85.0,,,,,Mithril Blunderbuss,,,,Uncommon,36.0,,,31.0,16.0,7.92,3.0,26.0,,,3.0,,,
,,,,,,7.0,4.0,,2.83,90.0,,30.0,,,Earthen Rod,,,,Rare,35.0,,,,,,,26.0,,,2.0,8.0,,
15.0,,,,,,25.0,18.0,,7.26,85.0,,,,,Seasoned Marshwood Bow,,,,Uncommon,,,,25.0,18.0,7.26,3.0,15.0,,,3.0,8.0,,
17.0,,,,,,34.0,18.0,,8.68,85.0,,,,,Failed Liferocket Prototype,,,,Uncommon,,,,34.0,18.0,8.68,3.0,26.0,,,3.0,12.0,,
,,,,,,8.0,4.0,,3.18,55.0,,,,,Pitchwood Wand,,,,Common,40.0,,,,,,,26.0,,,2.0,,,
8.0,,,,,,28.0,21.0,,8.17,80.0,,,,,Outrunner's Bow,,,,Rare,38.0,,,28.0,21.0,8.17,3.0,15.0,,,3.0,17.0,,
14.0,,,,,,29.0,19.0,,8.05,85.0,,,,,Plaguefix Launcher,,,,Uncommon,,,,29.0,19.0,8.05,3.0,26.0,,,3.0,14.0,,
12.0,,,,,,31.0,16.0,,7.98,85.0,,,,,Grubby Gun,,,,Uncommon,,,,31.0,16.0,7.98,3.0,26.0,,,3.0,15.0,,
11.0,,,,,,31.0,16.0,,7.92,85.0,,,,,Cryocannon,,,,Uncommon,,,,31.0,16.0,7.92,3.0,26.0,,,3.0,16.0,,
,,,,,,7.0,4.0,,2.83,55.0,,30.0,,,Crawling Wand,,,,Uncommon,,,,,,,,26.0,,,2.0,8.0,,
14.0,,,,,,28.0,14.0,,7.15,85.0,,,,,Zombie Shotgun,,,,Uncommon,,,,28.0,14.0,7.15,3.0,26.0,,,3.0,11.0,,
14.0,,,,,,28.0,14.0,,7.15,85.0,,,,,Zombie Shotgun,,,,Uncommon,,,,28.0,14.0,7.15,3.0,26.0,,,3.0,11.0,,
12.0,,,,,,38.0,25.0,,10.59,85.0,12.0,,,,Bloodmire Crossbow,,,,Uncommon,,,,38.0,25.0,10.59,3.0,26.0,,,3.0,18.0,,
12.0,,,,,,40.0,21.0,,10.22,85.0,10.0,,,,Confiscated Poacher's Gun,,,,Uncommon,,,,40.0,21.0,10.22,3.0,26.0,,,3.0,17.0,,
13.0,,,,,,38.0,20.0,,9.73,65.0,,,,,Oreknuckle Gun,,,,Uncommon,,,,38.0,20.0,9.73,3.0,26.0,,,3.0,19.0,,
,,,,,,9.0,5.0,,3.59,55.0,,36.0,,,Sootsmoke Wand,,,,Uncommon,,,,,,,,26.0,,,2.0,9.0,,5.0
16.0,,,,,,31.0,23.0,,9.01,85.0,,,,,Storm's Bow,,,,Uncommon,,,,31.0,23.0,9.01,3.0,15.0,,,3.0,16.0,,
16.0,,,,,,31.0,23.0,,9.01,65.0,,,,,Bow of Kargath,,,,Uncommon,,,,31.0,23.0,9.01,3.0,15.0,,,3.0,16.0,,
8.0,,,,11.0,,34.0,18.0,,8.76,85.0,,,,,Blam Blam Gun,,,,Uncommon,,,,34.0,18.0,8.76,3.0,26.0,,,3.0,15.0,,
19.0,,,,,,28.0,14.0,,7.15,85.0,,,,,Blasting Hackbut,,,,Uncommon,,,,28.0,14.0,7.15,3.0,26.0,,,3.0,,,
,,,,,,26.0,13.0,,6.66,85.0,,,,,"BKP 42 ""Ultra""",,,,Common,31.0,,,26.0,13.0,6.66,3.0,26.0,,,3.0,,,
,,,,,,18.0,13.0,,5.2,85.0,,,,,Balanced Long Bow,,,,Poor,40.0,,,18.0,13.0,5.2,3.0,15.0,,,3.0,,,
12.0,,,,,,30.0,21.0,,8.66,85.0,,,,,Crusader Bow,,,,Uncommon,40.0,,,30.0,21.0,8.66,3.0,15.0,,,3.0,18.0,,
9.0,,,,9.0,,27.0,20.0,,7.84,100.0,,,,,Warpwood Bow,,,,Rare,,,,27.0,20.0,7.84,3.0,15.0,,,3.0,14.0,,
13.0,,,,,,24.0,18.0,,7.01,85.0,,,,,Stonemaul Slinger,,,,Uncommon,,,,24.0,18.0,7.01,3.0,15.0,,,3.0,13.0,,
,,,,9.0,,10.0,5.0,,3.97,65.0,,40.0,,,Skul's Ghastly Touch,,,,Rare,48.0,,,,,,,26.0,,,2.0,10.0,,
,,,,,,36.0,26.0,,10.42,120.0,,,,,Hurricane,,,,Epic,48.0,,,36.0,26.0,10.42,3.0,15.0,,,3.0,,,
31.0,,,,,,36.0,19.0,,9.24,120.0,,,,,Precisely Calibrated Boomstick,,,,Epic,43.0,,,36.0,19.0,9.24,3.0,26.0,,,3.0,,,
13.0,,,,19.0,,33.0,22.0,,9.2,100.0,,,,,Skull Splitting Crossbow,,,,Rare,43.0,,,33.0,22.0,9.2,3.0,26.0,,,3.0,,,
11.0,,,,,,35.0,18.0,,9.0,100.0,11.0,,,,Tribute Gun,,,,Rare,,,,35.0,18.0,9.0,3.0,26.0,,,3.0,16.0,,
13.0,,,,,,33.0,24.0,,9.53,85.0,,,,,Sylvan Shortbow,,,,Uncommon,44.0,,,33.0,24.0,9.53,3.0,15.0,,,3.0,20.0,,
13.0,,,,,,31.0,23.0,,9.01,100.0,,,,,Needle Threader,,,,Rare,42.0,,,31.0,23.0,9.01,3.0,15.0,,,3.0,18.0,,12.0
,,,0.0002777777777777778,,,,,,,,,,,,Brilliant Wizard Oil,,,,Common,45.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Biznicks 247x128 Accurascope,,,,Rare,50.0,,,,,,,,,,,,,
14.0,,,,,,37.0,24.0,,10.33,100.0,11.0,,,,Carapace Spine Crossbow,,,,Rare,48.0,,,37.0,24.0,10.33,3.0,26.0,,,3.0,21.0,,8.0
22.0,,,,8.0,,38.0,20.0,,9.73,100.0,,,,,Guttbuster,,,,Rare,45.0,,,38.0,20.0,9.73,3.0,26.0,,,3.0,,,
13.0,,,,9.0,,35.0,18.0,,9.0,100.0,,,,,Willey's Portable Howitzer,,,,Rare,42.0,,,35.0,18.0,9.0,3.0,26.0,,,3.0,19.0,,8.0
,,,,6.0,,10.0,5.0,,3.97,90.0,,40.0,,,Banshee Finger,,,,Rare,48.0,,,,,,,26.0,,,2.0,10.0,,4.0
,,,,,,,,,,,,,,,Adamantite Weapon Chain,,,,Uncommon,50.0,,,,,,,,,,,,,
,,,0.0002777777777777778,,,,,,,,,,,,Brilliant Mana Oil,,,,Common,45.0,,,,,,,,,,,,,
,,,,,,43.0,22.0,,10.98,100.0,,,,,Dark Iron Rifle,,,,Rare,50.0,,,43.0,22.0,10.98,3.0,26.0,,,3.0,,,
,,,,5.0,,10.0,5.0,,3.97,90.0,4.0,40.0,,,Ritssyn's Wand of Bad Mojo,,,,Rare,48.0,,,,,,,26.0,,,2.0,10.0,,
14.0,,,,,,40.0,21.0,,10.22,85.0,,,,,Thorium Rifle,,,,Uncommon,47.0,,,40.0,21.0,10.22,3.0,26.0,,,3.0,21.0,,
14.0,,,,12.0,,35.0,25.0,,10.15,100.0,7.0,,,,Houndmaster's Bow,,,,Rare,47.0,,,35.0,25.0,10.15,3.0,15.0,,,3.0,21.0,,
14.0,,,,7.0,,40.0,21.0,,10.22,100.0,,,,,Houndmaster's Rifle,,,,Rare,47.0,,,40.0,21.0,10.22,3.0,26.0,,,3.0,21.0,,11.0
,,,,8.0,,9.0,5.0,,3.59,90.0,,36.0,,,Flaming Incinerator,,,,Rare,44.0,,,,,,,26.0,,,2.0,9.0,,
,,,,,,23.0,16.0,,6.61,85.0,,,,,Recurve Long Bow,,,,Poor,45.0,,,23.0,16.0,6.61,3.0,15.0,,,3.0,,,
12.0,,,,12.0,,38.0,27.0,,10.97,100.0,,,,,Stinging Bow,,,,Rare,50.0,,,38.0,27.0,10.97,3.0,15.0,,,3.0,19.0,,
,,,,,,9.0,5.0,,3.59,65.0,5.0,36.0,,,Mana Channeling Wand,,,,Rare,44.0,,,,,,,26.0,,,2.0,9.0,,3.0
22.0,,,,,,38.0,27.0,,10.97,100.0,,,,,Gryphonwing Long Bow,,,,Rare,50.0,,,38.0,27.0,10.97,3.0,15.0,,,3.0,11.0,,
,,,,5.0,,10.0,5.0,,3.94,65.0,,40.0,,,Pyric Caduceus,,,,Rare,47.0,,,,,,,26.0,,,2.0,10.0,,4.0
13.0,,,,,,31.0,23.0,,9.01,65.0,,,,,Massive Longbow,,,,Uncommon,42.0,,,31.0,23.0,9.01,3.0,15.0,,,3.0,19.0,,
,,,,,,10.0,5.0,,3.97,75.0,,40.0,,,Wizard's Hand,,,,Uncommon,48.0,,,,,,,26.0,,,2.0,10.0,,
14.0,,,,,,36.0,26.0,,10.42,85.0,,,,,Siege Bow,,,,Uncommon,48.0,,,36.0,26.0,10.42,3.0,15.0,,,3.0,21.0,,
13.0,,,,,,38.0,20.0,,9.73,85.0,,,,,Percussion Shotgun,,,,Uncommon,45.0,,,38.0,20.0,9.73,3.0,26.0,,,3.0,20.0,,
13.0,,,,9.0,,37.0,19.0,,9.48,100.0,,,,,Unsophisticated Hand Cannon,,,,Rare,44.0,,,37.0,19.0,9.48,3.0,26.0,,,3.0,20.0,,9.0
,,,,6.0,,10.0,6.0,,4.04,65.0,4.0,43.0,,,Rod of Corrosion,,,,Rare,50.0,,,,,,,26.0,,,2.0,11.0,,
,,,,,,9.0,5.0,,3.62,90.0,,40.0,,,Wand of Allistarj,,,,Rare,45.0,,,,,,,26.0,,,2.0,10.0,,
8.0,,,,,,36.0,26.0,,10.42,80.0,,,,,Outrider's Bow,,,,Rare,48.0,,,36.0,26.0,10.42,3.0,15.0,,,3.0,22.0,,
19.0,,,,,,33.0,24.0,,9.53,100.0,,,,,Ogre Toothpick Shooter,,,,Rare,44.0,,,33.0,24.0,9.53,3.0,15.0,,,3.0,13.0,,
13.0,,,,,,36.0,19.0,,9.24,85.0,,,,,Ricochet Blunderbuss,,,,Uncommon,43.0,,,36.0,19.0,9.24,3.0,26.0,,,3.0,19.0,,
15.0,,,,,,38.0,27.0,,10.97,85.0,,,,,Quillfire Bow,,,,Uncommon,50.0,,,38.0,27.0,10.97,3.0,15.0,,,3.0,22.0,,
,,,,,,9.0,5.0,,3.66,75.0,,40.0,,,Ivory Wand,,,,Uncommon,46.0,,,,,,,26.0,,,2.0,10.0,,
,,,,,,8.0,4.0,,3.21,55.0,,,,,Blackbone Wand,,,,Common,41.0,,,,,,,26.0,,,2.0,,,
14.0,,,,,,36.0,26.0,,10.42,100.0,10.0,,,,Screeching Bow,,,,Rare,48.0,,,36.0,26.0,10.42,3.0,15.0,,,3.0,21.0,,9.0
8.0,,,,,,36.0,26.0,,10.42,80.0,,,,,Outrunner's Bow,,,,Rare,48.0,,,36.0,26.0,10.42,3.0,15.0,,,3.0,22.0,,
14.0,,,,,,34.0,25.0,,9.89,85.0,,,,,Harpy Needler,,,,Uncommon,46.0,,,34.0,25.0,9.89,3.0,15.0,,,3.0,21.0,,
16.0,,,,,,43.0,31.0,,12.45,,22.0,,,,Charmed Ancient Bone Bow,,,,Heirloom,,,,43.0,31.0,12.45,3.0,15.0,,,3.0,24.0,,
15.0,,Hunter,,24.0,,40.0,29.0,,11.57,120.0,,,,,"Rhok'delar, Longbow of the Ancient Keepers",,,,Epic,60.0,,,40.0,29.0,11.57,3.0,15.0,,,3.0,23.0,,
,,,0.0002777777777777778,,,,,,,,,,,,Superior Wizard Oil,,,,Common,58.0,,,,,,,,,,,,,
16.0,,,,22.0,,48.0,26.0,,12.35,,,,,,Upgraded Dwarven Hand Cannon,,,,Heirloom,,,,48.0,26.0,12.35,3.0,26.0,,,3.0,24.0,,
20.0,,,,18.0,,40.0,29.0,,11.57,120.0,,,,,Striker's Mark,,,,Epic,60.0,,,40.0,29.0,11.57,3.0,15.0,,,3.0,,,
15.0,,,,19.0,,45.0,24.0,,11.54,120.0,,,,,Core Marksman Rifle,,,,Epic,60.0,,,45.0,24.0,11.54,3.0,26.0,,,3.0,23.0,,
15.0,,,,25.0,,45.0,24.0,,11.54,120.0,,,,,Blastershot Launcher,,,,Epic,60.0,,,45.0,24.0,11.54,3.0,26.0,,,3.0,11.0,,
,,,,,,11.0,6.0,,4.38,65.0,,46.0,,,Wand of Biting Cold,,,,Rare,,,,,,,,26.0,,,2.0,12.0,,
17.0,,,,21.0,,43.0,31.0,,12.5,85.0,,,,,Warden's Longbow,,,,Uncommon,,,,43.0,31.0,12.5,3.0,15.0,,,3.0,,,
