agi,agiint,arcres,armor,avoidance,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,int,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqlevel,rgdatkpwr,slotbak,socket1,socket2,speed,sta,str,strint,versatility
,,,3.0,,,,,,35.0,,,,,,Patched Leather Bracers,,,,Poor,15.0,,9.0,,,,,,,
,,,6.0,,,,3.0,,30.0,,,,3.0,,Troteman's Bracers,,,,Uncommon,,,9.0,,,,4.0,3.0,3.0,
,,,3.0,,,,,,30.0,,,,,,Laced Mail Bracers,,,,Poor,11.0,,9.0,,,,,,,
,,,2.0,,,,5.0,,50.0,,,,5.0,,Masha's Armbands,,,,Rare,,,9.0,,,,7.0,,,
4.0,4.0,,3.0,,,,5.0,,35.0,,,,4.0,,Unringed Bands,,,,Uncommon,,,9.0,,,,6.0,,,
4.0,4.0,,5.0,,,,,,35.0,,,,4.0,,Fortified Bracers,,,,Uncommon,19.0,,9.0,,,,6.0,,,
,,,7.0,,,,2.0,,40.0,,,,3.0,,Sparkmetal Bracers,,,,Rare,,,9.0,,,,5.0,3.0,3.0,
,,,5.0,,,,,,35.0,,,,,,Hulking Bands,,,,Uncommon,17.0,,9.0,,,,5.0,,,3.0
3.0,3.0,,4.0,,,,3.0,,40.0,,,2.0,3.0,,Dark Lupine Wraps,,,,Rare,16.0,,9.0,,,,5.0,,,
4.0,4.0,,3.0,,Rogue,,2.0,,35.0,,,3.0,4.0,,Nimblefinger Bindings,,,,Uncommon,20.0,,9.0,,,,6.0,,,
4.0,4.0,,5.0,,,,,,35.0,,,,4.0,,Curse Breaker's Bindings,,,,Uncommon,,,9.0,,,,6.0,,,
,,,2.0,,,,,,35.0,,,,4.0,,Bel'varil's Armbands,,,,Uncommon,,,9.0,,,,6.0,,,3.0
,,,2.0,,,,,,35.0,,,,3.0,,Greenweave Bracers,,,,Uncommon,16.0,,9.0,,,,5.0,,,
,,,2.0,,,,,,35.0,,,,4.0,,Ivycloth Bracelets,,,,Uncommon,20.0,,9.0,,,,6.0,,,
,,,8.0,,Death knight,,,,,,,3.0,4.0,,Heart-Lesion Vambraces,,,,Uncommon,20.0,,9.0,,,,6.0,4.0,4.0,2.0
4.0,4.0,,3.0,,,,5.0,,35.0,,,,4.0,,Silverwind Bracers,,,,Uncommon,,,9.0,,,,6.0,,,
4.0,4.0,,3.0,,Monk,,3.0,,35.0,,,2.0,4.0,,Ascetic's Cuffs,,,,Uncommon,20.0,,9.0,,,,6.0,,,
,,,2.0,,,,3.0,,40.0,,,2.0,3.0,,Lady Anacondra's Satin Cuffs,,,,Rare,16.0,,9.0,,,,5.0,,,
,,,2.0,,,,2.0,,40.0,,,,3.0,,Cuffs of Black Elements,,,,Rare,13.0,,9.0,,,,4.0,,,2.0
3.0,3.0,,3.0,,,,,,30.0,,,,3.0,,Prospector's Cuffs,,,,Uncommon,12.0,,9.0,,,,4.0,,,
,,,4.0,,,,,,30.0,,,,,,War Paint Bindings,,,,Uncommon,12.0,,9.0,,,,4.0,,,
,,,3.0,,,,,,30.0,,,,,,Tanned Leather Bracers,,,,Common,12.0,,9.0,,,,,,,
,,,2.0,,,,,,30.0,,,,2.0,,Seer's Cuffs,,,,Uncommon,12.0,,9.0,,,,,,,3.0
,,,8.0,,,,,4.0,35.0,,,,4.0,,Vonderful Bracers,,,,Uncommon,,,9.0,,,,6.0,4.0,4.0,
7.0,7.0,,3.0,,,,,,35.0,,,,7.0,,Owl Bracers,,,,Uncommon,20.0,,9.0,,,,,,,
,,,3.0,,,,5.0,,40.0,,,,,,Drakewing Bands,,,,Rare,20.0,,9.0,,,,6.0,,,
4.0,4.0,,3.0,,Druid,,3.0,,35.0,,,,4.0,,Wildshifter Bracers,,,,Uncommon,20.0,,9.0,,,,6.0,,,2.0
,,,2.0,,Priest,,3.0,,35.0,,,,4.0,,Curate's Bindings,,,,Uncommon,20.0,,9.0,,,,6.0,,,2.0
5.0,5.0,,3.0,,,,,,35.0,,,,5.0,,Bristlebark Bindings,,,,Uncommon,17.0,,9.0,,,,5.0,,,
3.0,3.0,,5.0,,,,,,35.0,,,,3.0,,Defender Bracers,,,,Uncommon,17.0,,9.0,,,,5.0,,,
,,,2.0,,,,,,35.0,,,,,,Thick Cloth Bracers,,,,Common,17.0,,9.0,,,,,,,
3.0,3.0,,3.0,,,,2.0,,40.0,,,,3.0,,Black Wolf Bracers,,,,Rare,16.0,,9.0,,,,5.0,,,2.0
,,,2.0,,,,,,35.0,,,,3.0,,Shimmering Bracers,,,,Uncommon,15.0,,9.0,,,,5.0,,,
3.0,3.0,,3.0,,,,2.0,,40.0,,,,3.0,,Chitonous Bracers,,,,Rare,13.0,,9.0,,,,4.0,,,2.0
,,,2.0,,,,,,35.0,,,,,,Sanguine Cuffs,,,,Uncommon,20.0,,9.0,,,,6.0,,,3.0
,,,7.0,,,,,,35.0,,,,4.0,,Dissembling Bracers,,,,Uncommon,,,9.0,,,,6.0,4.0,4.0,
,,,7.0,,,,,,35.0,,,,3.0,,Mystlash Bracers,,,,Uncommon,,,9.0,,,,5.0,3.0,3.0,
,,,3.0,,,,,,35.0,,,,,,Cured Leather Bracers,,,,Common,17.0,,9.0,,,,,,,
,,,2.0,,,,,,30.0,,,,3.0,,Ritual Bands,,,,Uncommon,13.0,,9.0,,,,4.0,,,
3.0,3.0,,4.0,,,,2.0,,40.0,,,,3.0,,Chitonous Bindings,,,,Rare,13.0,,9.0,,,,4.0,,,1.0
3.0,3.0,,4.0,,,,,,30.0,,,,3.0,,Outrunner's Cuffs,,,,Uncommon,13.0,,9.0,,,,4.0,,,
,,,2.0,,,,2.0,,30.0,,,,3.0,,Messner's Cuffs,,,,Uncommon,,,9.0,,,,4.0,,,
,,,1.0,,,,,,30.0,,,,,,Heavy Weave Bracers,,,,Common,12.0,,9.0,,,,,,,
3.0,3.0,,3.0,,,,,,30.0,,,,3.0,,Feral Bindings,,,,Uncommon,11.0,,9.0,,,,4.0,,,
,,,2.0,,,,5.0,,50.0,,,,5.0,,Negotiator's Armbands,,,,Rare,,,9.0,,,,7.0,,,
4.0,4.0,,6.0,,,,5.0,,40.0,,,,4.0,,Barus' Armbands,,,,Uncommon,,,9.0,,,,6.0,,,
4.0,4.0,,4.0,,,,5.0,,40.0,,,,4.0,,Oil-Stained Bracers,,,,Uncommon,,,9.0,,,,6.0,,,
4.0,4.0,,5.0,,,,,,35.0,,,,4.0,,Spiked Chain Wristbands,,,,Uncommon,20.0,,9.0,,,,6.0,,,
,,,2.0,,Warlock,,2.0,,35.0,,,3.0,4.0,,Felburner's Wristwraps,,,,Uncommon,20.0,,9.0,,,,6.0,,,
4.0,4.0,,5.0,,,,5.0,,35.0,,,,4.0,,Sheltered Aessina Wristguards,,,,Uncommon,,,9.0,,,,6.0,,,
4.0,4.0,,5.0,,,,5.0,,35.0,,,,4.0,,Wolfrunner Wristbands,,,,Uncommon,,,9.0,,,,6.0,,,
4.0,4.0,,3.0,,,,3.0,,35.0,,,,4.0,,Mr. Hider's Bracers,,,,Uncommon,,,9.0,,,,6.0,,,
,,,2.0,,,,7.0,,35.0,,,,4.0,,Festering Bracers,,,,Uncommon,,,9.0,,,,6.0,,,
,,,7.0,,,,,,35.0,,,,4.0,,Tell-Tale Bracers,,,,Uncommon,,,9.0,,,,6.0,4.0,4.0,
,,,2.0,,,,,,35.0,,,,4.0,,Shael'dryn's Bracers,,,,Uncommon,,,9.0,,,,6.0,,,
,,,2.0,,,,,,35.0,,,,4.0,,Shilah's Bracers,,,,Uncommon,,,9.0,,,,6.0,,,
3.0,3.0,,5.0,,,,4.0,,35.0,,,,3.0,,Heart-Corruptor Wristguards,,,,Uncommon,,,9.0,,,,5.0,,,
,,,3.0,,,,,,35.0,,,,,,Rawhide Bracers,,,,Poor,16.0,,9.0,,,,,,,
3.0,3.0,,4.0,,,,,,30.0,,,,3.0,,Grunt's Bracers,,,,Uncommon,14.0,,9.0,,,,4.0,,,
,,,6.0,,,,1.0,,40.0,,,,3.0,,Collarspike Bracers,,,,Rare,13.0,,9.0,,,,4.0,3.0,3.0,2.0
3.0,3.0,,3.0,,,,3.0,,30.0,,,,3.0,,Leverage Bracers,,,,Uncommon,,,9.0,,,,4.0,,,
3.0,3.0,,4.0,,,,3.0,,30.0,,,,3.0,,Leverage Wriststraps,,,,Uncommon,,,9.0,,,,4.0,,,
,,,7.0,,,,7.0,,50.0,,,12.0,14.0,,Armbands of Exiled Architects,,,,Rare,15.0,,9.0,,,,21.0,,,
4.0,4.0,,5.0,,Shaman,,2.0,,35.0,,,3.0,4.0,,Totem-Caller Armbands,,,,Uncommon,20.0,,9.0,,,,6.0,,,
4.0,4.0,,5.0,,,,,,40.0,,,2.0,4.0,,Fire-Hardened Shackles,,,,Rare,20.0,,9.0,,,,6.0,,,3.0
,,,3.0,,,,,,35.0,,,,,,Bear Bracers,,,,Uncommon,20.0,,9.0,,,,6.0,,,
4.0,4.0,,5.0,,,,3.0,,35.0,,,,4.0,,Foreboding Bracers,,,,Uncommon,,,9.0,,,,6.0,,,
4.0,4.0,,5.0,,Hunter,,3.0,,35.0,,,2.0,4.0,,Heartbonded Bracers,,,,Uncommon,20.0,,9.0,,,,6.0,,,
4.0,4.0,,5.0,,,,,,35.0,,,,4.0,,Deep Moss Bindings,,,,Uncommon,,,9.0,,,,6.0,,,
4.0,4.0,,3.0,,,,,,35.0,,,,4.0,,Bracers of Forlorn Spirits,,,,Uncommon,,,9.0,,,,6.0,,,
4.0,4.0,,3.0,,,,5.0,,35.0,,,,4.0,,Bracers of Humility,,,,Uncommon,,,9.0,,,,6.0,,,
,,,4.0,,,,,,35.0,,,,,,Linked Chain Bracers,,,,Poor,17.0,,9.0,,,,,,,
,,,2.0,,,,,,35.0,,,,3.0,,Oily Bracers,,,,Uncommon,,,9.0,,,,5.0,,,
3.0,3.0,,3.0,,,,4.0,,35.0,,,,3.0,,Scrupleless Bracers,,,,Uncommon,,,9.0,,,,5.0,,,
3.0,3.0,,3.0,,,,3.0,,35.0,,,,3.0,,Chet's Slimy Bracers,,,,Uncommon,,,9.0,,,,5.0,,,
,,,2.0,,,,2.0,,40.0,,,3.0,3.0,,Armbands of Exiled Architects,,,,Rare,15.0,,9.0,,,,5.0,,,
,,,6.0,,,,3.0,,35.0,,,,3.0,,Addled Blotter Bracers,,,,Uncommon,,,9.0,,,,5.0,3.0,3.0,
,,,2.0,,,,,,35.0,,,,3.0,,Discolored Bracers,,,,Uncommon,,,9.0,,,,5.0,,,
3.0,3.0,,3.0,,,,,,35.0,,,,3.0,,Rigid Bracelets,,,,Uncommon,15.0,,9.0,,,,5.0,,,
,,,2.0,,,,,,35.0,,,,3.0,,Officer's Armbands,,,,Uncommon,,,9.0,,,,5.0,,,
3.0,3.0,,4.0,,,,,,35.0,,,,3.0,,Topsoil Binders,,,,Uncommon,,,9.0,,,,5.0,,,
,,,2.0,,,,,,30.0,,,,3.0,,Pagan Bands,,,,Uncommon,14.0,,9.0,,,,4.0,,,
3.0,3.0,,4.0,,,,,,30.0,,,,3.0,,Exterminator's Bracers,,,,Uncommon,,,9.0,,,,4.0,,,
3.0,3.0,,3.0,,,,,,30.0,,,,3.0,,Exterminator's Armbands,,,,Uncommon,,,9.0,,,,4.0,,,
5.0,5.0,,3.0,,,,,,30.0,,,,5.0,,Inscribed Leather Bracers,,,,Uncommon,12.0,,9.0,,,,,,,
,,,1.0,,,,,,30.0,,,,2.0,,Tower Watch Bracers,,,,Uncommon,,,9.0,,,,3.0,,,
4.0,4.0,,3.0,,,,,,35.0,,,,4.0,,Robust Bracers,,,,Uncommon,20.0,,9.0,,,,6.0,,,
,,,2.0,,Mage,,2.0,,35.0,,,3.0,4.0,,Spellsculptor's Wristwraps,,,,Uncommon,20.0,,9.0,,,,6.0,,,
,,,8.0,,Paladin,,2.0,,35.0,,,,4.0,,Lightsoul Vambraces,,,,Uncommon,20.0,,9.0,,,,6.0,4.0,4.0,3.0
4.0,4.0,,5.0,,,,2.0,,40.0,,,,4.0,,Serra'kis Scale Wraps,,,,Rare,20.0,,9.0,,,,6.0,,,3.0
4.0,4.0,,5.0,,,,3.0,,35.0,,,,4.0,,Bracers of Deceit,,,,Uncommon,,,9.0,,,,6.0,,,
4.0,4.0,,3.0,,,,,,35.0,,,,4.0,,Deep Moss Bracers,,,,Uncommon,,,9.0,,,,6.0,,,
4.0,4.0,,3.0,,,,3.0,,35.0,,,,4.0,,Poisoned Bracers,,,,Uncommon,,,9.0,,,,6.0,,,
4.0,4.0,,5.0,,,,,,35.0,,,,4.0,,Despondent Spirit Bindings,,,,Uncommon,,,9.0,,,,6.0,,,
4.0,4.0,,5.0,,,,5.0,,35.0,,,,4.0,,Preparation Wristguards,,,,Uncommon,,,9.0,,,,6.0,,,
,,,2.0,,,,,,35.0,,,,,,Brocade Bracers,,,,Poor,17.0,,9.0,,,,,,,
5.0,5.0,,5.0,,,,,,35.0,,,,5.0,,Chain Bracers,,,,Uncommon,17.0,,9.0,,,,5.0,,,
,,,4.0,,,,,,35.0,,,,,,Scalemail Bracers,,,,Common,17.0,,9.0,,,,,,,
3.0,3.0,,3.0,,,,,,35.0,,,,3.0,,Topsoil Bracers,,,,Uncommon,,,9.0,,,,5.0,,,
3.0,3.0,,4.0,,,,,,30.0,,,,3.0,,Burnished Bracers,,,,Uncommon,14.0,,9.0,,,,4.0,,,
,,,4.0,,,,,,30.0,,,,,,Chainmail Bracers,,,,Common,12.0,,9.0,,,,,,,
,,,7.0,,,,,,40.0,,,,,,Green Iron Bracers,,,,Uncommon,28.0,,9.0,,,,7.0,,,2.0
4.0,4.0,,4.0,,,,,,50.0,,,,4.0,,Barbaric Bracers,,,,Rare,27.0,,9.0,,,,7.0,,,
4.0,4.0,,4.0,,,,,,50.0,,,,4.0,,Emissary Cuffs,,,,Rare,24.0,,9.0,,,,6.0,,,
4.0,4.0,,4.0,,,,6.0,,40.0,,,,4.0,,Skeezy Bracers,,,,Uncommon,,,9.0,,,,6.0,,,
,,,10.0,,,,7.0,,40.0,,,,5.0,,Keelhaul Shackles,,,,Uncommon,,,9.0,,,,7.0,5.0,5.0,
,,,4.0,,,,,,40.0,,,,11.0,,Bloodband Bracers,,,,Uncommon,,,9.0,,,,10.0,,,4.0
5.0,5.0,,5.0,,,,,,40.0,,,,5.0,,Gwenyth's Bracers,,,,Uncommon,,,9.0,,,,8.0,,,10.0
,,,2.0,,,,,,40.0,,,,8.0,,Silver-Thread Cuffs,,,,Uncommon,22.0,,9.0,,,,6.0,,,
4.0,4.0,,4.0,,,,,,35.0,,,,4.0,,Superior Bracers,,,,Uncommon,21.0,,9.0,,,,6.0,,,
4.0,4.0,,5.0,,,,,,35.0,,,,4.0,,Sentry's Armsplints,,,,Uncommon,21.0,,9.0,,,,6.0,,,
,,,3.0,,,,,,50.0,,,,6.0,,Agamaggan's Gift,,,,Rare,,,9.0,,,,9.0,,,5.0
5.0,5.0,,4.0,,,,,,40.0,,,,5.0,,Ghostwalker Bindings,,,,Uncommon,28.0,,9.0,,,,7.0,,,
5.0,5.0,,6.0,,,,9.0,,40.0,,,,5.0,,Nice Cuffs,,,,Uncommon,,,9.0,,,,7.0,,,
3.0,3.0,,6.0,,,,,,40.0,,,,3.0,,Glimmering Mail Bracers,,,,Uncommon,24.0,,9.0,,,,6.0,,,
4.0,4.0,,4.0,,,,6.0,,40.0,,,,4.0,,Bartered Bracers,,,,Uncommon,,,9.0,,,,6.0,,,
,,,2.0,,,,,,35.0,,,,4.0,,Soft Cotton Armbands,,,,Uncommon,,,9.0,,,,6.0,,,
,,,4.0,,,,,,35.0,,,,,,Deepwood Bracers,,,,Uncommon,21.0,,9.0,,,,6.0,,,1.0
8.0,8.0,,7.0,,,,3.0,,50.0,,,,8.0,,Pugilist Bracers,,,,Rare,30.0,,9.0,,,,8.0,,,
4.0,4.0,,4.0,,,,,,35.0,,,,4.0,,Pathfinder Bracers,,,,Uncommon,21.0,,9.0,,,,6.0,,,
,,,3.0,,,,,,40.0,,,,6.0,,Condor Bracers,,,,Uncommon,,,9.0,,,,9.0,,,7.0
5.0,5.0,,5.0,,,,,,50.0,,,4.0,5.0,,Zaetar-kin Wristwraps,,,,Rare,30.0,,9.0,,,,8.0,,,3.0
,,,4.0,,,,,,40.0,,,,,,Hardened Leather Bracers,,,,Poor,29.0,,9.0,,,,,,,
,,,3.0,,,,,,40.0,,,,7.0,,Stonecloth Bindings,,,,Uncommon,29.0,,9.0,,,,8.0,,,
5.0,5.0,,4.0,,,,9.0,,40.0,,,,5.0,,Phase Three Bracers,,,,Uncommon,,,9.0,,,,7.0,,,
,,,2.0,,,,,,40.0,,,,5.0,,Thistlefur Bands,,,,Uncommon,25.0,,9.0,,,,7.0,,,
,,,2.0,,,,,,50.0,,,2.0,4.0,,Spidertank Oilrag,,,,Rare,24.0,,9.0,,,,6.0,,,3.0
4.0,4.0,,6.0,,,,6.0,,40.0,,,,4.0,,Skeezy Wraps,,,,Uncommon,,,9.0,,,,6.0,,,
3.0,3.0,,4.0,,,,,,40.0,,,,3.0,,Emblazoned Bracers,,,,Uncommon,23.0,,9.0,,,,6.0,,,
,,,8.0,,,,,,40.0,,,,4.0,,Radiant Silver Armguards,,,,Uncommon,,,9.0,,,,6.0,4.0,4.0,
5.0,5.0,,5.0,,,,,,40.0,,,,5.0,,Archer's Bracers,,,,Uncommon,29.0,,9.0,,,,8.0,,,
8.0,8.0,,4.0,,,,,,40.0,,,,8.0,,Insignia Bracers,,,,Uncommon,28.0,,9.0,,,,7.0,,,
,,,10.0,,,,,,40.0,,,,5.0,,Jintha'Alor Bracers,,,,Uncommon,,,9.0,,,,7.0,5.0,5.0,
4.0,4.0,,6.0,,,,,,50.0,,,,4.0,,Heavy Scale Wraps,,,,Rare,27.0,,9.0,,,,7.0,,,
5.0,5.0,,4.0,,,,,,40.0,,,,5.0,,Three-Tooth Bracers,,,,Uncommon,,,9.0,,,,7.0,,,
4.0,4.0,,6.0,,,,,,40.0,,,,4.0,,Irradiated Faux Croc' Wristguards,,,,Uncommon,,,9.0,,,,6.0,,,
4.0,4.0,,6.0,,,,,,40.0,,,,4.0,,Wicked Chain Bracers,,,,Uncommon,24.0,,9.0,,,,6.0,,,
4.0,4.0,,5.0,,,,,,40.0,,,,4.0,,Battleforge Wristguards,,,,Uncommon,22.0,,9.0,,,,6.0,,,
4.0,4.0,,4.0,,,,,,40.0,,,,4.0,,Dervish Bracers,,,,Uncommon,22.0,,9.0,,,,6.0,,,
,,,8.0,,,,,,40.0,,,,3.0,,Jimmied Handcuffs,,,,Rare,21.0,,9.0,,,,6.0,3.0,3.0,
,,,2.0,,,,,,35.0,,,,4.0,,Watcher's Cuffs,,,,Uncommon,21.0,,9.0,,,,6.0,,,
,,,3.0,,,,,,40.0,,,,5.0,,Geomancer's Bracers,,,,Uncommon,30.0,,9.0,,,,8.0,,,
5.0,5.0,,7.0,,,,4.0,,40.0,,,,5.0,,Securing Bindings,,,,Uncommon,,,9.0,,,,8.0,,,
5.0,5.0,,7.0,,,,4.0,,40.0,,,,5.0,,Securing Bindings,,,,Uncommon,,,9.0,,,,8.0,,,
5.0,5.0,,7.0,,,,,,40.0,,,,5.0,,Renegade Bracers,,,,Uncommon,29.0,,9.0,,,,8.0,,,
,,,10.0,,,,5.0,,50.0,,,,5.0,,Marshweaver's Wristguards,,,,Rare,,,9.0,,,,8.0,5.0,5.0,
5.0,5.0,,7.0,,,,,,40.0,,,,5.0,,Princess Poobah's Bangles,,,,Uncommon,,,9.0,,,,7.0,,,
,,,3.0,,,,,,40.0,,,,5.0,,Elder's Wristwraps,,,,Uncommon,,,9.0,,,,7.0,,,
,,,3.0,,,,6.0,,40.0,,,,5.0,,Lasherspike Wristguards,,,,Uncommon,,,9.0,,,,7.0,,,
,,,9.0,,,,,,40.0,,,,5.0,,Snapjaw Bracers,,,,Uncommon,,,9.0,,,,7.0,5.0,5.0,
5.0,5.0,,6.0,,,,,,40.0,,,,5.0,,Three-Tooth Armguards,,,,Uncommon,,,9.0,,,,7.0,,,
5.0,5.0,,4.0,,,,2.0,,50.0,,,4.0,5.0,,Lightblade Bracer,,,,Rare,28.0,,9.0,,,,7.0,,,
,,,2.0,,,,,,40.0,,,,5.0,,Durable Bracers,,,,Uncommon,25.0,,9.0,,,,7.0,,,
4.0,4.0,,6.0,,,,,,40.0,,,,4.0,,The Good Captain's Bindings,,,,Uncommon,,,9.0,,,,6.0,,,
,,,2.0,,,,,,40.0,,,,,,Cross-Stitched Bracers,,,,Poor,23.0,,9.0,,,,,,,
4.0,4.0,,4.0,,,,,,40.0,,,,4.0,,Yellow Ribbon Armbands,,,,Uncommon,,,9.0,,,,6.0,,,
4.0,4.0,,5.0,,,,,,40.0,,,,4.0,,Cuffs of Feeling,,,,Uncommon,,,9.0,,,,6.0,,,
5.0,5.0,,4.0,,,,,,40.0,,,,5.0,,Dokebi Bracers,,,,Uncommon,22.0,,9.0,,,,,,,6.0
5.0,5.0,,7.0,,,,,,40.0,,,,5.0,,Gwenyth's Wristguards,,,,Uncommon,,,9.0,,,,8.0,,,10.0
,,,10.0,,,,5.0,,50.0,,,,5.0,,Marshweaver's Wristguards,,,,Rare,,,9.0,,,,8.0,5.0,5.0,
,,,3.0,,,,,,40.0,,,,5.0,,Feverish Bracers,,,,Uncommon,,,9.0,,,,7.0,,,
,,,10.0,,,,3.0,,50.0,,,3.0,5.0,,Bracers of the Fallen Crusader,,,,Rare,30.0,,9.0,,,,7.0,5.0,5.0,
,,,3.0,,,,,,40.0,,,,5.0,,Vital Bracelets,,,,Uncommon,27.0,,9.0,,,,7.0,,,
,,,3.0,,,,,,40.0,,,,5.0,,Theresa's Bracers,,,,Uncommon,,,9.0,,,,7.0,,,
,,,2.0,,,,,,40.0,,,,5.0,,Elder's Bracers,,,,Uncommon,26.0,,9.0,,,,7.0,,,
5.0,5.0,,6.0,,,,,,40.0,,,,5.0,,Phalanx Bracers,,,,Uncommon,26.0,,9.0,,,,7.0,,,
,,,2.0,,,,,,50.0,,,,3.0,,Glowing Magical Bracelets,,,,Rare,26.0,,9.0,,,,7.0,,,
5.0,5.0,,6.0,,,,,,40.0,,,,5.0,,Seized Rageroar Belt,,,,Uncommon,,,9.0,,,,7.0,,,
5.0,5.0,,4.0,,,,,,40.0,,,,5.0,,Headhunter's Bands,,,,Uncommon,25.0,,9.0,,,,7.0,,,
5.0,5.0,,4.0,,,,,,40.0,,,,5.0,,Spoils of the Courtyard,,,,Uncommon,,,9.0,,,,7.0,,,
7.0,7.0,,4.0,,,,,,40.0,,,,7.0,,Jurassic Wristguards,,,,Uncommon,25.0,,9.0,,,,7.0,,,
5.0,5.0,,6.0,,,,,,40.0,,,,5.0,,Steel-Patched Armbands,,,,Uncommon,,,9.0,,,,7.0,,,
4.0,4.0,,4.0,,,,,,40.0,,,,4.0,,Cutthroat's Armguards,,,,Uncommon,24.0,,9.0,,,,6.0,,,
7.0,7.0,,4.0,,,,,,40.0,,,,7.0,,Madwolf Bracers,,,,Uncommon,24.0,,9.0,,,,6.0,,,
,,,2.0,,,,,,40.0,,,,,,Resilient Bands,,,,Uncommon,24.0,,9.0,,,,6.0,,,5.0
4.0,4.0,,4.0,,,,,,40.0,,,,4.0,,Irradiated Faux Croc' Bracers,,,,Uncommon,,,9.0,,,,6.0,,,
,,,5.0,,,,,,40.0,,,,,,Reinforced Chain Bracers,,,,Poor,23.0,,9.0,,,,,,,
5.0,5.0,,6.0,,,,,,40.0,,,,5.0,,Slayer's Cuffs,,,,Uncommon,23.0,,9.0,,,,6.0,,,
,,,2.0,,,,,,40.0,,,,,,Padded Bracers,,,,Common,22.0,,9.0,,,,,,,
,,,3.0,,,,,,40.0,,,,,,Tough Leather Bracers,,,,Poor,22.0,,9.0,,,,,,,
,,,4.0,,,,,,40.0,,,,,,Cuirboulli Bracers,,,,Common,22.0,,9.0,,,,,,,
4.0,4.0,,4.0,,,,,,40.0,,,,4.0,,Bracers of Sensations,,,,Uncommon,,,9.0,,,,6.0,,,
,,,2.0,,,,,,40.0,,,,4.0,,Ziata'jai Bracers,,,,Uncommon,,,9.0,,,,6.0,,,
4.0,4.0,,5.0,,,,,,50.0,,,,4.0,,Yorgen Bracers,,,,Rare,22.0,,9.0,,,,6.0,,,
,,,12.0,,,,,,40.0,,,,6.0,,Auric Bracers,,,,Uncommon,,,9.0,,,,9.0,6.0,6.0,
5.0,5.0,,5.0,,,,,,40.0,,,,5.0,,Gwenyth's Bracers,,,,Uncommon,,,9.0,,,,8.0,,,10.0
5.0,5.0,,5.0,,,,4.0,,40.0,,,,5.0,,Bracer of Portals,,,,Uncommon,,,9.0,,,,8.0,,,
,,,3.0,,,,,,40.0,,,,5.0,,Conjurer's Bracers,,,,Uncommon,30.0,,9.0,,,,8.0,,,
5.0,5.0,,7.0,,,,,,40.0,,,,5.0,,Gwenyth's Wristguards,,,,Uncommon,,,9.0,,,,8.0,,,10.0
5.0,5.0,,7.0,,,,,,40.0,,,,5.0,,Marauder's Bracers,,,,Uncommon,30.0,,9.0,,,,8.0,,,
5.0,5.0,,5.0,,,,4.0,,40.0,,,,5.0,,Bracer of Portals,,,,Uncommon,,,9.0,,,,8.0,,,
,,,3.0,,,,,,40.0,,,,5.0,,Quilboar Fur Bracers,,,,Uncommon,,,9.0,,,,8.0,,,
5.0,5.0,,7.0,,,,,,40.0,,,,5.0,,Enduring Bracers,,,,Uncommon,29.0,,9.0,,,,8.0,,,
,,,3.0,,,,,,40.0,,,,8.0,,Nightsky Wristbands,,,,Uncommon,28.0,,9.0,,,,,,,4.0
3.0,3.0,,7.0,,,,,,40.0,,,,3.0,,Mail Combat Armguards,,,,Uncommon,28.0,,9.0,,,,7.0,,,
,,,9.0,,,,4.0,,50.0,,,3.0,5.0,,Commanding Bracers,,,,Rare,28.0,,9.0,,,,7.0,5.0,5.0,
5.0,5.0,,4.0,,,,,,40.0,,,,5.0,,Infiltrator Bracers,,,,Uncommon,26.0,,9.0,,,,7.0,,,
5.0,5.0,,4.0,,,,,,40.0,,,,5.0,,Terrortooth Hide Bracers,,,,Uncommon,,,9.0,,,,7.0,,,
4.0,4.0,,4.0,,,,,,40.0,,,,4.0,,Scaled Leather Bracers,,,,Uncommon,24.0,,9.0,,,,6.0,,,
4.0,4.0,,6.0,,,,,,40.0,,,,4.0,,Irradiated Faux Croc' Wristguards,,,,Uncommon,,,9.0,,,,6.0,,,
,,,2.0,,,,,,40.0,,,,4.0,,Raincaller Cuffs,,,,Uncommon,23.0,,9.0,,,,6.0,,,
4.0,4.0,,6.0,,,,6.0,,40.0,,,,4.0,,Bartered Wristguards,,,,Uncommon,,,9.0,,,,6.0,,,
,,,8.0,,,,,,40.0,,,,4.0,,Stromgarde Bracers,,,,Uncommon,,,9.0,,,,6.0,4.0,4.0,
,,,2.0,,,,,,40.0,,,,7.0,,Fingerbone Bracers,,,,Uncommon,23.0,,9.0,,,,6.0,,,
,,,2.0,,,,5.0,,40.0,,,,4.0,,Dustfall Bracers,,,,Uncommon,,,9.0,,,,6.0,,,
4.0,4.0,,6.0,,,,,,40.0,,,,4.0,,Bindings of Longing,,,,Uncommon,,,9.0,,,,6.0,,,
,,,2.0,,,,,,40.0,,,,4.0,,Sage's Bracers,,,,Uncommon,23.0,,9.0,,,,6.0,,,
4.0,4.0,,4.0,,,,,,40.0,,,,4.0,,Armguards of the Good Captain,,,,Uncommon,,,9.0,,,,6.0,,,
,,,2.0,,,,6.0,,40.0,,,,4.0,,Ramshackle Bracers,,,,Uncommon,,,9.0,,,,6.0,,,
3.0,3.0,,5.0,,,,,,35.0,,,,3.0,,Lambent Scale Bracers,,,,Uncommon,21.0,,9.0,,,,6.0,,,
