agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,int,itemset,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,strint,versatility
,,,3.0,,,,,60.0,,,4.0,5.0,,,Corpse Rompers,,,,Rare,,20.0,8.0,,,,,8.0,,,3.0
5.0,5.0,,5.0,,,3.0,,60.0,,,,5.0,,,Standard Issue Prisoner Shoes,,,,Rare,,20.0,8.0,,,,,8.0,,,4.0
8.0,8.0,,5.0,,,,,45.0,,,,8.0,,,Agile Boots,,,,Uncommon,,15.0,8.0,,,,,,,,
5.0,5.0,,8.0,,,,,50.0,,,,5.0,,,Fortified Boots,,,,Uncommon,,20.0,8.0,,,,,8.0,,,
8.0,8.0,,5.0,,,,,45.0,,,,8.0,,,Dark Leather Boots,,,,Uncommon,,15.0,8.0,,,,,,,,
,,,2.0,,,,,45.0,,,,,,,Canvas Shoes,,,,Poor,,12.0,8.0,,,,,,,,
6.0,6.0,,9.0,,,6.0,,65.0,,,,6.0,,,Valen's Treads,,,,Rare,,,8.0,,,,,9.0,,,
5.0,5.0,,5.0,,,3.0,,60.0,,,4.0,5.0,,,Hungering Deepwater Treads,,,,Rare,,20.0,8.0,,,,,8.0,,,
,,,3.0,,,,,50.0,,,,6.0,,,Sanguine Sandals,,,,Uncommon,,19.0,8.0,,,,,7.0,,,
7.0,7.0,,5.0,,,,,50.0,,,,7.0,,,Bristlebark Boots,,,,Uncommon,,18.0,8.0,,,,,7.0,,,
,,,3.0,,,,,45.0,,,,4.0,,,Mystic's Slippers,,,,Uncommon,,13.0,8.0,,,,,6.0,,,
,,,9.0,,,3.0,,40.0,,,,3.0,,,Unfortunate Treads,,,,Uncommon,,,8.0,,,,,5.0,3.0,3.0,
,,,3.0,,,,,50.0,,,,5.0,,,Greenweave Sandals,,,,Uncommon,,18.0,8.0,,,,,7.0,,,
,,,10.0,,,3.0,,60.0,,,,4.0,,,Savage Trodders,,,,Rare,,16.0,8.0,,,,,6.0,4.0,4.0,3.0
4.0,4.0,,6.0,,,,,45.0,,,,4.0,,,Raider's Boots,,,,Uncommon,,14.0,8.0,,,,,6.0,,,
4.0,4.0,,6.0,,,,,45.0,,,,4.0,,,War Paint Anklewraps,,,,Uncommon,,12.0,8.0,,,,,5.0,,,
,,,2.0,,,,,45.0,,,,4.0,,,Soft-Soled Linen Boots,,,,Uncommon,,11.0,8.0,,,,,5.0,,,
5.0,5.0,,7.0,,,,,50.0,,,,5.0,,,Defender Boots,,,,Uncommon,,18.0,8.0,,,,,7.0,,,
4.0,4.0,,7.0,,,4.0,,60.0,,,,4.0,,,Pythas' Chain Boots,,,,Rare,,,8.0,,,,,6.0,,,
,,,4.0,,,,,45.0,,,,,,,Patched Leather Boots,,,,Poor,,14.0,8.0,,,,,,,,
,,,2.0,,,,,45.0,,,,2.0,,,Seer's Boots,,,,Uncommon,,12.0,8.0,,,,,5.0,,,
,,,2.0,,,,,45.0,,,,3.0,,,Aboriginal Footwraps,,,,Uncommon,,11.0,8.0,,,,,5.0,,,
5.0,5.0,,5.0,,,,,50.0,,,,5.0,,,Wrangler's Boots,,,,Uncommon,,20.0,8.0,,,,,8.0,,,
,,,3.0,,,,,50.0,,,,,,,Bright Boots,,,,Uncommon,,18.0,8.0,,,,,7.0,,,3.0
,,,11.0,,,,,50.0,,,,5.0,,,Boots of the Deliverer,,,,Uncommon,,,8.0,,,,,7.0,5.0,5.0,
4.0,4.0,,7.0,,,,,50.0,,,,4.0,,,Merchant Marine Stompers,,,,Uncommon,,,8.0,,,,,6.0,,,
,,,3.0,,,,,45.0,,,,4.0,,,Woolen Boots,,,,Uncommon,,14.0,8.0,,,,,6.0,,,4.0
,,,3.0,,,,,50.0,,,,5.0,,,Ivycloth Boots,,,,Uncommon,,20.0,8.0,,,,,8.0,,,
4.0,4.0,,7.0,,,,,50.0,,,,4.0,,,Faithful Footguards,,,,Uncommon,,,8.0,,,,,6.0,,,
4.0,4.0,,5.0,,,5.0,,50.0,,,,4.0,,,Awesome Boots,,,,Uncommon,,,8.0,,,,,6.0,,,
4.0,4.0,,7.0,,,,,50.0,,,,4.0,,,Grunt's Ankle Wraps,,,,Uncommon,,16.0,8.0,,,,,6.0,,,
4.0,4.0,,5.0,,,4.0,,60.0,,,,4.0,,,Cobrahn's Boots,,,,Rare,,,8.0,,,,,6.0,,,
4.0,4.0,,7.0,,,2.0,,60.0,,,4.0,4.0,1268.0,,Slither-Scale Boots,,,,Rare,,16.0,8.0,,,,,6.0,,,
,,,3.0,,,3.0,,60.0,,,,4.0,,,Boots of Lingering Sorrow,,,,Rare,,16.0,8.0,,,,,6.0,,,2.0
4.0,4.0,,7.0,,,,,45.0,,,,4.0,,,Outrunner's Slippers,,,,Uncommon,,15.0,8.0,,,,,6.0,,,
,,,3.0,,,,,45.0,,,,,,,Red Woolen Boots,,,,Uncommon,,15.0,8.0,,,,,,,,8.0
,,,4.0,,,,,45.0,,,,,,,Stable Boots,,,,Uncommon,,13.0,8.0,,,,,6.0,,,
,,,2.0,,,,,45.0,,,,3.0,,,Sandals of the Neverending Bridge,,,,Uncommon,,,8.0,,,,,5.0,,,
,,,2.0,,,,,45.0,,,,,,,Heavy Weave Shoes,,,,Common,,12.0,8.0,,,,,,,,
,,,3.0,,,,,50.0,,,,,,,Dark Runner Boots,,,,Uncommon,,20.0,8.0,,,,,8.0,,,5.0
,,,3.0,Mage,,3.0,,50.0,,,4.0,5.0,,,Spellsculptor's Sandals,,,,Uncommon,,20.0,8.0,,,,,8.0,,,
,,,11.0,,,,,50.0,,,,4.0,,,Disarray Boots,,,,Uncommon,,,8.0,,,,,6.0,4.0,4.0,
4.0,4.0,,6.0,,,,,45.0,,,,4.0,,,Rough Bronze Boots,,,,Uncommon,,13.0,8.0,,,,,6.0,,,
5.0,5.0,,8.0,Hunter,,,,50.0,,,4.0,5.0,,,Heartbonded Greaves,,,,Uncommon,,20.0,8.0,,,,,8.0,,,3.0
5.0,5.0,,5.0,,,6.0,,50.0,,,,5.0,,,Cold Boots,,,,Uncommon,,,8.0,,,,,7.0,,,
5.0,5.0,,5.0,,,,,50.0,,,,5.0,,,Raven Hill Sandals,,,,Uncommon,,,8.0,,,,,7.0,,,
5.0,5.0,,7.0,,,,,50.0,,,,5.0,,,Possumfoot Treads,,,,Uncommon,,,8.0,,,,,7.0,,,
5.0,5.0,,5.0,,,,,50.0,,,,5.0,,,Possumfoot Boots,,,,Uncommon,,,8.0,,,,,7.0,,,
,,,3.0,,,3.0,,50.0,,,,4.0,,,Bloodcup Slippers,,,,Uncommon,,,8.0,,,,,6.0,,,
,,,3.0,,,,,50.0,,,,4.0,,,Pagan Shoes,,,,Uncommon,,17.0,8.0,,,,,6.0,,,
4.0,4.0,,5.0,,,,,50.0,,,,4.0,,,Merchant Marine Boots,,,,Uncommon,,,8.0,,,,,6.0,,,
4.0,4.0,,7.0,,,,,60.0,,,,4.0,,,Boots of Painful Cost,,,,Rare,,,8.0,,,,,6.0,,,4.0
4.0,4.0,,5.0,,,,,50.0,,,,4.0,,,Rigid Moccasins,,,,Uncommon,,16.0,8.0,,,,,6.0,,,
4.0,4.0,,6.0,,,,,45.0,,,,4.0,,,Shadowhide Footguards,,,,Uncommon,,,8.0,,,,,6.0,,,
7.0,7.0,,4.0,,,,,45.0,,,,7.0,,,Fine Leather Boots,,,,Uncommon,,13.0,8.0,,,,,,,,
3.0,3.0,,6.0,,,,,45.0,,,,3.0,,,Soldier's Boots,,,,Uncommon,,12.0,8.0,,,,,5.0,,,
3.0,3.0,,4.0,,,,,40.0,,,,3.0,,,Boots of the Prolific Sire,,,,Uncommon,,,8.0,,,,,5.0,,,
3.0,3.0,,4.0,,,,,40.0,,,,3.0,,,Doody Boots,,,,Uncommon,,,8.0,,,,,5.0,,,
,,,12.0,,,,,50.0,,,,5.0,,,Clear Path Boots,,,,Uncommon,,,8.0,,,,,8.0,5.0,5.0,
,,,12.0,Paladin,,3.0,,50.0,,,4.0,5.0,,,Lightsoul Sabatons,,,,Uncommon,,20.0,8.0,,,,,8.0,5.0,5.0,
,,,3.0,,,,,50.0,,,,,,,Brocade Shoes,,,,Poor,,18.0,8.0,,,,,,,,
,,,3.0,,,4.0,,50.0,,,,4.0,,,Ablution Slippers,,,,Uncommon,,,8.0,,,,,6.0,,,
,,,7.0,,,,,50.0,,,,,,,Scalemail Boots,,,,Common,,17.0,8.0,,,,,,,,
4.0,4.0,,7.0,,,,,60.0,,,,4.0,,,Boots of Painful Cost,,,,Rare,,,8.0,,,,,6.0,,,4.0
4.0,4.0,,5.0,,,,,60.0,,,,4.0,,,Sandals of Sacrifice,,,,Rare,,,8.0,,,,,6.0,,,4.0
,,,3.0,,,,,50.0,,,,3.0,,,Bluegill Sandals,,,,Uncommon,,16.0,8.0,,,,,,,,6.0
4.0,4.0,,5.0,,,3.0,,60.0,,,2.0,4.0,,,Boots of the Predator,,,,Rare,,16.0,8.0,,,,,6.0,,,
,,,10.0,,,,,45.0,,,,4.0,,,Slabchisel Boots,,,,Uncommon,,,8.0,,,,,6.0,4.0,4.0,
,,,6.0,,,,,45.0,,,,,,,Laced Mail Boots,,,,Poor,,15.0,8.0,,,,,,,,
4.0,4.0,,4.0,,,,,45.0,,,,4.0,,,Shadowhide Boots,,,,Uncommon,,,8.0,,,,,6.0,,,
4.0,4.0,,4.0,,,,,45.0,,,,4.0,,,Feral Shoes,,,,Uncommon,,13.0,8.0,,,,,6.0,,,
3.0,3.0,,6.0,,,,,45.0,,,,3.0,,,Bloodspattered Sabatons,,,,Uncommon,,11.0,8.0,,,,,5.0,,,
,,,3.0,,,5.0,,55.0,,,,5.0,,,Quiet Slippers,,,,Uncommon,,,8.0,,,,,8.0,,,
,,,3.0,,,5.0,,60.0,,,,5.0,,,Foul Shadowsleet Slippers,,,,Rare,,20.0,8.0,,,,,8.0,,,2.0
,,,12.0,Death knight,,4.0,,,,,3.0,5.0,,,Heart-Lesion Sabatons,,,,Uncommon,,20.0,8.0,,,,,8.0,5.0,5.0,
,,,3.0,Priest,,3.0,,50.0,,,4.0,5.0,,,Curate's Boots,,,,Uncommon,,20.0,8.0,,,,,8.0,,,
6.0,6.0,,8.0,,,,,50.0,,,,6.0,,,Hulking Boots,,,,Uncommon,,19.0,8.0,,,,,7.0,,,
5.0,5.0,,8.0,,,,,50.0,,,,5.0,,,Raven Hill Boots,,,,Uncommon,,,8.0,,,,,7.0,,,
,,,3.0,,,,,50.0,,,,5.0,,,Slippers of the Crescent Moon,,,,Uncommon,,,8.0,,,,,7.0,,,
,,,11.0,,,,,50.0,,,,4.0,,,Bloodtaint Boots,,,,Uncommon,,,8.0,,,,,6.0,4.0,4.0,
4.0,4.0,,5.0,,,,,50.0,,,,4.0,,,Faithful Treads,,,,Uncommon,,,8.0,,,,,6.0,,,
4.0,4.0,,7.0,,,,,50.0,,,,4.0,,,Somber Boots,,,,Uncommon,,,8.0,,,,,6.0,,,
4.0,4.0,,5.0,,,,,50.0,,,,4.0,,,Merchant Marine Waders,,,,Uncommon,,,8.0,,,,,6.0,,,
4.0,4.0,,5.0,,,,,50.0,,,,4.0,,,Alighted Boots,,,,Uncommon,,,8.0,,,,,6.0,,,
4.0,4.0,,7.0,,,5.0,,50.0,,,,4.0,,,Amazing Chain Boots,,,,Uncommon,,,8.0,,,,,6.0,,,
4.0,4.0,,5.0,,,,,60.0,,,,4.0,,,Sandals of Sacrifice,,,,Rare,,,8.0,,,,,6.0,,,4.0
,,,3.0,,,,,50.0,,,,4.0,,,Shimmering Boots,,,,Uncommon,,16.0,8.0,,,,,6.0,,,
4.0,4.0,,4.0,,,1.0,,55.0,,,,4.0,,,Scorched Blazehound Boots,,,,Rare,,13.0,8.0,,,,,6.0,,,4.0
4.0,4.0,,4.0,,,,,45.0,,,,4.0,,,Inscribed Leather Boots,,,,Uncommon,,13.0,8.0,,,,,6.0,,,
,,,4.0,,,,,45.0,,,,,,,Tanned Leather Boots,,,,Common,,12.0,8.0,,,,,,,,
3.0,3.0,,4.0,,,,,45.0,,,,3.0,,,Lupine Slippers,,,,Uncommon,,11.0,8.0,,,,,5.0,,,
3.0,3.0,,6.0,,,,,40.0,,,,3.0,,,Doody Shoes,,,,Uncommon,,,8.0,,,,,5.0,,,
5.0,5.0,,9.0,,,4.0,,55.0,,,,5.0,,,Thwarter's Footguards,,,,Uncommon,,,8.0,,,,,8.0,,,
5.0,5.0,,6.0,,,4.0,,55.0,,,,5.0,,,Thwarter's Boots,,,,Uncommon,,,8.0,,,,,8.0,,,
5.0,5.0,,8.0,Shaman,,3.0,,50.0,,,4.0,5.0,,,Totem-Caller Boots,,,,Uncommon,,20.0,8.0,,,,,8.0,,,
5.0,5.0,,5.0,Druid,,4.0,,50.0,,,3.0,5.0,,,Wildshifter Treads,,,,Uncommon,,20.0,8.0,,,,,8.0,,,
5.0,5.0,,5.0,Monk,,3.0,,50.0,,,4.0,5.0,,,Ascetic's Footpads,,,,Uncommon,,20.0,8.0,,,,,8.0,,,
6.0,6.0,,5.0,,,,,50.0,,,,6.0,,,Forest Leather Boots,,,,Uncommon,,19.0,8.0,,,,,7.0,,,
5.0,5.0,,8.0,,,6.0,,50.0,,,,5.0,,,Callous Greaves,,,,Uncommon,,,8.0,,,,,7.0,,,
,,,3.0,,,,,50.0,,,,,,,Smoldering Boots,,,,Uncommon,,18.0,8.0,,,,,,,,9.0
,,,5.0,,,,,50.0,,,,,,,Cured Leather Boots,,,,Common,,17.0,8.0,,,,,,,,
,,,3.0,,,,,50.0,,,,4.0,,,Merchant Marine Sandals,,,,Uncommon,,,8.0,,,,,6.0,,,
4.0,4.0,,7.0,,,,,50.0,,,,4.0,,,Darkbreaker Treads,,,,Uncommon,,,8.0,,,,,6.0,,,
,,,6.0,,,,,50.0,,,,,,,Linked Chain Boots,,,,Poor,,16.0,8.0,,,,,,,,
,,,10.0,,,,,50.0,,,,4.0,,,Night Watch Boots,,,,Uncommon,,,8.0,,,,,6.0,4.0,4.0,
,,,10.0,,,,,45.0,,,,4.0,,,Creeping Boots,,,,Uncommon,,,8.0,,,,,6.0,4.0,4.0,
8.0,8.0,,7.0,,,,,45.0,,,,8.0,,,Chain Boots,,,,Uncommon,,15.0,8.0,,,,,,,,
4.0,4.0,,4.0,,,,,45.0,,,,4.0,,,Treacherous Treads,,,,Uncommon,,,8.0,,,,,6.0,,,
3.0,3.0,,6.0,,,,,40.0,,,,3.0,,,Striders of the Prolific Sire,,,,Uncommon,,,8.0,,,,,5.0,,,
5.0,5.0,,5.0,Rogue,,4.0,,50.0,,,3.0,5.0,,,Nimblefinger Boots,,,,Uncommon,,20.0,8.0,,,,,8.0,,,
,,,3.0,Warlock,,3.0,,50.0,,,4.0,5.0,,,Felburner's Sandals,,,,Uncommon,,20.0,8.0,,,,,8.0,,,
,,,12.0,Warrior,,3.0,,50.0,,,4.0,5.0,,,Warsinger's Sabatons,,,,Uncommon,,20.0,8.0,,,,,8.0,5.0,5.0,
,,,5.0,,,,,50.0,,,,,,,Rawhide Boots,,,,Poor,,20.0,8.0,,,,,,,,
5.0,5.0,,8.0,,,3.0,,60.0,,,4.0,5.0,,,Stolen Guards Chain Boots,,,,Rare,,20.0,8.0,,,,,8.0,,,
,,,3.0,,,,,50.0,,,,,,,Thick Cloth Shoes,,,,Common,,17.0,8.0,,,,,,,,
4.0,4.0,,5.0,,,,,50.0,,,,4.0,,,Somber Treads,,,,Uncommon,,,8.0,,,,,6.0,,,
3.0,3.0,,7.0,,,,,50.0,,,,3.0,,,Burnished Boots,,,,Uncommon,,16.0,8.0,,,,,6.0,,,
,,,3.0,,,,,45.0,,,,4.0,,,Ritual Sandals,,,,Uncommon,,15.0,8.0,,,,,6.0,,,
4.0,4.0,,6.0,,,,,45.0,,,,4.0,,,Treacherous Boots,,,,Uncommon,,,8.0,,,,,6.0,,,
7.0,7.0,,6.0,,,,,45.0,,,,7.0,,,Light Scale Boots,,,,Uncommon,,13.0,8.0,,,,,,,,
7.0,7.0,,6.0,,,,,45.0,,,,7.0,,,Shamanic Treads,,,,Uncommon,,13.0,8.0,,,,,,,,
,,,9.0,,,2.0,,55.0,,,3.0,4.0,,,Gorewalker Treads,,,,Rare,,13.0,8.0,,,,,6.0,4.0,4.0,
,,,6.0,,,,,45.0,,,,,,,Chainmail Boots,,,,Common,,12.0,8.0,,,,,,,,
6.0,6.0,,6.0,,,3.0,,65.0,,,,6.0,,,Gnomebot Operating Boots,,,,Rare,,24.0,8.0,,,,,9.0,,,5.0
4.0,4.0,,11.0,,,,,65.0,,,,4.0,163.0,,Scarlet Boots,,,,Rare,,30.0,8.0,,,,,10.0,,,
3.0,3.0,,6.0,,,,,65.0,,,,3.0,,,Harbinger Boots,,,,Rare,,25.0,8.0,,,,,9.0,,,
7.0,7.0,,7.0,,,7.0,,55.0,,,,7.0,,,Swabbie's Booties,,,,Uncommon,,,8.0,,,,,10.0,,,
,,,22.0,,,,,55.0,,,,9.0,,,Gnomish Water Sinking Device,,,,Uncommon,,,8.0,,,,,14.0,9.0,9.0,
7.0,7.0,,7.0,,,,,65.0,,,,7.0,,,Defiler's Leather Boots,,,,Rare,,28.0,8.0,,,,,10.0,,,11.0
,,,3.0,,,,,55.0,,,,7.0,,,Silver-Thread Boots,,,,Uncommon,,22.0,8.0,,,,,8.0,,,
6.0,6.0,,8.0,,,4.0,,55.0,,,,6.0,,,Silvered Bronze Boots,,,,Uncommon,,21.0,8.0,,,,,8.0,,,
6.0,6.0,,9.0,,,,,55.0,,,,6.0,,,Battleforge Boots,,,,Uncommon,,24.0,8.0,,,,,9.0,,,
8.0,8.0,,12.0,,,7.0,,65.0,,,,8.0,,,Boots of Endless Vitality,,,,Rare,,,8.0,,,,,12.0,,,
,,,3.0,,,,,55.0,,,,,,,Cross-Stitched Sandals,,,,Poor,,24.0,8.0,,,,,,,,
,,,32.0,,0.0002777777777777778,,,,,,,,,,Thick Armor Kit,,,,Common,,30.0,,,,,,,,,
,,,4.0,"Priest,Mage,Warlock",,6.0,,65.0,,,,6.0,,,Defiler's Cloth Boots,,,,Rare,,28.0,8.0,,,,,10.0,,,
6.0,6.0,,9.0,,,,,55.0,,,,6.0,,,Sentry's Slippers,,,,Uncommon,,23.0,8.0,,,,,9.0,,,
,,,15.0,,,6.0,,65.0,,,,6.0,,,Defiler's Plate Greaves,,,,Rare,,28.0,8.0,,,,,10.0,6.0,6.0,
,,,15.0,,,6.0,,65.0,,,,6.0,,,Highlander's Plate Greaves,,,,Rare,,28.0,8.0,,,,,10.0,6.0,6.0,
8.0,8.0,,9.0,,,,,55.0,,,6.0,8.0,,,Slayer's Slippers,,,,Uncommon,,24.0,8.0,,,,,,,,
3.0,3.0,,11.0,,,4.0,,65.0,,,,3.0,,,Ravasaur Scale Boots,,,,Rare,,30.0,8.0,,,,,10.0,,,
6.0,6.0,,7.0,,,7.0,,55.0,,,,6.0,,,Encroaching Treads,,,,Uncommon,,,8.0,,,,,9.0,,,
8.0,8.0,,10.0,,,,,55.0,,,,8.0,,,Glimmering Mail Greaves,,,,Uncommon,,26.0,8.0,,,,,9.0,,,
,,,18.0,,,6.0,,65.0,,,,7.0,,,Boots of the Noble Path,,,,Rare,,,8.0,,,,,11.0,7.0,7.0,
7.0,7.0,,7.0,,,,,55.0,,,,7.0,,,Ghost Walker Treads,,,,Uncommon,,,8.0,,,,,10.0,,,7.0
,,,15.0,,,,,55.0,,,8.0,6.0,,,Glass Encrusted Boots,,,,Uncommon,,,8.0,,,,,9.0,6.0,6.0,
,,,4.0,,,,,55.0,,,,6.0,,,Thistlefur Sandals,,,,Uncommon,,27.0,8.0,,,,,9.0,,,
,,,4.0,,,,,65.0,,,,3.0,,,Moccasins of the White Hare,,,,Rare,,24.0,8.0,,,,,,,,7.0
,,,13.0,,,,,55.0,,,,5.0,,,Treads of Unforgotten Pain,,,,Uncommon,,,8.0,,,,,8.0,5.0,5.0,
8.0,8.0,,8.0,,,7.0,,65.0,,,,8.0,,,Sandals of Glorious Life,,,,Rare,,,8.0,,,,,12.0,,,
7.0,7.0,,7.0,,,,,55.0,,,,7.0,,,Ghostwalker Boots,,,,Uncommon,,30.0,8.0,,,,,10.0,,,
,,,4.0,,,,,55.0,,,,7.0,,,Sandals of Tainted Blood,,,,Uncommon,,,8.0,,,,,10.0,,,
,,,4.0,,,,,55.0,,,,7.0,,,Sandals of Tainted Blood,,,,Uncommon,,,8.0,,,,,10.0,,,
7.0,7.0,,10.0,,,7.0,,55.0,,,,7.0,,,Riptide Boots,,,,Uncommon,,,8.0,,,,,10.0,,,
6.0,6.0,,7.0,,,,,55.0,,,,6.0,,,Cutthroat's Boots,,,,Uncommon,,27.0,8.0,,,,,9.0,,,
6.0,6.0,,10.0,,,4.0,,65.0,,,,6.0,,,Treads of the Foolhardy,,,,Rare,,,8.0,,,,,9.0,,,
,,,15.0,,,,,55.0,,,8.0,6.0,,,Boots of Explosive Dancing,,,,Uncommon,,,8.0,,,,,9.0,6.0,6.0,
6.0,6.0,,7.0,,,4.0,,65.0,,,,6.0,,,Boots of the Foolhardy,,,,Rare,,,8.0,,,,,9.0,,,
,,,4.0,,,,,55.0,,,,6.0,,,Durable Boots,,,,Uncommon,,26.0,8.0,,,,,9.0,,,
,,,4.0,,,5.0,,65.0,,,,6.0,,,Acidic Walkers,,,,Rare,,24.0,8.0,,,,,9.0,,,3.0
,,,3.0,,,,,55.0,,,,5.0,,,Watcher's Boots,,,,Uncommon,,21.0,8.0,,,,,8.0,,,
,,,3.0,,,,,55.0,,,,5.0,,,Junglestrider Sandals,,,,Uncommon,,,8.0,,,,,8.0,,,
7.0,7.0,,7.0,,,6.0,,55.0,,,,7.0,,,Silent Footpads,,,,Uncommon,,,8.0,,,,,10.0,,,
,,,4.0,,,,,55.0,,,,7.0,,,Vital Boots,,,,Uncommon,,29.0,8.0,,,,,10.0,,,
,,,4.0,"Priest,Mage,Warlock",,6.0,,65.0,,,,6.0,,,Highlander's Cloth Boots,,,,Rare,,28.0,8.0,,,,,10.0,,,
,,,6.0,,,,,55.0,,,,9.0,,,Gnomish Inventor Boots,,,,Uncommon,,,8.0,,,,,14.0,,,13.0
6.0,6.0,,7.0,,,,,55.0,,,,6.0,,,Boarpocalypse Boots,,,,Uncommon,,,8.0,,,,,9.0,,,
6.0,6.0,,7.0,,,4.0,,65.0,,,,6.0,,,Boots of the Foolhardy,,,,Rare,,,8.0,,,,,9.0,,,
6.0,6.0,,10.0,,,,,55.0,,,,6.0,,,Trouncing Boots,,,,Uncommon,,27.0,8.0,,,,,9.0,,,
7.0,7.0,,9.0,,,5.0,,65.0,,,,7.0,,,Caverndeep Trudgers,,,,Rare,,24.0,8.0,,,,,9.0,,,
6.0,6.0,,9.0,,,,,55.0,,,,6.0,,,Footpads of Sin'Dall,,,,Uncommon,,,8.0,,,,,9.0,,,
6.0,6.0,,9.0,,,8.0,,55.0,,,,6.0,,,Chain Weighted Shoes,,,,Uncommon,,,8.0,,,,,9.0,,,
,,,6.0,,,,,55.0,,,,,,,Cuirboulli Boots,,,,Common,,22.0,8.0,,,,,,,,
,,,4.0,,,,,55.0,,,,7.0,,,Conjurer's Shoes,,,,Uncommon,,30.0,8.0,,,,,10.0,,,
7.0,7.0,,7.0,,,,,55.0,,,,7.0,,,Headhunter's Slippers,,,,Uncommon,,29.0,8.0,,,,,10.0,,,
,,,4.0,,,,,55.0,,,,6.0,,,Naralex's Slippers,,,,Uncommon,,,8.0,,,,,9.0,,,
,,,9.0,,,,,55.0,,,,,,,Double Mail Boots,,,,Poor,,27.0,8.0,,,,,,,,
6.0,6.0,,7.0,,,,,55.0,,,,6.0,,,Stormsnout Hide Boots,,,,Uncommon,,,8.0,,,,,9.0,,,
,,,4.0,,,3.0,,65.0,,,5.0,6.0,,,Scarlet Sandals,,,,Rare,,28.0,8.0,,,,,9.0,,,
6.0,6.0,,6.0,,,,,55.0,,,,6.0,,,Pathfinder Footpads,,,,Uncommon,,25.0,8.0,,,,,9.0,,,
,,,4.0,,,,,55.0,,,,6.0,,,Raincaller Boots,,,,Uncommon,,24.0,8.0,,,,,9.0,,,
,,,4.0,,,7.0,,65.0,,,,6.0,,,Thaalia's Slippers,,,,Rare,,,8.0,,,,,9.0,,,
,,,4.0,,,,,55.0,,,,4.0,,,Spider Silk Slippers,,,,Uncommon,,23.0,8.0,,,,,,,,10.0
,,,16.0,,,,,,,,,4.0,,,Scarlet Boots,,,,Rare,,30.0,8.0,,,,,10.0,4.0,4.0,
5.0,5.0,,7.0,,,4.0,,65.0,,,,5.0,,,Highlander's Lizardhide Boots,,,,Rare,,28.0,8.0,,,,,10.0,,,11.0
7.0,7.0,,7.0,,,,,65.0,,,,7.0,,,Highlander's Leather Boots,,,,Rare,,28.0,8.0,,,,,10.0,,,11.0
5.0,5.0,,7.0,,,4.0,,65.0,,,,5.0,,,Defiler's Lizardhide Boots,,,,Rare,,28.0,8.0,,,,,10.0,,,11.0
6.0,6.0,,7.0,,,,,55.0,,,,6.0,,,Grease-Covered Boots,,,,Uncommon,,,8.0,,,,,9.0,,,
6.0,6.0,,10.0,,,,,55.0,,,,6.0,,,Bristleback Challenge Treads,,,,Uncommon,,,8.0,,,,,9.0,,,
6.0,6.0,,10.0,,,,,55.0,,,,6.0,,,Stormsnout Stompers,,,,Uncommon,,,8.0,,,,,9.0,,,
6.0,6.0,,10.0,,,,,55.0,,,,6.0,,,Banded Boots,,,,Uncommon,,27.0,8.0,,,,,9.0,,,
6.0,6.0,,7.0,,,8.0,,55.0,,,,6.0,,,Stormfeather Boots,,,,Uncommon,,,8.0,,,,,9.0,,,
,,,4.0,,,,,55.0,,,,3.0,,,Resilient Boots,,,,Uncommon,,26.0,8.0,,,,,,,,11.0
,,,15.0,,,,,55.0,,,,6.0,,,Boots of the Fallen Brother,,,,Uncommon,,,8.0,,,,,9.0,6.0,6.0,
6.0,6.0,,10.0,,,3.0,,65.0,,,5.0,6.0,,,Scarlet Chain Footpads,,,,Rare,,28.0,8.0,,,,,9.0,,,
,,,14.0,,,,,65.0,,,4.0,6.0,,,Hazmat Galoshes,,,,Rare,,24.0,8.0,,,,,9.0,6.0,6.0,4.0
4.0,4.0,,9.0,,,,,55.0,,,,4.0,,,Green Iron Boots,,,,Uncommon,,24.0,8.0,,,,,9.0,,,
6.0,6.0,,9.0,,,,,65.0,,,3.0,6.0,,,Bot Operator's Treads,,,,Rare,,24.0,8.0,,,,,9.0,,,5.0
6.0,6.0,,9.0,,,8.0,,55.0,,,,6.0,,,Boots of the Refuge Captain,,,,Uncommon,,,8.0,,,,,9.0,,,
6.0,6.0,,6.0,,,,,55.0,,,,6.0,,,Paws of Sin'Dall,,,,Uncommon,,,8.0,,,,,9.0,,,
5.0,5.0,,9.0,,,,,55.0,,,,5.0,,,Spiked Chain Slippers,,,,Uncommon,,22.0,8.0,,,,,8.0,,,
,,,8.0,,,,,55.0,,,,,,,Polished Scale Boots,,,,Common,,22.0,8.0,,,,,,,,
5.0,5.0,,6.0,,,,,55.0,,,,5.0,,,Superior Boots,,,,Uncommon,,21.0,8.0,,,,,8.0,,,
4.0,4.0,,11.0,,,,,55.0,,,,4.0,,,Mail Combat Boots,,,,Uncommon,,30.0,8.0,,,,,10.0,,,
,,,4.0,,,,,55.0,,,,,,,Stonecloth Boots,,,,Uncommon,,30.0,8.0,,,,,10.0,,,10.0
7.0,7.0,,10.0,,,,,55.0,,,,7.0,,,Pillager's Boots,,,,Uncommon,,28.0,8.0,,,,,10.0,,,
