agi,agiint,agistr,agistrint,armor,classes,cooldown,corruption,critstrkrtng,dmg,dmgmax1,dmgmin1,dodgertng,dps,dura,firres,hastertng,int,lifesteal,mastrtng,mledmgmax,mledmgmin,mledps,mlespeed,name_enus,natres,nsockets,parryrtng,quality,reqlevel,rgdcritstrkrtng,slotbak,socket1,socket2,socket3,speed,splpwr,sta,str,versatility
2.0,,,,,,,,,,4.0,2.0,,1.76,30.0,,,,,,4.0,2.0,1.76,1.8,Heartache Dagger,,,,Uncommon,,,13.0,,,,1.8,,2.0,,
2.0,,,,,,,,,,3.0,1.0,,1.38,25.0,,,,,,3.0,1.0,1.38,1.8,Ambassador's Deceitful Dagger,,,,Uncommon,,,13.0,,,,1.8,,2.0,,
,,,,,,,,,,3.0,1.0,,1.36,25.0,,,,,,3.0,1.0,1.36,1.8,Small Green Dagger,,,,Common,5.0,,13.0,,,,1.8,,,,
,,,,,,,,,,4.0,3.0,,1.38,40.0,,,,,,4.0,3.0,1.38,2.6,Gnarled Gavel,,,,Common,,,13.0,,,,2.6,,,,
,,,,,,,,,,3.0,2.0,,1.07,35.0,,,,,,3.0,2.0,1.07,2.6,Broken Plunger,,,,Common,,,13.0,,,,2.6,,,,
,,,,,,,,,,3.0,1.0,,1.25,25.0,,,,,,3.0,1.0,1.25,1.8,Spy Poker,,,,Common,,,13.0,,,,1.8,,,,
,,,,,,,,,,3.0,2.0,,1.0,30.0,,,,,,3.0,2.0,1.0,2.6,Rusty Mace,,,,Common,,,13.0,,,,2.6,,,,
,,,,,,,,,,2.0,1.0,,0.87,20.0,,,,,,2.0,1.0,0.87,1.8,Godfrey's Dagger,,,,Common,,,13.0,,,,1.8,,,,
,,,,,,,,,,2.0,1.0,,0.6900000000000001,30.0,,,,,,2.0,1.0,0.6900000000000001,2.6,First Bank Knocker,,,,Common,,,13.0,,,,2.6,,,,
,,,,,,,,,,,,,0.51,20.0,,,,,,,,0.51,1.8,Anvilmar Knife,,,,Common,,,13.0,,,,1.8,,,,
,,,,,,,,3.0,,9.0,5.0,,2.8200000000000003,65.0,,,,,,9.0,5.0,2.8200000000000003,2.6,Broadsword of the Crown,,,,Rare,,,13.0,,,,2.6,,3.0,3.0,
6.0,,,,,,,,,,11.0,6.0,,3.42,80.0,,,,,,11.0,6.0,3.42,2.6,Shadowfang,,,,Rare,19.0,,13.0,,,,2.6,,,,
3.0,,,,,,,,,,10.0,6.0,,3.12,60.0,,,,,,10.0,6.0,3.12,2.6,Militant Shortsword,,,,Uncommon,17.0,,13.0,,,,2.6,,5.0,,
4.0,,,,,,,,3.0,,7.0,4.0,,3.08,50.0,,,,,,7.0,4.0,3.08,1.8,Assassin's Blade,,,,Rare,16.0,,13.0,,,,1.8,,,,
3.0,,3.0,,,,0.0008333333333333334,,,,8.0,6.0,,2.8,55.0,,,,,,8.0,6.0,2.8,2.6,Shovel of Mercy,,,,Uncommon,,,13.0,,,,2.6,,3.0,3.0,
,,,,,,,,,,,,,,,,,,,,,,,,Formula: Enchant Weapon - Executioner,,,,Rare,,,,,,,,,,,
3.0,,3.0,,,,,,3.0,,12.0,7.0,,3.66,80.0,,,,,,12.0,7.0,3.66,2.6,Restored Archeus,,,,Rare,,,13.0,,,,2.6,,5.0,3.0,
,,,,,,,,,,11.0,8.0,,3.7,65.0,,,,,,11.0,8.0,3.7,2.6,Steelscale Crushfish,,,,Uncommon,20.0,,13.0,,,,2.6,,,6.0,
,,,,,,,,,,8.0,4.0,,2.41,50.0,,,,,,8.0,4.0,2.41,2.6,Sword of the Falling Sky,,,,Uncommon,,,13.0,,,,2.6,,3.0,2.0,
,,,,,,,,3.0,,5.0,2.0,,1.43,65.0,,,16.0,,,5.0,2.0,1.43,2.6,Spell Axe of the Farseer,,,,Rare,,,13.0,,,,2.6,,4.0,,
3.0,,3.0,,,,,,,,8.0,5.0,,2.51,65.0,,,,,,8.0,5.0,2.51,2.6,Bloodcursed Felblade,,,,Rare,13.0,,13.0,,,,2.6,,4.0,3.0,
,,,,,,,,,,6.0,3.0,,1.9,80.0,,3.0,18.0,,,6.0,3.0,1.9,2.6,Refurbished Archeus,,,,Rare,,,13.0,,,,2.6,,5.0,,
3.0,,3.0,,,,,,2.0,,9.0,5.0,,2.8200000000000003,65.0,,1.0,,,,9.0,5.0,2.8200000000000003,2.6,Cruel Barb,,,,Rare,15.0,,13.0,,,,2.6,,4.0,3.0,
3.0,,,,,Monk,,,2.0,,11.0,7.0,,3.61,45.0,,2.0,,,,11.0,7.0,3.61,2.6,Novice's Handwraps,,,,Uncommon,20.0,,13.0,,,,2.6,,5.0,,
,,,,,,,,,,10.0,7.0,,3.44,80.0,,,,,,10.0,7.0,3.44,2.6,Skeletal Club,,,,Rare,19.0,,13.0,,,,2.6,,,,
,,,,,,,,2.0,,8.0,6.0,,2.8,65.0,,,,,,8.0,6.0,2.8,2.6,Cookie's Tenderizer,,,,Rare,15.0,,13.0,,,,2.6,,4.0,3.0,1.0
3.0,,,,,,,,1.0,,11.0,5.0,,3.1,70.0,,,,,,11.0,5.0,3.1,2.6,Butcher's Cleaver,,,,Rare,16.0,,13.0,,,,2.6,,4.0,,2.0
3.0,,,,,,,,1.0,,9.0,5.0,,2.8200000000000003,65.0,,,,,,9.0,5.0,2.8200000000000003,2.6,Thief's Blade,,,,Rare,15.0,,13.0,,,,2.6,,4.0,,2.0
,,,,,,,,3.0,,13.0,6.0,,3.68,80.0,,,,,,13.0,6.0,3.68,2.6,Axe of the Judgment Day,,,,Rare,,,13.0,,,,2.6,,4.0,3.0,
3.0,,,,,,,,,,9.0,5.0,,2.8200000000000003,65.0,,,,,,9.0,5.0,2.8200000000000003,2.6,Night Watch Shortsword,,,,Rare,15.0,,13.0,,,,2.6,,4.0,,
6.0,,,,,,,,,,11.0,6.0,,3.42,65.0,,,,,,11.0,6.0,3.42,2.6,Corpseweed Sickle,,,,Uncommon,,,13.0,,,,2.6,,,,
3.0,,,,,,,,3.0,,9.0,5.0,,2.8200000000000003,65.0,,,,,,9.0,5.0,2.8200000000000003,2.6,Defias Rapier,,,,Rare,15.0,,13.0,,,,2.6,,,,
3.0,,,,,,,,,,7.0,4.0,,3.08,50.0,,,,,,7.0,4.0,3.08,1.8,Meteor Shard,,,,Rare,16.0,,13.0,,,,1.8,,4.0,,
,,,,,,,,,,4.0,3.0,,1.4,65.0,,,16.0,,,4.0,3.0,1.4,2.6,Mace of the Order,,,,Rare,,,13.0,,,,2.6,,4.0,,3.0
,,,,,,,,,,5.0,3.0,,1.59,40.0,,2.0,16.0,,,5.0,3.0,1.59,2.6,Stout Fist,,,,Uncommon,,,13.0,,,,2.6,,4.0,,
4.0,,,,,,,,3.0,,9.0,5.0,,2.8200000000000003,65.0,,,,,,9.0,5.0,2.8200000000000003,2.6,Blackwater Cutlass,,,,Rare,15.0,,13.0,,,,2.6,,,,
3.0,,,,,,,,2.0,,8.0,4.0,,3.58,55.0,,,,,,8.0,4.0,3.58,1.8,Wicked Dagger,,,,Rare,20.0,,13.0,,,,1.8,,5.0,,2.0
,,,,,,,,,,4.0,2.0,,1.79,55.0,,,18.0,,,4.0,2.0,1.79,1.8,Evocator's Blade,,,,Rare,20.0,,13.0,,,,1.8,,5.0,,3.0
3.0,,,,,,,,,,9.0,6.0,,3.06,70.0,,,,,,9.0,6.0,3.06,2.6,Stinging Viper,,,,Rare,16.0,,13.0,,,,2.6,,4.0,,
,,,,,,,,3.0,,12.0,7.0,,3.66,65.0,,,,,,12.0,7.0,3.66,2.6,Legacy of Teronis,,,,Uncommon,,,13.0,,,,2.6,,2.0,4.0,
3.0,,,,,,,,,,8.0,4.0,,3.58,55.0,,,,,,8.0,4.0,3.58,1.8,Blackfang,,,,Rare,20.0,,13.0,,,,1.8,,,,2.0
,,,,,,,,,,5.0,4.0,,1.75,80.0,,,18.0,,,5.0,4.0,1.75,2.6,Discontinuer's Hammer,,,,Rare,,,13.0,,,,2.6,,5.0,,3.0
6.0,,,,,,,,,,12.0,5.0,,3.44,65.0,,,,,,12.0,5.0,3.44,2.6,Corpseweed Hewer,,,,Uncommon,,,13.0,,,,2.6,,,,
,,,,,,,,,,12.0,5.0,,3.39,80.0,,2.0,,,,12.0,5.0,3.39,2.6,Razor's Edge,,,,Rare,18.0,,13.0,,,,2.6,,,5.0,
3.0,,,,,,,,,,10.0,5.0,,3.06,60.0,,,,,,10.0,5.0,3.06,2.6,Shredder Blade,,,,Uncommon,,,13.0,,,,2.6,,4.0,,
3.0,,,,,,,,3.0,,10.0,5.0,,3.06,60.0,,,,,,10.0,5.0,3.06,2.6,Folly's Edge,,,,Uncommon,,,13.0,,,,2.6,,3.0,,
,,,,,,,,3.0,,5.0,2.0,,1.43,65.0,,,16.0,,,5.0,2.0,1.43,2.6,Spell Axe of the Speaker,,,,Rare,,,13.0,,,,2.6,,4.0,,
3.0,,,,,,,,,,9.0,4.0,,2.58,55.0,,,,,,9.0,4.0,2.58,2.6,Abomination Cleaver,,,,Uncommon,13.0,,13.0,,,,2.6,,4.0,,
,,,,,,,,6.0,,9.0,7.0,,3.12,60.0,,,,,,9.0,7.0,3.12,2.6,Bronze Mace,,,,Uncommon,17.0,,13.0,,,,2.6,,5.0,3.0,
5.0,,,,,,,,,,9.0,5.0,,2.8200000000000003,55.0,,,,,,9.0,5.0,2.8200000000000003,2.6,Sinister Scimitar,,,,Uncommon,15.0,,13.0,,,,2.6,,,,
5.0,,,,,,,,3.0,,9.0,5.0,,3.96,50.0,,,,,,9.0,5.0,3.96,1.8,Talongrip Dagger,,,,Uncommon,,,13.0,,,,1.8,,3.0,,
,,,,,,,,3.0,,8.0,6.0,,2.8,65.0,,,,,,8.0,6.0,2.8,2.6,Petrified Shinbone,,,,Rare,15.0,,13.0,,,,2.6,,3.0,3.0,
,,,,,,,,,,10.0,7.0,,3.44,65.0,,,18.0,,,10.0,7.0,3.44,2.6,Jagged Star,,,,Uncommon,19.0,,13.0,,,,2.6,,5.0,,
,,,,,,,,,,11.0,6.0,,3.36,80.0,,,,,,11.0,6.0,3.36,2.6,Legionnaire's Sword,,,,Rare,18.0,,13.0,,,,2.6,,2.0,5.0,
,,,,,,,,,,10.0,5.0,,3.06,70.0,,1.0,,,,10.0,5.0,3.06,2.6,Butcher's Slicer,,,,Rare,16.0,,13.0,,,,2.6,,4.0,3.0,3.0
5.0,,,,,,,,,,13.0,6.0,,3.68,80.0,,,,,,13.0,6.0,3.68,2.6,Axe of the Enforcer,,,,Rare,20.0,,13.0,,,,2.6,,3.0,,
,,,,,,,,,,4.0,2.0,,1.86,45.0,,,,,,4.0,2.0,1.86,1.8,Hunting Knife,,,,Poor,18.0,,13.0,,,,1.8,,,,
,,,,,,,,,,9.0,5.0,,2.8200000000000003,65.0,,,,,,9.0,5.0,2.8200000000000003,2.6,Ironpatch Blade,,,,Rare,15.0,,13.0,,,,2.6,,2.0,4.0,
3.0,,,,,,,,4.0,,7.0,3.0,,3.03,50.0,,,,,,7.0,3.0,3.03,1.8,Buzzer Blade,,,,Rare,15.0,,13.0,,,,1.8,,4.0,,
,,,,,,,,,,13.0,6.0,,3.68,80.0,,,,,,13.0,6.0,3.68,2.6,Grimclaw,,,,Rare,20.0,,13.0,,,,2.6,,,,
5.0,,,,,,,,,,9.0,5.0,,2.76,55.0,,,,,,9.0,5.0,2.76,2.6,Scimitar of Atun,,,,Uncommon,14.0,,13.0,,,,2.6,,,,
,,,,,,,,3.0,,8.0,5.0,,2.68,65.0,,,,,,8.0,5.0,2.68,2.6,Oggleflint's Inspirer,,,,Rare,13.0,,13.0,,,,2.6,,,3.0,
,,,,,,,,,,11.0,6.0,,3.36,80.0,,,,,,11.0,6.0,3.36,2.6,Protector's Sword,,,,Rare,18.0,,13.0,,,,2.6,,2.0,5.0,
,,,,,,,,,,11.0,6.0,,3.42,65.0,,,,,,11.0,6.0,3.42,2.6,Bluegill Kukri,,,,Uncommon,19.0,,13.0,,,,2.6,,,6.0,
,,,,,,,,,,12.0,5.0,,3.44,65.0,,,,,,12.0,5.0,3.44,2.6,Black Metal Axe,,,,Uncommon,19.0,,13.0,,,,2.6,,4.0,4.0,
4.0,,,,,,,,,,7.0,4.0,,3.19,45.0,,,,,,7.0,4.0,3.19,1.8,Pearl-Handled Dagger,,,,Uncommon,18.0,,13.0,,,,1.8,,4.0,,
3.0,,,,,,,,,,12.0,5.0,,3.39,65.0,,,,,,12.0,5.0,3.39,2.6,Fresh-Haft Axe,,,,Uncommon,,,13.0,,,,2.6,,5.0,,
3.0,,,,,,,,,,7.0,4.0,,3.08,50.0,,1.0,,,,7.0,4.0,3.08,1.8,Tail Spike,,,,Rare,16.0,,13.0,,,,1.8,,4.0,,2.0
,,,,,,,,,,9.0,6.0,,3.06,70.0,,,,,,9.0,6.0,3.06,2.6,Face Smasher,,,,Rare,16.0,,13.0,,,,2.6,,3.0,4.0,
3.0,,,,,,,,2.0,,11.0,5.0,,3.1,70.0,,,,,,11.0,5.0,3.1,2.6,Guillotine Axe,,,,Rare,16.0,,13.0,,,,2.6,,2.0,,
3.0,,,,,,,,,,7.0,3.0,,3.03,40.0,,,,,,7.0,3.0,3.03,1.8,Big Bronze Knife,,,,Uncommon,15.0,,13.0,,,,1.8,,5.0,,
,,,,,,,,,,10.0,4.0,,2.83,55.0,,,,,,10.0,4.0,2.83,2.6,Cleaver,,,,Common,15.0,,13.0,,,,2.6,,,,
3.0,,,,,,,,3.0,,10.0,4.0,,2.86,65.0,,,,,,10.0,4.0,2.86,2.6,Battleaxe of the Farseer,,,,Rare,,,13.0,,,,2.6,,3.0,,
3.0,,,,,,,,2.0,,9.0,5.0,,2.8200000000000003,65.0,,2.0,,,,9.0,5.0,2.8200000000000003,2.6,Buzz Saw,,,,Rare,15.0,,13.0,,,,2.6,,4.0,,
,,,,,,,,3.0,,8.0,6.0,,2.8,65.0,,,,,,8.0,6.0,2.8,2.6,Battlemace of the Order,,,,Rare,,,13.0,,,,2.6,,3.0,3.0,
3.0,,,,,,,,1.0,,5.0,3.0,,2.26,40.0,,,,,,5.0,3.0,2.26,1.8,Talon of Vultros,,,,Rare,11.0,,13.0,,,,1.8,,,,
3.0,,,,,,,,,,11.0,6.0,,3.42,65.0,,,,,,11.0,6.0,3.42,2.6,Decapitating Sword,,,,Uncommon,19.0,,13.0,,,,2.6,,5.0,,
3.0,,,,,,,,3.0,,7.0,4.0,,3.19,45.0,,,,,,7.0,4.0,3.19,1.8,Exorcist's Dagger,,,,Uncommon,,,13.0,,,,1.8,,,,
5.0,,,,,,,,,,7.0,4.0,,3.19,55.0,,,,,,7.0,4.0,3.19,1.8,Scout's Blade,,,,Rare,18.0,,13.0,,,,1.8,,2.0,,
,,,,,,,,4.0,,5.0,3.0,,1.69,80.0,,,18.0,,,5.0,3.0,1.69,2.6,Preemptive Striker,,,,Rare,,,13.0,,,,2.6,,5.0,,
3.0,,,,,,,,3.0,,7.0,3.0,,3.03,50.0,,,,,,7.0,3.0,3.03,1.8,Keeshan's Dagger,,,,Rare,,,13.0,,,,1.8,,3.0,,
,,,,,,,,,,6.0,3.0,,2.66,40.0,,,,,,6.0,3.0,2.66,1.8,Poniard,,,,Common,14.0,,13.0,,,,1.8,,,,
4.0,,,,,,,,,,6.0,3.0,,2.59,35.0,,,,,,6.0,3.0,2.59,1.8,Slicer Blade,,,,Uncommon,12.0,,13.0,,,,1.8,,,,
,,,,,,,,,4.0,,,,,,,,,,,,,,,Heavy Sharpening Stone,,,,Common,15.0,,,,,,,,,,
,,,,,,,,,,6.0,3.0,,1.9,45.0,,2.0,18.0,,,6.0,3.0,1.9,2.6,Lightning-Binder's Claws,,,,Uncommon,20.0,,13.0,,,,2.6,,5.0,,2.0
,,,,,,,,2.0,,10.0,4.0,,2.86,65.0,,1.0,,,,10.0,4.0,2.86,2.6,Smite's Reaver,,,,Rare,15.0,,13.0,,,,2.6,,4.0,3.0,
,,,,,,,,,,8.0,5.0,,2.51,65.0,,,,,,8.0,5.0,2.51,2.6,Cursed Felblade,,,,Rare,13.0,,13.0,,,,2.6,,,,
3.0,,3.0,,,,,,,,12.0,7.0,,3.66,80.0,,,,,,12.0,7.0,3.66,2.6,Darkwater Talwar,,,,Rare,20.0,,13.0,,,,2.6,,5.0,3.0,
,,,,,,,,,,11.0,8.0,,3.7,80.0,,,,,,11.0,8.0,3.7,2.6,Diamond Hammer,,,,Rare,20.0,,13.0,,,,2.6,,4.0,3.0,
6.0,,,,,,,,,,11.0,6.0,,3.42,65.0,,,,,,11.0,6.0,3.42,2.6,Bronze Shortsword,,,,Uncommon,19.0,,13.0,,,,2.6,,,,
,,,,,,,,,,11.0,6.0,,3.36,65.0,,,,,,11.0,6.0,3.36,2.6,Reconstructed Sword,,,,Uncommon,,,13.0,,,,2.6,,5.0,3.0,
3.0,,,,,,,,3.0,,7.0,3.0,,3.03,50.0,,,,,,7.0,3.0,3.03,1.8,Blade of the Shattered Hand,,,,Rare,,,13.0,,,,1.8,,3.0,,
3.0,,,,,,,,,,8.0,5.0,,2.51,55.0,,,,,,8.0,5.0,2.51,2.6,Northern Shortsword,,,,Uncommon,13.0,,13.0,,,,2.6,,4.0,,
,,,,,,,,,,4.0,2.0,,1.7000000000000002,40.0,,,,,,4.0,2.0,1.7000000000000002,1.8,Small Dagger,,,,Poor,13.0,,13.0,,,,1.8,,,,
4.0,,,,,,,,,,6.0,3.0,,2.64,50.0,,,,,,6.0,3.0,2.64,1.8,Chanting Blade,,,,Rare,13.0,,13.0,,,,1.8,,3.0,,
2.0,,,,,,,,,,8.0,4.0,,2.41,50.0,,,,,,8.0,4.0,2.41,2.6,Redridge Machete,,,,Uncommon,11.0,,13.0,,,,2.6,,4.0,,
2.0,,,,,,,,,,8.0,4.0,,2.41,50.0,,,,,,8.0,4.0,2.41,2.6,Raider Shortsword,,,,Uncommon,11.0,,13.0,,,,2.6,,3.0,,
5.0,,,,,,,,3.0,,9.0,5.0,,4.02,50.0,,,,,,9.0,5.0,4.02,1.8,Assassin Assassinator,,,,Uncommon,,,13.0,,,,1.8,,3.0,,
,,,,,,,,,,5.0,3.0,,1.59,65.0,,,18.0,,,5.0,3.0,1.59,2.6,Shilah's Blade,,,,Uncommon,,,13.0,,,,2.6,,5.0,,
3.0,,,,,,,,,,11.0,5.0,,3.1,60.0,,,,,,11.0,5.0,3.1,2.6,Grunt Axe,,,,Uncommon,16.0,,13.0,,,,2.6,,4.0,,
3.0,,,,,,,,,,10.0,4.0,,2.86,65.0,,,,,,10.0,4.0,2.86,2.6,Deadmines Cleaver,,,,Rare,15.0,,13.0,,,,2.6,,3.0,,
,,,,,,,,,,4.0,3.0,,1.4,65.0,,,16.0,,,4.0,3.0,1.4,2.6,Morningstar of the Order,,,,Rare,,,13.0,,,,2.6,,4.0,,3.0
,,,,,,,,5.0,,8.0,5.0,,2.51,65.0,,,,,,8.0,5.0,2.51,2.6,Bazzalan's Blade,,,,Rare,13.0,,13.0,,,,2.6,,4.0,3.0,
2.0,,,,,,,,,,6.0,3.0,,2.59,35.0,,,,,,6.0,3.0,2.59,1.8,War Knife,,,,Uncommon,12.0,,13.0,,,,1.8,,3.0,,
,,,,,,,,,,11.0,6.0,,3.42,,,,,,,11.0,6.0,3.42,2.6,Smotts' Cutlass,,,,Common,20.0,,13.0,,,,2.6,,,,
3.0,,,,,,,,,,8.0,4.0,,3.58,55.0,,,,,,8.0,4.0,3.58,1.8,Bite of Serra'kis,,,,Rare,20.0,,13.0,,,,1.8,,5.0,,
4.0,,,,,,,,,,11.0,6.0,,3.42,65.0,,,,,,11.0,6.0,3.42,2.6,Sword of the Night Sky,,,,Uncommon,19.0,,13.0,,,,2.6,,,4.0,
5.0,,,,,,,,,,7.0,4.0,,3.19,55.0,,,,,,7.0,4.0,3.19,1.8,Sentinel's Blade,,,,Rare,18.0,,13.0,,,,1.8,,2.0,,
3.0,,,,,,,,,,9.0,7.0,,3.12,60.0,,,,,,9.0,7.0,3.12,2.6,Shadowhide Mace,,,,Uncommon,17.0,,13.0,,,,2.6,,6.0,,
,,,,,,,,,,11.0,5.0,,3.1,70.0,,,,,,11.0,5.0,3.1,2.6,Serpent's Kiss,,,,Rare,16.0,,13.0,,,,2.6,,,,
,,,,,,,,,,11.0,5.0,,3.1,60.0,,,,,,11.0,5.0,3.1,2.6,Orcish Cleaver,,,,Uncommon,16.0,,13.0,,,,2.6,,,2.0,
3.0,,,,,,,,3.0,,7.0,3.0,,3.03,50.0,,,,,,7.0,3.0,3.03,1.8,SI:7 Special Issue Dagger,,,,Rare,,,13.0,,,,1.8,,3.0,,
,,,,,,,,,,4.0,2.0,,1.79,55.0,,3.0,18.0,,,4.0,2.0,1.79,1.8,Thruk's Fillet Knife,,,,Rare,20.0,,13.0,,,,1.8,,5.0,,1.0
4.0,,,,,,,,,,8.0,4.0,,3.58,55.0,,,,,,8.0,4.0,3.58,1.8,Doomspike,,,,Rare,20.0,,13.0,,,,1.8,,4.0,,
3.0,,,,,,,,2.0,,7.0,4.0,,3.14,55.0,,,,,,7.0,4.0,3.14,1.8,Impish Blade,,,,Rare,,,13.0,,,,1.8,,4.0,,
,,,,,,,,2.0,,9.0,6.0,,3.06,70.0,,1.0,,,,9.0,6.0,3.06,2.6,Baron's Scepter,,,,Rare,16.0,,13.0,,,,2.6,,4.0,3.0,
,,,,,,,,,,8.0,6.0,,2.8,65.0,,,,,,8.0,6.0,2.8,2.6,Weighted Sap,,,,Rare,15.0,,13.0,,,,2.6,,3.0,3.0,
,,,,,,,,,,4.0,3.0,,1.4,65.0,,,16.0,,,4.0,3.0,1.4,2.6,Mace of the Sunwalker,,,,Rare,,,13.0,,,,2.6,,4.0,,3.0
,,,,,,,,,,8.0,6.0,,2.74,55.0,,,,,,8.0,6.0,2.74,2.6,Barbed Club,,,,Uncommon,14.0,,13.0,,,,2.6,,4.0,3.0,
3.0,,,,,,,,,,6.0,3.0,,2.7,40.0,,3.0,,,,6.0,3.0,2.7,1.8,Brackclaw,,,,Uncommon,14.0,,13.0,,,,1.8,,,,
,,,,,,,,,,7.0,5.0,,2.42,50.0,,,,,,7.0,5.0,2.42,2.6,Gnoll Punisher,,,,Uncommon,12.0,,13.0,,,,2.6,,,4.0,
,,,,,,,,,,7.0,5.0,,2.42,50.0,,,,,,7.0,5.0,2.42,2.6,Wicked Blackjack,,,,Uncommon,12.0,,13.0,,,,2.6,,,4.0,
,,,,,,,,,,5.0,3.0,,2.23,35.0,,,,,,5.0,3.0,2.23,1.8,Jambiya,,,,Common,11.0,,13.0,,,,1.8,,,,
,,,,,,,,,,15.0,7.0,,4.29,75.0,,,,,,15.0,7.0,4.29,2.6,Devo's Handaxe,,,,Uncommon,,,13.0,,,,2.6,,5.0,5.0,
,,,,,,,,2.0,,12.0,7.0,,3.66,,,,,,,12.0,7.0,3.66,2.6,Frost-Etched Runeblade,,,,Uncommon,20.0,,13.0,,,,2.6,,5.0,3.0,2.0
,,,,,,,,,,11.0,8.0,,3.7,65.0,,,,,,11.0,8.0,3.7,2.6,Battlesmasher,,,,Uncommon,20.0,,13.0,,,,2.6,,5.0,3.0,
,,,,,,,,,,11.0,7.0,,3.55,45.0,,,,,,11.0,7.0,3.55,2.6,Slicing Claw,,,,Common,20.0,,13.0,,,,2.6,,,,
,,,,,,,,,4.0,,,,,,,,,,,,,,,Heavy Weightstone,,,,Common,15.0,,,,,,,,,,
6.0,,,,,,,,,,11.0,8.0,,3.7,65.0,,,,,,11.0,8.0,3.7,2.6,Wicked Spiked Mace,,,,Uncommon,20.0,,13.0,,,,2.6,,,,
,,,,,,,,,,8.0,4.0,,3.48,45.0,,,,,,8.0,4.0,3.48,1.8,Kris,,,,Common,19.0,,13.0,,,,1.8,,,,
4.0,,,,,,,,,,11.0,6.0,,3.42,65.0,,,,,,11.0,6.0,3.42,2.6,Slatemetal Cutlass,,,,Uncommon,,,13.0,,,,2.6,,,4.0,
3.0,,,,,,,,,,7.0,4.0,,3.19,45.0,,,,,,7.0,4.0,3.19,1.8,Darksnare Dagger,,,,Uncommon,,,13.0,,,,1.8,,4.0,,
,,,,,,,,,,7.0,3.0,,3.04,40.0,,,,,,7.0,3.0,3.04,1.8,Razormane Backstabber,,,,Common,16.0,,13.0,,,,1.8,,,,
,,,,,,,,3.0,,10.0,4.0,,2.86,65.0,,,,,,10.0,4.0,2.86,2.6,Broadaxe of the Horde,,,,Rare,,,13.0,,,,2.6,,3.0,3.0,
,,,,,,,,3.0,,8.0,6.0,,2.8,65.0,,,,,,8.0,6.0,2.8,2.6,Battlehammer of the Sunwalker,,,,Rare,,,13.0,,,,2.6,,3.0,3.0,
,,,,,,,,3.0,,8.0,6.0,,2.8,65.0,,,,,,8.0,6.0,2.8,2.6,Gavel of the Order,,,,Rare,,,13.0,,,,2.6,,3.0,3.0,
3.0,,,,,,,,3.0,,10.0,4.0,,2.86,65.0,,,,,,10.0,4.0,2.86,2.6,Battleaxe of the Speaker,,,,Rare,,,13.0,,,,2.6,,3.0,,
3.0,,,,,,,,2.0,,6.0,3.0,,2.64,50.0,,2.0,,,,6.0,3.0,2.64,1.8,Fang of Adarogg,,,,Rare,13.0,,13.0,,,,1.8,,4.0,,
,,,,,,0.0002777777777777778,,,,,,,,,,,,,,,,,,Minor Mana Oil,,,,Common,20.0,,,,,,,,,,
,,,,,,,,,,5.0,4.0,,1.75,,,2.0,18.0,,,5.0,4.0,1.75,2.6,Hammer of Faith,,,,Uncommon,20.0,,13.0,,,,2.6,,5.0,,2.0
,,,,,,,,,,11.0,7.0,,3.55,45.0,,,,,,11.0,7.0,3.55,2.6,Left-Handed Claw,,,,Common,20.0,,13.0,,,,2.6,,,,
,,,,,,,,,,5.0,4.0,,1.75,80.0,,,18.0,,,5.0,4.0,1.75,2.6,Crested Scepter,,,,Rare,20.0,,13.0,,,,2.6,,5.0,,
,,,,,,,,,,11.0,8.0,,3.7,65.0,,,,,,11.0,8.0,3.7,2.6,Heavy Bronze Mace,,,,Uncommon,20.0,,13.0,,,,2.6,,,6.0,
,,,,,,,,,,12.0,5.0,,3.44,,,,,,,12.0,5.0,3.44,2.6,Shadowhide Scalper,,,,Uncommon,19.0,,13.0,,,,2.6,,,6.0,
,,,,,,,,,,12.0,5.0,,3.4,65.0,,,,,,12.0,5.0,3.4,2.6,Double Axe,,,,Common,19.0,,13.0,,,,2.6,,,,
,,,,,,,,,,12.0,5.0,,3.39,65.0,,,,,,12.0,5.0,3.39,2.6,Bronze Axe,,,,Uncommon,18.0,,13.0,,,,2.6,,6.0,3.0,
4.0,,,,,,,,4.0,,7.0,4.0,,3.14,45.0,,,,,,7.0,4.0,3.14,1.8,Daggerspine Dagger,,,,Uncommon,,,13.0,,,,1.8,,,,
3.0,,,,,,,,,,9.0,6.0,,3.06,60.0,,,,,,9.0,6.0,3.06,2.6,Shredder Piston,,,,Uncommon,,,13.0,,,,2.6,,4.0,,
5.0,,,,,,,,,,7.0,3.0,,3.03,50.0,,,,,,7.0,3.0,3.03,1.8,Goblin Screwdriver,,,,Rare,15.0,,13.0,,,,1.8,,,,
5.0,,,,,,,,,,6.0,3.0,,2.64,40.0,,,,,,6.0,3.0,2.64,1.8,Hollowfang Blade,,,,Uncommon,13.0,,13.0,,,,1.8,,,,
,,,,,,,,,,7.0,5.0,,2.42,60.0,,,,,,7.0,5.0,2.42,2.6,Cookie's Meat Mallet,,,,Rare,,,13.0,,,,2.6,,3.0,3.0,
,,,,,,,,,,8.0,3.0,,2.26,50.0,,,,,,8.0,3.0,2.26,2.6,Hatchet,,,,Common,11.0,,13.0,,,,2.6,,,,
2.0,,,,,,,,2.0,,8.0,3.0,,2.29,50.0,,,,,,8.0,3.0,2.29,2.6,Everstill Hewer,,,,Uncommon,,,13.0,,,,2.6,,3.0,,
