agi,agiint,agistr,agistrint,arcres,armor,atkpwr,classes,cooldown,critstrkrtng,dodgertng,firres,frores,hastertng,int,itemset,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqlevel,rgdhastepct,slotbak,socket1,socket2,speed,splhastepct,sta,str,strint,versatility
4.0,,,,,2.0,,,,,,,,,,,,Dervish Cape,,,,Uncommon,21.0,,16.0,,,,,6.0,,,
,,,,,3.0,,,,,,,,,1.0,,,Vibrant Silk Cape,,,,Uncommon,28.0,,16.0,,,,,,,,9.0
,,,,,3.0,,,,,,,,,,,,Thick Scale Cloak,,,,Uncommon,24.0,,16.0,,,,,6.0,4.0,,
4.0,,,,,3.0,,,,,,,,,,,,Wrap of Open Menace,,,,Rare,,,16.0,,,,,6.0,,,
,,,,,3.0,,,,,,,,,4.0,,,Raincaller Cloak,,,,Uncommon,22.0,,16.0,,,,,6.0,,,
,,,,,2.0,,,,,,,,,,,,Battleforge Cloak,,,,Uncommon,21.0,,16.0,,,,,6.0,4.0,,
,,,,,3.0,,,,,,,,,5.0,,,Twilight Cape,,,,Uncommon,30.0,,16.0,,,,,8.0,,,
9.0,,,,,3.0,,,,,,,,,,,,Hawkeye's Cloak,,,,Uncommon,30.0,,16.0,,,,,,4.0,,
,,,,,3.0,,,,,,,,,5.0,,,Feegly's Shroud,,,,Uncommon,,,16.0,,,,,8.0,,,
,,,,,3.0,,,,,,,,,5.0,,,Battle Healer's Cloak,,,,Rare,28.0,,16.0,,,,,7.0,,,4.0
,,,,,3.0,,,,,,,,,5.0,,,Caretaker's Cape,,,,Rare,28.0,,16.0,,,,,7.0,,,4.0
5.0,,,5.0,,3.0,,,,4.0,,,,2.0,5.0,,,Scorched Earth Cloak,,,,Rare,30.0,,16.0,,,,,7.0,5.0,,
,,,,,3.0,,,,,,,,,,,,Nightsky Cloak,,,,Uncommon,27.0,,16.0,,,,,7.0,,,8.0
,,,,,3.0,,,,,,,,,,,,Pillager's Cloak,,,,Uncommon,26.0,,16.0,,,,,7.0,5.0,,
,,,,,3.0,,,,,,,,,11.0,,,Cloak of Rot,,,,Uncommon,26.0,,16.0,,,,,,,,
,,,,,3.0,,,,,,,,,8.0,,,Resilient Cape,,,,Uncommon,24.0,,16.0,,,,,,,,
,,,,,3.0,,,,,,,,,,,,Wicked Chain Cloak,,,,Uncommon,23.0,,16.0,,,,,6.0,4.0,,
,,,,,3.0,,,,,,,,,,,,Sparkleshell Cloak,,,,Uncommon,30.0,,16.0,,,,,8.0,5.0,,
,,,,,3.0,,,,,,,,,,,,Sergeant's Cape,,,,Rare,30.0,,16.0,,,,,8.0,,,10.0
5.0,,,,,3.0,,,,,,,,,,,,Archer's Cloak,,,,Uncommon,29.0,,16.0,,,,,8.0,,,
,,,,,3.0,,,,,,,,,,,,Renegade Cloak,,,,Uncommon,28.0,,16.0,,,,,7.0,5.0,,
5.0,,,,,3.0,,,,,,,,,,,,Headhunter's Cloak,,,,Uncommon,27.0,,16.0,,,,,7.0,,,
,,,,,3.0,,,,3.0,,,,5.0,5.0,,,Dask's Cloak,,,,Uncommon,,,16.0,,,,,7.0,,,
5.0,,,,,3.0,,,,5.0,,,,,,,,Nimblefinger Cloak,,,,Rare,,,16.0,,,,,7.0,,,
4.0,,,,,3.0,,,,,,,,,,,,Scaled Cloak,,,,Uncommon,24.0,,16.0,,,,,6.0,,,
,,,,,3.0,,,,,,,,,,,,Banded Cloak,,,,Uncommon,24.0,,16.0,,,,,6.0,4.0,,
4.0,,,,,3.0,,,,5.0,,,,,,,,Jungle Spirits' Embrace,,,,Rare,,,16.0,,,,,6.0,,,
,,,,,2.0,,,,,,,,,,,,Tough Cloak,,,,Poor,23.0,,16.0,,,,,,,,
,,,,,3.0,,,,,,,,,4.0,,,Sage's Cloak,,,,Uncommon,23.0,,16.0,,,,,6.0,,,
,,,,,3.0,,,,,,,,,,,,Glimmering Cloak,,,,Uncommon,23.0,,16.0,,,,,6.0,,,7.0
5.0,,,5.0,,3.0,,,,4.0,,,,4.0,5.0,,,Bonetusk Greatcloak,,,,Rare,30.0,,16.0,,,,,8.0,5.0,,
,,,,,3.0,,,,,,,,,5.0,,,Geomancer's Cloak,,,,Uncommon,29.0,,16.0,,,,,8.0,,,
5.0,,,,,3.0,,,,,,,,,,,,Ghostwalker Cloak,,,,Uncommon,28.0,,16.0,,,,,7.0,,,
,,,,,3.0,,,,,,,,,5.0,,,Conjurer's Cloak,,,,Uncommon,28.0,,16.0,,,,,7.0,,,
,,,,,3.0,,,,,,,,,5.0,,,Vital Cape,,,,Uncommon,27.0,,16.0,,,,,7.0,,,
,,,,,3.0,,,,,,,,,,,,Insignia Cloak,,,,Uncommon,27.0,,16.0,,,,,7.0,,,8.0
,,,,,3.0,,,,,,,,3.0,,,,Cloak of Great Endeavors,,,,Rare,,,16.0,,,,,7.0,5.0,,
,,,,,3.0,,,,,,,,,5.0,,,Thistlefur Cloak,,,,Uncommon,26.0,,16.0,,,,,7.0,,,
5.0,,,,,3.0,,,,,,,,,,,,Infiltrator Cloak,,,,Uncommon,26.0,,16.0,,,,,7.0,,,
,,,,,3.0,,,,,,,,,,,,Phalanx Cloak,,,,Uncommon,25.0,,16.0,,,,,7.0,5.0,,
5.0,,,,,3.0,,,,,,,,,,,,Raptor Scrap Cloak,,,,Uncommon,,,16.0,,,,,7.0,,,
,,,,,3.0,,,,,,,,,4.0,,,Durable Cape,,,,Uncommon,24.0,,16.0,,,,,6.0,,,
,,,,,3.0,,,,,,,,,4.0,,,Bloodstone-Studded Cloak,,,,Uncommon,,,16.0,,,,,6.0,,,
7.0,,,,,2.0,,,,,,,,,,,,Cloak of Night,,,,Uncommon,21.0,,16.0,,,,,,,,
,,,,,3.0,,,,4.0,,,,,,,,Stonecloth Cape,,,,Uncommon,28.0,,16.0,,,,,7.0,1.0,,
,,,,,3.0,,,,,,,,,,,,Marauder's Cloak,,,,Uncommon,28.0,,16.0,,,,,7.0,5.0,,
,,,,,3.0,,,,4.0,,,,,5.0,,,Drape of Centaur Dreams,,,,Rare,,,16.0,,,,,7.0,,,
,,,,,3.0,,,,,,,,,,,,Sabersnout's Cloak,,,,Uncommon,,,16.0,,,,,7.0,5.0,,
,,,,,3.0,,,,,,,,,,,,Sabersnout's Cloak,,,,Uncommon,,,16.0,,,,,7.0,5.0,,
,,,,,3.0,,,,3.0,,,,5.0,5.0,,,Formulaic Cloak,,,,Uncommon,,,16.0,,,,,7.0,,,
,,,,,3.0,,,,,,,,3.0,,,,Cloak of Great Endeavors,,,,Rare,,,16.0,,,,,7.0,5.0,,
,,,,,3.0,,,,5.0,,,,,,,,Skull-Scorched Cloak,,,,Rare,,,16.0,,,,,7.0,5.0,,
,,,,,3.0,,,,5.0,,,,,,,,Skull-Scorched Cloak,,,,Rare,,,16.0,,,,,7.0,5.0,,
5.0,,,,,3.0,,,,,,,,,,,,Seized Rageroar Cloak,,,,Uncommon,,,16.0,,,,,7.0,,,
,,,,,3.0,,,,,,,,,5.0,,,Elder's Cloak,,,,Uncommon,25.0,,16.0,,,,,7.0,,,
,,,,,3.0,,,,,,,,,4.0,,,Stromgarde Surcoat,,,,Uncommon,,,16.0,,,,,6.0,,,
4.0,,,,,3.0,,,,,,,,,,,,Pathfinder Cloak,,,,Uncommon,22.0,,16.0,,,,,6.0,,,
,,,,,3.0,,,4.0,,,,,,,,,Wrap of Unity,,,,Rare,35.0,,16.0,,,,,,,,
,,,,,5.0,,,2.0,,,,,,,,,Cloak of Coordination,,,,Epic,35.0,,16.0,,,,,,,,
7.0,,,,,4.0,,,,,,,,,,,,Scorpashi Cape,,,,Uncommon,39.0,,16.0,,,,,10.0,3.0,,
,,,,,3.0,,,4.0,,,,,,,,,Wrap of Unity,,,,Rare,35.0,,16.0,,,,,,,,
,,,,,5.0,,,2.0,,,,,,,,,Cloak of Coordination,,,,Epic,35.0,,16.0,,,,,,,,
,,,,,3.0,,,8.0,,,,,,,,,Shroud of Cooperation,,,,Uncommon,35.0,,16.0,,,,,,,,
,,,,,3.0,,,8.0,,,,,,,,,Shroud of Cooperation,,,,Uncommon,35.0,,16.0,,,,,,,,
,,,,,4.0,,,,,,,,,,,,Bonelink Cape,,,,Uncommon,38.0,,16.0,,,,,9.0,6.0,,
,,,,,4.0,,,,5.0,,,,,,,,Cape of Stormwind,,,,Rare,35.0,,16.0,,,,,9.0,7.0,,
7.0,,,,,4.0,,,,,,,,,,,,Cabalist Cloak,,,,Uncommon,39.0,,16.0,,,,,10.0,,,
,,,,,4.0,,,,,,,,,7.0,,,Mantle of Lady Falther'ess,,,,Rare,36.0,,16.0,,,,,9.0,,,
,,,,,4.0,,,,5.0,,,,,,,,Cape of Orgrimmar,,,,Rare,35.0,,16.0,,,,,9.0,7.0,,
,,,,,4.0,,,,,,,,,7.0,,,Chain Link Towel,,,,Uncommon,,,16.0,,,,,11.0,,,13.0
7.0,,,7.0,,4.0,,,,,,,,6.0,7.0,,,Silky Spider Cape,,,,Rare,40.0,,16.0,,,,,10.0,7.0,,4.0
,,,,,4.0,,,,,,,,,7.0,,,Gossamer Cape,,,,Uncommon,39.0,,16.0,,,,,10.0,,,
,,,,,4.0,,,,,,,,,,,,Champion's Cape,,,,Uncommon,39.0,,16.0,,,,,10.0,7.0,,
,,,,,4.0,,,,,,,,,6.0,,,Regal Cloak,,,,Uncommon,35.0,,16.0,,,,,9.0,,,
,,,,,5.0,,,,,,,,6.0,,,,Dar'toon's Cloak,,,,Uncommon,,,16.0,,,,,13.0,8.0,,
,,,,,3.0,,,,,,,,,,,,Grimtotem Cloak,,,,Uncommon,,,16.0,,,,,9.0,6.0,,
,,,,,5.0,,,,,,,,,,,,Bloodpetal Cloak,,,5.0,Uncommon,,,16.0,,,,,12.0,8.0,,
,,,,,4.0,,,,,,,,7.0,7.0,,,Denmother's Cloak,,,,Rare,,,16.0,,,,,11.0,,,
,,,,,4.0,,,,,,,,,9.0,,,Icy Cloak,,,,Rare,35.0,,16.0,,,,,,,,5.0
,,,,,3.0,,,,,,9.0,,,,,,Crimson Silk Cloak,,,,Uncommon,31.0,,16.0,,,,,8.0,,,
,,,,,5.0,,,,,,,,,8.0,,,Obsidian-Flecked Cape,,,,Rare,,,16.0,,,,,12.0,,,7.0
7.0,,,,,4.0,,,,,,,,4.0,,,,Gorn's Discarded Cloak,,,,Uncommon,,,16.0,,,,,10.0,,,
7.0,,,7.0,,4.0,,,,5.0,,,,,7.0,,,Fluctuating Cloak,,,,Rare,40.0,,16.0,,,,,10.0,7.0,,5.0
,,,,,4.0,,,,,,,,,7.0,,,Windchaser Cloak,,,,Uncommon,37.0,,16.0,,,,,9.0,,,5.0
7.0,,,,,4.0,,,,,,,,5.0,,,,Shroud of Orgrimmar,,,,Rare,35.0,,16.0,,,,,9.0,,,
,,,,,4.0,,,,,,,,,6.0,,,Lunar Cloak,,,,Uncommon,35.0,,16.0,,,,,9.0,,,
,,,,,3.0,,,,,,,,,,,,Aurora Cloak,,,,Uncommon,32.0,,16.0,,,,,9.0,,,10.0
6.0,,,6.0,,3.0,,,,6.0,,,,,6.0,,,Grovekeeper's Drape,,,,Rare,32.0,,16.0,,,,,9.0,6.0,,2.0
4.0,,,,,3.0,,,,,,,,,,,,Chief Brigadier Cloak,,,,Uncommon,31.0,,16.0,,,,,8.0,,,
,,,,,5.0,,,,,,,,,8.0,,,Obsidian-Flecked Cape,,,,Rare,,,16.0,,,,,12.0,,,7.0
7.0,,,,,4.0,,,,5.0,,,,,,,,Selura's Cloak,,,,Rare,,,16.0,,,,,11.0,,,
,,,,,4.0,,,,,,,,,,,,Warmonger's Cloak,,,,Uncommon,40.0,,16.0,,,,,10.0,7.0,,
,,,,,4.0,,,,,,,,,6.0,,,Royal Cape,,,,Uncommon,38.0,,16.0,,,,,9.0,,,
6.0,,,,,4.0,,,,,,,,,,,,Imposing Cape,,,,Uncommon,37.0,,16.0,,,,,9.0,,,
,,,,,4.0,,,,5.0,,,,,,,,Cape of Ironforge,,,,Rare,35.0,,16.0,,,,,9.0,7.0,,
,,,,,4.0,,,,5.0,,,,,7.0,,,Mantle of Undercity,,,,Rare,35.0,,16.0,,,,,9.0,,,
,,,,,4.0,,,,5.0,,,,,7.0,,,Mantle of Silvermoon,,,,Rare,35.0,,16.0,,,,,9.0,,,
6.0,,,,,3.0,,,,7.0,,,,,,,,Destroyer's Cloak,,,,Uncommon,,,16.0,,,,,9.0,,,
,,,,,4.0,,,,6.0,,,,,,,,Irontree Cloak,,,,Uncommon,,,16.0,,,,,11.0,7.0,,
,,,,,4.0,,,,,,,,,,,,Well Oiled Cloak,,,,Uncommon,39.0,,16.0,,,,,10.0,,,
,,,,,4.0,,,,,,,,,10.0,,,Blackforge Cape,,,,Uncommon,37.0,,16.0,,,,,,,,5.0
,,,,,4.0,,,,5.0,,,,3.0,,,,Shadewood Cloak,,,,Rare,36.0,,16.0,,,,,9.0,6.0,,
,,,,,4.0,,,,,,,,,6.0,,,Energy Cloak,,,,Rare,35.0,,16.0,,,,,9.0,,,6.0
,,,,,4.0,,,,5.0,,,,,7.0,,,Mantle of Gilneas,,,,Rare,35.0,,16.0,,,,,9.0,,,
,,,,,4.0,,,,5.0,,,,,,,,Cape of Silvermoon,,,,Rare,35.0,,16.0,,,,,9.0,7.0,,
,,,,,3.0,,,,,,,,,7.0,,,Long Silken Cloak,,,,Uncommon,32.0,,16.0,,,,,,,,8.0
,,,,,3.0,,,,,,,,,10.0,,,Glyphed Cloak,,,,Uncommon,32.0,,16.0,,,,,9.0,,,
7.0,,,7.0,,4.0,,,,6.0,,,,,7.0,,,Cloak of the Cosmos,,,,Rare,40.0,,16.0,,,,,10.0,7.0,,3.0
,,,,,4.0,,,,5.0,,,,,7.0,,,Mantle of Thunder Bluff,,,,Rare,35.0,,16.0,,,,,9.0,,,
,,,,,4.0,,,,5.0,,,,,7.0,,,Mantle of Gnomeregan,,,,Rare,35.0,,16.0,,,,,9.0,,,
7.0,,,,,4.0,,,,,,,,5.0,,,,Shroud of Gnomeregan,,,,Rare,35.0,,16.0,,,,,9.0,,,
,,,,,4.0,,,,5.0,,,,,,,,Cape of Undercity,,,,Rare,35.0,,16.0,,,,,9.0,7.0,,
,,,,,4.0,,,,5.0,,,,,,,,Cape of Gilneas,,,,Rare,35.0,,16.0,,,,,9.0,7.0,,
,,,,,3.0,,,,,,,,,5.0,,,Embersilk Cloak,,,,Uncommon,31.0,,16.0,,,,,8.0,,,
,,,,,5.0,,,,6.0,,,,,8.0,,,Shattershore Cloak,,,,Uncommon,,,16.0,,,,,12.0,,,
8.0,,,,,5.0,,,,5.0,,,,,,,,Careful Coverings,,,,Uncommon,,,16.0,,,,,12.0,,,
,,,,,4.0,,,,,,,,5.0,7.0,,,Magma Lord Cloak,,,,Uncommon,,,16.0,,,,,11.0,,,
,,,,,4.0,,,,6.0,,,,,7.0,,,Ash Feather Cloak,,,,Uncommon,,,16.0,,,,,10.0,,,
,,,,,4.0,,,,,,,,,,,,Phantasmal Cloak,,,,Rare,40.0,,16.0,,,,,10.0,10.0,,
,,,,,4.0,,,,,,,,,6.0,,,Bloodwoven Cloak,,,,Uncommon,38.0,,16.0,,,,,9.0,,,
6.0,,,6.0,,4.0,,,,3.0,,,,5.0,6.0,,,Emberscale Cape,,,,Rare,35.0,,16.0,,,,,9.0,6.0,,
,,,,,4.0,,,,5.0,,,,,7.0,,,Mantle of Stormwind,,,,Rare,35.0,,16.0,,,,,9.0,,,
7.0,,,,,4.0,,,,,,,,5.0,,,,Darkspear Shroud,,,,Rare,35.0,,16.0,,,,,9.0,,,
,,,,,5.0,,,,7.0,,,,,,,,Winterwater Cloak,,,,Uncommon,,,16.0,,,,,12.0,8.0,,
8.0,,,,,5.0,,,,7.0,,,,,,,,Goodgrub Cloak,,,,Uncommon,,,16.0,,,,,12.0,,,
,,,,,4.0,,,,6.0,,,,,,,,Cloak of Sleep Deprivation,,,,Uncommon,,,16.0,,,,,11.0,7.0,,
,,,,,4.0,,,,,,,,,,,,Mistscape Cloak,,,,Uncommon,36.0,,16.0,,,,,9.0,,,11.0
7.0,,,,,4.0,,,,,,,,5.0,,,,Shroud of Gilneas,,,,Rare,35.0,,16.0,,,,,9.0,,,
7.0,,,,,4.0,,,,,,,,5.0,,,,Shroud of Undercity,,,,Rare,35.0,,16.0,,,,,9.0,,,
,,,,,4.0,,,,5.0,,,,,7.0,,,Mantle of Ironforge,,,,Rare,35.0,,16.0,,,,,9.0,,,
7.0,,,,,4.0,,,,,,,,5.0,,,,Shroud of Silvermoon,,,,Rare,35.0,,16.0,,,,,9.0,,,
7.0,,,,,4.0,,,,,,,,5.0,,,,Shroud of Stormwind,,,,Rare,35.0,,16.0,,,,,9.0,,,
7.0,,,,,4.0,,,,,,,,5.0,,,,Bilgewater Shroud,,,,Rare,35.0,,16.0,,,,,9.0,,,
6.0,,,,,3.0,,,,,,,,,,,,Huntsman's Cape,,,,Uncommon,33.0,,16.0,,,,,9.0,,,
,,,,,3.0,,,,,,,,,,,,Double-Stitched Cloak,,,,Poor,32.0,,16.0,,,,,,,,
5.0,,,,,4.0,,,,,,,,,,,,Heraldic Cloak,,,,Uncommon,40.0,,16.0,,,,,10.0,,,
,,,,,4.0,,,,6.0,,,,6.0,,,,Eidolon Cloak,,,,Rare,40.0,,16.0,,,,,10.0,,,
7.0,,,7.0,,4.0,,,,,,,,6.0,7.0,,,Amplifying Cloak,,,,Rare,40.0,,16.0,,,,,10.0,7.0,,3.0
,,,,,4.0,,,,,,,,,7.0,,,Battle Healer's Cloak,,,,Rare,38.0,,16.0,,,,,9.0,,,4.0
,,,,,4.0,,,,,,,,,7.0,,,Caretaker's Cape,,,,Rare,38.0,,16.0,,,,,9.0,,,4.0
,,,,,4.0,,,,,,,,,,,,Ancient Cloak,,,,Uncommon,36.0,,16.0,,,,,9.0,6.0,,
,,,,,4.0,,,,,,,,,,,,Homecoming Wrap,,,,Uncommon,,,16.0,,,,,9.0,6.0,,
6.0,,,,,4.0,,,,,,,,,,,,Fungal Vale Cloak,,,,Uncommon,,,16.0,,,,,9.0,,,
,,,,,4.0,,,,5.0,,,,,,,,Bilgewater Cape,,,,Rare,35.0,,16.0,,,,,9.0,7.0,,
,,,,,4.0,,,,5.0,,,,,,,,Cape of Darnassus,,,,Rare,35.0,,16.0,,,,,9.0,7.0,,
7.0,,,,,4.0,,,,,,,,5.0,,,,Shroud of Ironforge,,,,Rare,35.0,,16.0,,,,,9.0,,,
,,,,,4.0,,,,5.0,,,,,7.0,,,Mantle of Darnassus,,,,Rare,35.0,,16.0,,,,,9.0,,,
,,,,,4.0,,,,5.0,,,,,7.0,,,Darkspear Mantle,,,,Rare,35.0,,16.0,,,,,9.0,,,
6.0,,,,,4.0,,,,,,,,,,,,Ranger Cloak,,,,Uncommon,35.0,,16.0,,,,,9.0,,,
,,,,,4.0,,,,,,,,,,,,Captain's Cloak,,,,Uncommon,34.0,,16.0,,,,,9.0,6.0,,
4.0,,,,,3.0,,,,,,,,,,,,Wing of the Whelpling,,,,Rare,33.0,,16.0,,,,,9.0,,,
6.0,,,,,3.0,,,,,,,,,,,,Nocturnal Cloak,,,,Uncommon,32.0,,16.0,,,,,9.0,,,
,,,,,3.0,,,,,,,,,10.0,,,Frost Leather Cloak,,,,Uncommon,31.0,,16.0,,,,,,,,
,,,,,3.0,,,,,,,,,,,,Proudmoore Cloak,,,,Uncommon,,,16.0,,,,,8.0,5.0,,
5.0,,,,,3.0,,,,,,,,,,,,Trickster's Cloak,,,,Uncommon,31.0,,16.0,,,,,8.0,,,
8.0,,,,,5.0,,,,8.0,,,,,,,,Gambler's Wrap,,,,Uncommon,,,16.0,,,,,13.0,,,
,,,,,5.0,,,,7.0,,,,,8.0,,,Shattershore Cloak,,,,Uncommon,,,16.0,,,,,13.0,,,
,,,,,4.0,,,,5.0,,,,,,,,Dreadshredder Cloak,,,,Rare,,,16.0,,,,,11.0,7.0,,
,,,,,4.0,,,,5.0,,,,,,,,Dreadshredder Cloak,,,,Rare,,,16.0,,,,,11.0,7.0,,
,,,,,4.0,,,,,,,,,7.0,,,Gaea's Cloak,,,,Uncommon,40.0,,16.0,,,,,10.0,,,
,,,,,4.0,,,,,8.0,,,,,,,Cloak of Hoarding,,,,Uncommon,,,16.0,,,,,10.0,7.0,,
6.0,,,,,4.0,,,,,,,,,,,,Tracker's Cloak,,,,Uncommon,38.0,,16.0,,,,,9.0,,,
6.0,,,,,4.0,,,,,,,,6.0,,,,Shroud of Contempt,,,,Uncommon,,,16.0,,,,,9.0,,,
,,,,,4.0,,,,,,,,,,,,Brilliant Red Cloak,,,,Uncommon,36.0,,16.0,,,,,9.0,,,
6.0,,,,,4.0,,,,,,,,,,,,Wolf Rider's Cloak,,,,Uncommon,36.0,,16.0,,,,,9.0,,,
,,,,,4.0,,,,5.0,,,,,,,,Cape of Gnomeregan,,,,Rare,35.0,,16.0,,,,,9.0,7.0,,
7.0,,,,,4.0,,,,,,,,5.0,,,,Shroud of Darnassus,,,,Rare,35.0,,16.0,,,,,9.0,,,
7.0,,,,,4.0,,,,,,,,5.0,,,,Shroud of Thunder Bluff,,,,Rare,35.0,,16.0,,,,,9.0,,,
,,,,,4.0,,,,5.0,,,,,7.0,,,Mantle of Exodar,,,,Rare,35.0,,16.0,,,,,9.0,,,
,,,,,4.0,,,,5.0,,,,,,,,Darkspear Cape,,,,Rare,35.0,,16.0,,,,,9.0,7.0,,
,,,,,4.0,,,,5.0,,,,,,,,Cape of Exodar,,,,Rare,35.0,,16.0,,,,,9.0,7.0,,
,,,,,4.0,,,,,,,,4.0,,,,Mojache Cloak,,,,Uncommon,,,16.0,,,,,9.0,6.0,,
,,,,,4.0,,,,,,,,4.0,,,,Shadebough Cloak,,,,Uncommon,,,16.0,,,,,9.0,6.0,,
,,,,,3.0,,,,,,,,,7.0,,,Silksand Cape,,,,Uncommon,33.0,,16.0,,,,,9.0,,,
,,,,,3.0,,,,,,,,,6.0,,,Spellbound Cloak,,,,Uncommon,,,16.0,,,,,9.0,,,
,,,,,3.0,,,,,,,,,,,,Steadfast Cloak,,,,Uncommon,32.0,,16.0,,,,,9.0,6.0,,
9.0,,,,,3.0,,,,,,,,,,,,Dark Hooded Cape,,,,Rare,32.0,,16.0,,,,,,4.0,,
6.0,,,,,3.0,,,,,,,,,,,,Sensiria's Shroud,,,,Uncommon,,,16.0,,,,,9.0,,,
,,,,,3.0,,,,,,,,5.0,,,,Cloak of the Unrestful,,,,Uncommon,,,16.0,,,,,8.0,5.0,,
,,,,,3.0,,,,,,,,,,,,Interlaced Cloak,,,,Poor,31.0,,16.0,,,,,,,,
,,,,,5.0,,,,,,,,6.0,,,,Netherwane Cloak,,,,Uncommon,,,16.0,,,,,13.0,8.0,,
7.0,,,,,4.0,,,,,,,,4.0,,,,Cloak of Passion,,,,Uncommon,,,16.0,,,,,10.0,,,
,,,,,4.0,,,,1.0,,,,,,,,Khan's Cloak,,,,Uncommon,39.0,,16.0,,,,,10.0,5.0,,
6.0,,,6.0,,4.0,,,,4.0,,,,,6.0,,,Phantasmal Drape,,,,Rare,39.0,,16.0,,,,,9.0,6.0,,4.0
,,,,,4.0,,,,,,,,,6.0,,,Cloak of the Reverend,,,,Rare,,,16.0,,,,,9.0,,,6.0
,,,,,4.0,,,,4.0,,,,,6.0,,,Rimblat's Cloak,,,,Uncommon,,,16.0,,,,,9.0,,,
,,,,,4.0,,,,5.0,,,,,7.0,,,Bilgewater Mantle,,,,Rare,35.0,,16.0,,,,,9.0,,,
,,,,,4.0,,,,5.0,,,,,,,,Cape of Thunder Bluff,,,,Rare,35.0,,16.0,,,,,9.0,7.0,,
,,,,,4.0,,,,5.0,,,,,7.0,,,Mantle of Orgrimmar,,,,Rare,35.0,,16.0,,,,,9.0,,,
,,,,,4.0,,,,,,,,5.0,,,,Warden's Cloak,,,,Uncommon,34.0,,16.0,,,,,9.0,5.0,,
,,,,,4.0,,,,2.0,,,,,,,,Ravager's Cloak,,,,Uncommon,34.0,,16.0,,,,,9.0,2.0,,
,,,,,3.0,,,,,,,,,,,,Jazeraint Cloak,,,,Uncommon,33.0,,16.0,,,,,9.0,6.0,,
6.0,,,,,3.0,,,,6.0,,,,,,,,Forest Green Cloak,,,,Uncommon,,,16.0,,,,,9.0,,,
,,,,,3.0,,,,,,,,,7.0,,,Guardian Cloak,,,,Uncommon,32.0,,16.0,,,,,,,,8.0
,,,,,3.0,,,,,,,,5.0,,,,Cloak of the Salted Earth,,,,Uncommon,,,16.0,,,,,8.0,5.0,,
,,,,,5.0,,,,,,,,,8.0,,,Cloak of Repose,,,,Rare,,,16.0,,,,,12.0,,,
,,,,,4.0,,,,,,,,5.0,7.0,,,Magma Lord Cloak,,,,Uncommon,,,16.0,,,,,11.0,,,
7.0,,,,,4.0,,,,5.0,,,,,,,,Tutor's Cloak,,,,Uncommon,,,16.0,,,,,11.0,,,
,,,,,4.0,,,,,,,,7.0,7.0,,,Everburning Cloak,,,,Rare,,,16.0,,,,,11.0,,,
,,,,,4.0,,,,5.0,,,,,,,,Ironhew Cloak,,,,Uncommon,,,16.0,,,,,10.0,7.0,,
,,,,,4.0,,,,,,,,,7.0,,,Pulled Wool,,,,Uncommon,,,16.0,,,,,10.0,,,
,,,,,4.0,,,,5.0,,,,,,,,Ironhew Cloak,,,,Uncommon,,,16.0,,,,,10.0,7.0,,
7.0,,,,,4.0,,,,,,,,,,,,Rageclaw Cloak,,,,Uncommon,40.0,,16.0,,,,,10.0,,,
,,,,,4.0,,,,,,,,,,,,Gryphon Cloak,,,,Uncommon,40.0,,16.0,,,,,10.0,7.0,,
11.0,,,,,4.0,,,,,,,,,,,,Imperial Cloak,,,,Uncommon,36.0,,16.0,,,,,9.0,,,
,,,,,4.0,,,,,,,,,,,,Brigade Cloak,,,,Uncommon,36.0,,16.0,,,,,9.0,6.0,,
7.0,,,,,4.0,,,,,,,,5.0,,,,Shroud of Exodar,,,,Rare,35.0,,16.0,,,,,9.0,,,
,,,,,4.0,,,,,,,,,6.0,,,Darkmist Cape,,,,Uncommon,34.0,,16.0,,,,,9.0,,,
,,,,,3.0,,,,,,,,,,,,Hardened Cloak,,,,Poor,33.0,,16.0,,,,,,,,
,,,,,3.0,,,,,,,,,6.0,,,Sorcerer Cloak,,,,Uncommon,33.0,,16.0,,,,,9.0,,,
,,,,,3.0,,,,,,,,,6.0,,,Redpine Cloak,,,,Uncommon,,,16.0,,,,,9.0,,,
5.0,,,,,3.0,,,,,,,,,,,,Sentinel Cloak,,,,Uncommon,31.0,,16.0,,,,,8.0,,,
8.0,,,,,5.0,,,,,,,,8.0,,,,Stoneskin Gargoyle Cape,,,,Rare,48.0,,16.0,,,,,12.0,,,
9.0,,,,,4.0,,,,6.0,,,,,,,,Blackmetal Cape,,,,Rare,44.0,,16.0,,,,,11.0,,,
,,,,,4.0,,,,,7.0,,,,,,,Redoubt Cloak,,,,Rare,44.0,,16.0,,,,,11.0,7.0,,
12.0,,,,,5.0,,,,5.0,,,,,,,,Dark Phantom Cape,,,,Rare,50.0,,16.0,,,,,,,,
,,,,,5.0,,,,,,,,,10.0,,,Cindercloth Cloak,,,,Uncommon,50.0,,16.0,,,,,12.0,,,
7.0,,,7.0,,4.0,,,,3.0,,,,,7.0,,,Heliotrope Cloak,,,,Rare,44.0,,16.0,,,,,11.0,7.0,,7.0
8.0,,,8.0,,5.0,,,,,,,,5.0,8.0,,,Cape of the Black Baron,,,,Rare,48.0,,16.0,,,,,12.0,8.0,,5.0
8.0,,,8.0,,5.0,,,,6.0,,,,5.0,8.0,,,Blackveil Cape,,,,Rare,47.0,,16.0,,,,,12.0,8.0,,
