agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,int,lifesteal,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,strint,versatility
4.0,4.0,,4.0,,,2.0,,40.0,,,,4.0,,,Girdle of the Blindwatcher,,,,Rare,,16.0,6.0,,,,,6.0,,,4.0
8.0,8.0,,6.0,,,,,40.0,,,,8.0,,,RuneChain Girdle,,,,Rare,,16.0,6.0,,,,,,,,
5.0,5.0,,5.0,,,,,30.0,,,,5.0,,,Runed Copper Belt,,,,Uncommon,,13.0,6.0,,,,,6.0,,,
5.0,5.0,,4.0,,,3.0,,40.0,,,4.0,5.0,,,Moss Cinch,,,,Rare,,20.0,6.0,,,,,8.0,,,
4.0,4.0,,4.0,,,,,35.0,,,,4.0,,,Scouting Belt,,,,Uncommon,,16.0,6.0,,,,,6.0,,,
4.0,4.0,,4.0,,,3.0,,40.0,,,,4.0,,,Belt of the Fang,,,,Rare,,16.0,6.0,,,,,6.0,,,2.0
,,,2.0,,,,,30.0,,,,3.0,,,Belt of Unsolvable Problems,,,,Uncommon,,,6.0,,,,,5.0,,,
,,,3.0,,,,,35.0,,,,8.0,,,Sanguine Belt,,,,Uncommon,,20.0,6.0,,,,,8.0,,,
,,,2.0,,,,,35.0,,,,,,,Lesser Belt of the Spire,,,,Uncommon,,17.0,6.0,,,,,6.0,,,5.0
,,,2.0,,,,,40.0,,,,4.0,,,Belt of Arugal,,,,Rare,,16.0,6.0,,,,,6.0,,,4.0
4.0,4.0,,4.0,,,,,30.0,,,,4.0,,,Bandit Cinch,,,,Uncommon,,14.0,6.0,,,,,6.0,,,
,,,2.0,,,,,30.0,,,,4.0,,,Mystic's Belt,,,,Uncommon,,12.0,6.0,,,,,,,,4.0
6.0,6.0,,5.0,,,,,50.0,,,,6.0,,,Belt of the Grieving Father,,,,Rare,,,6.0,,,,,9.0,,,6.0
,,,3.0,,,,,30.0,,,,,,,Fine Leather Belt,,,,Uncommon,,11.0,6.0,,,,,5.0,,,
,,,3.0,,,4.0,,40.0,,,3.0,5.0,,,Girdle of Nobility,,,,Rare,,20.0,6.0,,,,,8.0,,,
,,,2.0,,,4.0,,40.0,,,,5.0,,,Belt of the Hero,,,,Rare,,,6.0,,,,,7.0,,,
4.0,4.0,,6.0,,,,,35.0,,,,4.0,,,Defender Girdle,,,,Uncommon,,17.0,6.0,,,,,6.0,,,
4.0,4.0,,6.0,,,2.0,,40.0,,,,4.0,,,Slither-Scale Cord,,,,Rare,,16.0,6.0,,,,,6.0,,,3.0
5.0,5.0,,5.0,,,,,40.0,,,,5.0,,,Stormbringer Belt,,,,Rare,,15.0,6.0,,,,,6.0,,,
,,,2.0,,,2.0,,40.0,,,,4.0,,,Slumbersilk Waistcord,,,,Rare,,16.0,6.0,,,,,6.0,,,3.0
,,,2.0,,,,,30.0,,,,3.0,,,Willow Belt,,,,Uncommon,,11.0,6.0,,,,,5.0,,,
6.0,6.0,,8.0,,,,,50.0,,,,6.0,,,Cinch of the Grieving Father,,,,Rare,,,6.0,,,,,9.0,,,6.0
,,,2.0,,,,,35.0,,,,4.0,,,Greenweave Sash,,,,Uncommon,,17.0,6.0,,,,,6.0,,,
,,,8.0,,,,,35.0,,,5.0,4.0,,,Drunkard's Belt,,,,Uncommon,,,6.0,,,,,6.0,4.0,4.0,
3.0,3.0,,5.0,,,,,30.0,,,,3.0,,,Soldier's Girdle,,,,Uncommon,,11.0,6.0,,,,,5.0,,,
7.0,7.0,,4.0,,,,,35.0,,,,7.0,,,Dark Leather Belt,,,,Uncommon,,20.0,6.0,,,,,8.0,,,
5.0,5.0,,4.0,,,,,35.0,,,,5.0,,,Sofera's Belt,,,,Uncommon,,,6.0,,,,,7.0,,,
6.0,6.0,,4.0,,,,,35.0,,,,6.0,,,Support Girdle,,,,Uncommon,,17.0,6.0,,,,,6.0,,,
4.0,4.0,,4.0,,,,,35.0,,,,4.0,,,Beggar's Belt,,,,Uncommon,,,6.0,,,,,6.0,,,
5.0,5.0,,7.0,,,,,40.0,,,,5.0,,,Anara's Cord,,,,Uncommon,,,6.0,,,,,8.0,,,6.0
,,,3.0,,,,,35.0,,,,5.0,,,Sister Elsington's Belt,,,,Uncommon,,,6.0,,,,,7.0,,,
5.0,5.0,,6.0,,,,,35.0,,,,5.0,,,Fortified Belt,,,,Uncommon,,19.0,6.0,,,,,7.0,,,
,,,8.0,,,4.0,,40.0,,,2.0,4.0,,,Cobrahn's Grasp,,,,Rare,,16.0,6.0,,,,,6.0,4.0,4.0,
,,,8.0,,,,,35.0,,,,4.0,,,Binding Plates,,,,Uncommon,,,6.0,,,,,6.0,4.0,4.0,
4.0,4.0,,5.0,,,,,30.0,,,,4.0,,,Outrunner's Cord,,,,Uncommon,,14.0,6.0,,,,,6.0,,,
,,,2.0,,,,,30.0,,,,7.0,,,Seer's Belt,,,,Uncommon,,13.0,6.0,,,,,,,,
,,,3.0,,,,,30.0,,,,,,,Patched Leather Belt,,,,Poor,,13.0,6.0,,,,,,,,
5.0,5.0,,5.0,,,,,40.0,,,,5.0,,,Anara's Belt,,,,Uncommon,,,6.0,,,,,8.0,,,6.0
,,,3.0,,,,,40.0,,,2.0,5.0,,,Ghamoo-Ra's Bind,,,,Rare,,20.0,6.0,,,,,8.0,,,5.0
,,,10.0,,,6.0,,35.0,,,4.0,5.0,,,Belt of Equilibrium,,,,Uncommon,,,6.0,,,,,7.0,5.0,5.0,
,,,10.0,,,6.0,,35.0,,,5.0,5.0,,,Belt of Equilibrium,,,,Uncommon,,,6.0,,,,,7.0,5.0,5.0,
5.0,5.0,,6.0,,,,,35.0,,,,5.0,,,Whitemoon Mender Cord,,,,Uncommon,,,6.0,,,,,7.0,,,
6.0,6.0,,4.0,,,,,35.0,,,,6.0,,,Bristlebark Belt,,,,Uncommon,,18.0,6.0,,,,,7.0,,,
8.0,8.0,,6.0,,,,,35.0,,,,8.0,,,Hulking Belt,,,,Uncommon,,17.0,6.0,,,,,,,,
,,,2.0,,,,,35.0,,,,4.0,,,Pagan Belt,,,,Uncommon,,16.0,6.0,,,,,6.0,,,
4.0,4.0,,5.0,,,2.0,,40.0,,,,4.0,,,Bonecoal Waistguard,,,,Rare,,13.0,6.0,,,,,6.0,,,2.0
3.0,3.0,,5.0,,,,,30.0,,,,3.0,,,Chain of Recurring Raids,,,,Uncommon,,,6.0,,,,,5.0,,,
,,,10.0,,,3.0,,40.0,,,4.0,5.0,,,Cast Iron Waistplate,,,,Rare,,20.0,6.0,,,,,8.0,5.0,5.0,
5.0,5.0,,7.0,,,,,35.0,,,,5.0,,,Spiked Chain Belt,,,,Uncommon,,20.0,6.0,,,,,8.0,,,
,,,3.0,,,,,35.0,,,,7.0,,,Brimstone Belt,,,,Uncommon,,19.0,6.0,,,,,7.0,,,
,,,10.0,,,4.0,,40.0,,,,5.0,,,Pocket-Nuke Belt,,,,Rare,,,6.0,,,,,7.0,5.0,5.0,
,,,9.0,,,,,35.0,,,,5.0,,,Swiftgear Belt,,,,Uncommon,,,6.0,,,,,7.0,5.0,5.0,
6.0,6.0,,5.0,,,,,35.0,,,,6.0,,,Burnished Girdle,,,,Uncommon,,15.0,6.0,,,,,6.0,,,
,,,2.0,,,,,35.0,,,,4.0,,,Keyton's Sash,,,,Uncommon,,,6.0,,,,,6.0,,,
4.0,4.0,,3.0,,,,,30.0,,,,4.0,,,Inscribed Leather Belt,,,,Uncommon,,12.0,6.0,,,,,5.0,,,
,,,7.0,,,,,30.0,,,,3.0,,,Belt of the Sons,,,,Uncommon,,,6.0,,,,,5.0,3.0,3.0,
,,,10.0,,,,,35.0,,,,5.0,,,Weaponized Belt,,,,Uncommon,,,6.0,,,,,8.0,5.0,5.0,
,,,3.0,,,,,35.0,,,,5.0,,,Stardust Belt,,,,Uncommon,,,6.0,,,,,8.0,,,
5.0,5.0,,4.0,,,,,35.0,,,,5.0,,,Hippogryph Down Belt,,,,Uncommon,,,6.0,,,,,8.0,,,
7.0,7.0,,6.0,,,,,35.0,,,,7.0,,,Warchief's Girdle,,,,Uncommon,,18.0,6.0,,,,,7.0,,,
,,,2.0,,,,,35.0,,,,5.0,,,Fiery Loop,,,,Uncommon,,,6.0,,,,,7.0,,,
,,,4.0,,,,,35.0,,,,,,,Cured Leather Belt,,,,Common,,17.0,6.0,,,,,,,,
,,,2.0,,,,,35.0,,,,6.0,,,Jewel-Encrusted Sash,,,,Uncommon,,16.0,6.0,,,,,6.0,,,
4.0,4.0,,4.0,,,,,35.0,,,,4.0,,,Rigid Belt,,,,Uncommon,,15.0,6.0,,,,,6.0,,,
,,,2.0,,,,,35.0,,,,8.0,,,Wise Man's Belt,,,,Uncommon,,15.0,6.0,,,,,,,,
,,,8.0,,,,,30.0,,,,4.0,,,Shalewind Belt,,,,Uncommon,,,6.0,,,,,6.0,4.0,4.0,
,,,2.0,,,,,30.0,,,,,,,Canvas Belt,,,,Poor,,13.0,6.0,,,,,,,,
4.0,4.0,,5.0,,,,,30.0,,,,4.0,,,Raider's Belt,,,,Uncommon,,13.0,6.0,,,,,6.0,,,
,,,4.0,,,,,30.0,,,,,,,Prospector's Sash,,,,Uncommon,,13.0,6.0,,,,,6.0,,,4.0
4.0,4.0,,5.0,,,,,30.0,,,,4.0,,,Tranquillen Pathfinder's Cinch,,,,Uncommon,,12.0,6.0,,,,,5.0,,,
5.0,5.0,,5.0,,,7.0,,40.0,,,,5.0,,,Blastgineer's Belt,,,,Uncommon,,,6.0,,,,,8.0,,,
5.0,5.0,,4.0,Rogue,,4.0,,35.0,,,,5.0,,,Nimblefinger Waistband,,,,Uncommon,,20.0,6.0,,,,,8.0,,,3.0
5.0,5.0,,4.0,,,,,35.0,,,,5.0,,,Superior Belt,,,,Uncommon,,20.0,6.0,,,,,8.0,,,
5.0,5.0,,4.0,,,,,35.0,,,,5.0,,,Wrangler's Belt,,,,Uncommon,,19.0,6.0,,,,,7.0,,,
5.0,5.0,,6.0,,,,,35.0,,,,5.0,,,Headland Belt,,,,Uncommon,,,6.0,,,,,7.0,,,
,,,4.0,,,,,35.0,,,,,,,Rawhide Belt,,,,Poor,,19.0,6.0,,,,,,,,
,,,2.0,,,,,35.0,,,,,,,Thick Cloth Belt,,,,Common,,17.0,6.0,,,,,,,,
4.0,4.0,,4.0,,,,,35.0,,,,4.0,,,Belt of Secret Signs,,,,Uncommon,,,6.0,,,,,6.0,,,
4.0,4.0,,5.0,,,,,35.0,,,,4.0,,,Bad Waistguard,,,,Uncommon,,,6.0,,,,,6.0,,,
4.0,4.0,,4.0,,,,,40.0,,,3.0,4.0,,,Belt of Boundless Fury,,,,Rare,,13.0,6.0,,,,,6.0,,,2.0
3.0,3.0,,3.0,,,,,30.0,,,,3.0,,,Feral Cord,,,,Uncommon,,12.0,6.0,,,,,5.0,,,
,,,2.0,,,,,30.0,,,,,,,Heavy Weave Belt,,,,Common,,12.0,6.0,,,,,,,,
,,,3.0,,,,,30.0,,,,,,,Tanned Leather Belt,,,,Common,,12.0,6.0,,,,,,,,
,,,12.0,,,,,40.0,,,,6.0,,,Brightplate Girdle,,,,Uncommon,,,6.0,,,,,9.0,6.0,6.0,
,,,10.0,,,,,35.0,,,,5.0,,,Greenpaw Belt,,,,Uncommon,,,6.0,,,,,8.0,5.0,5.0,
7.0,7.0,,4.0,,,,,35.0,,,,7.0,,,Hillman's Belt,,,,Uncommon,,20.0,6.0,,,,,8.0,,,
,,,3.0,Warlock,,3.0,,35.0,,,4.0,5.0,,,Felburner's Cord,,,,Uncommon,,20.0,6.0,,,,,8.0,,,
5.0,5.0,,7.0,,,,,35.0,,,,5.0,,,Stardust Waistcord,,,,Uncommon,,,6.0,,,,,8.0,,,
,,,6.0,,,,,35.0,,,,,,,Linked Chain Belt,,,,Poor,,20.0,6.0,,,,,,,,
,,,10.0,Death knight,,4.0,,,,,,5.0,,,Heart-Lesion Girdle,,,,Uncommon,,20.0,6.0,,,,,8.0,5.0,5.0,3.0
5.0,5.0,,4.0,Druid,,4.0,,35.0,,,,5.0,,,Wildshifter Belt,,,,Uncommon,,20.0,6.0,,,,,8.0,,,3.0
,,,3.0,Mage,,3.0,,35.0,,,,5.0,,,Spellsculptor's Cord,,,,Uncommon,,20.0,6.0,,,,,8.0,,,4.0
6.0,6.0,,4.0,,,,,35.0,,,,6.0,,,Guardsman Belt,,,,Uncommon,,19.0,6.0,,,,,7.0,,,
5.0,5.0,,4.0,,,,,35.0,,,,5.0,,,Belt of Healing Charms,,,,Uncommon,,,6.0,,,,,7.0,,,
,,,2.0,,,,,35.0,,,,3.0,,,Tarantula Silk Sash,,,,Uncommon,,18.0,6.0,,,,,7.0,,,
4.0,4.0,,6.0,,,,,35.0,,,,4.0,,,Gorthak's Tool Belt,,,,Uncommon,,,6.0,,,,,6.0,,,
4.0,4.0,,4.0,,,,,35.0,,,,4.0,,,Pilfered Kaldorei Belt,,,,Uncommon,,,6.0,,,,,6.0,,,
,,,2.0,,,,,35.0,,,,4.0,,,Sash of the Blind Princess,,,,Uncommon,,,6.0,,,,,6.0,,,
4.0,4.0,,6.0,,,,,35.0,,,,4.0,,,Fitzsimmons' Cinch,,,,Uncommon,,,6.0,,,,,6.0,,,
,,,6.0,,,,,35.0,,,,,,,Scalemail Belt,,,,Common,,17.0,6.0,,,,,,,,
4.0,4.0,,6.0,,,,,35.0,,,,4.0,,,Drifter's Cinch,,,,Uncommon,,,6.0,,,,,6.0,,,
4.0,4.0,,4.0,,,,,35.0,,,,4.0,,,Bad Belt,,,,Uncommon,,,6.0,,,,,6.0,,,
4.0,4.0,,3.0,,,,,30.0,,,,4.0,,,Batskin Belt,,,,Uncommon,,12.0,6.0,,,,,5.0,,,
,,,8.0,,,,,30.0,,,,4.0,,,Tranquillien Defender's Girdle,,,,Uncommon,,12.0,6.0,,,,,5.0,4.0,4.0,
5.0,5.0,,5.0,,,5.0,,40.0,,,,5.0,,,Fisherman's Belt,,,,Uncommon,,,6.0,,,,,8.0,,,
5.0,5.0,,7.0,,,5.0,,40.0,,,,5.0,,,Fisherman's Links,,,,Uncommon,,,6.0,,,,,8.0,,,
5.0,5.0,,7.0,,,7.0,,40.0,,,,5.0,,,Blastgineer's Waistband,,,,Uncommon,,,6.0,,,,,8.0,,,
5.0,5.0,,7.0,Shaman,,,,35.0,,,3.0,5.0,,,Totem-Caller Belt,,,,Uncommon,,20.0,6.0,,,,,8.0,,,4.0
,,,10.0,Warrior,,4.0,,35.0,,,,5.0,,,Warsinger's Girdle,,,,Uncommon,,20.0,6.0,,,,,8.0,5.0,5.0,3.0
7.0,7.0,,7.0,,,,,35.0,,,,7.0,,,Chain Belt,,,,Uncommon,,20.0,6.0,,,,,8.0,,,
5.0,5.0,,7.0,Hunter,,4.0,,35.0,,,3.0,5.0,,,Heartbonded Belt,,,,Uncommon,,20.0,6.0,,,,,8.0,,,
,,,10.0,Paladin,,,,35.0,,,4.0,5.0,,,Lightsoul Girdle,,,,Uncommon,,20.0,6.0,,,,,8.0,5.0,5.0,3.0
5.0,5.0,,6.0,,,,,35.0,,,,5.0,,,Shadumbra's Might,,,,Uncommon,,,6.0,,,,,7.0,,,
4.0,4.0,,4.0,,,,,35.0,,,,4.0,,,Fitzsimmons' Belt,,,,Uncommon,,,6.0,,,,,6.0,,,
,,,2.0,,,,,35.0,,,,4.0,,,Shimmering Sash,,,,Uncommon,,17.0,6.0,,,,,6.0,,,
,,,2.0,,,,,35.0,,,,,,,Brocade Belt,,,,Poor,,16.0,6.0,,,,,,,,
4.0,4.0,,6.0,,,,,40.0,,,2.0,4.0,,,Blindwatcher's Chain,,,,Rare,,16.0,6.0,,,,,6.0,,,3.0
,,,5.0,,,,,30.0,,,,,,,Laced Mail Belt,,,,Poor,,14.0,6.0,,,,,,,,
,,,8.0,,,,,40.0,,,,4.0,,,Searing Belt,,,,Rare,,,6.0,,,,,6.0,4.0,4.0,3.0
5.0,5.0,,4.0,,,,,30.0,,,,5.0,,,Murloc Scale Belt,,,,Uncommon,,13.0,6.0,,,,,6.0,,,
,,,5.0,,,,,30.0,,,,,,,Chainmail Belt,,,,Common,,12.0,6.0,,,,,,,,
6.0,6.0,,5.0,,,,,30.0,,,,6.0,,,War Paint Waistband,,,,Uncommon,,12.0,6.0,,,,,,,,
,,,5.0,,,,,30.0,,,,,,,Light Scale Belt,,,,Uncommon,,11.0,6.0,,,,,5.0,,,
,,,3.0,Priest,,,,35.0,,,3.0,5.0,,,Curate's Sash,,,,Uncommon,,20.0,6.0,,,,,8.0,,,4.0
,,,10.0,,,5.0,,40.0,,,,5.0,,,Felbane Belt,,,,Rare,,,6.0,,,,,8.0,5.0,5.0,
5.0,5.0,,7.0,,,5.0,,40.0,,,3.0,5.0,,,Algae-Twined Waistcord,,,,Rare,,20.0,6.0,,,,,8.0,,,
5.0,5.0,,4.0,Monk,,4.0,,35.0,,,,5.0,,,Ascetic's Cord,,,,Uncommon,,20.0,6.0,,,,,8.0,,,3.0
5.0,5.0,,6.0,,,,,35.0,,,,5.0,,,The Clerk's Chain,,,,Uncommon,,,6.0,,,,,7.0,,,
5.0,5.0,,4.0,,,,,35.0,,,,5.0,,,Daltry's Belt,,,,Uncommon,,,6.0,,,,,7.0,,,
5.0,5.0,,4.0,,,,,35.0,,,,5.0,,,Shadumbra's Wrath,,,,Uncommon,,,6.0,,,,,7.0,,,
4.0,4.0,,6.0,,,,,35.0,,,,4.0,,,Krokk's Notched Belt,,,,Uncommon,,,6.0,,,,,6.0,,,
,,,2.0,,,,,35.0,,,,4.0,,,Meat Packer Ribbon,,,,Uncommon,,,6.0,,,,,6.0,,,
4.0,4.0,,5.0,,,,,35.0,,,,4.0,,,Grunt's Belt,,,,Uncommon,,15.0,6.0,,,,,6.0,,,
,,,2.0,,,,,30.0,,,,4.0,,,Ritual Belt,,,,Uncommon,,14.0,6.0,,,,,6.0,,,
3.0,3.0,,3.0,,,,,30.0,,,,3.0,,,Belt of Recurring Raids,,,,Uncommon,,,6.0,,,,,5.0,,,
,,,4.0,,,,,40.0,,,,7.0,,,Azure Silk Belt,,,,Uncommon,,30.0,6.0,,,,,,,,
,,,3.0,,,,,40.0,,,,7.0,,,Silver-Thread Sash,,,,Uncommon,,22.0,6.0,,,,,8.0,,,
11.0,11.0,,6.0,,,,,50.0,,,,11.0,,,Defiler's Leather Girdle,,,,Rare,,28.0,6.0,,,,,10.0,,,11.0
5.0,5.0,,4.0,,,,,35.0,,,,5.0,,,Bal'lal Belt,,,,Uncommon,,,6.0,,,,,8.0,,,
,,,3.0,,,,,40.0,,,,8.0,,,Beaded Raptor Collar,,,,Uncommon,,26.0,6.0,,,,,9.0,,,
5.0,5.0,,7.0,,,,,35.0,,,,5.0,,,Sentry's Sash,,,,Uncommon,,21.0,6.0,,,,,8.0,,,
7.0,7.0,,6.0,,,9.0,,40.0,,,5.0,7.0,,,Belt of Supremacy,,,,Uncommon,,,6.0,,,,,10.0,,,
6.0,6.0,,5.0,,,8.0,,40.0,,,,6.0,,,Dokebi Cord,,,,Uncommon,,24.0,6.0,,,,,,,,1.0
7.0,7.0,,9.0,,,,,40.0,,,,7.0,,,Renegade Belt,,,,Uncommon,,30.0,6.0,,,,,10.0,,,
,,,4.0,,,,,50.0,,,5.0,7.0,,,Satyrmane Sash,,,,Rare,,30.0,6.0,,,,,10.0,,,4.0
9.0,9.0,,6.0,,,,,40.0,,,,9.0,,,Raptor Hide Belt,,,,Uncommon,,28.0,6.0,,,,,10.0,,,
,,,13.0,,,7.0,,40.0,,,4.0,7.0,,,Mutineer's Noose,,,,Uncommon,,,6.0,,,,,10.0,7.0,7.0,
9.0,9.0,,9.0,,,,,40.0,,,,9.0,,,Mail Combat Belt,,,,Uncommon,,29.0,6.0,,,,,10.0,,,
6.0,6.0,,8.0,,,,,40.0,,,,6.0,,,Holgom's Waistcord,,,,Uncommon,,,6.0,,,,,9.0,,,
10.0,10.0,,8.0,,,,,40.0,,,,10.0,,,Glimmering Mail Girdle,,,,Uncommon,,24.0,6.0,,,,,9.0,,,
,,,11.0,,,,,50.0,,,,6.0,,,G-Team Belt,,,,Rare,,,6.0,,,,,9.0,6.0,6.0,5.0
6.0,6.0,,5.0,,,4.0,,50.0,,,,6.0,,,Belt of the High Shaman,,,,Rare,,,6.0,,,,,9.0,,,
6.0,6.0,,7.0,,,,,40.0,,,,6.0,,,Battleforge Girdle,,,,Uncommon,,23.0,6.0,,,,,9.0,,,
,,,11.0,,,6.0,,40.0,,,,5.0,,,Belt of Gutted Ruin,,,,Uncommon,,,6.0,,,,,8.0,5.0,5.0,
,,,3.0,,,,,40.0,,,,9.0,,,Nightwind Belt,,,,Uncommon,,22.0,6.0,,,,,8.0,,,
,,,3.0,,,,,40.0,,,,5.0,,,Watcher's Cinch,,,,Uncommon,,22.0,6.0,,,,,8.0,,,
,,,3.0,,,,,35.0,,,,5.0,,,Ivycloth Sash,,,,Uncommon,,21.0,6.0,,,,,8.0,,,
7.0,7.0,,6.0,,,,,40.0,,,,7.0,,,Headhunter's Belt,,,,Uncommon,,28.0,6.0,,,,,10.0,,,
,,,3.0,"Priest,Mage,Warlock",,8.0,,50.0,,,,8.0,,,Defiler's Cloth Girdle,,,,Rare,,28.0,6.0,,,,,10.0,,,
,,,4.0,,,,,40.0,,,,9.0,,,Crimson Silk Belt,,,,Uncommon,,30.0,6.0,,,,,,,,8.0
7.0,7.0,,6.0,,,,,40.0,,,,7.0,,,Shadraspawn Belt,,,,Uncommon,,,6.0,,,,,10.0,,,
8.0,8.0,,9.0,,,,,40.0,,,,8.0,,,Enduring Belt,,,,Uncommon,,29.0,6.0,,,,,10.0,,,
11.0,11.0,,6.0,,,,,50.0,,,,11.0,,,Highlander's Leather Girdle,,,,Rare,,28.0,6.0,,,,,10.0,,,11.0
7.0,7.0,,8.0,,,9.0,,40.0,,,5.0,7.0,,,Cord of Supremacy,,,,Uncommon,,,6.0,,,,,10.0,,,
11.0,11.0,,8.0,"Hunter,Shaman",,,,50.0,,,,11.0,,,Defiler's Chain Girdle,,,,Rare,,28.0,6.0,,,,,10.0,,,
,,,12.0,,,,,40.0,,,,6.0,,,Direglob-Slimed Belt,,,,Uncommon,,,6.0,,,,,9.0,6.0,6.0,
6.0,6.0,,5.0,,,,,40.0,,,,6.0,,,Gryphon Master's Belt,,,,Uncommon,,,6.0,,,,,9.0,,,6.0
6.0,6.0,,5.0,,,,,40.0,,,,6.0,,,Pathfinder Belt,,,,Uncommon,,23.0,6.0,,,,,9.0,,,
8.0,8.0,,7.0,,,,,40.0,,,,8.0,,,Slayer's Sash,,,,Uncommon,,23.0,6.0,,,,,9.0,,,
,,,3.0,,,,,40.0,,,,6.0,,,Raincaller Cord,,,,Uncommon,,23.0,6.0,,,,,9.0,,,
,,,3.0,"Priest,Mage,Warlock",,6.0,,50.0,,,,8.0,,,Highlander's Cloth Girdle,,,,Rare,,28.0,6.0,,,,,10.0,,,
,,,3.0,,,,,40.0,,,,6.0,,,Thistlefur Belt,,,,Uncommon,,27.0,6.0,,,,,9.0,,,
,,,12.0,,,,,40.0,,,,6.0,,,Profound Girdle,,,,Uncommon,,,6.0,,,,,9.0,6.0,6.0,
6.0,6.0,,5.0,,,,,40.0,,,,6.0,,,Stomachache Belt,,,,Uncommon,,,6.0,,,,,9.0,,,8.0
6.0,6.0,,8.0,,,,,40.0,,,,6.0,,,Hecklefang Links,,,,Uncommon,,,6.0,,,,,9.0,,,
6.0,6.0,,5.0,,,,,40.0,,,,6.0,,,Hecklefang Hide Belt,,,,Uncommon,,,6.0,,,,,9.0,,,
6.0,6.0,,8.0,,,,,40.0,,,,6.0,,,Thick Scale Belt,,,,Uncommon,,26.0,6.0,,,,,9.0,,,
,,,12.0,,,,,40.0,,,6.0,6.0,,,Hambone's Spare Collar,,,,Uncommon,,,6.0,,,,,9.0,6.0,6.0,
,,,3.0,,,,,50.0,,,,6.0,,,Nesingwary's Sash,,,,Rare,,,6.0,,,,,9.0,,,
,,,3.0,,,,,40.0,,,,6.0,,,Sage's Sash,,,,Uncommon,,24.0,6.0,,,,,9.0,,,
5.0,5.0,,5.0,,,,,40.0,,,,5.0,,,Adulterous Belt,,,,Uncommon,,,6.0,,,,,8.0,,,
4.0,4.0,,5.0,,,,,50.0,,,,4.0,,,Silver-Lined Belt,,,,Rare,,22.0,6.0,,,,,8.0,,,
7.0,7.0,,7.0,,,,,35.0,,,,7.0,,,Lambent Scale Girdle,,,,Uncommon,,21.0,6.0,,,,,8.0,,,
5.0,5.0,,7.0,,,,,35.0,,,,5.0,,,Cinch of the Ascetic,,,,Uncommon,,,6.0,,,,,8.0,,,
,,,3.0,,,,,40.0,,,,,,,Interlaced Belt,,,,Poor,,29.0,6.0,,,,,,,,
,,,3.0,,,,,40.0,,,,7.0,,,Vital Sash,,,,Uncommon,,28.0,6.0,,,,,10.0,,,
,,,13.0,,,,,50.0,,,,11.0,,,Defiler's Plate Girdle,,,,Rare,,28.0,6.0,,,,,10.0,11.0,11.0,
6.0,6.0,,6.0,,,6.0,,40.0,,,,6.0,,,Dusty Lasso,,,,Uncommon,,,6.0,,,,,9.0,,,
8.0,8.0,,6.0,,,,8.0,40.0,,,,8.0,,,Green Leather Belt,,,,Uncommon,,27.0,6.0,,,,,,,,
6.0,6.0,,8.0,,,,,40.0,,,,6.0,,,Phalanx Girdle,,,,Uncommon,,27.0,6.0,,,,,9.0,,,
6.0,6.0,,8.0,,,3.0,,50.0,,,5.0,6.0,,,Bindburner Belt,,,,Rare,,28.0,6.0,,,,,9.0,,,
,,,3.0,,,,,40.0,,,,1.0,,,Resilient Cord,,,,Uncommon,,25.0,6.0,,,,,9.0,,,6.0
10.0,10.0,,8.0,,,,,40.0,,,,10.0,,,Garneg's War Belt,,,,Uncommon,,24.0,6.0,,,,,9.0,,,
6.0,6.0,,5.0,,,,,40.0,,,,6.0,,,War Rider Belt,,,,Uncommon,,,6.0,,,,,9.0,,,
,,,3.0,,,,,40.0,,,,11.0,,,Wizard's Belt,,,,Uncommon,,23.0,6.0,,,,,,,,
,,,3.0,,,,,40.0,,,,,,,Padded Belt,,,,Common,,22.0,6.0,,,,,,,,
5.0,5.0,,5.0,,,,,35.0,,,,5.0,,,Robust Girdle,,,,Uncommon,,21.0,6.0,,,,,8.0,,,
7.0,7.0,,9.0,,,,,40.0,,,,7.0,,,Marauder's Belt,,,,Uncommon,,30.0,6.0,,,,,10.0,,,
7.0,7.0,,6.0,,,,,40.0,,,,7.0,,,Ghostwalker Belt,,,,Uncommon,,29.0,6.0,,,,,10.0,,,
11.0,11.0,,8.0,"Hunter,Shaman",,,,50.0,,,,11.0,,,Highlander's Mail Girdle,,,,Rare,,28.0,6.0,,,,,10.0,,,
,,,13.0,Paladin,,5.0,,50.0,,,,10.0,,,Defiler's Lamellar Girdle,,,,Rare,,28.0,6.0,,,,,10.0,10.0,10.0,
11.0,11.0,,8.0,"Hunter,Shaman",,,,50.0,,,,11.0,,,Highlander's Chain Girdle,,,,Rare,,28.0,6.0,,,,,10.0,,,
,,,13.0,,,4.0,,50.0,,,,7.0,,,Waistplate of Imminent Resurrection,,,,Rare,,30.0,6.0,,,,,10.0,7.0,7.0,5.0
,,,12.0,,,,,40.0,,,,6.0,,,Skulk Rock Belt,,,,Uncommon,,,6.0,,,,,9.0,6.0,6.0,
,,,3.0,,,8.0,,40.0,,,,6.0,,,Emblazoned Girdle,,,,Uncommon,,,6.0,,,,,9.0,,,
6.0,6.0,,8.0,,,,,40.0,,,,6.0,,,Banded Girdle,,,,Uncommon,,26.0,6.0,,,,,9.0,,,
